 Fish habitat analysis: CE-QUAL-W2 model results
 
 Species, Temperature minimum, Temperature maximum, Dissolved oxygen minimum
RainbowTrout,               0.00,   18.00,    5.00
StripedBass,               10.00,   24.00,    5.00
Walleye,                   12.00,   24.00,    5.00
WhiteBass,                  0.00,   28.00,    3.00
SmallmouthBass,             0.00,   29.00,    4.00
SpottedBass,                0.00,   24.40,    6.00
GizzardShad,               10.00,   26.70,    6.00
LargemouthBass,            10.00,   30.00,    5.00
ChannelCatfish,            18.00,   31.00,    5.00
 
JDAY,%VOL-RainbowTrout,HAB-VOL(m3)-RainbowTrout,%VOL-StripedBass,HAB-VOL(m3)-StripedBass,%VOL-Walleye,HAB-VOL(m3)-Walleye,%VOL-WhiteBass,HAB-VOL(m3)-WhiteBass,%VOL-SmallmouthBass,HAB-VOL(m3)-SmallmouthBass,%VOL-SpottedBass,HAB-VOL(m3)-SpottedBass,%VOL-GizzardShad,HAB-VOL(m3)-GizzardShad,%VOL-LargemouthBass,HAB-VOL(m3)-LargemouthBass,%VOL-ChannelCatfish,HAB-VOL(m3)-ChannelCatfish,
    71.403,  100.00,  0.8380E+09,    0.33,  0.2741E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.33,  0.2741E+07,    0.33,  0.2741E+07,    0.00,  0.0000E+00,
    71.500,  100.00,  0.8380E+09,    0.33,  0.2743E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.33,  0.2743E+07,    0.33,  0.2743E+07,    0.00,  0.0000E+00,
    71.604,  100.00,  0.8380E+09,    0.33,  0.2741E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.33,  0.2741E+07,    0.33,  0.2741E+07,    0.00,  0.0000E+00,
    71.701,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    71.806,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    71.903,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    72.000,  100.00,  0.8380E+09,    0.37,  0.3060E+07,    0.00,  0.0000E+00,  100.00,  0.8380E+09,  100.00,  0.8380E+09,  100.00,  0.8380E+09,    0.37,  0.3060E+07,    0.37,  0.3060E+07,    0.00,  0.0000E+00,
    72.104,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    72.201,  100.00,  0.8379E+09,    0.36,  0.3058E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.36,  0.3058E+07,    0.36,  0.3058E+07,    0.00,  0.0000E+00,
    72.306,  100.00,  0.8379E+09,    0.36,  0.3058E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.36,  0.3058E+07,    0.36,  0.3058E+07,    0.00,  0.0000E+00,
    72.403,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    72.500,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    72.604,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.37,  0.3059E+07,    0.37,  0.3059E+07,    0.00,  0.0000E+00,
    72.701,  100.00,  0.8379E+09,    0.35,  0.2973E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.35,  0.2973E+07,    0.35,  0.2973E+07,    0.00,  0.0000E+00,
    72.806,  100.00,  0.8379E+09,    0.35,  0.2971E+07,    0.00,  0.0000E+00,  100.00,  0.8379E+09,  100.00,  0.8379E+09,  100.00,  0.8379E+09,    0.35,  0.2971E+07,    0.35,  0.2971E+07,    0.00,  0.0000E+00,
