JDAY,K,I,EX_TOXIN_1,EX_TOXIN_2,EX_TOXIN_3,EX_TOXIN_4,IN_TOXIN_1,IN_TOXIN_2,IN_TOXIN_3,IN_TOXIN_4,CTESS_TOXIN_1,CTESS_TOXIN_2,CTESS_TOXIN_3,CTESS_TOXIN_4,ALG_1,
   142.104,   8,  28,  0.4686E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1619E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5688E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3271E-01,
   142.104,  15,  28,  0.1055E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5716E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2339E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1129E-01,
   142.201,   8,  28,  0.4748E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1943E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7845E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3941E-01,
   142.201,  15,  28,  0.1043E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4459E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1564E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8718E-02,
   142.306,   8,  28,  0.4851E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2456E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1125E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5042E-01,
   142.306,  15,  28,  0.1006E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3128E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7767E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6115E-02,
   142.403,   8,  28,  0.5008E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3313E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1695E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6734E-01,
   142.403,  15,  28,  0.9706E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2369E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3454E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4665E-02,
   142.500,   8,  28,  0.5208E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3944E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2106E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7951E-01,
   142.500,  15,  28,  0.9362E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2056E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1908E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4095E-02,
   142.604,   8,  28,  0.5441E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4036E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2143E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8034E-01,
   142.604,  15,  28,  0.9039E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2150E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2878E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4352E-02,
   142.701,   8,  28,  0.5716E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3597E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1810E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7107E-01,
   142.701,  15,  28,  0.8934E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2744E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6707E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5604E-02,
   142.806,   8,  28,  0.5967E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2773E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1213E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5428E-01,
   142.806,  15,  28,  0.8704E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3684E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1280E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7505E-02,
   142.903,   8,  28,  0.5990E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2098E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7462E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4131E-01,
   142.903,  15,  28,  0.9066E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4866E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1984E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9950E-02,
   143.000,   8,  28,  0.5985E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2033E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7016E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4052E-01,
   143.000,  15,  28,  0.1045E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6448E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2831E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1306E-01,
   143.104,   8,  28,  0.5947E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2090E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7448E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4209E-01,
   143.104,  15,  28,  0.1166E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6658E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2826E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1321E-01,
   143.201,   8,  28,  0.5946E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2404E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9609E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4824E-01,
   143.201,  15,  28,  0.1208E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5492E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2042E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1077E-01,
   143.306,   8,  28,  0.6072E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2918E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1299E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5847E-01,
   143.306,  15,  28,  0.1162E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3883E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1075E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7568E-02,
   143.403,   8,  28,  0.6214E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3794E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1883E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7723E-01,
   143.403,  15,  28,  0.1084E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2821E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4992E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5543E-02,
   143.500,   8,  28,  0.6356E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4492E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2346E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9034E-01,
   143.500,  15,  28,  0.1028E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2376E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2859E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4731E-02,
   143.604,   8,  28,  0.6498E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4483E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2324E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8890E-01,
   143.604,  15,  28,  0.1030E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2565E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4055E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5206E-02,
   143.701,   8,  28,  0.6490E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3689E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1778E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7228E-01,
   143.701,  15,  28,  0.1057E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3398E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8945E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6975E-02,
   143.806,   8,  28,  0.6313E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2748E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1152E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5363E-01,
   143.806,  15,  28,  0.1143E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5348E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2017E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1106E-01,
   143.903,   8,  28,  0.6219E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2225E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8043E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4391E-01,
   143.903,  15,  28,  0.1297E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8277E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3675E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1693E-01,
   144.000,   8,  28,  0.6116E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1957E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6331E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3898E-01,
   144.000,  15,  28,  0.1317E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9423E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4347E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1876E-01,
   144.104,   8,  28,  0.6126E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2016E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6733E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4060E-01,
   144.104,  15,  28,  0.1224E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7659E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3338E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1497E-01,
   144.201,   8,  28,  0.6261E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2325E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8698E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4703E-01,
   144.201,  15,  28,  0.1054E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4865E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1779E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9332E-02,
   144.306,   8,  28,  0.6425E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2793E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1171E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5680E-01,
   144.306,  15,  28,  0.8814E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2688E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6318E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5204E-02,
   144.403,   8,  28,  0.6490E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3644E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1746E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7416E-01,
   144.403,  15,  28,  0.8347E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1944E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2340E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3843E-02,
   144.500,   8,  28,  0.6495E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4255E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2164E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8551E-01,
   144.500,  15,  28,  0.8733E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1875E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1535E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3775E-02,
   144.604,   8,  28,  0.6453E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4035E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2019E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7996E-01,
   144.604,  15,  28,  0.9553E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2369E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3680E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4863E-02,
   144.701,   8,  28,  0.6357E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3386E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1586E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6660E-01,
   144.701,  15,  28,  0.1062E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3919E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1215E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8207E-02,
   144.806,   8,  28,  0.6344E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2480E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9666E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4835E-01,
   144.806,  15,  28,  0.1189E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7415E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3236E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1525E-01,
   144.903,   8,  28,  0.6408E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2129E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7189E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4213E-01,
   144.903,  15,  28,  0.1052E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8962E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4334E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1796E-01,
   145.000,   8,  28,  0.6906E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2301E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7802E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4611E-01,
   145.000,  15,  28,  0.9354E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8446E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4144E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1668E-01,
   145.104,   8,  28,  0.7185E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2530E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9045E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5112E-01,
   145.104,  15,  28,  0.8737E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6533E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3031E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1282E-01,
   145.201,   8,  28,  0.7396E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2925E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1149E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5904E-01,
   145.201,  15,  28,  0.8961E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5037E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2087E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9900E-02,
   145.306,   8,  28,  0.7523E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3509E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1534E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7236E-01,
   145.306,  15,  28,  0.9769E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3975E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1343E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7853E-02,
   145.403,   8,  28,  0.7605E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4765E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2387E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9652E-01,
   145.403,  15,  28,  0.1089E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3563E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9638E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7104E-02,
   145.500,   8,  28,  0.7723E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5405E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2817E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1086E+00,
   145.500,  15,  28,  0.1183E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3601E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8780E-09,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7228E-02,
   145.604,   8,  28,  0.7944E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5322E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2740E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1058E+00,
   145.604,  15,  28,  0.1233E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3953E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1039E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7978E-02,
   145.701,   8,  28,  0.8247E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4754E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2316E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9414E-01,
   145.701,  15,  28,  0.1250E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4659E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1456E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9456E-02,
   145.806,   8,  28,  0.8682E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3846E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1642E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7551E-01,
   145.806,  15,  28,  0.1241E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5966E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2278E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1214E-01,
   145.903,   8,  28,  0.9084E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3086E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1072E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6096E-01,
   145.903,  15,  28,  0.1267E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7465E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3182E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1511E-01,
   146.000,   8,  28,  0.9335E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2797E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8427E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5592E-01,
   146.000,  15,  28,  0.1345E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8518E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3754E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1714E-01,
   146.104,   8,  28,  0.9433E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3144E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1068E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6387E-01,
   146.104,  15,  28,  0.1494E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8743E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3734E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1743E-01,
   146.201,   8,  28,  0.9427E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4025E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1673E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8195E-01,
   146.201,  15,  28,  0.1665E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8050E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3115E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1596E-01,
   146.306,   8,  28,  0.9475E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5428E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2631E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1109E+00,
   146.306,  15,  28,  0.1842E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6964E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2238E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1379E-01,
   146.403,   8,  28,  0.9659E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6949E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3659E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1407E+00,
   146.403,  15,  28,  0.1957E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6089E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1558E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1209E-01,
   146.500,   8,  28,  0.9960E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7965E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4328E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1605E+00,
   146.500,  15,  28,  0.2022E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5736E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1258E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1147E-01,
   146.604,   8,  28,  0.1056E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8178E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4412E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1628E+00,
   146.604,  15,  28,  0.2003E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5950E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1398E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1196E-01,
   146.701,   8,  28,  0.1122E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7401E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3801E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1466E+00,
   146.701,  15,  28,  0.1923E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6594E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1881E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1333E-01,
   146.806,   8,  28,  0.1185E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5993E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2758E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1175E+00,
   146.806,  15,  28,  0.1879E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.7989E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2794E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1620E-01,
   146.903,   8,  28,  0.1225E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4759E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1860E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9404E-01,
   146.903,  15,  28,  0.1909E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9606E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3769E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1944E-01,
   147.000,   8,  28,  0.1241E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4285E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1512E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8547E-01,
   147.000,  15,  28,  0.2023E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1091E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4459E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2194E-01,
   147.104,   8,  28,  0.1235E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4587E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1724E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.9281E-01,
   147.104,  15,  28,  0.2247E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1127E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4449E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2253E-01,
   147.201,   8,  28,  0.1226E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.5583E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2420E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1133E+00,
   147.201,  15,  28,  0.2483E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1038E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3633E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2051E-01,
   147.306,   8,  28,  0.1229E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.6565E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.3093E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1349E+00,
   147.306,  15,  28,  0.2611E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8216E-03,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.2134E-08,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1614E-01,
   147.403,   8,  28,  0.1272E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.8841E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.4617E-07,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.1796E+00,
