 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  221.5000,     16.72,     12.60,    110.00,
  221.6250,     16.85,     12.60,    110.00,
  221.7500,     16.80,     12.60,    110.00,
  221.8750,     17.20,     12.60,    110.00,
  222.0000,     17.21,     12.60,    110.00,
  222.1250,     17.60,     12.60,    110.00,
  222.2500,     17.66,     12.60,    110.00,
  222.3750,     17.39,     12.60,    110.00,
  222.5000,     17.33,     12.60,    110.00,
  222.6250,     17.18,     12.60,    110.00,
  222.7500,     17.33,     12.60,    110.00,
  222.8750,     17.77,     12.60,    110.00,
  223.0000,     17.66,     12.60,    110.00,
  223.1250,     17.22,     12.60,    110.00,
  223.2500,     17.02,     12.60,    110.00,
  223.3750,     17.13,     12.60,    110.00,
  223.5000,     17.65,     12.60,    110.00,
  223.6250,     17.64,     12.60,    110.00,
  223.7500,     17.03,     12.60,    110.00,
  223.8750,     17.60,     12.60,    110.00,
  224.0000,     17.71,     12.60,    110.00,
  224.1250,     17.31,     12.60,    110.00,
  224.2500,     17.07,     12.60,    110.00,
  224.3750,     17.49,     12.60,    110.00,
  224.5000,     18.02,     12.60,    110.00,
  224.6250,     17.92,     12.60,    110.00,
  224.7500,     17.27,     12.60,    110.00,
  224.8750,     17.39,     12.60,    110.00,
  225.0000,     18.25,     12.60,    110.00,
  225.1250,     18.50,     12.60,    110.00,
  225.2500,     18.30,     12.60,    110.00,
  225.3750,     17.68,     12.60,    110.00,
  225.5000,     17.17,     12.60,    110.00,
  225.6250,     16.99,     12.60,    110.00,
  225.7500,     17.59,     12.60,    110.00,
  225.8750,     18.22,     12.60,    110.00,
  226.0000,     18.42,     12.60,    110.00,
  226.1250,     17.87,     12.60,    110.00,
  226.2500,     17.74,     12.60,    110.00,
  226.3750,     18.23,     12.60,    110.00,
  226.5000,     18.67,     12.60,    110.00,
  226.6250,     18.10,     12.60,    110.00,
  226.7500,     17.13,     12.60,    110.00,
  226.8750,     16.85,     12.60,    110.00,
  227.0000,     17.50,     12.60,    110.00,
  227.1250,     18.03,     12.60,    110.00,
  227.2500,     18.11,     12.60,    110.00,
  227.3750,     18.13,     12.60,    110.00,
  227.5000,     17.96,     12.60,    110.00,
  227.6250,     17.45,     12.60,    110.00,
  227.7500,     16.74,     12.60,    110.00,
  227.8750,     17.08,     12.60,    110.00,
  228.0000,     18.31,     12.60,    110.00,
  228.1250,     18.58,     12.60,    110.00,
  228.2500,     17.76,     12.60,    110.00,
  228.3750,     17.42,     12.60,    110.00,
  228.5000,     17.82,     12.60,    110.00,
  228.6250,     18.42,     12.60,    110.00,
  228.7500,     18.04,     12.60,    110.00,
  228.8750,     17.08,     12.60,    110.00,
  229.0000,     17.19,     12.60,    110.00,
  229.1250,     17.99,     12.60,    110.00,
  229.2500,     18.33,     12.60,    110.00,
  229.3750,     17.98,     12.60,    110.00,
  229.5000,     17.56,     12.60,    110.00,
  229.6250,     17.66,     12.60,    110.00,
  229.7500,     18.08,     12.60,    110.00,
  229.8750,     18.15,     12.60,    110.00,
  230.0000,     17.81,     12.60,    110.00,
  230.1250,     17.67,     12.60,    110.00,
  230.2500,     18.07,     12.60,    110.00,
  230.3750,     18.33,     12.60,    110.00,
  230.5000,     17.81,     12.60,    110.00,
  230.6250,     17.14,     12.60,    110.00,
  230.7500,     17.28,     12.60,    110.00,
  230.8750,     18.31,     12.60,    110.00,
  231.0000,     18.88,     12.60,    110.00,
  231.1250,     18.57,     12.60,    110.00,
  231.2500,     18.20,     12.60,    110.00,
  231.3750,     18.43,     12.60,    110.00,
  231.5000,     18.77,     12.60,    110.00,
  231.6250,     18.64,     12.60,    110.00,
  231.7500,     18.12,     12.60,    110.00,
  231.8750,     18.09,     12.60,    110.00,
  232.0000,     17.99,     12.60,    110.00,
  232.1250,     18.17,     12.60,    110.00,
  232.2500,     18.46,     12.60,    110.00,
  232.3750,     18.66,     12.60,    110.00,
  232.5000,     18.51,     12.60,    110.00,
  232.6250,     18.00,     12.60,    110.00,
  232.7500,     17.77,     12.60,    110.00,
  232.8750,     18.17,     12.60,    110.00,
  233.0000,     18.45,     12.60,    110.00,
  233.1250,     18.14,     12.60,    110.00,
  233.2500,     17.98,     12.60,    110.00,
  233.3750,     18.54,     12.60,    110.00,
  233.5000,     18.85,     12.60,    110.00,
  233.6250,     18.86,     12.60,    110.00,
  233.7500,     18.63,     12.60,    110.00,
  233.8750,     18.14,     12.60,    110.00,
  234.0000,     17.48,     12.60,    110.00,
  234.1250,     17.71,     12.60,    110.00,
  234.2500,     18.22,     12.60,    110.00,
  234.3750,     18.34,     12.60,    110.00,
  234.5000,     18.05,     12.60,    110.00,
  234.6250,     17.64,     12.60,    110.00,
  234.7500,     17.83,     12.60,    110.00,
  234.8750,     17.81,     12.60,    110.00,
  235.0000,     17.76,     12.60,    110.00,
  235.1250,     18.35,     12.60,    110.00,
  235.2500,     18.81,     12.60,    110.00,
  235.3750,     18.55,     12.60,    110.00,
  235.5000,     17.88,     12.60,    110.00,
  235.6250,     17.83,     12.60,    110.00,
  235.7500,     18.85,     12.60,    110.00,
  235.8750,     19.33,     12.60,    110.00,
  236.0000,     18.83,     12.60,    110.00,
  236.1250,     18.76,     12.60,    110.00,
  236.2500,     18.78,     12.60,    110.00,
  236.3750,     18.86,     12.60,    110.00,
  236.5000,     18.59,     12.60,    110.00,
  236.6250,     17.91,     12.60,    110.00,
  236.7500,     17.66,     12.60,    110.00,
  236.8750,     18.15,     12.60,    110.00,
  237.0000,     18.89,     12.60,    110.00,
  237.1250,     18.85,     12.60,    110.00,
  237.2500,     18.12,     12.60,    110.00,
  237.3750,     17.63,     12.60,    110.00,
  237.5000,     17.99,     12.60,    110.00,
  237.6250,     18.30,     12.60,    110.00,
  237.7500,     18.16,     12.60,    110.00,
  237.8750,     17.74,     12.60,    110.00,
  238.0000,     17.90,     12.60,    110.00,
  238.1250,     18.39,     12.60,    110.00,
  238.2500,     18.17,     12.60,    110.00,
  238.3750,     17.76,     12.60,    110.00,
  238.5000,     17.77,     12.60,    110.00,
  238.6250,     17.99,     12.60,    110.00,
  238.7500,     18.14,     12.60,    110.00,
  238.8750,     18.21,     12.60,    110.00,
  239.0000,     18.44,     12.60,    110.00,
  239.1250,     18.76,     12.60,    110.00,
  239.2500,     18.68,     12.60,    110.00,
  239.3750,     18.32,     12.60,    110.00,
  239.5000,     18.33,     12.60,    110.00,
  239.6250,     18.42,     12.60,    110.00,
  239.7500,     18.20,     12.60,    110.00,
  239.8750,     17.65,     12.60,    110.00,
  240.0000,     18.02,     12.60,    110.00,
  240.1250,     18.97,     12.60,    110.00,
  240.2500,     19.16,     12.60,    110.00,
  240.3750,     18.50,     12.60,    110.00,
  240.5000,     17.77,     12.60,    110.00,
  240.6250,     17.84,     12.60,    110.00,
  240.7500,     18.23,     12.60,    110.00,
  240.8750,     18.74,     12.60,    110.00,
  241.0000,     18.93,     12.60,    110.00,
  241.1250,     19.00,     12.60,    110.00,
  241.2500,     19.02,     12.60,    110.00,
  241.3750,     18.73,     12.60,    110.00,
  241.5000,     18.24,     12.60,    110.00,
  241.6250,     18.05,     12.60,    110.00,
  241.7500,     18.33,     12.60,    110.00,
  241.8750,     18.83,     12.60,    110.00,
  242.0000,     18.94,     12.60,    110.00,
  242.1250,     18.82,     12.60,    110.00,
  242.2500,     18.72,     12.60,    110.00,
  242.3750,     19.10,     12.60,    110.00,
  242.5000,     18.98,     12.60,    110.00,
  242.6250,     18.43,     12.60,    110.00,
  242.7500,     18.02,     12.60,    110.00,
  242.8750,     18.48,     12.60,    110.00,
  243.0000,     19.29,     12.60,    110.00,
  243.1250,     19.02,     12.60,    110.00,
  243.2500,     18.12,     12.60,    110.00,
  243.3750,     17.92,     12.60,    110.00,
  243.5000,     18.32,     12.60,    110.00,
  243.6250,     18.47,     12.60,    110.00,
  243.7500,     18.26,     12.60,    110.00,
  243.8750,     17.98,     12.60,    110.00,
  244.0000,     18.34,     12.60,    110.00,
  244.1250,     18.67,     12.60,    110.00,
  244.2500,     18.70,     12.60,    110.00,
  244.3750,     18.63,     12.60,    110.00,
  244.5000,     18.70,     12.60,    110.00,
  244.6250,     18.83,     12.60,    110.00,
  244.7500,     18.38,     12.60,    110.00,
  244.8750,     17.77,     12.60,    110.00,
  245.0000,     17.49,     12.60,    110.00,
  245.1250,     18.23,     12.60,    110.00,
  245.2500,     18.91,     12.60,    110.00,
  245.3750,     18.97,     12.60,    110.00,
  245.5000,     18.60,     12.60,    110.00,
  245.6250,     18.22,     12.60,    110.00,
  245.7500,     17.85,     12.60,    110.00,
  245.8750,     17.47,     12.60,    110.00,
  246.0000,     17.82,     12.60,    110.00,
  246.1250,     18.27,     12.60,    110.00,
  246.2500,     18.73,     12.60,    110.00,
  246.3750,     18.82,     12.60,    110.00,
  246.5000,     18.57,     12.60,    110.00,
  246.6250,     18.42,     12.60,    110.00,
  246.7500,     18.21,     12.60,    110.00,
  246.8750,     17.78,     12.60,    110.00,
  247.0000,     18.01,     12.60,    110.00,
  247.1250,     18.95,     12.60,    110.00,
  247.2500,     19.33,     12.60,    110.00,
  247.3750,     18.99,     12.60,    110.00,
  247.5000,     18.31,     12.60,    110.00,
  247.6250,     18.36,     12.60,    110.00,
  247.7500,     19.15,     12.60,    110.00,
  247.8750,     19.42,     12.60,    110.00,
  248.0000,     19.31,     12.60,    110.00,
  248.1250,     19.05,     12.60,    110.00,
  248.2500,     19.11,     12.60,    110.00,
  248.3750,     19.67,     12.60,    110.00,
  248.5000,     19.55,     12.60,    110.00,
  248.6250,     18.93,     12.60,    110.00,
  248.7500,     18.42,     12.60,    110.00,
  248.8750,     18.66,     12.60,    110.00,
  249.0000,     19.54,     12.60,    110.00,
  249.1250,     19.58,     12.60,    110.00,
  249.2500,     18.96,     12.60,    110.00,
  249.3750,     18.51,     12.60,    110.00,
  249.5000,     18.65,     12.60,    110.00,
  249.6250,     18.89,     12.60,    110.00,
  249.7500,     18.49,     12.60,    110.00,
  249.8750,     18.29,     12.60,    110.00,
  250.0000,     18.77,     12.60,    110.00,
  250.1250,     19.26,     12.60,    110.00,
  250.2500,     18.97,     12.60,    110.00,
  250.3750,     18.16,     12.60,    110.00,
  250.5000,     17.74,     12.60,    110.00,
  250.6250,     17.87,     12.60,    110.00,
  250.7500,     18.37,     12.60,    110.00,
  250.8750,     18.75,     12.60,    110.00,
  251.0000,     18.97,     12.60,    110.00,
  251.1250,     19.10,     12.60,    110.00,
  251.2500,     18.98,     12.60,    110.00,
  251.3750,     18.75,     12.60,    110.00,
  251.5000,     18.62,     12.60,    110.00,
  251.6250,     18.50,     12.60,    110.00,
  251.7500,     18.67,     12.60,    110.00,
  251.8750,     18.94,     12.60,    110.00,
  252.0000,     18.98,     12.60,    110.00,
  252.1250,     18.84,     12.60,    110.00,
  252.2500,     18.83,     12.60,    110.00,
  252.3750,     18.88,     12.60,    110.00,
  252.5000,     18.71,     12.60,    110.00,
  252.6250,     18.48,     12.60,    110.00,
  252.7500,     18.61,     12.60,    110.00,
  252.8750,     19.24,     12.60,    110.00,
  253.0000,     19.50,     12.60,    110.00,
  253.1250,     19.34,     12.60,    110.00,
  253.2500,     18.71,     12.60,    110.00,
  253.3750,     18.36,     12.60,    110.00,
  253.5000,     18.10,     12.60,    110.00,
  253.6250,     17.80,     12.60,    110.00,
  253.7500,     17.59,     12.60,    110.00,
  253.8750,     18.16,     12.60,    110.00,
  254.0000,     18.92,     12.60,    110.00,
  254.1250,     18.91,     12.60,    110.00,
  254.2500,     18.05,     12.60,    110.00,
  254.3750,     17.40,     12.60,    110.00,
  254.5000,     17.64,     12.60,    110.00,
  254.6250,     18.24,     12.60,    110.00,
  254.7500,     18.43,     12.60,    110.00,
  254.8750,     18.07,     12.60,    110.00,
  255.0000,     18.69,     12.60,    110.00,
  255.1250,     19.52,     12.60,    110.00,
  255.2500,     19.57,     12.60,    110.00,
  255.3750,     19.02,     12.60,    110.00,
  255.5000,     18.75,     12.60,    110.00,
  255.6250,     19.19,     12.60,    110.00,
  255.7500,     19.90,     12.60,    110.00,
  255.8750,     19.85,     12.60,    110.00,
  256.0000,     19.42,     12.60,    110.00,
  256.1250,     19.26,     12.60,    110.00,
  256.2500,     19.29,     12.60,    110.00,
  256.3750,     19.10,     12.60,    110.00,
  256.5000,     18.87,     12.60,    110.00,
  256.6250,     18.87,     12.60,    110.00,
  256.7500,     18.94,     12.60,    110.00,
  256.8750,     18.41,     12.60,    110.00,
  257.0000,     18.21,     12.60,    110.00,
  257.1250,     18.51,     12.60,    110.00,
  257.2500,     18.79,     12.60,    110.00,
  257.3750,     18.64,     12.60,    110.00,
  257.5000,     18.19,     12.60,    110.00,
  257.6250,     18.19,     12.60,    110.00,
  257.7500,     18.13,     12.60,    110.00,
  257.8750,     17.37,     12.60,    110.00,
  258.0000,     17.08,     12.60,    110.00,
  258.1250,     17.15,     12.60,    110.00,
  258.2500,     17.68,     12.60,    110.00,
  258.3750,     18.01,     12.60,    110.00,
  258.5000,     17.98,     12.60,    110.00,
  258.6250,     17.66,     12.60,    110.00,
  258.7500,     17.44,     12.60,    110.00,
  258.8750,     17.34,     12.60,    110.00,
  259.0000,     18.14,     12.60,    110.00,
  259.1250,     19.18,     12.60,    110.00,
  259.2500,     19.15,     12.60,    110.00,
  259.3750,     18.50,     12.60,    110.00,
  259.5000,     18.35,     12.60,    110.00,
  259.6250,     19.11,     12.60,    110.00,
  259.7500,     19.67,     12.60,    110.00,
  259.8750,     19.33,     12.60,    110.00,
  260.0000,     19.03,     12.60,    110.00,
  260.1250,     19.37,     12.60,    110.00,
  260.2500,     19.96,     12.60,    110.00,
  260.3750,     19.79,     12.60,    110.00,
  260.5000,     19.30,     12.60,    110.00,
  260.6250,     19.55,     12.60,    110.00,
  260.7500,     19.78,     12.60,    110.00,
  260.8750,     19.41,     12.60,    110.00,
  261.0000,     18.74,     12.60,    110.00,
  261.1250,     18.31,     12.60,    110.00,
  261.2500,     18.94,     12.60,    110.00,
  261.3750,     19.59,     12.60,    110.00,
  261.5000,     19.44,     12.60,    110.00,
  261.6250,     18.49,     12.60,    110.00,
  261.7500,     17.89,     12.60,    110.00,
  261.8750,     18.91,     12.60,    110.00,
  262.0000,     19.58,     12.60,    110.00,
  262.1250,     19.56,     12.60,    110.00,
  262.2500,     18.81,     12.60,    110.00,
  262.3750,     18.58,     12.60,    110.00,
  262.5000,     19.09,     12.60,    110.00,
  262.6250,     19.50,     12.60,    110.00,
  262.7500,     19.57,     12.60,    110.00,
  262.8750,     19.32,     12.60,    110.00,
  263.0000,     19.24,     12.60,    110.00,
  263.1250,     19.42,     12.60,    110.00,
  263.2500,     19.56,     12.60,    110.00,
  263.3750,     19.31,     12.60,    110.00,
  263.5000,     18.93,     12.60,    110.00,
  263.6250,     19.14,     12.60,    110.00,
  263.7500,     19.63,     12.60,    110.00,
  263.8750,     19.87,     12.60,    110.00,
  264.0000,     19.37,     12.60,    110.00,
  264.1250,     18.98,     12.60,    110.00,
  264.2500,     18.97,     12.60,    110.00,
  264.3750,     19.07,     12.60,    110.00,
  264.5000,     19.30,     12.60,    110.00,
  264.6250,     18.85,     12.60,    110.00,
  264.7500,     18.20,     12.60,    110.00,
  264.8750,     17.87,     12.60,    110.00,
  265.0000,     18.56,     12.60,    110.00,
  265.1250,     18.93,     12.60,    110.00,
  265.2500,     18.89,     12.60,    110.00,
  265.3750,     18.47,     12.60,    110.00,
  265.5000,     18.51,     12.60,    110.00,
  265.6250,     19.25,     12.60,    110.00,
  265.7500,     19.40,     12.60,    110.00,
  265.8750,     18.36,     12.60,    110.00,
  266.0000,     17.48,     12.60,    110.00,
  266.1250,     17.76,     12.60,    110.00,
  266.2500,     18.89,     12.60,    110.00,
  266.3750,     19.42,     12.60,    110.00,
  266.5000,     19.26,     12.60,    110.00,
  266.6250,     18.56,     12.60,    110.00,
  266.7500,     18.45,     12.60,    110.00,
  266.8750,     18.87,     12.60,    110.00,
  267.0000,     18.57,     12.60,    110.00,
  267.1250,     18.17,     12.60,    110.00,
  267.2500,     17.76,     12.60,    110.00,
  267.3750,     17.86,     12.60,    110.00,
  267.5000,     18.30,     12.60,    110.00,
  267.6250,     18.76,     12.60,    110.00,
  267.7500,     18.79,     12.60,    110.00,
  267.8750,     18.33,     12.60,    110.00,
  268.0000,     18.31,     12.60,    110.00,
  268.1250,     18.92,     12.60,    110.00,
  268.2500,     19.49,     12.60,    110.00,
  268.3750,     19.52,     12.60,    110.00,
  268.5000,     19.18,     12.60,    110.00,
  268.6250,     18.93,     12.60,    110.00,
  268.7500,     18.94,     12.60,    110.00,
  268.8750,     19.48,     12.60,    110.00,
  269.0000,     19.62,     12.60,    110.00,
  269.1250,     19.48,     12.60,    110.00,
  269.2500,     19.13,     12.60,    110.00,
  269.3750,     19.10,     12.60,    110.00,
  269.5000,     19.13,     12.60,    110.00,
  269.6250,     19.58,     12.60,    110.00,
  269.7500,     19.32,     12.60,    110.00,
  269.8750,     18.76,     12.60,    110.00,
  270.0000,     18.52,     12.60,    110.00,
  270.1250,     18.88,     12.60,    110.00,
  270.2500,     19.20,     12.60,    110.00,
  270.3750,     18.85,     12.60,    110.00,
  270.5000,     18.15,     12.60,    110.00,
  270.6250,     18.13,     12.60,    110.00,
  270.7500,     19.53,     12.60,    110.00,
  270.8750,     20.30,     12.60,    110.00,
  271.0000,     19.86,     12.60,    110.00,
  271.1250,     18.97,     12.60,    110.00,
  271.2500,     18.25,     12.60,    110.00,
  271.3750,     18.22,     12.60,    110.00,
  271.5000,     18.84,     12.60,    110.00,
  271.6250,     18.88,     12.60,    110.00,
  271.7500,     18.80,     12.60,    110.00,
  271.8750,     18.71,     12.60,    110.00,
  272.0000,     19.09,     12.60,    110.00,
  272.1250,     19.54,     12.60,    110.00,
  272.2500,     19.56,     12.60,    110.00,
  272.3750,     18.97,     12.60,    110.00,
  272.5000,     18.82,     12.60,    110.00,
  272.6250,     18.84,     12.60,    110.00,
  272.7500,     19.08,     12.60,    110.00,
  272.8750,     19.09,     12.60,    110.00,
  273.0000,     18.79,     12.60,    110.00,
  273.1250,     18.53,     12.60,    110.00,
  273.2500,     18.45,     12.60,    110.00,
  273.3750,     18.62,     12.60,    110.00,
  273.5000,     18.58,     12.60,    110.00,
  273.6250,     18.53,     12.60,    110.00,
  273.7500,     18.40,     12.60,    110.00,
  273.8750,     18.55,     12.60,    110.00,
  274.0000,     18.77,     12.60,    110.00,
  274.1250,     19.30,     12.60,    110.00,
  274.2500,     19.26,     12.60,    110.00,
  274.3750,     18.64,     12.60,    110.00,
  274.5000,     18.24,     12.60,    110.00,
  274.6250,     18.34,     12.60,    110.00,
  274.7500,     18.53,     12.60,    110.00,
  274.8750,     18.36,     12.60,    110.00,
  275.0000,     18.57,     12.60,    110.00,
  275.1250,     18.88,     12.60,    110.00,
  275.2500,     18.78,     12.60,    110.00,
  275.3750,     18.47,     12.60,    110.00,
  275.5000,     18.24,     12.60,    110.00,
  275.6250,     18.70,     12.60,    110.00,
  275.7500,     19.86,     12.60,    110.00,
  275.8750,     20.11,     12.60,    110.00,
  276.0000,     19.11,     12.60,    110.00,
  276.1250,     18.65,     12.60,    110.00,
  276.2500,     18.33,     12.60,    110.00,
  276.3750,     18.22,     12.60,    110.00,
  276.5000,     18.22,     12.60,    110.00,
  276.6250,     18.34,     12.60,    110.00,
  276.7500,     18.73,     12.60,    110.00,
  276.8750,     18.95,     12.60,    110.00,
  277.0000,     18.85,     12.60,    110.00,
  277.1250,     18.47,     12.60,    110.00,
  277.2500,     18.08,     12.60,    110.00,
  277.3750,     18.31,     12.60,    110.00,
  277.5000,     18.84,     12.60,    110.00,
  277.6250,     19.49,     12.60,    110.00,
  277.7500,     19.84,     12.60,    110.00,
  277.8750,     19.70,     12.60,    110.00,
  278.0000,     18.46,     12.60,    110.00,
  278.1250,     17.88,     12.60,    110.00,
  278.2500,     17.95,     12.60,    110.00,
  278.3750,     18.73,     12.60,    110.00,
  278.5000,     20.40,     12.60,    110.00,
  278.6250,     22.11,     12.60,    110.00,
  278.7500,     20.68,     12.60,    110.00,
  278.8750,     18.22,     12.60,    110.00,
  279.0000,     17.42,     12.60,    110.00,
  279.1250,     17.79,     12.60,    110.00,
  279.2500,     18.52,     12.60,    110.00,
  279.3750,     18.88,     12.60,    110.00,
  279.5000,     18.88,     12.60,    110.00,
  279.6250,     18.23,     12.60,    110.00,
  279.7500,     18.01,     12.60,    110.00,
  279.8750,     18.48,     12.60,    110.00,
  280.0000,     19.34,     12.60,    110.00,
  280.1250,     19.73,     12.60,    110.00,
  280.2500,     19.08,     12.60,    110.00,
  280.3750,     18.32,     12.60,    110.00,
  280.5000,     17.79,     12.60,    110.00,
  280.6250,     17.96,     12.60,    110.00,
  280.7500,     18.42,     12.60,    110.00,
  280.8750,     19.28,     12.60,    110.00,
  281.0000,     19.05,     12.60,    110.00,
  281.1250,     18.75,     12.60,    110.00,
  281.2500,     18.34,     12.60,    110.00,
  281.3750,     18.15,     12.60,    110.00,
  281.5000,     19.52,     12.60,    110.00,
  281.6250,     20.66,     12.60,    110.00,
  281.7500,     20.47,     12.60,    110.00,
  281.8750,     19.79,     12.60,    110.00,
  282.0000,     19.27,     12.60,    110.00,
  282.1250,     19.15,     12.60,    110.00,
  282.2500,     18.91,     12.60,    110.00,
  282.3750,     18.85,     12.60,    110.00,
  282.5000,     19.22,     12.60,    110.00,
  282.6250,     18.18,     12.60,    110.00,
  282.7500,     18.03,     12.60,    110.00,
  282.8750,     18.17,     12.60,    110.00,
  283.0000,     19.70,     12.60,    110.00,
  283.1250,     19.65,     12.60,    110.00,
  283.2500,     19.16,     12.60,    110.00,
  283.3750,     18.48,     12.60,    110.00,
  283.5000,     18.43,     12.60,    110.00,
  283.6250,     18.73,     12.60,    110.00,
  283.7500,     19.22,     12.60,    110.00,
  283.8750,     19.23,     12.60,    110.00,
  284.0000,     18.94,     12.60,    110.00,
  284.1250,     18.92,     12.60,    110.00,
  284.2500,     18.88,     12.60,    110.00,
  284.3750,     19.00,     12.60,    110.00,
  284.5000,     19.53,     12.60,    110.00,
  284.6250,     20.23,     12.60,    110.00,
  284.7500,     20.43,     12.60,    110.00,
  284.8750,     19.86,     12.60,    110.00,
  285.0000,     18.97,     12.60,    110.00,
  285.1250,     18.42,     12.60,    110.00,
  285.2500,     18.32,     12.60,    110.00,
  285.3750,     18.46,     12.60,    110.00,
  285.5000,     19.30,     12.60,    110.00,
  285.6250,     20.15,     12.60,    110.00,
  285.7500,     20.02,     12.60,    110.00,
  285.8750,     18.83,     12.60,    110.00,
  286.0000,     17.78,     12.60,    110.00,
  286.1250,     17.41,     12.60,    110.00,
  286.2500,     17.79,     12.60,    110.00,
  286.3750,     18.16,     12.60,    110.00,
  286.5000,     18.40,     12.60,    110.00,
  286.6250,     18.08,     12.60,    110.00,
  286.7500,     17.81,     12.60,    110.00,
  286.8750,     18.27,     12.60,    110.00,
  287.0000,     18.98,     12.60,    110.00,
  287.1250,     19.23,     12.60,    110.00,
  287.2500,     18.57,     12.60,    110.00,
  287.3750,     17.82,     12.60,    110.00,
  287.5000,     17.40,     12.60,    110.00,
  287.6250,     17.41,     12.60,    110.00,
  287.7500,     17.98,     12.60,    110.00,
  287.8750,     18.98,     12.60,    110.00,
  288.0000,     18.93,     12.60,    110.00,
  288.1250,     18.71,     12.60,    110.00,
  288.2500,     18.21,     12.60,    110.00,
  288.3750,     18.10,     12.60,    110.00,
  288.5000,     18.38,     12.60,    110.00,
  288.6250,     19.36,     12.60,    110.00,
  288.7500,     19.37,     12.60,    110.00,
  288.8750,     18.70,     12.60,    110.00,
  289.0000,     17.98,     12.60,    110.00,
  289.1250,     17.87,     12.60,    110.00,
  289.2500,     18.20,     12.60,    110.00,
  289.3750,     18.51,     12.60,    110.00,
  289.5000,     19.02,     12.60,    110.00,
  289.6250,     18.99,     12.60,    110.00,
  289.7500,     18.69,     12.60,    110.00,
  289.8750,     18.08,     12.60,    110.00,
  290.0000,     18.62,     12.60,    110.00,
  290.1250,     18.71,     12.60,    110.00,
  290.2500,     18.67,     12.60,    110.00,
  290.3750,     18.58,     12.60,    110.00,
  290.5000,     18.41,     12.60,    110.00,
  290.6250,     18.04,     12.60,    110.00,
  290.7500,     17.96,     12.60,    110.00,
  290.8750,     18.48,     12.60,    110.00,
  291.0000,     18.89,     12.60,    110.00,
  291.1250,     19.10,     12.60,    110.00,
  291.2500,     19.00,     12.60,    110.00,
  291.3750,     19.15,     12.60,    110.00,
  291.5000,     19.47,     12.60,    110.00,
  291.6250,     19.96,     12.60,    110.00,
  291.7500,     19.73,     12.60,    110.00,
  291.8750,     18.85,     12.60,    110.00,
  292.0000,     18.31,     12.60,    110.00,
  292.1250,     18.11,     12.60,    110.00,
  292.2500,     18.42,     12.60,    110.00,
  292.3750,     18.74,     12.60,    110.00,
  292.5000,     19.92,     12.60,    110.00,
  292.6250,     19.76,     12.60,    110.00,
  292.7500,     18.73,     12.60,    110.00,
  292.8750,     18.35,     12.60,    110.00,
  293.0000,     18.07,     12.60,    110.00,
  293.1250,     18.24,     12.60,    110.00,
  293.2500,     20.44,     12.60,    110.00,
  293.3750,     19.86,     12.60,    110.00,
  293.5000,     19.50,     12.60,    110.00,
  293.6250,     19.06,     12.60,    110.00,
  293.7500,     19.56,     12.60,    110.00,
  293.8750,     20.29,     12.60,    110.00,
  294.0000,     20.44,     12.60,    110.00,
  294.1250,     19.19,     12.60,    110.00,
  294.2500,     17.78,     12.60,    110.00,
  294.3750,     17.47,     12.60,    110.00,
  294.5000,     19.40,     12.60,    110.00,
  294.6250,     20.02,     12.60,    110.00,
  294.7500,     19.94,     12.60,    110.00,
  294.8750,     19.70,     12.60,    110.00,
  295.0000,     18.00,     12.60,    110.00,
  295.1250,     17.71,     12.60,    110.00,
  295.2500,     17.75,     12.60,    110.00,
  295.3750,     18.90,     12.60,    110.00,
  295.5000,     19.84,     12.60,    110.00,
  295.6250,     19.62,     12.60,    110.00,
  295.7500,     18.97,     12.60,    110.00,
  295.8750,     18.71,     12.60,    110.00,
  296.0000,     18.54,     12.60,    110.00,
  296.1250,     18.19,     12.60,    110.00,
  296.2500,     18.18,     12.60,    110.00,
  296.3750,     18.19,     12.60,    110.00,
  296.5000,     19.05,     12.60,    110.00,
  296.6250,     18.24,     12.60,    110.00,
  296.7500,     17.90,     12.60,    110.00,
  296.8750,     17.86,     12.60,    110.00,
  297.0000,     17.91,     12.60,    110.00,
  297.1250,     17.92,     12.60,    110.00,
  297.2500,     17.77,     12.60,    110.00,
  297.3750,     17.71,     12.60,    110.00,
  297.5000,     17.43,     12.60,    110.00,
  297.6250,     17.26,     12.60,    110.00,
  297.7500,     17.42,     12.60,    110.00,
  297.8750,     17.92,     12.60,    110.00,
  298.0000,     18.32,     12.60,    110.00,
  298.1250,     18.23,     12.60,    110.00,
  298.2500,     17.81,     12.60,    110.00,
  298.3750,     19.39,     12.60,    110.00,
  298.5000,     19.78,     12.60,    110.00,
  298.6250,     19.92,     12.60,    110.00,
  298.7500,     19.86,     12.60,    110.00,
  298.8750,     19.69,     12.60,    110.00,
  299.0000,     19.54,     12.60,    110.00,
  299.1250,     19.45,     12.60,    110.00,
  299.2500,     19.38,     12.60,    110.00,
  299.3750,     19.38,     12.60,    110.00,
  299.5000,     19.39,     12.60,    110.00,
  299.6250,     19.40,     12.60,    110.00,
  299.7500,     19.29,     12.60,    110.00,
  299.8750,     18.71,     12.60,    110.00,
  300.0000,     17.65,     12.60,    110.00,
  300.1250,     17.28,     12.60,    110.00,
  300.2500,     17.17,     12.60,    110.00,
  300.3750,     16.93,     12.60,    110.00,
  300.5000,     16.91,     12.60,    110.00,
