 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  142.3750,     13.18,     12.60,    110.00,
  142.5000,     12.84,     12.60,    110.00,
  142.6250,     12.88,     12.60,    110.00,
  142.7500,     12.72,     12.60,    110.00,
  142.8750,     13.34,     12.60,    110.00,
  143.0000,     13.28,     12.60,    110.00,
  143.1250,     13.84,     12.60,    110.00,
  143.2500,     13.98,     12.60,    110.00,
  143.3750,     13.59,     12.60,    110.00,
  143.5000,     13.52,     12.60,    110.00,
  143.6250,     13.30,     12.60,    110.00,
  143.7500,     13.68,     12.60,    110.00,
  143.8750,     13.41,     12.60,    110.00,
  144.0000,     13.66,     12.60,    110.00,
  144.1250,     13.21,     12.60,    110.00,
  144.2500,     12.51,     12.60,    110.00,
  144.3750,     12.13,     12.60,    110.00,
  144.5000,     12.01,     12.60,    110.00,
  144.6250,     12.39,     12.60,    110.00,
  144.7500,     12.62,     12.60,    110.00,
  144.8750,     12.67,     12.60,    110.00,
  145.0000,     12.41,     12.60,    110.00,
  145.1250,     11.70,     12.60,    110.00,
  145.2500,     12.13,     12.60,    110.00,
  145.3750,     11.79,     12.60,    110.00,
  145.5000,     12.30,     12.60,    110.00,
  145.6250,     13.16,     12.60,    110.00,
  145.7500,     13.23,     12.60,    110.00,
  145.8750,     13.05,     12.60,    110.00,
  146.0000,     12.94,     12.60,    110.00,
  146.1250,     12.97,     12.60,    110.00,
  146.2500,     13.37,     12.60,    110.00,
  146.3750,     13.76,     12.60,    110.00,
  146.5000,     13.95,     12.60,    110.00,
  146.6250,     13.78,     12.60,    110.00,
  146.7500,     13.42,     12.60,    110.00,
  146.8750,     13.06,     12.60,    110.00,
  147.0000,     13.13,     12.60,    110.00,
  147.1250,     13.74,     12.60,    110.00,
  147.2500,     14.35,     12.60,    110.00,
  147.3750,     14.45,     12.60,    110.00,
  147.5000,     13.82,     12.60,    110.00,
  147.6250,     13.22,     12.60,    110.00,
  147.7500,     12.70,     12.60,    110.00,
  147.8750,     13.07,     12.60,    110.00,
  148.0000,     14.04,     12.60,    110.00,
  148.1250,     14.74,     12.60,    110.00,
  148.2500,     14.81,     12.60,    110.00,
  148.3750,     14.01,     12.60,    110.00,
  148.5000,     13.28,     12.60,    110.00,
  148.6250,     12.89,     12.60,    110.00,
  148.7500,     13.16,     12.60,    110.00,
  148.8750,     14.00,     12.60,    110.00,
  149.0000,     14.50,     12.60,    110.00,
  149.1250,     14.37,     12.60,    110.00,
  149.2500,     13.98,     12.60,    110.00,
  149.3750,     13.38,     12.60,    110.00,
  149.5000,     13.13,     12.60,    110.00,
  149.6250,     13.32,     12.60,    110.00,
  149.7500,     13.68,     12.60,    110.00,
  149.8750,     14.22,     12.60,    110.00,
  150.0000,     14.14,     12.60,    110.00,
  150.1250,     14.06,     12.60,    110.00,
  150.2500,     13.91,     12.60,    110.00,
  150.3750,     13.76,     12.60,    110.00,
  150.5000,     14.01,     12.60,    110.00,
  150.6250,     14.20,     12.60,    110.00,
  150.7500,     13.29,     12.60,    110.00,
  150.8750,     13.07,     12.60,    110.00,
  151.0000,     13.63,     12.60,    110.00,
  151.1250,     13.29,     12.60,    110.00,
  151.2500,     13.56,     12.60,    110.00,
  151.3750,     13.44,     12.60,    110.00,
  151.5000,     13.78,     12.60,    110.00,
  151.6250,     13.71,     12.60,    110.00,
  151.7500,     13.95,     12.60,    110.00,
  151.8750,     13.99,     12.60,    110.00,
  152.0000,     13.88,     12.60,    110.00,
  152.1250,     14.20,     12.60,    110.00,
  152.2500,     14.28,     12.60,    110.00,
  152.3750,     14.50,     12.60,    110.00,
  152.5000,     14.36,     12.60,    110.00,
  152.6250,     14.35,     12.60,    110.00,
  152.7500,     14.17,     12.60,    110.00,
  152.8750,     14.30,     12.60,    110.00,
  153.0000,     14.25,     12.60,    110.00,
  153.1250,     14.19,     12.60,    110.00,
  153.2500,     13.84,     12.60,    110.00,
  153.3750,     14.07,     12.60,    110.00,
  153.5000,     13.14,     12.60,    110.00,
  153.6250,     13.85,     12.60,    110.00,
  153.7500,     13.72,     12.60,    110.00,
  153.8750,     14.14,     12.60,    110.00,
  154.0000,     13.41,     12.60,    110.00,
  154.1250,     13.62,     12.60,    110.00,
  154.2500,     12.90,     12.60,    110.00,
  154.3750,     13.77,     12.60,    110.00,
  154.5000,     13.58,     12.60,    110.00,
  154.6250,     13.32,     12.60,    110.00,
  154.7500,     12.90,     12.60,    110.00,
  154.8750,     12.85,     12.60,    110.00,
  155.0000,     12.79,     12.60,    110.00,
  155.1250,     12.94,     12.60,    110.00,
  155.2500,     13.09,     12.60,    110.00,
  155.3750,     13.35,     12.60,    110.00,
  155.5000,     13.40,     12.60,    110.00,
  155.6250,     13.49,     12.60,    110.00,
  155.7500,     13.11,     12.60,    110.00,
  155.8750,     12.97,     12.60,    110.00,
  156.0000,     12.76,     12.60,    110.00,
  156.1250,     12.95,     12.60,    110.00,
  156.2500,     14.10,     12.60,    110.00,
  156.3750,     13.56,     12.60,    110.00,
  156.5000,     13.64,     12.60,    110.00,
  156.6250,     13.67,     12.60,    110.00,
  156.7500,     14.30,     12.60,    110.00,
  156.8750,     14.07,     12.60,    110.00,
  157.0000,     14.20,     12.60,    110.00,
  157.1250,     13.55,     12.60,    110.00,
  157.2500,     13.83,     12.60,    110.00,
  157.3750,     13.80,     12.60,    110.00,
  157.5000,     13.31,     12.60,    110.00,
  157.6250,     13.18,     12.60,    110.00,
  157.7500,     12.93,     12.60,    110.00,
  157.8750,     14.26,     12.60,    110.00,
  158.0000,     13.26,     12.60,    110.00,
  158.1250,     13.38,     12.60,    110.00,
  158.2500,     13.56,     12.60,    110.00,
  158.3750,     13.60,     12.60,    110.00,
  158.5000,     13.54,     12.60,    110.00,
  158.6250,     13.36,     12.60,    110.00,
  158.7500,     13.30,     12.60,    110.00,
  158.8750,     13.11,     12.60,    110.00,
  159.0000,     13.24,     12.60,    110.00,
  159.1250,     13.40,     12.60,    110.00,
  159.2500,     13.51,     12.60,    110.00,
  159.3750,     13.36,     12.60,    110.00,
  159.5000,     13.22,     12.60,    110.00,
  159.6250,     13.36,     12.60,    110.00,
  159.7500,     13.41,     12.60,    110.00,
  159.8750,     13.48,     12.60,    110.00,
  160.0000,     13.29,     12.60,    110.00,
  160.1250,     13.50,     12.60,    110.00,
  160.2500,     13.52,     12.60,    110.00,
  160.3750,     13.55,     12.60,    110.00,
  160.5000,     12.92,     12.60,    110.00,
  160.6250,     12.87,     12.60,    110.00,
  160.7500,     13.11,     12.60,    110.00,
  160.8750,     13.65,     12.60,    110.00,
  161.0000,     13.48,     12.60,    110.00,
  161.1250,     13.38,     12.60,    110.00,
  161.2500,     13.20,     12.60,    110.00,
  161.3750,     13.28,     12.60,    110.00,
  161.5000,     13.43,     12.60,    110.00,
  161.6250,     13.51,     12.60,    110.00,
  161.7500,     13.64,     12.60,    110.00,
  161.8750,     13.75,     12.60,    110.00,
  162.0000,     14.00,     12.60,    110.00,
  162.1250,     13.56,     12.60,    110.00,
  162.2500,     13.41,     12.60,    110.00,
  162.3750,     13.42,     12.60,    110.00,
  162.5000,     13.82,     12.60,    110.00,
  162.6250,     13.80,     12.60,    110.00,
  162.7500,     13.33,     12.60,    110.00,
  162.8750,     12.77,     12.60,    110.00,
  163.0000,     12.85,     12.60,    110.00,
  163.1250,     13.56,     12.60,    110.00,
  163.2500,     13.93,     12.60,    110.00,
  163.3750,     13.60,     12.60,    110.00,
  163.5000,     14.12,     12.60,    110.00,
  163.6250,     13.86,     12.60,    110.00,
  163.7500,     14.40,     12.60,    110.00,
  163.8750,     14.02,     12.60,    110.00,
  164.0000,     14.29,     12.60,    110.00,
  164.1250,     14.99,     12.60,    110.00,
  164.2500,     14.63,     12.60,    110.00,
  164.3750,     13.47,     12.60,    110.00,
  164.5000,     13.60,     12.60,    110.00,
  164.6250,     14.77,     12.60,    110.00,
  164.7500,     13.60,     12.60,    110.00,
  164.8750,     13.59,     12.60,    110.00,
  165.0000,     13.74,     12.60,    110.00,
  165.1250,     13.99,     12.60,    110.00,
  165.2500,     13.91,     12.60,    110.00,
  165.3750,     13.73,     12.60,    110.00,
  165.5000,     13.57,     12.60,    110.00,
  165.6250,     13.73,     12.60,    110.00,
  165.7500,     13.75,     12.60,    110.00,
  165.8750,     13.54,     12.60,    110.00,
  166.0000,     13.01,     12.60,    110.00,
  166.1250,     12.85,     12.60,    110.00,
  166.2500,     13.17,     12.60,    110.00,
  166.3750,     13.73,     12.60,    110.00,
  166.5000,     14.16,     12.60,    110.00,
  166.6250,     14.27,     12.60,    110.00,
  166.7500,     13.75,     12.60,    110.00,
  166.8750,     13.06,     12.60,    110.00,
  167.0000,     12.81,     12.60,    110.00,
  167.1250,     13.21,     12.60,    110.00,
  167.2500,     13.81,     12.60,    110.00,
  167.3750,     13.93,     12.60,    110.00,
  167.5000,     13.73,     12.60,    110.00,
  167.6250,     13.54,     12.60,    110.00,
  167.7500,     13.54,     12.60,    110.00,
  167.8750,     13.70,     12.60,    110.00,
  168.0000,     13.62,     12.60,    110.00,
  168.1250,     13.70,     12.60,    110.00,
  168.2500,     13.89,     12.60,    110.00,
  168.3750,     14.36,     12.60,    110.00,
  168.5000,     14.46,     12.60,    110.00,
  168.6250,     14.28,     12.60,    110.00,
  168.7500,     13.76,     12.60,    110.00,
  168.8750,     13.43,     12.60,    110.00,
  169.0000,     13.41,     12.60,    110.00,
  169.1250,     13.55,     12.60,    110.00,
  169.2500,     13.53,     12.60,    110.00,
  169.3750,     13.43,     12.60,    110.00,
  169.5000,     13.80,     12.60,    110.00,
  169.6250,     14.45,     12.60,    110.00,
  169.7500,     14.69,     12.60,    110.00,
  169.8750,     14.34,     12.60,    110.00,
  170.0000,     13.89,     12.60,    110.00,
  170.1250,     13.70,     12.60,    110.00,
  170.2500,     13.92,     12.60,    110.00,
  170.3750,     14.30,     12.60,    110.00,
  170.5000,     14.21,     12.60,    110.00,
  170.6250,     13.63,     12.60,    110.00,
  170.7500,     13.24,     12.60,    110.00,
  170.8750,     13.23,     12.60,    110.00,
  171.0000,     13.65,     12.60,    110.00,
  171.1250,     14.25,     12.60,    110.00,
  171.2500,     14.59,     12.60,    110.00,
  171.3750,     14.33,     12.60,    110.00,
  171.5000,     14.06,     12.60,    110.00,
  171.6250,     14.33,     12.60,    110.00,
  171.7500,     14.78,     12.60,    110.00,
  171.8750,     14.40,     12.60,    110.00,
  172.0000,     13.53,     12.60,    110.00,
  172.1250,     13.07,     12.60,    110.00,
  172.2500,     13.11,     12.60,    110.00,
  172.3750,     13.46,     12.60,    110.00,
  172.5000,     13.48,     12.60,    110.00,
  172.6250,     13.38,     12.60,    110.00,
  172.7500,     13.21,     12.60,    110.00,
  172.8750,     13.90,     12.60,    110.00,
  173.0000,     14.54,     12.60,    110.00,
  173.1250,     14.72,     12.60,    110.00,
  173.2500,     14.38,     12.60,    110.00,
  173.3750,     14.09,     12.60,    110.00,
  173.5000,     14.01,     12.60,    110.00,
  173.6250,     14.11,     12.60,    110.00,
  173.7500,     14.28,     12.60,    110.00,
  173.8750,     13.72,     12.60,    110.00,
  174.0000,     13.43,     12.60,    110.00,
  174.1250,     13.41,     12.60,    110.00,
  174.2500,     13.80,     12.60,    110.00,
  174.3750,     13.79,     12.60,    110.00,
  174.5000,     13.95,     12.60,    110.00,
  174.6250,     13.85,     12.60,    110.00,
  174.7500,     14.34,     12.60,    110.00,
  174.8750,     14.66,     12.60,    110.00,
  175.0000,     14.62,     12.60,    110.00,
  175.1250,     14.18,     12.60,    110.00,
  175.2500,     13.79,     12.60,    110.00,
  175.3750,     13.96,     12.60,    110.00,
  175.5000,     14.20,     12.60,    110.00,
  175.6250,     14.44,     12.60,    110.00,
  175.7500,     13.81,     12.60,    110.00,
  175.8750,     13.56,     12.60,    110.00,
  176.0000,     13.23,     12.60,    110.00,
  176.1250,     13.76,     12.60,    110.00,
  176.2500,     14.09,     12.60,    110.00,
  176.3750,     14.33,     12.60,    110.00,
  176.5000,     13.78,     12.60,    110.00,
  176.6250,     13.62,     12.60,    110.00,
  176.7500,     13.60,     12.60,    110.00,
  176.8750,     14.34,     12.60,    110.00,
  177.0000,     14.98,     12.60,    110.00,
  177.1250,     15.03,     12.60,    110.00,
  177.2500,     14.67,     12.60,    110.00,
  177.3750,     14.26,     12.60,    110.00,
  177.5000,     14.31,     12.60,    110.00,
  177.6250,     14.62,     12.60,    110.00,
  177.7500,     14.47,     12.60,    110.00,
  177.8750,     14.14,     12.60,    110.00,
  178.0000,     13.72,     12.60,    110.00,
  178.1250,     13.70,     12.60,    110.00,
  178.2500,     13.98,     12.60,    110.00,
  178.3750,     14.22,     12.60,    110.00,
  178.5000,     14.15,     12.60,    110.00,
  178.6250,     13.95,     12.60,    110.00,
  178.7500,     13.99,     12.60,    110.00,
  178.8750,     14.50,     12.60,    110.00,
  179.0000,     14.93,     12.60,    110.00,
  179.1250,     14.76,     12.60,    110.00,
  179.2500,     14.42,     12.60,    110.00,
  179.3750,     14.23,     12.60,    110.00,
  179.5000,     14.33,     12.60,    110.00,
  179.6250,     14.22,     12.60,    110.00,
  179.7500,     14.16,     12.60,    110.00,
  179.8750,     13.83,     12.60,    110.00,
  180.0000,     13.91,     12.60,    110.00,
  180.1250,     13.86,     12.60,    110.00,
  180.2500,     14.04,     12.60,    110.00,
  180.3750,     14.27,     12.60,    110.00,
  180.5000,     14.50,     12.60,    110.00,
  180.6250,     14.44,     12.60,    110.00,
  180.7500,     14.12,     12.60,    110.00,
  180.8750,     14.04,     12.60,    110.00,
  181.0000,     14.52,     12.60,    110.00,
  181.1250,     14.75,     12.60,    110.00,
  181.2500,     14.65,     12.60,    110.00,
  181.3750,     14.27,     12.60,    110.00,
  181.5000,     14.20,     12.60,    110.00,
  181.6250,     14.41,     12.60,    110.00,
  181.7500,     14.52,     12.60,    110.00,
  181.8750,     14.32,     12.60,    110.00,
  182.0000,     13.93,     12.60,    110.00,
  182.1250,     14.09,     12.60,    110.00,
  182.2500,     14.37,     12.60,    110.00,
  182.3750,     14.51,     12.60,    110.00,
  182.5000,     14.65,     12.60,    110.00,
  182.6250,     14.74,     12.60,    110.00,
  182.7500,     15.02,     12.60,    110.00,
  182.8750,     15.05,     12.60,    110.00,
  183.0000,     14.79,     12.60,    110.00,
  183.1250,     14.30,     12.60,    110.00,
  183.2500,     14.39,     12.60,    110.00,
  183.3750,     14.92,     12.60,    110.00,
  183.5000,     15.10,     12.60,    110.00,
  183.6250,     14.63,     12.60,    110.00,
  183.7500,     13.96,     12.60,    110.00,
  183.8750,     14.16,     12.60,    110.00,
  184.0000,     14.82,     12.60,    110.00,
  184.1250,     15.33,     12.60,    110.00,
  184.2500,     14.93,     12.60,    110.00,
  184.3750,     14.42,     12.60,    110.00,
  184.5000,     14.49,     12.60,    110.00,
  184.6250,     15.10,     12.60,    110.00,
  184.7500,     15.11,     12.60,    110.00,
  184.8750,     14.28,     12.60,    110.00,
  185.0000,     14.16,     12.60,    110.00,
  185.1250,     14.74,     12.60,    110.00,
  185.2500,     15.41,     12.60,    110.00,
  185.3750,     14.75,     12.60,    110.00,
  185.5000,     14.20,     12.60,    110.00,
  185.6250,     14.80,     12.60,    110.00,
  185.7500,     15.41,     12.60,    110.00,
  185.8750,     14.97,     12.60,    110.00,
  186.0000,     14.26,     12.60,    110.00,
  186.1250,     14.26,     12.60,    110.00,
  186.2500,     15.28,     12.60,    110.00,
  186.3750,     15.42,     12.60,    110.00,
  186.5000,     14.82,     12.60,    110.00,
  186.6250,     14.39,     12.60,    110.00,
  186.7500,     14.04,     12.60,    110.00,
  186.8750,     14.32,     12.60,    110.00,
  187.0000,     14.91,     12.60,    110.00,
  187.1250,     14.95,     12.60,    110.00,
  187.2500,     14.76,     12.60,    110.00,
  187.3750,     14.62,     12.60,    110.00,
  187.5000,     14.67,     12.60,    110.00,
  187.6250,     14.83,     12.60,    110.00,
  187.7500,     14.30,     12.60,    110.00,
  187.8750,     14.44,     12.60,    110.00,
  188.0000,     14.94,     12.60,    110.00,
  188.1250,     15.25,     12.60,    110.00,
  188.2500,     14.90,     12.60,    110.00,
  188.3750,     14.51,     12.60,    110.00,
  188.5000,     14.66,     12.60,    110.00,
  188.6250,     15.12,     12.60,    110.00,
  188.7500,     15.18,     12.60,    110.00,
  188.8750,     14.73,     12.60,    110.00,
  189.0000,     14.53,     12.60,    110.00,
  189.1250,     14.66,     12.60,    110.00,
  189.2500,     15.03,     12.60,    110.00,
  189.3750,     15.07,     12.60,    110.00,
  189.5000,     15.03,     12.60,    110.00,
  189.6250,     15.26,     12.60,    110.00,
  189.7500,     15.31,     12.60,    110.00,
  189.8750,     14.81,     12.60,    110.00,
  190.0000,     14.31,     12.60,    110.00,
  190.1250,     14.50,     12.60,    110.00,
  190.2500,     15.07,     12.60,    110.00,
  190.3750,     15.04,     12.60,    110.00,
  190.5000,     14.55,     12.60,    110.00,
  190.6250,     14.42,     12.60,    110.00,
  190.7500,     14.62,     12.60,    110.00,
  190.8750,     15.13,     12.60,    110.00,
  191.0000,     15.22,     12.60,    110.00,
  191.1250,     15.38,     12.60,    110.00,
  191.2500,     15.38,     12.60,    110.00,
  191.3750,     15.71,     12.60,    110.00,
  191.5000,     15.66,     12.60,    110.00,
  191.6250,     15.30,     12.60,    110.00,
  191.7500,     14.64,     12.60,    110.00,
  191.8750,     14.57,     12.60,    110.00,
  192.0000,     14.74,     12.60,    110.00,
  192.1250,     14.90,     12.60,    110.00,
  192.2500,     15.03,     12.60,    110.00,
  192.3750,     15.02,     12.60,    110.00,
  192.5000,     15.09,     12.60,    110.00,
  192.6250,     15.40,     12.60,    110.00,
  192.7500,     15.22,     12.60,    110.00,
  192.8750,     14.95,     12.60,    110.00,
  193.0000,     14.91,     12.60,    110.00,
  193.1250,     15.14,     12.60,    110.00,
  193.2500,     14.98,     12.60,    110.00,
  193.3750,     14.59,     12.60,    110.00,
  193.5000,     14.54,     12.60,    110.00,
  193.6250,     14.87,     12.60,    110.00,
  193.7500,     14.95,     12.60,    110.00,
  193.8750,     14.72,     12.60,    110.00,
  194.0000,     15.02,     12.60,    110.00,
  194.1250,     15.76,     12.60,    110.00,
  194.2500,     16.30,     12.60,    110.00,
  194.3750,     15.46,     12.60,    110.00,
  194.5000,     15.13,     12.60,    110.00,
  194.6250,     15.28,     12.60,    110.00,
  194.7500,     15.48,     12.60,    110.00,
  194.8750,     15.30,     12.60,    110.00,
  195.0000,     15.08,     12.60,    110.00,
  195.1250,     15.13,     12.60,    110.00,
  195.2500,     15.37,     12.60,    110.00,
  195.3750,     15.56,     12.60,    110.00,
  195.5000,     15.42,     12.60,    110.00,
  195.6250,     15.01,     12.60,    110.00,
  195.7500,     14.70,     12.60,    110.00,
  195.8750,     14.87,     12.60,    110.00,
  196.0000,     15.76,     12.60,    110.00,
  196.1250,     15.89,     12.60,    110.00,
  196.2500,     15.27,     12.60,    110.00,
  196.3750,     14.90,     12.60,    110.00,
  196.5000,     15.37,     12.60,    110.00,
  196.6250,     16.23,     12.60,    110.00,
  196.7500,     15.93,     12.60,    110.00,
  196.8750,     15.03,     12.60,    110.00,
  197.0000,     14.34,     12.60,    110.00,
  197.1250,     14.79,     12.60,    110.00,
  197.2500,     15.11,     12.60,    110.00,
  197.3750,     15.09,     12.60,    110.00,
  197.5000,     15.17,     12.60,    110.00,
  197.6250,     15.43,     12.60,    110.00,
  197.7500,     15.56,     12.60,    110.00,
  197.8750,     15.59,     12.60,    110.00,
  198.0000,     15.59,     12.60,    110.00,
  198.1250,     16.38,     12.60,    110.00,
  198.2500,     16.43,     12.60,    110.00,
  198.3750,     15.50,     12.60,    110.00,
  198.5000,     15.14,     12.60,    110.00,
  198.6250,     15.61,     12.60,    110.00,
  198.7500,     15.42,     12.60,    110.00,
  198.8750,     14.97,     12.60,    110.00,
  199.0000,     14.92,     12.60,    110.00,
  199.1250,     15.58,     12.60,    110.00,
  199.2500,     16.02,     12.60,    110.00,
  199.3750,     15.85,     12.60,    110.00,
  199.5000,     15.65,     12.60,    110.00,
  199.6250,     15.86,     12.60,    110.00,
  199.7500,     15.93,     12.60,    110.00,
  199.8750,     15.64,     12.60,    110.00,
  200.0000,     15.05,     12.60,    110.00,
  200.1250,     14.74,     12.60,    110.00,
  200.2500,     15.11,     12.60,    110.00,
  200.3750,     15.59,     12.60,    110.00,
  200.5000,     15.64,     12.60,    110.00,
  200.6250,     15.31,     12.60,    110.00,
  200.7500,     15.00,     12.60,    110.00,
  200.8750,     14.88,     12.60,    110.00,
  201.0000,     15.50,     12.60,    110.00,
  201.1250,     15.99,     12.60,    110.00,
  201.2500,     17.34,     12.60,    110.00,
  201.3750,     16.37,     12.60,    110.00,
  201.5000,     15.02,     12.60,    110.00,
  201.6250,     15.32,     12.60,    110.00,
  201.7500,     16.18,     12.60,    110.00,
  201.8750,     15.79,     12.60,    110.00,
  202.0000,     15.17,     12.60,    110.00,
  202.1250,     15.46,     12.60,    110.00,
  202.2500,     16.11,     12.60,    110.00,
  202.3750,     16.91,     12.60,    110.00,
  202.5000,     15.74,     12.60,    110.00,
  202.6250,     14.75,     12.60,    110.00,
  202.7500,     14.91,     12.60,    110.00,
  202.8750,     15.57,     12.60,    110.00,
  203.0000,     15.95,     12.60,    110.00,
  203.1250,     15.77,     12.60,    110.00,
  203.2500,     15.58,     12.60,    110.00,
  203.3750,     15.92,     12.60,    110.00,
  203.5000,     15.92,     12.60,    110.00,
  203.6250,     15.48,     12.60,    110.00,
  203.7500,     15.17,     12.60,    110.00,
  203.8750,     15.43,     12.60,    110.00,
  204.0000,     16.00,     12.60,    110.00,
  204.1250,     16.05,     12.60,    110.00,
  204.2500,     15.76,     12.60,    110.00,
  204.3750,     15.56,     12.60,    110.00,
  204.5000,     15.67,     12.60,    110.00,
  204.6250,     15.63,     12.60,    110.00,
  204.7500,     15.21,     12.60,    110.00,
  204.8750,     15.27,     12.60,    110.00,
  205.0000,     15.53,     12.60,    110.00,
  205.1250,     16.17,     12.60,    110.00,
  205.2500,     16.14,     12.60,    110.00,
  205.3750,     15.61,     12.60,    110.00,
  205.5000,     15.62,     12.60,    110.00,
  205.6250,     16.25,     12.60,    110.00,
  205.7500,     16.61,     12.60,    110.00,
  205.8750,     15.95,     12.60,    110.00,
  206.0000,     16.05,     12.60,    110.00,
  206.1250,     16.71,     12.60,    110.00,
  206.2500,     16.86,     12.60,    110.00,
  206.3750,     16.61,     12.60,    110.00,
  206.5000,     15.92,     12.60,    110.00,
  206.6250,     15.64,     12.60,    110.00,
  206.7500,     15.83,     12.60,    110.00,
  206.8750,     16.12,     12.60,    110.00,
  207.0000,     16.02,     12.60,    110.00,
  207.1250,     16.28,     12.60,    110.00,
  207.2500,     16.83,     12.60,    110.00,
  207.3750,     16.26,     12.60,    110.00,
  207.5000,     15.91,     12.60,    110.00,
  207.6250,     15.62,     12.60,    110.00,
  207.7500,     15.76,     12.60,    110.00,
  207.8750,     15.76,     12.60,    110.00,
  208.0000,     15.74,     12.60,    110.00,
  208.1250,     15.77,     12.60,    110.00,
  208.2500,     15.91,     12.60,    110.00,
  208.3750,     15.99,     12.60,    110.00,
  208.5000,     16.10,     12.60,    110.00,
  208.6250,     16.05,     12.60,    110.00,
  208.7500,     15.96,     12.60,    110.00,
  208.8750,     16.72,     12.60,    110.00,
  209.0000,     17.29,     12.60,    110.00,
  209.1250,     16.22,     12.60,    110.00,
  209.2500,     15.42,     12.60,    110.00,
  209.3750,     15.33,     12.60,    110.00,
  209.5000,     15.57,     12.60,    110.00,
  209.6250,     15.90,     12.60,    110.00,
  209.7500,     15.42,     12.60,    110.00,
  209.8750,     15.45,     12.60,    110.00,
  210.0000,     16.34,     12.60,    110.00,
  210.1250,     17.25,     12.60,    110.00,
  210.2500,     17.07,     12.60,    110.00,
  210.3750,     16.29,     12.60,    110.00,
  210.5000,     16.27,     12.60,    110.00,
  210.6250,     16.74,     12.60,    110.00,
  210.7500,     17.13,     12.60,    110.00,
  210.8750,     16.78,     12.60,    110.00,
  211.0000,     16.81,     12.60,    110.00,
  211.1250,     17.32,     12.60,    110.00,
  211.2500,     17.40,     12.60,    110.00,
  211.3750,     16.96,     12.60,    110.00,
  211.5000,     16.89,     12.60,    110.00,
  211.6250,     17.36,     12.60,    110.00,
  211.7500,     17.43,     12.60,    110.00,
  211.8750,     16.45,     12.60,    110.00,
  212.0000,     16.35,     12.60,    110.00,
  212.1250,     16.48,     12.60,    110.00,
  212.2500,     16.12,     12.60,    110.00,
  212.3750,     15.71,     12.60,    110.00,
  212.5000,     15.95,     12.60,    110.00,
  212.6250,     16.48,     12.60,    110.00,
  212.7500,     16.15,     12.60,    110.00,
  212.8750,     15.47,     12.60,    110.00,
  213.0000,     16.11,     12.60,    110.00,
  213.1250,     17.28,     12.60,    110.00,
  213.2500,     17.32,     12.60,    110.00,
  213.3750,     16.65,     12.60,    110.00,
  213.5000,     16.62,     12.60,    110.00,
  213.6250,     17.41,     12.60,    110.00,
  213.7500,     17.35,     12.60,    110.00,
  213.8750,     16.58,     12.60,    110.00,
  214.0000,     16.15,     12.60,    110.00,
  214.1250,     17.10,     12.60,    110.00,
  214.2500,     17.40,     12.60,    110.00,
  214.3750,     17.42,     12.60,    110.00,
  214.5000,     17.29,     12.60,    110.00,
  214.6250,     17.55,     12.60,    110.00,
  214.7500,     17.52,     12.60,    110.00,
  214.8750,     17.23,     12.60,    110.00,
  215.0000,     16.88,     12.60,    110.00,
  215.1250,     16.48,     12.60,    110.00,
  215.2500,     17.33,     12.60,    110.00,
  215.3750,     17.19,     12.60,    110.00,
  215.5000,     17.19,     12.60,    110.00,
  215.6250,     17.76,     12.60,    110.00,
  215.7500,     17.52,     12.60,    110.00,
  215.8750,     15.89,     12.60,    110.00,
  216.0000,     15.24,     12.60,    110.00,
  216.1250,     16.07,     12.60,    110.00,
  216.2500,     17.63,     12.60,    110.00,
  216.3750,     17.35,     12.60,    110.00,
  216.5000,     15.95,     12.60,    110.00,
  216.6250,     16.28,     12.60,    110.00,
  216.7500,     17.65,     12.60,    110.00,
  216.8750,     17.97,     12.60,    110.00,
  217.0000,     16.99,     12.60,    110.00,
  217.1250,     16.56,     12.60,    110.00,
  217.2500,     17.37,     12.60,    110.00,
  217.3750,     17.96,     12.60,    110.00,
  217.5000,     17.64,     12.60,    110.00,
  217.6250,     17.28,     12.60,    110.00,
  217.7500,     17.04,     12.60,    110.00,
  217.8750,     16.31,     12.60,    110.00,
  218.0000,     16.20,     12.60,    110.00,
  218.1250,     16.93,     12.60,    110.00,
  218.2500,     17.89,     12.60,    110.00,
  218.3750,     18.19,     12.60,    110.00,
  218.5000,     17.73,     12.60,    110.00,
  218.6250,     17.35,     12.60,    110.00,
  218.7500,     17.00,     12.60,    110.00,
  218.8750,     16.89,     12.60,    110.00,
  219.0000,     17.20,     12.60,    110.00,
  219.1250,     17.76,     12.60,    110.00,
  219.2500,     17.81,     12.60,    110.00,
  219.3750,     17.30,     12.60,    110.00,
  219.5000,     17.06,     12.60,    110.00,
  219.6250,     17.09,     12.60,    110.00,
  219.7500,     16.98,     12.60,    110.00,
  219.8750,     17.03,     12.60,    110.00,
  220.0000,     16.99,     12.60,    110.00,
  220.1250,     17.65,     12.60,    110.00,
  220.2500,     17.96,     12.60,    110.00,
  220.3750,     17.60,     12.60,    110.00,
  220.5000,     17.52,     12.60,    110.00,
  220.6250,     17.41,     12.60,    110.00,
  220.7500,     16.79,     12.60,    110.00,
  220.8750,     16.06,     12.60,    110.00,
  221.0000,     16.89,     12.60,    110.00,
  221.1250,     17.71,     12.60,    110.00,
  221.2500,     17.88,     12.60,    110.00,
  221.3750,     17.28,     12.60,    110.00,
