 JDAY,ELEVATION(m),DisslvedOxygen(mg/l)
   92.5000,  123.90,  -99.00,
   92.5000,  123.80,    9.87,
   92.5000,  120.35,    9.82,
   92.5000,  118.35,    9.75,
   92.5000,  116.35,    9.64,
   92.5000,  114.35,    9.39,
   92.5000,  112.35,    8.93,
   92.5000,  110.35,    8.33,
   92.5000,  108.35,    7.79,
   92.5000,  106.35,    7.48,
   92.5000,  104.35,    7.40,
   92.5000,  102.35,    7.38,
   92.5000,  100.35,    7.34,
   92.5000,   98.35,    7.30,
   92.5000,   96.35,    7.25,
   92.5000,   94.35,    7.25,
   92.5000,   92.35,    7.26,
   92.5000,   90.35,    7.26,
   92.5000,   88.35,    7.26,
   92.5000,   86.35,    7.25,
   92.5000,   84.35,    7.26,
   92.5000,   82.35,    7.27,
   92.5000,   80.35,    7.27,
   92.5000,   78.35,    7.24,
   92.5000,   76.35,    7.06,
   92.5000,   74.35,    6.75,
   92.5000,   72.35,    6.42,
   92.5000,   70.35,    6.29,
   92.5000,   68.35,    6.24,
   93.5000,  123.90,  -99.00,
   93.5000,  123.80,    9.75,
   93.5000,  120.35,    9.69,
   93.5000,  118.35,    9.46,
   93.5000,  116.35,    9.31,
   93.5000,  114.35,    9.20,
   93.5000,  112.35,    9.08,
   93.5000,  110.35,    8.94,
   93.5000,  108.35,    8.78,
   93.5000,  106.35,    8.60,
   93.5000,  104.35,    8.40,
   93.5000,  102.35,    8.20,
   93.5000,  100.35,    8.01,
   93.5000,   98.35,    7.84,
   93.5000,   96.35,    7.69,
   93.5000,   94.35,    7.57,
   93.5000,   92.35,    7.46,
   93.5000,   90.35,    7.36,
   93.5000,   88.35,    7.29,
   93.5000,   86.35,    7.25,
   93.5000,   84.35,    7.21,
   93.5000,   82.35,    7.19,
   93.5000,   80.35,    7.18,
   93.5000,   78.35,    7.18,
   93.5000,   76.35,    7.14,
   93.5000,   74.35,    6.94,
   93.5000,   72.35,    6.82,
   93.5000,   70.35,    6.74,
   93.5000,   68.35,    6.62,
   94.5000,  123.90,  -99.00,
   94.5000,  123.80,    9.58,
   94.5000,  120.35,    9.57,
   94.5000,  118.35,    9.46,
   94.5000,  116.35,    9.37,
   94.5000,  114.35,    9.30,
   94.5000,  112.35,    9.23,
   94.5000,  110.35,    9.17,
   94.5000,  108.35,    9.11,
   94.5000,  106.35,    8.98,
   94.5000,  104.35,    8.72,
   94.5000,  102.35,    8.32,
   94.5000,  100.35,    7.92,
   94.5000,   98.35,    7.61,
   94.5000,   96.35,    7.41,
   94.5000,   94.35,    7.28,
   94.5000,   92.35,    7.19,
   94.5000,   90.35,    7.14,
   94.5000,   88.35,    7.12,
   94.5000,   86.35,    7.10,
   94.5000,   84.35,    7.08,
   94.5000,   82.35,    7.04,
   94.5000,   80.35,    6.97,
   94.5000,   78.35,    6.81,
   94.5000,   76.35,    6.56,
   94.5000,   74.35,    6.56,
   94.5000,   72.35,    6.49,
   94.5000,   70.35,    6.49,
   94.5000,   68.35,    6.49,
   95.5000,  123.90,  -99.00,
   95.5000,  123.80,    9.76,
   95.5000,  120.35,    9.75,
   95.5000,  118.35,    9.74,
   95.5000,  116.35,    9.73,
   95.5000,  114.35,    9.72,
   95.5000,  112.35,    9.72,
   95.5000,  110.35,    9.72,
   95.5000,  108.35,    9.72,
   95.5000,  106.35,    9.71,
   95.5000,  104.35,    9.69,
   95.5000,  102.35,    9.45,
   95.5000,  100.35,    8.89,
   95.5000,   98.35,    8.26,
   95.5000,   96.35,    7.75,
   95.5000,   94.35,    7.42,
   95.5000,   92.35,    7.23,
   95.5000,   90.35,    7.12,
   95.5000,   88.35,    7.07,
   95.5000,   86.35,    7.05,
   95.5000,   84.35,    7.04,
   95.5000,   82.35,    7.01,
   95.5000,   80.35,    6.96,
   95.5000,   78.35,    6.87,
   95.5000,   76.35,    6.64,
   95.5000,   74.35,    6.35,
   95.5000,   72.35,    6.35,
   95.5000,   70.35,    6.35,
   95.5000,   68.35,    6.35,
   96.5000,  123.90,  -99.00,
   96.5000,  123.80,    9.77,
   96.5000,  120.35,    9.76,
   96.5000,  118.35,    9.75,
   96.5000,  116.35,    9.75,
   96.5000,  114.35,    9.71,
   96.5000,  112.35,    9.43,
   96.5000,  110.35,    8.41,
   96.5000,  108.35,    7.49,
   96.5000,  106.35,    7.49,
   96.5000,  104.35,    7.49,
   96.5000,  102.35,    6.96,
   96.5000,  100.35,    6.97,
   96.5000,   98.35,    6.97,
   96.5000,   96.35,    6.97,
   96.5000,   94.35,    6.92,
   96.5000,   92.35,    6.94,
   96.5000,   90.35,    6.94,
   96.5000,   88.35,    6.95,
   96.5000,   86.35,    6.95,
   96.5000,   84.35,    6.92,
   96.5000,   82.35,    6.86,
   96.5000,   80.35,    6.77,
   96.5000,   78.35,    6.63,
   96.5000,   76.35,    6.46,
   96.5000,   74.35,    6.16,
   96.5000,   72.35,    6.16,
   96.5000,   70.35,    6.16,
   96.5000,   68.35,    6.16,
   97.5000,  123.90,  -99.00,
   97.5000,  123.80,    9.53,
   97.5000,  120.35,    9.40,
   97.5000,  118.35,    9.13,
   97.5000,  116.35,    8.95,
   97.5000,  114.35,    8.77,
   97.5000,  112.35,    8.59,
   97.5000,  110.35,    8.43,
   97.5000,  108.35,    8.27,
   97.5000,  106.35,    8.11,
   97.5000,  104.35,    7.95,
   97.5000,  102.35,    7.81,
   97.5000,  100.35,    7.70,
   97.5000,   98.35,    7.60,
   97.5000,   96.35,    7.51,
   97.5000,   94.35,    7.43,
   97.5000,   92.35,    7.39,
   97.5000,   90.35,    7.37,
   97.5000,   88.35,    7.32,
   97.5000,   86.35,    7.21,
   97.5000,   84.35,    7.05,
   97.5000,   82.35,    6.92,
   97.5000,   80.35,    6.86,
   97.5000,   78.35,    6.86,
   97.5000,   76.35,    6.75,
   97.5000,   74.35,    6.54,
   97.5000,   72.35,    6.43,
   97.5000,   70.35,    6.36,
   97.5000,   68.35,    6.26,
   98.5000,  123.90,  -99.00,
   98.5000,  123.80,    9.50,
   98.5000,  120.35,    9.45,
   98.5000,  118.35,    9.23,
   98.5000,  116.35,    9.19,
   98.5000,  114.35,    9.18,
   98.5000,  112.35,    9.15,
   98.5000,  110.35,    9.10,
   98.5000,  108.35,    9.01,
   98.5000,  106.35,    8.80,
   98.5000,  104.35,    8.45,
   98.5000,  102.35,    8.04,
   98.5000,  100.35,    7.69,
   98.5000,   98.35,    7.45,
   98.5000,   96.35,    7.32,
   98.5000,   94.35,    7.23,
   98.5000,   92.35,    7.13,
   98.5000,   90.35,    7.03,
   98.5000,   88.35,    6.94,
   98.5000,   86.35,    6.86,
   98.5000,   84.35,    6.79,
   98.5000,   82.35,    6.70,
   98.5000,   80.35,    6.58,
   98.5000,   78.35,    6.43,
   98.5000,   76.35,    6.24,
   98.5000,   74.35,    6.24,
   98.5000,   72.35,    6.24,
   98.5000,   70.35,    6.24,
   98.5000,   68.35,    6.24,
   99.5000,  123.90,  -99.00,
   99.5000,  123.80,    9.51,
   99.5000,  120.35,    9.50,
   99.5000,  118.35,    9.49,
   99.5000,  116.35,    9.48,
   99.5000,  114.35,    9.47,
   99.5000,  112.35,    9.45,
   99.5000,  110.35,    9.44,
   99.5000,  108.35,    9.42,
   99.5000,  106.35,    9.38,
   99.5000,  104.35,    9.32,
   99.5000,  102.35,    9.20,
   99.5000,  100.35,    8.85,
   99.5000,   98.35,    8.32,
   99.5000,   96.35,    7.83,
   99.5000,   94.35,    7.47,
   99.5000,   92.35,    7.24,
   99.5000,   90.35,    7.09,
   99.5000,   88.35,    6.98,
   99.5000,   86.35,    6.92,
   99.5000,   84.35,    6.87,
   99.5000,   82.35,    6.83,
   99.5000,   80.35,    6.75,
   99.5000,   78.35,    6.65,
   99.5000,   76.35,    6.50,
   99.5000,   74.35,    6.29,
   99.5000,   72.35,    6.04,
   99.5000,   70.35,    6.03,
   99.5000,   68.35,    6.03,
  100.5000,  123.91,  -99.00,
  100.5000,  123.81,    9.53,
  100.5000,  120.35,    9.51,
  100.5000,  118.35,    9.50,
  100.5000,  116.35,    9.49,
  100.5000,  114.35,    9.49,
  100.5000,  112.35,    9.49,
  100.5000,  110.35,    9.40,
  100.5000,  108.35,    8.93,
  100.5000,  106.35,    8.25,
  100.5000,  104.35,    7.72,
  100.5000,  102.35,    7.33,
  100.5000,  100.35,    7.10,
  100.5000,   98.35,    7.00,
  100.5000,   96.35,    6.94,
  100.5000,   94.35,    6.91,
  100.5000,   92.35,    6.89,
  100.5000,   90.35,    6.85,
  100.5000,   88.35,    6.83,
  100.5000,   86.35,    6.83,
  100.5000,   84.35,    6.79,
  100.5000,   82.35,    6.66,
  100.5000,   80.35,    6.54,
  100.5000,   78.35,    6.40,
  100.5000,   76.35,    6.17,
  100.5000,   74.35,    6.01,
  100.5000,   72.35,    5.93,
  100.5000,   70.35,    5.90,
  100.5000,   68.35,    5.90,
  101.5000,  123.90,  -99.00,
  101.5000,  123.80,    9.52,
  101.5000,  120.35,    9.51,
  101.5000,  118.35,    9.51,
  101.5000,  116.35,    9.50,
  101.5000,  114.35,    9.50,
  101.5000,  112.35,    9.44,
  101.5000,  110.35,    9.15,
  101.5000,  108.35,    8.31,
  101.5000,  106.35,    7.27,
  101.5000,  104.35,    7.00,
  101.5000,  102.35,    7.00,
  101.5000,  100.35,    7.00,
  101.5000,   98.35,    7.00,
  101.5000,   96.35,    6.81,
  101.5000,   94.35,    6.81,
  101.5000,   92.35,    6.82,
  101.5000,   90.35,    6.82,
  101.5000,   88.35,    6.80,
  101.5000,   86.35,    6.78,
  101.5000,   84.35,    6.76,
  101.5000,   82.35,    6.68,
  101.5000,   80.35,    6.52,
  101.5000,   78.35,    6.30,
  101.5000,   76.35,    6.06,
  101.5000,   74.35,    5.82,
  101.5000,   72.35,    5.82,
  101.5000,   70.35,    5.82,
  101.5000,   68.35,    5.82,
  102.5000,  123.90,  -99.00,
  102.5000,  123.80,    9.48,
  102.5000,  120.35,    9.44,
  102.5000,  118.35,    9.38,
  102.5000,  116.35,    9.29,
  102.5000,  114.35,    9.12,
  102.5000,  112.35,    8.86,
  102.5000,  110.35,    8.53,
  102.5000,  108.35,    8.23,
  102.5000,  106.35,    7.84,
  102.5000,  104.35,    7.56,
  102.5000,  102.35,    7.34,
  102.5000,  100.35,    7.20,
  102.5000,   98.35,    7.11,
  102.5000,   96.35,    7.04,
  102.5000,   94.35,    6.98,
  102.5000,   92.35,    6.95,
  102.5000,   90.35,    6.95,
  102.5000,   88.35,    6.93,
  102.5000,   86.35,    6.85,
  102.5000,   84.35,    6.77,
  102.5000,   82.35,    6.76,
  102.5000,   80.35,    6.75,
  102.5000,   78.35,    6.61,
  102.5000,   76.35,    6.38,
  102.5000,   74.35,    6.03,
  102.5000,   72.35,    5.64,
  102.5000,   70.35,    5.64,
  102.5000,   68.35,    5.64,
  103.5000,  123.90,  -99.00,
  103.5000,  123.80,    9.45,
  103.5000,  120.35,    9.45,
  103.5000,  118.35,    9.45,
  103.5000,  116.35,    9.44,
  103.5000,  114.35,    9.28,
  103.5000,  112.35,    9.08,
  103.5000,  110.35,    8.90,
  103.5000,  108.35,    8.71,
  103.5000,  106.35,    8.45,
  103.5000,  104.35,    8.14,
  103.5000,  102.35,    7.82,
  103.5000,  100.35,    7.52,
  103.5000,   98.35,    7.25,
  103.5000,   96.35,    7.06,
  103.5000,   94.35,    6.94,
  103.5000,   92.35,    6.86,
  103.5000,   90.35,    6.81,
  103.5000,   88.35,    6.73,
  103.5000,   86.35,    6.67,
  103.5000,   84.35,    6.63,
  103.5000,   82.35,    6.55,
  103.5000,   80.35,    6.37,
  103.5000,   78.35,    6.09,
  103.5000,   76.35,    5.73,
  103.5000,   74.35,    5.46,
  103.5000,   72.35,    5.46,
  103.5000,   70.35,    5.46,
  103.5000,   68.35,    5.46,
  104.5000,  123.90,  -99.00,
  104.5000,  123.80,    9.36,
  104.5000,  120.35,    9.35,
  104.5000,  118.35,    9.30,
  104.5000,  116.35,    8.85,
  104.5000,  114.35,    8.71,
  104.5000,  112.35,    8.53,
  104.5000,  110.35,    8.20,
  104.5000,  108.35,    7.75,
  104.5000,  106.35,    7.33,
  104.5000,  104.35,    7.02,
  104.5000,  102.35,    6.85,
  104.5000,  100.35,    6.76,
  104.5000,   98.35,    6.70,
  104.5000,   96.35,    6.66,
  104.5000,   94.35,    6.63,
  104.5000,   92.35,    6.60,
  104.5000,   90.35,    6.57,
  104.5000,   88.35,    6.55,
  104.5000,   86.35,    6.52,
  104.5000,   84.35,    6.46,
  104.5000,   82.35,    6.35,
  104.5000,   80.35,    6.18,
  104.5000,   78.35,    5.97,
  104.5000,   76.35,    5.74,
  104.5000,   74.35,    5.44,
  104.5000,   72.35,    5.26,
  104.5000,   70.35,    5.26,
  104.5000,   68.35,    5.26,
  105.5000,  123.90,  -99.00,
  105.5000,  123.80,    9.42,
  105.5000,  120.35,    9.41,
  105.5000,  118.35,    9.40,
  105.5000,  116.35,    9.40,
  105.5000,  114.35,    9.40,
  105.5000,  112.35,    9.40,
  105.5000,  110.35,    9.40,
  105.5000,  108.35,    9.40,
  105.5000,  106.35,    9.40,
  105.5000,  104.35,    9.40,
  105.5000,  102.35,    9.40,
  105.5000,  100.35,    8.72,
  105.5000,   98.35,    7.76,
  105.5000,   96.35,    7.23,
  105.5000,   94.35,    6.95,
  105.5000,   92.35,    6.79,
  105.5000,   90.35,    6.70,
  105.5000,   88.35,    6.64,
  105.5000,   86.35,    6.59,
  105.5000,   84.35,    6.55,
  105.5000,   82.35,    6.53,
  105.5000,   80.35,    6.49,
  105.5000,   78.35,    6.42,
  105.5000,   76.35,    6.20,
  105.5000,   74.35,    5.76,
  105.5000,   72.35,    5.52,
  105.5000,   70.35,    5.32,
  105.5000,   68.35,    5.32,
  106.5000,  123.90,  -99.00,
  106.5000,  123.80,    9.40,
  106.5000,  120.35,    9.39,
  106.5000,  118.35,    9.38,
  106.5000,  116.35,    9.39,
  106.5000,  114.35,    9.39,
  106.5000,  112.35,    9.39,
  106.5000,  110.35,    9.39,
  106.5000,  108.35,    9.06,
  106.5000,  106.35,    7.58,
  106.5000,  104.35,    6.70,
  106.5000,  102.35,    6.62,
  106.5000,  100.35,    6.62,
  106.5000,   98.35,    6.48,
  106.5000,   96.35,    6.41,
  106.5000,   94.35,    6.41,
  106.5000,   92.35,    6.39,
  106.5000,   90.35,    6.37,
  106.5000,   88.35,    6.36,
  106.5000,   86.35,    6.34,
  106.5000,   84.35,    6.30,
  106.5000,   82.35,    6.21,
  106.5000,   80.35,    6.06,
  106.5000,   78.35,    5.86,
  106.5000,   76.35,    5.45,
  106.5000,   74.35,    5.26,
  106.5000,   72.35,    5.26,
  106.5000,   70.35,    5.26,
  106.5000,   68.35,    5.26,
  107.5000,  123.90,  -99.00,
  107.5000,  123.80,    9.34,
  107.5000,  120.35,    9.33,
  107.5000,  118.35,    9.32,
  107.5000,  116.35,    9.32,
  107.5000,  114.35,    9.29,
  107.5000,  112.35,    9.18,
  107.5000,  110.35,    8.83,
  107.5000,  108.35,    8.12,
  107.5000,  106.35,    7.26,
  107.5000,  104.35,    6.61,
  107.5000,  102.35,    6.46,
  107.5000,  100.35,    6.46,
  107.5000,   98.35,    6.46,
  107.5000,   96.35,    6.35,
  107.5000,   94.35,    6.27,
  107.5000,   92.35,    6.25,
  107.5000,   90.35,    6.25,
  107.5000,   88.35,    6.25,
  107.5000,   86.35,    6.25,
  107.5000,   84.35,    6.27,
  107.5000,   82.35,    6.29,
  107.5000,   80.35,    6.27,
  107.5000,   78.35,    6.21,
  107.5000,   76.35,    6.03,
  107.5000,   74.35,    5.68,
  107.5000,   72.35,    5.11,
  107.5000,   70.35,    5.11,
  107.5000,   68.35,    5.11,
  108.5000,  123.90,  -99.00,
  108.5000,  123.80,    9.29,
  108.5000,  120.35,    9.26,
  108.5000,  118.35,    9.13,
  108.5000,  116.35,    9.08,
  108.5000,  114.35,    9.04,
  108.5000,  112.35,    8.99,
  108.5000,  110.35,    8.88,
  108.5000,  108.35,    8.67,
  108.5000,  106.35,    8.34,
  108.5000,  104.35,    7.94,
  108.5000,  102.35,    7.55,
  108.5000,  100.35,    7.20,
  108.5000,   98.35,    6.92,
  108.5000,   96.35,    6.73,
  108.5000,   94.35,    6.60,
  108.5000,   92.35,    6.51,
  108.5000,   90.35,    6.45,
  108.5000,   88.35,    6.42,
  108.5000,   86.35,    6.42,
  108.5000,   84.35,    6.38,
  108.5000,   82.35,    6.28,
  108.5000,   80.35,    6.21,
  108.5000,   78.35,    6.19,
  108.5000,   76.35,    6.17,
  108.5000,   74.35,    6.09,
  108.5000,   72.35,    5.50,
  108.5000,   70.35,    4.87,
  108.5000,   68.35,    4.87,
  109.5000,  123.90,  -99.00,
  109.5000,  123.80,    9.30,
  109.5000,  120.35,    9.24,
  109.5000,  118.35,    9.03,
  109.5000,  116.35,    8.95,
  109.5000,  114.35,    8.86,
  109.5000,  112.35,    8.70,
  109.5000,  110.35,    8.43,
  109.5000,  108.35,    8.04,
  109.5000,  106.35,    7.57,
  109.5000,  104.35,    7.10,
  109.5000,  102.35,    6.72,
  109.5000,  100.35,    6.48,
  109.5000,   98.35,    6.37,
  109.5000,   96.35,    6.33,
  109.5000,   94.35,    6.29,
  109.5000,   92.35,    6.24,
  109.5000,   90.35,    6.19,
  109.5000,   88.35,    6.14,
  109.5000,   86.35,    6.10,
  109.5000,   84.35,    6.07,
  109.5000,   82.35,    6.02,
  109.5000,   80.35,    5.90,
  109.5000,   78.35,    5.70,
  109.5000,   76.35,    5.42,
  109.5000,   74.35,    5.08,
  109.5000,   72.35,    4.77,
  109.5000,   70.35,    4.77,
  109.5000,   68.35,    4.77,
  110.5000,  123.90,  -99.00,
  110.5000,  123.80,    9.27,
  110.5000,  120.35,    9.27,
  110.5000,  118.35,    9.27,
  110.5000,  116.35,    9.23,
  110.5000,  114.35,    9.11,
  110.5000,  112.35,    8.94,
  110.5000,  110.35,    8.83,
  110.5000,  108.35,    8.77,
  110.5000,  106.35,    8.46,
  110.5000,  104.35,    7.81,
  110.5000,  102.35,    7.17,
  110.5000,  100.35,    6.70,
  110.5000,   98.35,    6.44,
  110.5000,   96.35,    6.31,
  110.5000,   94.35,    6.24,
  110.5000,   92.35,    6.19,
  110.5000,   90.35,    6.14,
  110.5000,   88.35,    6.09,
  110.5000,   86.35,    6.06,
  110.5000,   84.35,    6.05,
  110.5000,   82.35,    6.03,
  110.5000,   80.35,    5.97,
  110.5000,   78.35,    5.87,
  110.5000,   76.35,    5.68,
  110.5000,   74.35,    5.53,
  110.5000,   72.35,    4.80,
  110.5000,   70.35,    4.72,
  110.5000,   68.35,    4.72,
  111.5000,  123.90,  -99.00,
  111.5000,  123.80,    9.29,
  111.5000,  120.35,    9.28,
  111.5000,  118.35,    9.28,
  111.5000,  116.35,    9.27,
  111.5000,  114.35,    9.10,
  111.5000,  112.35,    8.84,
  111.5000,  110.35,    8.58,
  111.5000,  108.35,    8.01,
  111.5000,  106.35,    7.21,
  111.5000,  104.35,    6.69,
  111.5000,  102.35,    6.42,
  111.5000,  100.35,    6.28,
  111.5000,   98.35,    6.19,
  111.5000,   96.35,    6.13,
  111.5000,   94.35,    6.09,
  111.5000,   92.35,    6.05,
  111.5000,   90.35,    6.01,
  111.5000,   88.35,    5.99,
  111.5000,   86.35,    5.98,
  111.5000,   84.35,    5.95,
  111.5000,   82.35,    5.89,
  111.5000,   80.35,    5.78,
  111.5000,   78.35,    5.61,
  111.5000,   76.35,    5.40,
  111.5000,   74.35,    5.12,
  111.5000,   72.35,    4.54,
  111.5000,   70.35,    4.54,
  111.5000,   68.35,    4.54,
  112.5000,  123.90,  -99.00,
  112.5000,  123.80,    9.26,
  112.5000,  120.35,    9.26,
  112.5000,  118.35,    9.26,
  112.5000,  116.35,    9.28,
  112.5000,  114.35,    9.16,
  112.5000,  112.35,    8.83,
  112.5000,  110.35,    8.52,
  112.5000,  108.35,    8.07,
  112.5000,  106.35,    7.55,
  112.5000,  104.35,    7.14,
  112.5000,  102.35,    6.84,
  112.5000,  100.35,    6.60,
  112.5000,   98.35,    6.41,
  112.5000,   96.35,    6.27,
  112.5000,   94.35,    6.17,
  112.5000,   92.35,    6.10,
  112.5000,   90.35,    6.04,
  112.5000,   88.35,    5.99,
  112.5000,   86.35,    5.95,
  112.5000,   84.35,    5.94,
  112.5000,   82.35,    5.90,
  112.5000,   80.35,    5.81,
  112.5000,   78.35,    5.64,
  112.5000,   76.35,    5.42,
  112.5000,   74.35,    5.25,
  112.5000,   72.35,    4.43,
  112.5000,   70.35,    4.43,
  112.5000,   68.35,    4.43,
  113.5000,  123.90,  -99.00,
  113.5000,  123.80,    9.21,
  113.5000,  120.35,    9.21,
  113.5000,  118.35,    9.22,
  113.5000,  116.35,    9.21,
  113.5000,  114.35,    8.94,
  113.5000,  112.35,    8.56,
  113.5000,  110.35,    8.20,
  113.5000,  108.35,    7.69,
  113.5000,  106.35,    7.20,
  113.5000,  104.35,    6.82,
  113.5000,  102.35,    6.52,
  113.5000,  100.35,    6.31,
  113.5000,   98.35,    6.16,
  113.5000,   96.35,    6.06,
  113.5000,   94.35,    5.98,
  113.5000,   92.35,    5.93,
  113.5000,   90.35,    5.90,
  113.5000,   88.35,    5.87,
  113.5000,   86.35,    5.86,
  113.5000,   84.35,    5.82,
  113.5000,   82.35,    5.73,
  113.5000,   80.35,    5.58,
  113.5000,   78.35,    5.36,
  113.5000,   76.35,    5.01,
  113.5000,   74.35,    4.45,
  113.5000,   72.35,    4.45,
  113.5000,   70.35,    4.45,
  113.5000,   68.35,    4.45,
  114.5000,  123.90,  -99.00,
  114.5000,  123.80,    9.16,
  114.5000,  120.35,    9.16,
  114.5000,  118.35,    9.17,
  114.5000,  116.35,    9.14,
  114.5000,  114.35,    8.86,
  114.5000,  112.35,    8.53,
  114.5000,  110.35,    8.25,
  114.5000,  108.35,    7.95,
  114.5000,  106.35,    7.65,
  114.5000,  104.35,    7.37,
  114.5000,  102.35,    7.09,
  114.5000,  100.35,    6.80,
  114.5000,   98.35,    6.52,
  114.5000,   96.35,    6.29,
  114.5000,   94.35,    6.11,
  114.5000,   92.35,    5.99,
  114.5000,   90.35,    5.90,
  114.5000,   88.35,    5.85,
  114.5000,   86.35,    5.83,
  114.5000,   84.35,    5.82,
  114.5000,   82.35,    5.78,
  114.5000,   80.35,    5.66,
  114.5000,   78.35,    5.46,
  114.5000,   76.35,    5.21,
  114.5000,   74.35,    4.48,
  114.5000,   72.35,    4.34,
  114.5000,   70.35,    4.34,
  114.5000,   68.35,    4.34,
  115.5000,  123.90,  -99.00,
  115.5000,  123.80,    9.10,
  115.5000,  120.35,    9.10,
  115.5000,  118.35,    9.10,
  115.5000,  116.35,    9.04,
  115.5000,  114.35,    8.66,
  115.5000,  112.35,    8.33,
  115.5000,  110.35,    8.04,
  115.5000,  108.35,    7.64,
  115.5000,  106.35,    7.15,
  115.5000,  104.35,    6.66,
  115.5000,  102.35,    6.30,
  115.5000,  100.35,    6.07,
  115.5000,   98.35,    5.93,
  115.5000,   96.35,    5.83,
  115.5000,   94.35,    5.76,
  115.5000,   92.35,    5.73,
  115.5000,   90.35,    5.72,
  115.5000,   88.35,    5.72,
  115.5000,   86.35,    5.72,
