JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     TDS,    Gen1,    Gen3,    ISS1,      N2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    ALG1,      DO,     TIC,     ALK,MICROCYS,     EPI,      TN,     NH3,      TP,Turbidit,     TSS,      pH,  SECCHI,NH4NITR (kg/d),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),NH3GAS  (kg/d),NO3DEN  (kg/d),NO3AG   (kg/d),NO3EG   (kg/d),NO3SED  (kg/d),LDOMDK  (kg/d),LRDOM   (kg/d),DOREAR  (kg/d),DOSED   (kg/d), CO2GASX(kg/d), SD_C_IN(kg/d), SD_N_IN(kg/d), SD_P_IN(kg/d), DOSEDIA(kg/d),PLIM_ALG1    ,NLIM_ALG1    ,LLIM_ALG1    ,
    64.500,   600.000,   123.800,     7.400,    -0.001,     8.603,   265.401,     0.510,    51.450,  2866.000,     1.000,     7.173,   253.587,   250.378,   317.874,   341.344,     1.715,   -28.395,     0.289,    51.000,   100.000,    10.000,     2.000,    20.000,     0.010,     0.140,     0.140,     0.700,     2.022,     0.100,     0.100,    11.100,    11.910,    31.000,      0.00,     0.000,    0.5138,    0.0000,    0.0246,     2.503,     2.200,     6.700,     2.941, 0.134E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.594E-08, 0.121E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.426E+03, 0.142E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,     0.495,     0.952,     0.829,
    64.604,   600.000,   123.800,     7.523,    -0.006,    12.776,   222.543,     0.508,    51.450,  2866.000,     1.000,     7.202,   226.990,   209.946,   323.658,   341.930,    -1.278,   -34.038,     0.290,    51.000,   100.000,     9.144,     1.947,    19.979,     0.010,     0.140,     0.140,     0.695,     2.022,     0.099,     0.092,    11.113,    11.813,    31.000, 0.263E-03,     0.000,    0.5129,    0.0001,    0.0245,     2.428,     2.140,     6.710,     2.954, 0.138E+02, 0.510E+00, 0.634E+01,-0.583E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.131E+01, 0.351E+02, 0.364E+02, 0.000E+00, 0.000E+00, 0.310E-01, 0.125E-01, 0.634E+01, 0.000E+00, 0.000E+00, 0.434E+03, 0.145E+02, 0.192E+04, 0.000E+00,-0.105E+05, 0.000E+00, 0.000E+00, 0.000E+00,-0.945E+01,     0.498,     0.952,     0.781,
    64.701,   600.000,   123.800,     7.577,    -0.009,    12.420,    77.097,     0.503,    51.450,  2866.000,     1.000,     7.220,   122.418,    72.733,   331.841,   342.229,   -14.127,   -45.947,     0.341,    51.000,   100.000,     8.410,     1.910,    19.961,     0.010,     0.140,     0.140,     0.691,     2.022,     0.098,     0.074,    11.121,    11.739,    31.000, 0.474E-03,     0.000,    0.5113,    0.0001,    0.0244,     2.354,     2.081,     6.720,     2.980, 0.141E+02, 0.413E+00, 0.423E+01,-0.382E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.131E+01, 0.352E+02, 0.365E+02, 0.000E+00, 0.000E+00, 0.347E-01, 0.126E-01, 0.423E+01, 0.000E+00, 0.000E+00, 0.436E+03, 0.145E+02, 0.218E+04, 0.000E+00,-0.121E+05, 0.000E+00, 0.000E+00, 0.000E+00,-0.157E+02,     0.502,     0.952,     0.410,
    64.806,   600.000,   123.800,     7.593,    -0.013,    12.998,     0.000,     0.499,    51.450,  2866.000,     1.000,     7.229,    70.109,     0.000,   340.156,   342.279,   -24.767,   -47.465,     0.236,    51.000,   100.000,     7.688,     1.872,    19.941,     0.010,     0.141,     0.140,     0.686,     2.022,     0.097,     0.055,    11.128,    11.658,    31.000, 0.654E-03,     0.000,    0.5098,    0.0001,    0.0244,     2.287,     2.027,     6.730,     3.004, 0.142E+02, 0.313E+00, 0.000E+00, 0.313E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.131E+01, 0.351E+02, 0.364E+02, 0.000E+00, 0.000E+00, 0.296E-01, 0.127E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.434E+03, 0.145E+02, 0.148E+04, 0.000E+00,-0.818E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.223E+02,     0.508,     0.953,     0.000,
    64.903,   600.000,   123.800,     7.616,    -0.003,    12.666,     0.000,     0.496,    51.450,  2866.000,     1.000,     7.235,    64.330,     0.000,   344.238,   342.389,   -24.407,   -38.074,     0.134,    51.000,   100.000,     7.069,     1.831,    19.934,     0.010,     0.141,     0.140,     0.681,     2.022,     0.095,     0.043,    11.126,    11.630,    31.000, 0.779E-03,     0.000,    0.5088,    0.0001,    0.0244,     2.220,     1.973,     6.730,     3.023, 0.143E+02, 0.247E+00, 0.000E+00, 0.247E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.130E+01, 0.350E+02, 0.363E+02, 0.000E+00, 0.000E+00, 0.171E-01, 0.128E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.434E+03, 0.145E+02, 0.839E+03, 0.000E+00,-0.465E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.284E+02,     0.515,     0.953,     0.000,
    65.000,   600.000,   123.800,     7.640,     0.007,    12.670,     0.000,     0.495,    51.450,  2866.000,     1.000,     7.241,    66.682,     0.000,   340.906,   342.507,   -31.690,   -36.593,     0.134,    51.000,   100.000,     6.500,     1.793,    19.927,     0.010,     0.141,     0.141,     0.677,     2.023,     0.094,     0.041,    11.123,    11.605,    31.000, 0.886E-03,     0.000,    0.5084,    0.0001,    0.0246,     2.167,     1.930,     6.730,     3.030, 0.144E+02, 0.230E+00, 0.000E+00, 0.230E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.129E+01, 0.350E+02, 0.363E+02, 0.000E+00, 0.000E+00, 0.186E-01, 0.129E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.433E+03, 0.144E+02, 0.834E+03, 0.000E+00,-0.464E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.344E+02,     0.524,     0.953,     0.000,
    65.104,   600.000,   123.802,     7.623,     0.029,    13.804,     0.000,     0.496,    51.452,  2866.000,     1.000,     7.241,   -59.435,     0.000,   305.769,   342.447,    36.083,   -13.326,     0.329,    51.000,   100.000,     5.942,     1.763,    19.917,     0.011,     0.141,     0.141,     0.672,     2.023,     0.093,     0.048,    11.123,    11.564,    31.000, 0.101E-02,     0.000,    0.5089,    0.0001,    0.0249,     2.137,     1.906,     6.740,     3.025, 0.143E+02, 0.269E+00, 0.000E+00, 0.269E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.127E+01, 0.346E+02, 0.359E+02, 0.000E+00, 0.000E+00, 0.361E-01, 0.129E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.428E+03, 0.143E+02, 0.206E+04, 0.000E+00,-0.112E+05, 0.000E+00, 0.000E+00, 0.000E+00,-0.408E+02,     0.535,     0.953,     0.000,
    65.201,   600.000,   123.801,     7.547,     0.050,    11.974,     0.000,     0.498,    51.451,  2866.000,     1.000,     7.229,  -150.949,     0.000,   258.699,   342.088,    54.870,    12.690,     0.295,    51.000,   100.000,     5.465,     1.743,    19.904,     0.011,     0.142,     0.141,     0.668,     2.023,     0.093,     0.062,    11.128,    11.499,    31.000, 0.116E-02,     0.000,    0.5100,    0.0001,    0.0256,     2.128,     1.898,     6.740,     3.010, 0.141E+02, 0.339E+00, 0.000E+00, 0.339E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.124E+01, 0.339E+02, 0.351E+02, 0.000E+00, 0.000E+00, 0.339E-01, 0.126E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.419E+03, 0.140E+02, 0.189E+04, 0.000E+00,-0.992E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.466E+02,     0.550,     0.953,     0.000,
    65.306,   600.000,   123.801,     7.474,     0.047,    12.742,    51.949,     0.501,    51.451,  2866.000,     1.000,     7.210,  -122.502,    49.008,   245.035,   341.720,    56.331,    18.495,     0.239,    51.000,   100.000,     4.999,     1.753,    19.912,     0.012,     0.142,     0.141,     0.663,     2.023,     0.093,     0.075,    11.115,    11.527,    31.000, 0.138E-02,     0.000,    0.5110,    0.0001,    0.0263,     2.156,     1.921,     6.740,     2.994, 0.138E+02, 0.403E+00, 0.301E+01,-0.260E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.123E+01, 0.331E+02, 0.344E+02, 0.000E+00, 0.000E+00, 0.303E-01, 0.124E-01, 0.299E+01, 0.000E+00, 0.000E+00, 0.410E+03, 0.137E+02, 0.161E+04, 0.000E+00,-0.806E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.528E+02,     0.564,     0.953,     0.298,
    65.403,   600.000,   123.801,     7.508,     0.049,    12.620,   475.656,     0.503,    51.451,  2866.000,     1.000,     7.216,   276.130,   448.733,   245.662,   341.827,    66.085,    10.353,     0.290,    51.000,   100.000,     4.599,     1.719,    19.900,     0.013,     0.142,     0.141,     0.659,     2.023,     0.092,     0.087,    11.122,    11.466,    31.000, 0.156E-02,     0.000,    0.5119,    0.0001,    0.0270,     2.130,     1.900,     6.750,     2.982, 0.140E+02, 0.476E+00, 0.693E+01,-0.645E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.122E+01, 0.332E+02, 0.344E+02, 0.000E+00, 0.000E+00, 0.343E-01, 0.125E-01, 0.689E+01, 0.000E+00, 0.000E+00, 0.410E+03, 0.137E+02, 0.191E+04, 0.000E+00,-0.958E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.585E+02,     0.581,     0.953,     0.881,
    65.500,   600.000,   123.801,     7.711,     0.053,    12.642,   757.994,     0.503,    51.451,  2866.000,     1.000,     7.270,   570.682,   715.089,   258.308,   342.777,    67.786,    -7.849,     0.291,    51.000,   100.000,     4.229,     1.686,    19.888,     0.013,     0.142,     0.141,     0.655,     2.023,     0.091,     0.091,    11.128,    11.402,    31.000, 0.177E-02,     0.000,    0.5120,    0.0001,    0.0277,     2.093,     1.870,     6.750,     2.980, 0.148E+02, 0.523E+00, 0.781E+01,-0.729E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.126E+01, 0.343E+02, 0.356E+02, 0.000E+00, 0.000E+00, 0.352E-01, 0.132E-01, 0.777E+01, 0.000E+00, 0.000E+00, 0.425E+03, 0.142E+02, 0.174E+04, 0.000E+00,-0.954E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.641E+02,     0.596,     0.953,     0.752,
    65.604,   600.000,   123.801,     7.957,     0.054,    12.368,   640.774,     0.501,    51.451,  2866.000,     1.000,     7.354,   493.927,   604.504,   273.797,   343.995,    64.811,   -24.432,     0.228,    51.000,   100.000,     3.863,     1.657,    19.876,     0.014,     0.142,     0.141,     0.650,     2.023,     0.090,     0.080,    11.129,    11.356,    31.000, 0.198E-02,     0.000,    0.5110,    0.0001,    0.0283,     2.044,     1.830,     6.760,     2.995, 0.157E+02, 0.491E+00, 0.751E+01,-0.702E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.131E+01, 0.358E+02, 0.371E+02, 0.000E+00, 0.000E+00, 0.328E-01, 0.141E-01, 0.746E+01, 0.000E+00, 0.000E+00, 0.443E+03, 0.148E+02, 0.120E+04, 0.000E+00,-0.730E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.701E+02,     0.610,     0.953,     0.815,
    65.701,   600.000,   123.800,     8.038,     0.049,    12.525,   223.586,     0.497,    51.450,  2866.000,     1.000,     7.409,    97.416,   210.930,   270.987,   344.456,    57.057,   -17.012,     0.143,    51.000,   100.000,     3.549,     1.631,    19.870,     0.015,     0.142,     0.141,     0.645,     2.023,     0.090,     0.062,    11.126,    11.338,    31.000, 0.213E-02,     0.000,    0.5095,    0.0001,    0.0287,     1.991,     1.787,     6.760,     3.018, 0.161E+02, 0.393E+00, 0.612E+01,-0.573E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.133E+01, 0.361E+02, 0.375E+02, 0.000E+00, 0.000E+00, 0.249E-01, 0.144E-01, 0.608E+01, 0.000E+00, 0.000E+00, 0.447E+03, 0.149E+02, 0.726E+03, 0.000E+00,-0.454E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.755E+02,     0.621,     0.953,     0.790,
    65.806,   600.000,   123.800,     7.960,     0.042,    12.538,     0.000,     0.493,    51.450,  2866.000,     1.000,     7.422,  -137.434,     0.000,   255.959,   344.113,    50.889,    -1.610,     0.136,    51.000,   100.000,     3.241,     1.597,    19.864,     0.015,     0.143,     0.142,     0.641,     2.023,     0.089,     0.045,    11.121,    11.315,    31.000, 0.226E-02,     0.000,    0.5079,    0.0001,    0.0290,     1.925,     1.733,     6.760,     3.043, 0.158E+02, 0.278E+00, 0.000E+00, 0.278E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.129E+01, 0.353E+02, 0.366E+02, 0.000E+00, 0.000E+00, 0.169E-01, 0.141E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.437E+03, 0.146E+02, 0.725E+03, 0.000E+00,-0.431E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.813E+02,     0.632,     0.953,     0.000,
    65.903,   600.000,   123.800,     7.873,     0.033,    12.554,     0.000,     0.492,    51.450,  2866.000,     1.000,     7.424,  -166.265,     0.000,   239.216,   343.676,    48.755,    13.049,     0.135,    51.000,   100.000,     2.978,     1.590,    19.865,     0.015,     0.143,     0.142,     0.636,     2.023,     0.088,     0.040,    11.111,    11.322,    31.000, 0.236E-02,     0.000,    0.5075,    0.0001,    0.0293,     1.909,     1.720,     6.760,     3.051, 0.155E+02, 0.239E+00, 0.000E+00, 0.239E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.126E+01, 0.345E+02, 0.357E+02, 0.000E+00, 0.000E+00, 0.133E-01, 0.138E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.426E+03, 0.142E+02, 0.768E+03, 0.000E+00,-0.431E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.866E+02,     0.638,     0.953,     0.000,
    66.000,   600.000,   123.800,     7.802,     0.023,    12.553,     0.000,     0.490,    51.450,  2866.000,     1.000,     7.428,  -180.069,     0.000,   234.687,   343.328,    48.363,    23.065,     0.135,    51.000,   100.000,     2.737,     1.560,    19.859,     0.016,     0.143,     0.142,     0.632,     2.024,     0.087,     0.037,    11.108,    11.296,    31.000, 0.244E-02,     0.000,    0.5072,    0.0001,    0.0297,     1.868,     1.686,     6.760,     3.058, 0.152E+02, 0.216E+00, 0.000E+00, 0.216E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.123E+01, 0.337E+02, 0.350E+02, 0.000E+00, 0.000E+00, 0.132E-01, 0.136E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.417E+03, 0.139E+02, 0.797E+03, 0.000E+00,-0.430E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.918E+02,     0.646,     0.953,     0.000,
    66.104,   600.000,   123.800,     7.720,     0.012,    12.638,     0.000,     0.490,    51.450,  2866.000,     1.000,     7.434,  -200.195,     0.000,   227.934,   342.933,    52.627,    32.569,     0.135,    51.000,   100.000,     2.501,     1.527,    19.853,     0.016,     0.143,     0.142,     0.627,     2.024,     0.086,     0.040,    11.106,    11.266,    31.000, 0.252E-02,     0.000,    0.5073,    0.0001,    0.0300,     1.830,     1.655,     6.770,     3.058, 0.149E+02, 0.227E+00, 0.000E+00, 0.227E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.120E+01, 0.329E+02, 0.341E+02, 0.000E+00, 0.000E+00, 0.156E-01, 0.133E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.407E+03, 0.136E+02, 0.829E+03, 0.000E+00,-0.422E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.972E+02,     0.655,     0.953,     0.000,
    66.201,   600.000,   123.800,     7.660,     0.004,    12.540,     0.000,     0.492,    51.450,  2866.000,     1.000,     7.437,  -213.440,     0.000,   223.141,   342.630,    54.270,    39.681,     0.135,    51.000,   100.000,     2.301,     1.529,    19.856,     0.017,     0.143,     0.142,     0.623,     2.024,     0.086,     0.049,    11.095,    11.283,    31.000, 0.264E-02,     0.000,    0.5080,    0.0001,    0.0305,     1.843,     1.666,     6.770,     3.047, 0.147E+02, 0.273E+00, 0.000E+00, 0.273E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.118E+01, 0.323E+02, 0.335E+02, 0.000E+00, 0.000E+00, 0.161E-01, 0.131E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.400E+03, 0.133E+02, 0.863E+03, 0.000E+00,-0.422E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.102E+03,     0.661,     0.953,     0.000,
    66.306,   600.000,   123.800,     7.597,    -0.008,    12.451,    52.875,     0.493,    51.450,  2866.000,     1.000,     7.435,  -143.802,    49.882,   232.505,   342.311,    50.339,    33.539,     0.134,    51.000,   100.000,     2.105,     1.526,    19.859,     0.017,     0.144,     0.142,     0.619,     2.024,     0.086,     0.057,    11.086,    11.295,    31.000, 0.278E-02,     0.000,    0.5086,    0.0001,    0.0309,     1.818,     1.646,     6.770,     3.040, 0.145E+02, 0.315E+00, 0.242E+01,-0.210E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.116E+01, 0.317E+02, 0.329E+02, 0.000E+00, 0.000E+00, 0.178E-01, 0.129E-01, 0.240E+01, 0.000E+00, 0.000E+00, 0.392E+03, 0.131E+02, 0.888E+03, 0.000E+00,-0.421E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.108E+03,     0.668,     0.953,     0.305,
    66.403,   600.000,   123.799,     7.607,    -0.020,    12.542,   250.878,     0.495,    51.449,  2866.000,     1.000,     7.452,   113.531,   236.677,   271.998,   342.334,    41.449,    11.362,     0.134,    51.000,   100.000,     1.936,     1.497,    19.853,     0.017,     0.144,     0.142,     0.615,     2.024,     0.085,     0.066,    11.086,    11.265,    31.000, 0.290E-02,     0.000,    0.5093,    0.0001,    0.0312,     1.823,     1.650,     6.770,     3.030, 0.145E+02, 0.364E+00, 0.615E+01,-0.579E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.116E+01, 0.316E+02, 0.327E+02, 0.000E+00, 0.000E+00, 0.213E-01, 0.130E-01, 0.610E+01, 0.000E+00, 0.000E+00, 0.390E+03, 0.130E+02, 0.894E+03, 0.000E+00,-0.421E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.112E+03,     0.673,     0.953,     0.824,
    66.500,   600.000,   123.799,     7.751,    -0.030,    12.726,   512.684,     0.496,    51.449,  2866.000,     1.000,     7.499,   407.772,   483.664,   292.732,   342.984,    42.647,   -17.006,     0.137,    51.000,   100.000,     1.780,     1.463,    19.846,     0.017,     0.144,     0.143,     0.611,     2.024,     0.084,     0.071,    11.088,    11.232,    31.000, 0.304E-02,     0.000,    0.5096,    0.0001,    0.0313,     1.788,     1.621,     6.770,     3.026, 0.151E+02, 0.413E+00, 0.702E+01,-0.661E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.118E+01, 0.323E+02, 0.335E+02, 0.000E+00, 0.000E+00, 0.239E-01, 0.135E-01, 0.696E+01, 0.000E+00, 0.000E+00, 0.399E+03, 0.133E+02, 0.852E+03, 0.000E+00,-0.426E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.117E+03,     0.677,     0.953,     0.871,
    66.604,   600.000,   123.800,     7.960,    -0.038,    12.693,   391.790,     0.494,    51.450,  2866.000,     1.000,     7.564,   348.594,   369.613,   325.080,   344.021,    42.227,   -40.150,     0.138,    51.000,   100.000,     1.625,     1.432,    19.837,     0.017,     0.144,     0.143,     0.606,     2.024,     0.083,     0.064,    11.089,    11.199,    31.000, 0.320E-02,     0.000,    0.5089,    0.0001,    0.0311,     1.742,     1.582,     6.770,     3.036, 0.160E+02, 0.396E+00, 0.674E+01,-0.635E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.121E+01, 0.334E+02, 0.346E+02, 0.000E+00, 0.000E+00, 0.247E-01, 0.143E-01, 0.668E+01, 0.000E+00, 0.000E+00, 0.413E+03, 0.138E+02, 0.782E+03, 0.000E+00,-0.428E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.122E+03,     0.679,     0.953,     0.893,
    66.701,   600.000,   123.800,     8.060,    -0.044,    12.553,   145.154,     0.491,    51.450,  2866.000,     1.000,     7.600,   121.993,   136.938,   325.910,   344.555,    36.470,   -40.170,     0.136,    51.000,   100.000,     1.491,     1.408,    19.829,     0.017,     0.144,     0.143,     0.601,     2.024,     0.083,     0.050,    11.088,    11.173,    31.000, 0.332E-02,     0.000,    0.5077,    0.0001,    0.0307,     1.695,     1.544,     6.780,     3.055, 0.164E+02, 0.319E+00, 0.515E+01,-0.483E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.123E+01, 0.338E+02, 0.351E+02, 0.000E+00, 0.000E+00, 0.228E-01, 0.147E-01, 0.510E+01, 0.000E+00, 0.000E+00, 0.418E+03, 0.139E+02, 0.732E+03, 0.000E+00,-0.412E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.127E+03,     0.677,     0.953,     0.642,
    66.806,   600.000,   123.800,     8.043,    -0.049,    12.663,     0.000,     0.488,    51.450,  2866.000,     1.000,     7.598,   -43.394,     0.000,   302.169,   344.501,    28.272,   -27.210,     0.136,    51.000,   100.000,     1.359,     1.391,    19.822,     0.016,     0.144,     0.143,     0.597,     2.024,     0.082,     0.037,    11.085,    11.153,    31.000, 0.342E-02,     0.000,    0.5065,    0.0001,    0.0301,     1.656,     1.511,     6.780,     3.075, 0.163E+02, 0.233E+00, 0.000E+00, 0.233E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.121E+01, 0.335E+02, 0.347E+02, 0.000E+00, 0.000E+00, 0.181E-01, 0.146E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.413E+03, 0.138E+02, 0.742E+03, 0.000E+00,-0.411E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.131E+03,     0.672,     0.954,     0.000,
    66.903,   600.000,   123.800,     7.983,    -0.047,    12.514,     0.000,     0.486,    51.450,  2866.000,     1.000,     7.569,   -70.957,     0.000,   279.062,   344.212,    21.362,   -15.554,     0.136,    51.000,   100.000,     1.246,     1.384,    19.819,     0.016,     0.145,     0.143,     0.592,     2.024,     0.082,     0.031,    11.079,    11.145,    31.000, 0.351E-02,     0.000,    0.5061,    0.0001,    0.0296,     1.639,     1.497,     6.780,     3.083, 0.161E+02, 0.191E+00, 0.000E+00, 0.191E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.119E+01, 0.328E+02, 0.340E+02, 0.000E+00, 0.000E+00, 0.157E-01, 0.144E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.405E+03, 0.135E+02, 0.770E+03, 0.000E+00,-0.411E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.136E+03,     0.667,     0.954,     0.000,
    67.000,   600.000,   123.799,     7.915,    -0.047,    12.560,     0.000,     0.487,    51.449,  2866.000,     1.000,     7.528,   -58.635,     0.000,   279.317,   343.881,    14.132,   -20.061,     0.135,    51.000,   100.000,     1.144,     1.385,    19.818,     0.016,     0.145,     0.143,     0.588,     2.024,     0.082,     0.032,    11.072,    11.149,    31.000, 0.361E-02,     0.000,    0.5062,    0.0001,    0.0294,     1.640,     1.499,     6.780,     3.083, 0.159E+02, 0.191E+00, 0.000E+00, 0.191E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.118E+01, 0.321E+02, 0.333E+02, 0.000E+00, 0.000E+00, 0.219E-01, 0.142E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.397E+03, 0.132E+02, 0.804E+03, 0.000E+00,-0.411E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.140E+03,     0.664,     0.954,     0.000,
    67.104,   600.000,   123.800,     7.863,    -0.043,    12.764,     0.000,     0.488,    51.450,  2866.000,     1.000,     7.483,    14.463,     0.000,   322.401,   343.611,    -6.753,   -28.920,     0.135,    51.000,   100.000,     1.045,     1.392,    19.820,     0.016,     0.145,     0.144,     0.584,     2.025,     0.082,     0.041,    11.062,    11.163,    31.000, 0.374E-02,     0.000,    0.5069,    0.0001,    0.0295,     1.658,     1.513,     6.780,     3.072, 0.157E+02, 0.238E+00, 0.000E+00, 0.238E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.117E+01, 0.316E+02, 0.328E+02, 0.000E+00, 0.000E+00, 0.159E-01, 0.140E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.390E+03, 0.130E+02, 0.835E+03, 0.000E+00,-0.411E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.145E+03,     0.665,     0.954,     0.000,
    67.201,   600.000,   123.800,     7.846,    -0.039,    12.561,     0.000,     0.491,    51.450,  2866.000,     1.000,     7.448,    44.795,     0.000,   340.669,   343.527,   -16.498,   -31.155,     0.135,    51.000,   100.000,     0.961,     1.398,    19.823,     0.016,     0.145,     0.144,     0.580,     2.025,     0.082,     0.056,    11.052,    11.179,    31.000, 0.390E-02,     0.000,    0.5083,    0.0001,    0.0299,     1.684,     1.535,     6.780,     3.053, 0.156E+02, 0.325E+00, 0.000E+00, 0.325E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.117E+01, 0.313E+02, 0.324E+02, 0.000E+00, 0.000E+00, 0.141E-01, 0.140E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.387E+03, 0.129E+02, 0.853E+03, 0.000E+00,-0.412E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.149E+03,     0.669,     0.954,     0.000,
    67.306,   600.000,   123.800,     7.832,    -0.040,    12.539,    21.215,     0.495,    51.450,  2866.000,     1.000,     7.416,    73.907,    20.014,   342.331,   343.451,   -22.676,   -32.338,     0.135,    51.000,   100.000,     0.879,     1.406,    19.826,     0.017,     0.145,     0.144,     0.576,     2.025,     0.082,     0.074,    11.040,    11.200,    31.000, 0.411E-02,     0.000,    0.5098,    0.0001,    0.0304,     1.715,     1.561,     6.770,     3.029, 0.156E+02, 0.432E+00, 0.146E+01,-0.103E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.117E+01, 0.310E+02, 0.321E+02, 0.000E+00, 0.000E+00, 0.138E-01, 0.140E-01, 0.144E+01, 0.000E+00, 0.000E+00, 0.383E+03, 0.128E+02, 0.874E+03, 0.000E+00,-0.419E+04, 0.000E+00, 0.000E+00, 0.000E+00,-0.153E+03,     0.674,     0.954,     0.134,
