Variable,JDAY,    1,    2,    3,    4,    5,    6,    7,    8,    9,   10,   11,   12,   13,   14,   15,   16,   17,   18,   19,   20,   21,   22,   23,   24,   25,   26,   27,   28,   29,   30,   31,   32,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   122.500,      0.00,      0.05,      0.05,      0.05,      0.05,      0.06,      0.06,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   123.500,      0.00,      0.05,      0.05,      0.05,      0.06,      0.07,      0.07,      0.06,      0.07,      0.07,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   124.500,      0.00,      0.05,      0.05,      0.05,      0.06,      0.07,      0.07,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   125.500,      0.00,      0.05,      0.05,      0.05,      0.06,      0.07,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   126.500,      0.00,      0.05,      0.05,      0.05,      0.06,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   127.500,      0.00,      0.05,      0.05,      0.05,      0.06,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   128.500,      0.00,      0.05,      0.05,      0.06,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   129.500,      0.00,      0.06,      0.05,      0.05,      0.06,      0.07,      0.08,      0.08,      0.08,      0.08,      0.08,      0.09,      0.09,      0.09,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   130.500,      0.00,      0.06,      0.05,      0.05,      0.05,      0.07,      0.08,      0.08,      0.09,      0.09,      0.09,      0.08,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
NO3PorewaterAnaerobic_KB_Layer2(mgN/L),   131.500,      0.00,      0.06,      0.05,      0.05,      0.05,      0.06,      0.07,      0.08,      0.08,      0.08,      0.09,      0.09,      0.09,      0.08,      0.08,      0.08,      0.08,      0.08,      0.07,      0.07,      0.07,      0.07,      0.07,      0.07,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.06,      0.00,
