$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:115.     

JDAY,QWD(m3s-1)
   189.403,   12.6000
   189.500,   12.6000
   189.604,   12.6000
   189.701,   12.6000
   189.806,   12.6000
   189.903,   12.6000
   190.000,   12.6000
   190.104,   12.6000
   190.201,   12.6000
   190.306,   12.6000
   190.403,   12.6000
   190.500,   12.6000
   190.604,   12.6000
   190.701,   12.6000
   190.806,   12.6000
   190.903,   12.6000
   191.000,   12.6000
   191.104,   12.6000
   191.201,   12.6000
   191.306,   12.6000
   191.403,   12.6000
   191.500,   12.6000
   191.604,   12.6000
   191.701,   12.6000
   191.806,   12.6000
   191.903,   12.6000
   192.000,   12.6000
   192.104,   12.6000
   192.201,   12.6000
   192.306,   12.6000
   192.403,   12.6000
   192.500,   12.6000
   192.604,   12.6000
   192.701,   12.6000
   192.806,   12.6000
   192.903,   12.6000
   193.000,   12.6000
   193.104,   12.6000
   193.201,   12.6000
   193.306,   12.6000
   193.403,   12.6000
   193.500,   12.6000
   193.604,   12.6000
   193.701,   12.6000
   193.806,   12.6000
   193.903,   12.6000
   194.000,   12.6000
   194.104,   12.6000
   194.201,   12.6000
   194.306,   12.6000
   194.403,   12.6000
   194.500,   12.6000
   194.604,   12.6000
   194.701,   12.6000
   194.806,   12.6000
   194.903,   12.6000
   195.000,   12.6000
   195.104,   12.6000
   195.201,   12.6000
   195.306,   12.6000
   195.403,   12.6000
   195.500,   12.6000
   195.604,   12.6000
   195.701,   12.6000
   195.806,   12.6000
   195.903,   12.6000
   196.000,   12.6000
   196.104,   12.6000
   196.201,   12.6000
   196.306,   12.6000
   196.403,   12.6000
   196.500,   12.6000
   196.604,   12.6000
   196.701,   12.6000
   196.806,   12.6000
   196.903,   12.6000
   197.000,   12.6000
   197.104,   12.6000
   197.201,   12.6000
   197.306,   12.6000
   197.403,   12.6000
   197.500,   12.6000
   197.604,   12.6000
   197.701,   12.6000
   197.806,   12.6000
   197.903,   12.6000
   198.000,   12.6000
   198.104,   12.6000
   198.201,   12.6000
   198.306,   12.6000
   198.403,   12.6000
   198.500,   12.6000
   198.604,   12.6000
   198.701,   12.6000
   198.806,   12.6000
   198.903,   12.6000
   199.000,   12.6000
   199.104,   12.6000
   199.201,   12.6000
   199.306,   12.6000
   199.403,   12.6000
   199.500,   12.6000
   199.604,   12.6000
   199.701,   12.6000
   199.806,   12.6000
   199.903,   12.6000
   200.000,   12.6000
   200.104,   12.6000
   200.201,   12.6000
   200.306,   12.6000
   200.403,   12.6000
   200.500,   12.6000
   200.604,   12.6000
   200.701,   12.6000
   200.806,   12.6000
   200.903,   12.6000
   201.000,   12.6000
   201.104,   12.6000
   201.201,   12.6000
   201.306,   12.6000
   201.403,   12.6000
   201.500,   12.6000
   201.604,   12.6000
   201.701,   12.6000
   201.806,   12.6000
   201.903,   12.6000
   202.000,   12.6000
   202.104,   12.6000
   202.201,   12.6000
   202.306,   12.6000
   202.403,   12.6000
   202.500,   12.6000
   202.604,   12.6000
   202.701,   12.6000
   202.806,   12.6000
   202.903,   12.6000
   203.000,   12.6000
   203.104,   12.6000
   203.201,   12.6000
   203.306,   12.6000
   203.403,   12.6000
   203.500,   12.6000
   203.604,   12.6000
   203.701,   12.6000
   203.806,   12.6000
   203.903,   12.6000
   204.000,   12.6000
   204.104,   12.6000
   204.201,   12.6000
   204.306,   12.6000
   204.403,   12.6000
   204.500,   12.6000
   204.604,   12.6000
   204.701,   12.6000
   204.806,   12.6000
   204.903,   12.6000
   205.000,   12.6000
   205.104,   12.6000
   205.201,   12.6000
   205.306,   12.6000
   205.403,   12.6000
   205.500,   12.6000
   205.604,   12.6000
   205.701,   12.6000
   205.806,   12.6000
   205.903,   12.6000
   206.000,   12.6000
   206.104,   12.6000
   206.201,   12.6000
   206.306,   12.6000
   206.403,   12.6000
   206.500,   12.6000
   206.604,   12.6000
   206.701,   12.6000
   206.806,   12.6000
   206.903,   12.6000
   207.000,   12.6000
   207.104,   12.6000
   207.201,   12.6000
   207.306,   12.6000
   207.403,   12.6000
   207.500,   12.6000
   207.604,   12.6000
   207.701,   12.6000
   207.806,   12.6000
   207.903,   12.6000
   208.000,   12.6000
   208.104,   12.6000
   208.201,   12.6000
   208.306,   12.6000
   208.403,   12.6000
   208.500,   12.6000
   208.604,   12.6000
   208.701,   12.6000
   208.806,   12.6000
   208.903,   12.6000
   209.000,   12.6000
   209.104,   12.6000
   209.201,   12.6000
   209.306,   12.6000
   209.403,   12.6000
   209.500,   12.6000
   209.604,   12.6000
   209.701,   12.6000
   209.806,   12.6000
   209.903,   12.6000
   210.000,   12.6000
   210.104,   12.6000
   210.201,   12.6000
   210.306,   12.6000
   210.403,   12.6000
   210.500,   12.6000
   210.604,   12.6000
   210.701,   12.6000
   210.806,   12.6000
   210.903,   12.6000
   211.000,   12.6000
   211.104,   12.6000
   211.201,   12.6000
   211.306,   12.6000
   211.403,   12.6000
   211.500,   12.6000
   211.604,   12.6000
   211.701,   12.6000
   211.806,   12.6000
   211.903,   12.6000
   212.000,   12.6000
   212.104,   12.6000
   212.201,   12.6000
   212.306,   12.6000
   212.403,   12.6000
   212.500,   12.6000
   212.604,   12.6000
   212.701,   12.6000
   212.806,   12.6000
   212.903,   12.6000
   213.000,   12.6000
   213.104,   12.6000
   213.201,   12.6000
   213.306,   12.6000
   213.403,   12.6000
   213.500,   12.6000
   213.604,   12.6000
   213.701,   12.6000
   213.806,   12.6000
   213.903,   12.6000
   214.000,   12.6000
   214.104,   12.6000
   214.201,   12.6000
   214.306,   12.6000
   214.403,   12.6000
   214.500,   12.6000
   214.604,   12.6000
   214.701,   12.6000
   214.806,   12.6000
   214.903,   12.6000
   215.000,   12.6000
   215.104,   12.6000
   215.201,   12.6000
   215.306,   12.6000
   215.403,   12.6000
   215.500,   12.6000
   215.604,   12.6000
   215.701,   12.6000
   215.806,   12.6000
   215.903,   12.6000
   216.000,   12.6000
   216.104,   12.6000
   216.201,   12.6000
   216.306,   12.6000
   216.403,   12.6000
   216.500,   12.6000
   216.604,   12.6000
   216.701,   12.6000
   216.806,   12.6000
   216.903,   12.6000
   217.000,   12.6000
   217.104,   12.6000
   217.201,   12.6000
   217.306,   12.6000
   217.403,   12.6000
   217.500,   12.6000
   217.604,   12.6000
   217.701,   12.6000
   217.806,   12.6000
   217.903,   12.6000
   218.000,   12.6000
   218.104,   12.6000
   218.201,   12.6000
   218.306,   12.6000
   218.403,   12.6000
   218.500,   12.6000
   218.604,   12.6000
   218.701,   12.6000
   218.806,   12.6000
   218.903,   12.6000
   219.000,   12.6000
   219.104,   12.6000
   219.201,   12.6000
   219.306,   12.6000
   219.403,   12.6000
   219.500,   12.6000
   219.604,   12.6000
   219.701,   12.6000
   219.806,   12.6000
   219.903,   12.6000
   220.000,   12.6000
   220.104,   12.6000
   220.201,   12.6000
   220.306,   12.6000
   220.403,   12.6000
   220.500,   12.6000
   220.604,   12.6000
   220.701,   12.6000
   220.806,   12.6000
   220.903,   12.6000
   221.000,   12.6000
   221.104,   12.6000
   221.201,   12.6000
   221.306,   12.6000
   221.403,   12.6000
   221.500,   12.6000
   221.604,   12.6000
   221.701,   12.6000
   221.806,   12.6000
   221.903,   12.6000
   222.000,   12.6000
   222.104,   12.6000
   222.201,   12.6000
   222.306,   12.6000
   222.403,   12.6000
   222.500,   12.6000
   222.604,   12.6000
   222.701,   12.6000
   222.806,   12.6000
   222.903,   12.6000
   223.000,   12.6000
   223.104,   12.6000
   223.201,   12.6000
   223.306,   12.6000
   223.403,   12.6000
   223.500,   12.6000
   223.604,   12.6000
   223.701,   12.6000
   223.806,   12.6000
   223.903,   12.6000
   224.000,   12.6000
   224.104,   12.6000
   224.201,   12.6000
   224.306,   12.6000
   224.403,   12.6000
   224.500,   12.6000
   224.604,   12.6000
   224.701,   12.6000
   224.806,   12.6000
   224.903,   12.6000
   225.000,   12.6000
   225.104,   12.6000
   225.201,   12.6000
   225.306,   12.6000
   225.403,   12.6000
   225.500,   12.6000
   225.604,   12.6000
   225.701,   12.6000
   225.806,   12.6000
   225.903,   12.6000
   226.000,   12.6000
   226.104,   12.6000
   226.201,   12.6000
   226.306,   12.6000
   226.403,   12.6000
   226.500,   12.6000
   226.604,   12.6000
   226.701,   12.6000
   226.806,   12.6000
   226.903,   12.6000
   227.000,   12.6000
   227.104,   12.6000
   227.201,   12.6000
   227.306,   12.6000
   227.403,   12.6000
   227.500,   12.6000
   227.604,   12.6000
   227.701,   12.6000
   227.806,   12.6000
   227.903,   12.6000
   228.000,   12.6000
   228.104,   12.6000
   228.201,   12.6000
   228.306,   12.6000
   228.403,   12.6000
   228.500,   12.6000
   228.604,   12.6000
   228.701,   12.6000
   228.806,   12.6000
   228.903,   12.6000
   229.000,   12.6000
   229.104,   12.6000
   229.201,   12.6000
   229.306,   12.6000
   229.403,   12.6000
   229.500,   12.6000
   229.604,   12.6000
   229.701,   12.6000
   229.806,   12.6000
   229.903,   12.6000
   230.000,   12.6000
   230.104,   12.6000
   230.201,   12.6000
   230.306,   12.6000
   230.403,   12.6000
   230.500,   12.6000
   230.604,   12.6000
   230.701,   12.6000
   230.806,   12.6000
   230.903,   12.6000
   231.000,   12.6000
   231.104,   12.6000
   231.201,   12.6000
   231.306,   12.6000
   231.403,   12.6000
   231.500,   12.6000
   231.604,   12.6000
   231.701,   12.6000
   231.806,   12.6000
   231.903,   12.6000
   232.000,   12.6000
   232.104,   12.6000
   232.201,   12.6000
   232.306,   12.6000
   232.403,   12.6000
   232.500,   12.6000
   232.604,   12.6000
   232.701,   12.6000
   232.806,   12.6000
   232.903,   12.6000
   233.000,   12.6000
   233.104,   12.6000
   233.201,   12.6000
   233.306,   12.6000
   233.403,   12.6000
   233.500,   12.6000
   233.604,   12.6000
   233.701,   12.6000
   233.806,   12.6000
   233.903,   12.6000
   234.000,   12.6000
   234.104,   12.6000
   234.201,   12.6000
   234.306,   12.6000
   234.403,   12.6000
   234.500,   12.6000
   234.604,   12.6000
   234.701,   12.6000
   234.806,   12.6000
   234.903,   12.6000
   235.000,   12.6000
   235.104,   12.6000
   235.201,   12.6000
   235.306,   12.6000
   235.403,   12.6000
   235.500,   12.6000
   235.604,   12.6000
   235.701,   12.6000
   235.806,   12.6000
   235.903,   12.6000
   236.000,   12.6000
   236.104,   12.6000
   236.201,   12.6000
   236.306,   12.6000
   236.403,   12.6000
   236.500,   12.6000
   236.604,   12.6000
   236.701,   12.6000
   236.806,   12.6000
   236.903,   12.6000
   237.000,   12.6000
   237.104,   12.6000
   237.201,   12.6000
   237.306,   12.6000
   237.403,   12.6000
   237.500,   12.6000
   237.604,   12.6000
   237.701,   12.6000
   237.806,   12.6000
   237.903,   12.6000
   238.000,   12.6000
   238.104,   12.6000
   238.201,   12.6000
   238.306,   12.6000
   238.403,   12.6000
   238.500,   12.6000
   238.604,   12.6000
   238.701,   12.6000
   238.806,   12.6000
   238.903,   12.6000
   239.000,   12.6000
   239.104,   12.6000
   239.201,   12.6000
   239.306,   12.6000
   239.403,   12.6000
   239.500,   12.6000
   239.604,   12.6000
   239.701,   12.6000
   239.806,   12.6000
   239.903,   12.6000
   240.000,   12.6000
   240.104,   12.6000
   240.201,   12.6000
   240.306,   12.6000
   240.403,   12.6000
   240.500,   12.6000
   240.604,   12.6000
   240.701,   12.6000
   240.806,   12.6000
   240.903,   12.6000
   241.000,   12.6000
   241.104,   12.6000
   241.201,   12.6000
   241.306,   12.6000
   241.403,   12.6000
   241.500,   12.6000
   241.604,   12.6000
   241.701,   12.6000
   241.806,   12.6000
   241.903,   12.6000
   242.000,   12.6000
   242.104,   12.6000
   242.201,   12.6000
   242.306,   12.6000
   242.403,   12.6000
   242.500,   12.6000
   242.604,   12.6000
   242.701,   12.6000
   242.806,   12.6000
   242.903,   12.6000
   243.000,   12.6000
   243.104,   12.6000
   243.201,   12.6000
   243.306,   12.6000
   243.403,   12.6000
   243.500,   12.6000
   243.604,   12.6000
   243.701,   12.6000
   243.806,   12.6000
   243.903,   12.6000
   244.000,   12.6000
   244.104,   12.6000
   244.201,   12.6000
   244.306,   12.6000
   244.403,   12.6000
   244.500,   12.6000
   244.604,   12.6000
   244.701,   12.6000
   244.806,   12.6000
   244.903,   12.6000
   245.000,   12.6000
   245.104,   12.6000
   245.201,   12.6000
   245.306,   12.6000
   245.403,   12.6000
   245.500,   12.6000
   245.604,   12.6000
   245.701,   12.6000
   245.806,   12.6000
   245.903,   12.6000
   246.000,   12.6000
   246.104,   12.6000
   246.201,   12.6000
   246.306,   12.6000
   246.403,   12.6000
   246.500,   12.6000
   246.604,   12.6000
   246.701,   12.6000
   246.806,   12.6000
   246.903,   12.6000
   247.000,   12.6000
   247.104,   12.6000
   247.201,   12.6000
   247.306,   12.6000
   247.403,   12.6000
   247.500,   12.6000
   247.604,   12.6000
   247.701,   12.6000
   247.806,   12.6000
   247.903,   12.6000
   248.000,   12.6000
   248.104,   12.6000
   248.201,   12.6000
   248.306,   12.6000
   248.403,   12.6000
   248.500,   12.6000
   248.604,   12.6000
   248.701,   12.6000
   248.806,   12.6000
   248.903,   12.6000
   249.000,   12.6000
   249.104,   12.6000
   249.201,   12.6000
   249.306,   12.6000
   249.403,   12.6000
   249.500,   12.6000
   249.604,   12.6000
   249.701,   12.6000
   249.806,   12.6000
   249.903,   12.6000
   250.000,   12.6000
   250.104,   12.6000
   250.201,   12.6000
   250.306,   12.6000
   250.403,   12.6000
   250.500,   12.6000
   250.604,   12.6000
   250.701,   12.6000
   250.806,   12.6000
   250.903,   12.6000
   251.000,   12.6000
   251.104,   12.6000
   251.201,   12.6000
   251.306,   12.6000
   251.403,   12.6000
   251.500,   12.6000
   251.604,   12.6000
   251.701,   12.6000
   251.806,   12.6000
   251.903,   12.6000
   252.000,   12.6000
   252.104,   12.6000
   252.201,   12.6000
   252.306,   12.6000
   252.403,   12.6000
   252.500,   12.6000
   252.604,   12.6000
   252.701,   12.6000
   252.806,   12.6000
   252.903,   12.6000
   253.000,   12.6000
   253.104,   12.6000
   253.201,   12.6000
   253.306,   12.6000
   253.403,   12.6000
   253.500,   12.6000
   253.604,   12.6000
   253.701,   12.6000
   253.806,   12.6000
   253.903,   12.6000
   254.000,   12.6000
   254.104,   12.6000
   254.201,   12.6000
   254.306,   12.6000
   254.403,   12.6000
   254.500,   12.6000
   254.604,   12.6000
   254.701,   12.6000
   254.806,   12.6000
   254.903,   12.6000
   255.000,   12.6000
   255.104,   12.6000
   255.201,   12.6000
   255.306,   12.6000
   255.403,   12.6000
   255.500,   12.6000
   255.604,   12.6000
   255.701,   12.6000
   255.806,   12.6000
   255.903,   12.6000
   256.000,   12.6000
   256.104,   12.6000
   256.201,   12.6000
   256.306,   12.6000
   256.403,   12.6000
   256.500,   12.6000
   256.604,   12.6000
   256.701,   12.6000
   256.806,   12.6000
   256.903,   12.6000
   257.000,   12.6000
   257.104,   12.6000
   257.201,   12.6000
   257.306,   12.6000
   257.403,   12.6000
   257.500,   12.6000
   257.604,   12.6000
   257.701,   12.6000
   257.806,   12.6000
   257.903,   12.6000
   258.000,   12.6000
   258.104,   12.6000
   258.201,   12.6000
   258.306,   12.6000
   258.403,   12.6000
   258.500,   12.6000
   258.604,   12.6000
   258.701,   12.6000
   258.806,   12.6000
   258.903,   12.6000
   259.000,   12.6000
   259.104,   12.6000
   259.201,   12.6000
   259.306,   12.6000
   259.403,   12.6000
   259.500,   12.6000
   259.604,   12.6000
   259.701,   12.6000
   259.806,   12.6000
   259.903,   12.6000
   260.000,   12.6000
   260.104,   12.6000
   260.201,   12.6000
   260.306,   12.6000
   260.403,   12.6000
   260.500,   12.6000
   260.604,   12.6000
   260.701,   12.6000
   260.806,   12.6000
   260.903,   12.6000
   261.000,   12.6000
   261.104,   12.6000
   261.201,   12.6000
   261.306,   12.6000
   261.403,   12.6000
   261.500,   12.6000
   261.604,   12.6000
   261.701,   12.6000
   261.806,   12.6000
   261.903,   12.6000
   262.000,   12.6000
   262.104,   12.6000
   262.201,   12.6000
   262.306,   12.6000
   262.403,   12.6000
   262.500,   12.6000
   262.604,   12.6000
   262.701,   12.6000
   262.806,   12.6000
   262.903,   12.6000
   263.000,   12.6000
   263.104,   12.6000
   263.201,   12.6000
   263.306,   12.6000
   263.403,   12.6000
   263.500,   12.6000
   263.604,   12.6000
   263.701,   12.6000
   263.806,   12.6000
   263.903,   12.6000
   264.000,   12.6000
   264.104,   12.6000
   264.201,   12.6000
   264.306,   12.6000
   264.403,   12.6000
   264.500,   12.6000
   264.604,   12.6000
   264.701,   12.6000
   264.806,   12.6000
   264.903,   12.6000
   265.000,   12.6000
   265.104,   12.6000
   265.201,   12.6000
   265.306,   12.6000
   265.403,   12.6000
   265.500,   12.6000
   265.604,   12.6000
   265.701,   12.6000
   265.806,   12.6000
   265.903,   12.6000
   266.000,   12.6000
   266.104,   12.6000
   266.201,   12.6000
   266.306,   12.6000
   266.403,   12.6000
   266.500,   12.6000
   266.604,   12.6000
   266.701,   12.6000
   266.806,   12.6000
   266.903,   12.6000
   267.000,   12.6000
   267.104,   12.6000
   267.201,   12.6000
   267.306,   12.6000
   267.403,   12.6000
   267.500,   12.6000
   267.604,   12.6000
   267.701,   12.6000
   267.806,   12.6000
   267.903,   12.6000
   268.000,   12.6000
   268.104,   12.6000
   268.201,   12.6000
   268.306,   12.6000
   268.403,   12.6000
   268.500,   12.6000
   268.604,   12.6000
   268.701,   12.6000
   268.806,   12.6000
   268.903,   12.6000
   269.000,   12.6000
   269.104,   12.6000
   269.201,   12.6000
   269.306,   12.6000
   269.403,   12.6000
   269.500,   12.6000
   269.604,   12.6000
   269.701,   12.6000
   269.806,   12.6000
   269.903,   12.6000
   270.000,   12.6000
   270.104,   12.6000
   270.201,   12.6000
   270.306,   12.6000
   270.403,   12.6000
   270.500,   12.6000
   270.604,   12.6000
   270.701,   12.6000
   270.806,   12.6000
   270.903,   12.6000
   271.000,   12.6000
   271.104,   12.6000
   271.201,   12.6000
   271.306,   12.6000
   271.403,   12.6000
   271.500,   12.6000
   271.604,   12.6000
   271.701,   12.6000
   271.806,   12.6000
   271.903,   12.6000
   272.000,   12.6000
   272.104,   12.6000
   272.201,   12.6000
   272.306,   12.6000
   272.403,   12.6000
   272.500,   12.6000
   272.604,   12.6000
   272.701,   12.6000
   272.806,   12.6000
   272.903,   12.6000
   273.000,   12.6000
   273.104,   12.6000
   273.201,   12.6000
   273.306,   12.6000
   273.403,   12.6000
   273.500,   12.6000
   273.604,   12.6000
   273.701,   12.6000
   273.806,   12.6000
   273.903,   12.6000
   274.000,   12.6000
   274.104,   12.6000
   274.201,   12.6000
   274.306,   12.6000
   274.403,   12.6000
   274.500,   12.6000
   274.604,   12.6000
   274.701,   12.6000
   274.806,   12.6000
   274.903,   12.6000
   275.000,   12.6000
   275.104,   12.6000
   275.201,   12.6000
   275.306,   12.6000
   275.403,   12.6000
   275.500,   12.6000
   275.604,   12.6000
   275.701,   12.6000
   275.806,   12.6000
   275.903,   12.6000
   276.000,   12.6000
   276.104,   12.6000
   276.201,   12.6000
   276.306,   12.6000
   276.403,   12.6000
   276.500,   12.6000
   276.604,   12.6000
   276.701,   12.6000
   276.806,   12.6000
   276.903,   12.6000
   277.000,   12.6000
   277.104,   12.6000
   277.201,   12.6000
   277.306,   12.6000
   277.403,   12.6000
   277.500,   12.6000
   277.604,   12.6000
   277.701,   12.6000
   277.806,   12.6000
   277.903,   12.6000
   278.000,   12.6000
   278.104,   12.6000
   278.201,   12.6000
   278.306,   12.6000
   278.403,   12.6000
   278.500,   12.6000
   278.604,   12.6000
   278.701,   12.6000
   278.806,   12.6000
   278.903,   12.6000
   279.000,   12.6000
   279.104,   12.6000
   279.201,   12.6000
   279.306,   12.6000
   279.403,   12.6000
   279.500,   12.6000
   279.604,   12.6000
   279.701,   12.6000
   279.806,   12.6000
   279.903,   12.6000
   280.000,   12.6000
   280.104,   12.6000
   280.201,   12.6000
   280.306,   12.6000
   280.403,   12.6000
   280.500,   12.6000
   280.604,   12.6000
   280.701,   12.6000
   280.806,   12.6000
   280.903,   12.6000
   281.000,   12.6000
   281.104,   12.6000
   281.201,   12.6000
   281.306,   12.6000
   281.403,   12.6000
   281.500,   12.6000
   281.604,   12.6000
   281.701,   12.6000
   281.806,   12.6000
   281.903,   12.6000
   282.000,   12.6000
   282.104,   12.6000
   282.201,   12.6000
   282.306,   12.6000
   282.403,   12.6000
   282.500,   12.6000
   282.604,   12.6000
   282.701,   12.6000
   282.806,   12.6000
   282.903,   12.6000
   283.000,   12.6000
   283.104,   12.6000
   283.201,   12.6000
   283.306,   12.6000
   283.403,   12.6000
   283.500,   12.6000
   283.604,   12.6000
   283.701,   12.6000
   283.806,   12.6000
   283.903,   12.6000
   284.000,   12.6000
   284.104,   12.6000
   284.201,   12.6000
   284.306,   12.6000
   284.403,   12.6000
   284.500,   12.6000
   284.604,   12.6000
   284.701,   12.6000
   284.806,   12.6000
   284.903,   12.6000
   285.000,   12.6000
   285.104,   12.6000
   285.201,   12.6000
   285.306,   12.6000
   285.403,   12.6000
   285.500,   12.6000
   285.604,   12.6000
   285.701,   12.6000
   285.806,   12.6000
   285.903,   12.6000
   286.000,   12.6000
   286.104,   12.6000
   286.201,   12.6000
   286.306,   12.6000
   286.403,   12.6000
   286.500,   12.6000
   286.604,   12.6000
   286.701,   12.6000
   286.806,   12.6000
   286.903,   12.6000
   287.000,   12.6000
   287.104,   12.6000
   287.201,   12.6000
   287.306,   12.6000
   287.403,   12.6000
   287.500,   12.6000
   287.604,   12.6000
   287.701,   12.6000
   287.806,   12.6000
   287.903,   12.6000
   288.000,   12.6000
   288.104,   12.6000
   288.201,   12.6000
   288.306,   12.6000
   288.403,   12.6000
   288.500,   12.6000
   288.604,   12.6000
   288.701,   12.6000
   288.806,   12.6000
   288.903,   12.6000
   289.000,   12.6000
   289.104,   12.6000
   289.201,   12.6000
   289.306,   12.6000
   289.403,   12.6000
   289.500,   12.6000
   289.604,   12.6000
   289.701,   12.6000
   289.806,   12.6000
   289.903,   12.6000
   290.000,   12.6000
   290.104,   12.6000
   290.201,   12.6000
   290.306,   12.6000
   290.403,   12.6000
   290.500,   12.6000
   290.604,   12.6000
   290.701,   12.6000
   290.806,   12.6000
   290.903,   12.6000
   291.000,   12.6000
   291.104,   12.6000
   291.201,   12.6000
   291.306,   12.6000
   291.403,   12.6000
   291.500,   12.6000
   291.604,   12.6000
   291.701,   12.6000
   291.806,   12.6000
   291.903,   12.6000
   292.000,   12.6000
   292.104,   12.6000
   292.201,   12.6000
   292.306,   12.6000
   292.403,   12.6000
   292.500,   12.6000
   292.604,   12.6000
   292.701,   12.6000
   292.806,   12.6000
   292.903,   12.6000
   293.000,   12.6000
   293.104,   12.6000
   293.201,   12.6000
   293.306,   12.6000
   293.403,   12.6000
   293.500,   12.6000
   293.604,   12.6000
   293.701,   12.6000
   293.806,   12.6000
   293.903,   12.6000
   294.000,   12.6000
   294.104,   12.6000
   294.201,   12.6000
   294.306,   12.6000
   294.403,   12.6000
   294.500,   12.6000
   294.604,   12.6000
   294.701,   12.6000
   294.806,   12.6000
   294.903,   12.6000
   295.000,   12.6000
   295.104,   12.6000
   295.201,   12.6000
   295.306,   12.6000
   295.403,   12.6000
   295.500,   12.6000
   295.604,   12.6000
   295.701,   12.6000
   295.806,   12.6000
   295.903,   12.6000
   296.000,   12.6000
   296.104,   12.6000
   296.201,   12.6000
   296.306,   12.6000
   296.403,   12.6000
   296.500,   12.6000
   296.604,   12.6000
   296.701,   12.6000
   296.806,   12.6000
   296.903,   12.6000
   297.000,   12.6000
   297.104,   12.6000
   297.201,   12.6000
   297.306,   12.6000
   297.403,   12.6000
   297.500,   12.6000
   297.604,   12.6000
   297.701,   12.6000
   297.806,   12.6000
   297.903,   12.6000
   298.000,   12.6000
   298.104,   12.6000
   298.201,   12.6000
   298.306,   12.6000
   298.403,   12.6000
   298.500,   12.6000
   298.604,   12.6000
   298.701,   12.6000
   298.806,   12.6000
   298.903,   12.6000
   299.000,   12.6000
   299.104,   12.6000
   299.201,   12.6000
   299.306,   12.6000
   299.403,   12.6000
   299.500,   12.6000
   299.604,   12.6000
   299.701,   12.6000
   299.806,   12.6000
   299.903,   12.6000
   300.000,   12.6000
   300.104,   12.6000
   300.201,   12.6000
   300.306,   12.6000
   300.403,   12.6000
   300.500,   12.6000
   300.604,   12.6000
   300.701,   12.6000
   300.806,   12.6000
   300.903,   12.6000
   301.000,   12.6000
   301.104,   12.6000
   301.201,   12.6000
   301.306,   12.6000
   301.403,   12.6000
   301.500,   12.6000
   301.604,   12.6000
   301.701,   12.6000
   301.806,   12.6000
   301.903,   12.6000
   302.000,   12.6000
   302.104,   12.6000
   302.201,   12.6000
   302.306,   12.6000
   302.403,   12.6000
   302.500,   12.6000
   302.604,   12.6000
   302.701,   12.6000
   302.806,   12.6000
   302.903,   12.6000
   303.000,   12.6000
   303.104,   12.6000
   303.201,   12.6000
   303.306,   12.6000
   303.403,   12.6000
   303.500,   12.6000
   303.604,   12.6000
   303.701,   12.6000
   303.806,   12.6000
   303.903,   12.6000
   304.000,   12.6000
   304.104,   12.6000
   304.201,   12.6000
   304.306,   12.6000
   304.403,   12.6000
   304.507,   12.6000
   304.604,   12.6000
   304.701,   12.6000
   304.806,   12.6000
   304.903,   12.6000
   305.007,   12.6000
   305.104,   12.6000
   305.201,   12.6000
   305.306,   12.6000
   305.403,   12.6000
   305.507,   12.6000
   305.604,   12.6000
   305.701,   12.6000
   305.806,   12.6000
   305.903,   12.6000
   306.007,   12.6000
   306.104,   12.6000
   306.201,   12.6000
   306.306,   12.6000
   306.403,   12.6000
   306.507,   12.6000
   306.604,   12.6000
   306.701,   12.6000
   306.806,   12.6000
   306.903,   12.6000
   307.007,   12.6000
   307.104,   12.6000
   307.201,   12.6000
   307.306,   12.6000
   307.403,   12.6000
   307.507,   12.6000
   307.604,   12.6000
   307.701,   12.6000
   307.806,   12.6000
   307.903,   12.6000
   308.007,   12.6000
   308.104,   12.6000
   308.201,   12.6000
   308.306,   12.6000
   308.403,   12.6000
   308.507,   12.6000
   308.604,   12.6000
   308.701,   12.6000
   308.806,   12.6000
   308.903,   12.6000
   309.007,   12.6000
   309.104,   12.6000
   309.201,   12.6000
   309.306,   12.6000
   309.403,   12.6000
   309.507,   12.6000
   309.604,   12.6000
   309.701,   12.6000
   309.806,   12.6000
   309.903,   12.6000
   310.007,   12.6000
   310.104,   12.6000
   310.201,   12.6000
   310.306,   12.6000
   310.403,   12.6000
   310.507,   12.6000
   310.604,   12.6000
   310.701,   12.6000
   310.806,   12.6000
   310.903,   12.6000
   311.007,   12.6000
   311.104,   12.6000
   311.201,   12.6000
   311.306,   12.6000
   311.403,   12.6000
   311.507,   12.6000
   311.604,   12.6000
   311.701,   12.6000
   311.806,   12.6000
   311.903,   12.6000
   312.007,   12.6000
   312.104,   12.6000
   312.201,   12.6000
   312.306,   12.6000
   312.403,   12.6000
   312.507,   12.6000
   312.604,   12.6000
   312.701,   12.6000
   312.806,   12.6000
   312.903,   12.6000
   313.007,   12.6000
   313.104,   12.6000
   313.201,   12.6000
   313.306,   12.6000
   313.403,   12.6000
   313.507,   12.6000
   313.604,   12.6000
   313.701,   12.6000
   313.806,   12.6000
   313.903,   12.6000
   314.007,   12.6000
   314.104,   12.6000
   314.201,   12.6000
   314.306,   12.6000
   314.403,   12.6000
   314.507,   12.6000
   314.604,   12.6000
   314.701,   12.6000
   314.806,   12.6000
   314.903,   12.6000
   315.007,   12.6000
   315.104,   12.6000
   315.201,   12.6000
   315.306,   12.6000
   315.403,   12.6000
   315.507,   12.6000
   315.604,   12.6000
   315.701,   12.6000
   315.806,   12.6000
   315.903,   12.6000
