 JDAY,ELEVATION(m),TEMPERATURE(C)
  217.5000,   86.35,    7.84,
  217.5000,   84.35,    7.83,
  217.5000,   82.35,    7.82,
  217.5000,   80.35,    7.82,
  217.5000,   78.35,    7.82,
  217.5000,   76.35,    7.82,
  217.5000,   74.35,    7.82,
  217.5000,   72.35,    7.82,
  217.5000,   70.35,    7.82,
  217.5000,   68.35,    7.82,
  218.5000,  123.90,  -99.00,
  218.5000,  123.80,   31.30,
  218.5000,  120.35,   31.21,
  218.5000,  118.35,   31.21,
  218.5000,  116.35,   29.64,
  218.5000,  114.35,   24.58,
  218.5000,  112.35,   20.01,
  218.5000,  110.35,   16.36,
  218.5000,  108.35,   13.50,
  218.5000,  106.35,   11.66,
  218.5000,  104.35,   10.56,
  218.5000,  102.35,    9.87,
  218.5000,  100.35,    9.38,
  218.5000,   98.35,    8.97,
  218.5000,   96.35,    8.62,
  218.5000,   94.35,    8.34,
  218.5000,   92.35,    8.13,
  218.5000,   90.35,    7.99,
  218.5000,   88.35,    7.91,
  218.5000,   86.35,    7.87,
  218.5000,   84.35,    7.84,
  218.5000,   82.35,    7.83,
  218.5000,   80.35,    7.83,
  218.5000,   78.35,    7.83,
  218.5000,   76.35,    7.83,
  218.5000,   74.35,    7.83,
  218.5000,   72.35,    7.83,
  218.5000,   70.35,    7.83,
  218.5000,   68.35,    7.83,
  219.5000,  123.90,  -99.00,
  219.5000,  123.80,   31.32,
  219.5000,  120.35,   31.07,
  219.5000,  118.35,   31.00,
  219.5000,  116.35,   29.61,
  219.5000,  114.35,   24.85,
  219.5000,  112.35,   19.45,
  219.5000,  110.35,   15.20,
  219.5000,  108.35,   12.43,
  219.5000,  106.35,   11.02,
  219.5000,  104.35,   10.19,
  219.5000,  102.35,    9.63,
  219.5000,  100.35,    9.20,
  219.5000,   98.35,    8.84,
  219.5000,   96.35,    8.53,
  219.5000,   94.35,    8.29,
  219.5000,   92.35,    8.11,
  219.5000,   90.35,    7.99,
  219.5000,   88.35,    7.92,
  219.5000,   86.35,    7.87,
  219.5000,   84.35,    7.85,
  219.5000,   82.35,    7.83,
  219.5000,   80.35,    7.83,
  219.5000,   78.35,    7.83,
  219.5000,   76.35,    7.83,
  219.5000,   74.35,    7.83,
  219.5000,   72.35,    7.83,
  219.5000,   70.35,    7.83,
  219.5000,   68.35,    7.83,
  220.5000,  123.90,  -99.00,
  220.5000,  123.80,   31.31,
  220.5000,  120.35,   31.06,
  220.5000,  118.35,   30.75,
  220.5000,  116.35,   29.41,
  220.5000,  114.35,   25.50,
  220.5000,  112.35,   20.25,
  220.5000,  110.35,   15.85,
  220.5000,  108.35,   12.83,
  220.5000,  106.35,   11.25,
  220.5000,  104.35,   10.34,
  220.5000,  102.35,    9.74,
  220.5000,  100.35,    9.28,
  220.5000,   98.35,    8.90,
  220.5000,   96.35,    8.58,
  220.5000,   94.35,    8.32,
  220.5000,   92.35,    8.13,
  220.5000,   90.35,    8.00,
  220.5000,   88.35,    7.92,
  220.5000,   86.35,    7.88,
  220.5000,   84.35,    7.85,
  220.5000,   82.35,    7.84,
  220.5000,   80.35,    7.83,
  220.5000,   78.35,    7.83,
  220.5000,   76.35,    7.83,
  220.5000,   74.35,    7.83,
  220.5000,   72.35,    7.83,
  220.5000,   70.35,    7.83,
  220.5000,   68.35,    7.83,
  221.5000,  123.89,  -99.00,
  221.5000,  123.79,   31.46,
  221.5000,  120.35,   31.15,
  221.5000,  118.35,   30.78,
  221.5000,  116.35,   29.03,
  221.5000,  114.35,   24.47,
  221.5000,  112.35,   18.96,
  221.5000,  110.35,   15.06,
  221.5000,  108.35,   12.77,
  221.5000,  106.35,   11.41,
  221.5000,  104.35,   10.51,
  221.5000,  102.35,    9.88,
  221.5000,  100.35,    9.42,
  221.5000,   98.35,    9.03,
  221.5000,   96.35,    8.69,
  221.5000,   94.35,    8.39,
  221.5000,   92.35,    8.16,
  221.5000,   90.35,    8.02,
  221.5000,   88.35,    7.93,
  221.5000,   86.35,    7.88,
  221.5000,   84.35,    7.85,
  221.5000,   82.35,    7.84,
  221.5000,   80.35,    7.84,
  221.5000,   78.35,    7.84,
  221.5000,   76.35,    7.84,
  221.5000,   74.35,    7.84,
  221.5000,   72.35,    7.84,
  221.5000,   70.35,    7.84,
  221.5000,   68.35,    7.84,
  222.5000,  123.89,  -99.00,
  222.5000,  123.79,   31.49,
  222.5000,  120.35,   31.15,
  222.5000,  118.35,   30.77,
  222.5000,  116.35,   29.57,
  222.5000,  114.35,   25.59,
  222.5000,  112.35,   19.88,
  222.5000,  110.35,   15.76,
  222.5000,  108.35,   13.01,
  222.5000,  106.35,   11.22,
  222.5000,  104.35,   10.16,
  222.5000,  102.35,    9.53,
  222.5000,  100.35,    9.08,
  222.5000,   98.35,    8.72,
  222.5000,   96.35,    8.41,
  222.5000,   94.35,    8.18,
  222.5000,   92.35,    8.03,
  222.5000,   90.35,    7.94,
  222.5000,   88.35,    7.89,
  222.5000,   86.35,    7.87,
  222.5000,   84.35,    7.85,
  222.5000,   82.35,    7.84,
  222.5000,   80.35,    7.84,
  222.5000,   78.35,    7.84,
  222.5000,   76.35,    7.84,
  222.5000,   74.35,    7.84,
  222.5000,   72.35,    7.84,
  222.5000,   70.35,    7.84,
  222.5000,   68.35,    7.84,
  223.5000,  123.89,  -99.00,
  223.5000,  123.79,   31.48,
  223.5000,  120.35,   31.35,
  223.5000,  118.35,   31.32,
  223.5000,  116.35,   30.58,
  223.5000,  114.35,   26.52,
  223.5000,  112.35,   20.42,
  223.5000,  110.35,   15.85,
  223.5000,  108.35,   13.08,
  223.5000,  106.35,   11.37,
  223.5000,  104.35,   10.34,
  223.5000,  102.35,    9.72,
  223.5000,  100.35,    9.29,
  223.5000,   98.35,    8.94,
  223.5000,   96.35,    8.62,
  223.5000,   94.35,    8.36,
  223.5000,   92.35,    8.16,
  223.5000,   90.35,    8.02,
  223.5000,   88.35,    7.94,
  223.5000,   86.35,    7.89,
  223.5000,   84.35,    7.86,
  223.5000,   82.35,    7.85,
  223.5000,   80.35,    7.85,
  223.5000,   78.35,    7.85,
  223.5000,   76.35,    7.85,
  223.5000,   74.35,    7.85,
  223.5000,   72.35,    7.85,
  223.5000,   70.35,    7.85,
  223.5000,   68.35,    7.85,
  224.5000,  123.90,  -99.00,
  224.5000,  123.80,   31.41,
  224.5000,  120.35,   31.21,
  224.5000,  118.35,   31.17,
  224.5000,  116.35,   30.74,
  224.5000,  114.35,   26.60,
  224.5000,  112.35,   20.71,
  224.5000,  110.35,   16.44,
  224.5000,  108.35,   13.58,
  224.5000,  106.35,   11.56,
  224.5000,  104.35,   10.37,
  224.5000,  102.35,    9.72,
  224.5000,  100.35,    9.29,
  224.5000,   98.35,    8.93,
  224.5000,   96.35,    8.60,
  224.5000,   94.35,    8.33,
  224.5000,   92.35,    8.14,
  224.5000,   90.35,    8.01,
  224.5000,   88.35,    7.93,
  224.5000,   86.35,    7.89,
  224.5000,   84.35,    7.86,
  224.5000,   82.35,    7.85,
  224.5000,   80.35,    7.85,
  224.5000,   78.35,    7.85,
  224.5000,   76.35,    7.85,
  224.5000,   74.35,    7.85,
  224.5000,   72.35,    7.85,
  224.5000,   70.35,    7.85,
  224.5000,   68.35,    7.85,
  225.5000,  123.89,  -99.00,
  225.5000,  123.79,   31.53,
  225.5000,  120.35,   31.21,
  225.5000,  118.35,   31.06,
  225.5000,  116.35,   29.80,
  225.5000,  114.35,   24.35,
  225.5000,  112.35,   19.21,
  225.5000,  110.35,   15.32,
  225.5000,  108.35,   12.46,
  225.5000,  106.35,   10.86,
  225.5000,  104.35,   10.05,
  225.5000,  102.35,    9.57,
  225.5000,  100.35,    9.21,
  225.5000,   98.35,    8.87,
  225.5000,   96.35,    8.57,
  225.5000,   94.35,    8.33,
  225.5000,   92.35,    8.14,
  225.5000,   90.35,    8.02,
  225.5000,   88.35,    7.94,
  225.5000,   86.35,    7.90,
  225.5000,   84.35,    7.87,
  225.5000,   82.35,    7.85,
  225.5000,   80.35,    7.85,
  225.5000,   78.35,    7.85,
  225.5000,   76.35,    7.85,
  225.5000,   74.35,    7.85,
  225.5000,   72.35,    7.85,
  225.5000,   70.35,    7.85,
  225.5000,   68.35,    7.85,
  226.5000,  123.90,  -99.00,
  226.5000,  123.80,   31.27,
  226.5000,  120.35,   31.13,
  226.5000,  118.35,   30.79,
  226.5000,  116.35,   29.85,
  226.5000,  114.35,   26.47,
  226.5000,  112.35,   21.95,
  226.5000,  110.35,   17.15,
  226.5000,  108.35,   13.25,
  226.5000,  106.35,   11.16,
  226.5000,  104.35,   10.15,
  226.5000,  102.35,    9.58,
  226.5000,  100.35,    9.15,
  226.5000,   98.35,    8.77,
  226.5000,   96.35,    8.45,
  226.5000,   94.35,    8.22,
  226.5000,   92.35,    8.06,
  226.5000,   90.35,    7.97,
  226.5000,   88.35,    7.92,
  226.5000,   86.35,    7.88,
  226.5000,   84.35,    7.86,
  226.5000,   82.35,    7.86,
  226.5000,   80.35,    7.86,
  226.5000,   78.35,    7.86,
  226.5000,   76.35,    7.86,
  226.5000,   74.35,    7.86,
  226.5000,   72.35,    7.86,
  226.5000,   70.35,    7.86,
  226.5000,   68.35,    7.86,
  227.5000,  123.89,  -99.00,
  227.5000,  123.79,   31.20,
  227.5000,  120.35,   30.94,
  227.5000,  118.35,   30.68,
  227.5000,  116.35,   29.72,
  227.5000,  114.35,   26.17,
  227.5000,  112.35,   20.97,
  227.5000,  110.35,   16.46,
  227.5000,  108.35,   13.49,
  227.5000,  106.35,   11.69,
  227.5000,  104.35,   10.61,
  227.5000,  102.35,    9.94,
  227.5000,  100.35,    9.47,
  227.5000,   98.35,    9.08,
  227.5000,   96.35,    8.74,
  227.5000,   94.35,    8.45,
  227.5000,   92.35,    8.23,
  227.5000,   90.35,    8.07,
  227.5000,   88.35,    7.98,
  227.5000,   86.35,    7.92,
  227.5000,   84.35,    7.88,
  227.5000,   82.35,    7.86,
  227.5000,   80.35,    7.86,
  227.5000,   78.35,    7.86,
  227.5000,   76.35,    7.86,
  227.5000,   74.35,    7.86,
  227.5000,   72.35,    7.86,
  227.5000,   70.35,    7.86,
  227.5000,   68.35,    7.86,
  228.5000,  123.90,  -99.00,
  228.5000,  123.80,   30.91,
  228.5000,  120.35,   30.73,
  228.5000,  118.35,   30.70,
  228.5000,  116.35,   30.28,
  228.5000,  114.35,   26.78,
  228.5000,  112.35,   21.06,
  228.5000,  110.35,   16.15,
  228.5000,  108.35,   13.13,
  228.5000,  106.35,   11.38,
  228.5000,  104.35,   10.35,
  228.5000,  102.35,    9.72,
  228.5000,  100.35,    9.27,
  228.5000,   98.35,    8.89,
  228.5000,   96.35,    8.55,
  228.5000,   94.35,    8.29,
  228.5000,   92.35,    8.11,
  228.5000,   90.35,    8.00,
  228.5000,   88.35,    7.93,
  228.5000,   86.35,    7.90,
  228.5000,   84.35,    7.87,
  228.5000,   82.35,    7.87,
  228.5000,   80.35,    7.87,
  228.5000,   78.35,    7.87,
  228.5000,   76.35,    7.87,
  228.5000,   74.35,    7.87,
  228.5000,   72.35,    7.87,
  228.5000,   70.35,    7.87,
  228.5000,   68.35,    7.87,
  229.5000,  123.89,  -99.00,
  229.5000,  123.79,   31.02,
  229.5000,  120.35,   30.79,
  229.5000,  118.35,   30.74,
  229.5000,  116.35,   30.07,
  229.5000,  114.35,   25.71,
  229.5000,  112.35,   20.16,
  229.5000,  110.35,   16.00,
  229.5000,  108.35,   13.53,
  229.5000,  106.35,   11.85,
  229.5000,  104.35,   10.72,
  229.5000,  102.35,    9.99,
  229.5000,  100.35,    9.49,
  229.5000,   98.35,    9.10,
  229.5000,   96.35,    8.76,
  229.5000,   94.35,    8.47,
  229.5000,   92.35,    8.25,
  229.5000,   90.35,    8.08,
  229.5000,   88.35,    7.98,
  229.5000,   86.35,    7.93,
  229.5000,   84.35,    7.89,
  229.5000,   82.35,    7.87,
  229.5000,   80.35,    7.87,
  229.5000,   78.35,    7.87,
  229.5000,   76.35,    7.87,
  229.5000,   74.35,    7.87,
  229.5000,   72.35,    7.87,
  229.5000,   70.35,    7.87,
  229.5000,   68.35,    7.87,
  230.5000,  123.89,  -99.00,
  230.5000,  123.79,   31.28,
  230.5000,  120.35,   30.97,
  230.5000,  118.35,   30.87,
  230.5000,  116.35,   30.55,
  230.5000,  114.35,   25.99,
  230.5000,  112.35,   20.23,
  230.5000,  110.35,   16.07,
  230.5000,  108.35,   13.18,
  230.5000,  106.35,   11.30,
  230.5000,  104.35,   10.25,
  230.5000,  102.35,    9.66,
  230.5000,  100.35,    9.26,
  230.5000,   98.35,    8.92,
  230.5000,   96.35,    8.62,
  230.5000,   94.35,    8.36,
  230.5000,   92.35,    8.17,
  230.5000,   90.35,    8.04,
  230.5000,   88.35,    7.96,
  230.5000,   86.35,    7.92,
  230.5000,   84.35,    7.89,
  230.5000,   82.35,    7.87,
  230.5000,   80.35,    7.87,
  230.5000,   78.35,    7.87,
  230.5000,   76.35,    7.87,
  230.5000,   74.35,    7.87,
  230.5000,   72.35,    7.87,
  230.5000,   70.35,    7.87,
  230.5000,   68.35,    7.87,
  231.5000,  123.90,  -99.00,
  231.5000,  123.80,   31.28,
  231.5000,  120.35,   31.03,
  231.5000,  118.35,   30.95,
  231.5000,  116.35,   30.60,
  231.5000,  114.35,   26.55,
  231.5000,  112.35,   21.62,
  231.5000,  110.35,   17.16,
  231.5000,  108.35,   13.39,
  231.5000,  106.35,   11.05,
  231.5000,  104.35,   10.01,
  231.5000,  102.35,    9.51,
  231.5000,  100.35,    9.16,
  231.5000,   98.35,    8.85,
  231.5000,   96.35,    8.57,
  231.5000,   94.35,    8.33,
  231.5000,   92.35,    8.15,
  231.5000,   90.35,    8.03,
  231.5000,   88.35,    7.96,
  231.5000,   86.35,    7.91,
  231.5000,   84.35,    7.89,
  231.5000,   82.35,    7.88,
  231.5000,   80.35,    7.88,
  231.5000,   78.35,    7.88,
  231.5000,   76.35,    7.88,
  231.5000,   74.35,    7.88,
  231.5000,   72.35,    7.88,
  231.5000,   70.35,    7.88,
  231.5000,   68.35,    7.88,
  232.5000,  123.90,  -99.00,
  232.5000,  123.80,   31.39,
  232.5000,  120.35,   31.12,
  232.5000,  118.35,   31.06,
  232.5000,  116.35,   30.23,
  232.5000,  114.35,   26.05,
  232.5000,  112.35,   21.48,
  232.5000,  110.35,   17.03,
  232.5000,  108.35,   13.77,
  232.5000,  106.35,   11.79,
  232.5000,  104.35,   10.63,
  232.5000,  102.35,    9.94,
  232.5000,  100.35,    9.47,
  232.5000,   98.35,    9.08,
  232.5000,   96.35,    8.73,
  232.5000,   94.35,    8.44,
  232.5000,   92.35,    8.22,
  232.5000,   90.35,    8.07,
  232.5000,   88.35,    7.98,
  232.5000,   86.35,    7.93,
  232.5000,   84.35,    7.90,
  232.5000,   82.35,    7.88,
  232.5000,   80.35,    7.88,
  232.5000,   78.35,    7.88,
  232.5000,   76.35,    7.88,
  232.5000,   74.35,    7.88,
  232.5000,   72.35,    7.88,
  232.5000,   70.35,    7.88,
  232.5000,   68.35,    7.88,
  233.5000,  123.90,  -99.00,
  233.5000,  123.80,   31.37,
  233.5000,  120.35,   31.15,
  233.5000,  118.35,   31.08,
  233.5000,  116.35,   30.81,
  233.5000,  114.35,   27.46,
  233.5000,  112.35,   22.39,
  233.5000,  110.35,   17.33,
  233.5000,  108.35,   13.70,
  233.5000,  106.35,   11.57,
  233.5000,  104.35,   10.40,
  233.5000,  102.35,    9.74,
  233.5000,  100.35,    9.30,
  233.5000,   98.35,    8.93,
  233.5000,   96.35,    8.62,
  233.5000,   94.35,    8.36,
  233.5000,   92.35,    8.17,
  233.5000,   90.35,    8.05,
  233.5000,   88.35,    7.97,
  233.5000,   86.35,    7.93,
  233.5000,   84.35,    7.90,
  233.5000,   82.35,    7.89,
  233.5000,   80.35,    7.89,
  233.5000,   78.35,    7.89,
  233.5000,   76.35,    7.89,
  233.5000,   74.35,    7.89,
  233.5000,   72.35,    7.89,
  233.5000,   70.35,    7.89,
  233.5000,   68.35,    7.89,
  234.5000,  123.90,  -99.00,
  234.5000,  123.80,   31.66,
  234.5000,  120.35,   31.36,
  234.5000,  118.35,   31.24,
  234.5000,  116.35,   30.52,
  234.5000,  114.35,   25.94,
  234.5000,  112.35,   20.35,
  234.5000,  110.35,   16.64,
  234.5000,  108.35,   13.61,
  234.5000,  106.35,   11.71,
  234.5000,  104.35,   10.56,
  234.5000,  102.35,    9.86,
  234.5000,  100.35,    9.39,
  234.5000,   98.35,    9.03,
  234.5000,   96.35,    8.72,
  234.5000,   94.35,    8.45,
  234.5000,   92.35,    8.24,
  234.5000,   90.35,    8.09,
  234.5000,   88.35,    7.99,
  234.5000,   86.35,    7.94,
  234.5000,   84.35,    7.91,
  234.5000,   82.35,    7.89,
  234.5000,   80.35,    7.89,
  234.5000,   78.35,    7.89,
  234.5000,   76.35,    7.89,
  234.5000,   74.35,    7.89,
  234.5000,   72.35,    7.89,
  234.5000,   70.35,    7.89,
  234.5000,   68.35,    7.89,
  235.5000,  123.89,  -99.00,
  235.5000,  123.79,   31.12,
  235.5000,  120.35,   30.88,
  235.5000,  118.35,   30.44,
  235.5000,  116.35,   28.67,
  235.5000,  114.35,   24.59,
  235.5000,  112.35,   20.16,
  235.5000,  110.35,   16.62,
  235.5000,  108.35,   13.30,
  235.5000,  106.35,   11.16,
  235.5000,  104.35,   10.11,
  235.5000,  102.35,    9.55,
  235.5000,  100.35,    9.15,
  235.5000,   98.35,    8.82,
  235.5000,   96.35,    8.52,
  235.5000,   94.35,    8.29,
  235.5000,   92.35,    8.13,
  235.5000,   90.35,    8.02,
  235.5000,   88.35,    7.96,
  235.5000,   86.35,    7.92,
  235.5000,   84.35,    7.90,
  235.5000,   82.35,    7.89,
  235.5000,   80.35,    7.89,
  235.5000,   78.35,    7.89,
  235.5000,   76.35,    7.89,
  235.5000,   74.35,    7.89,
  235.5000,   72.35,    7.89,
  235.5000,   70.35,    7.89,
  235.5000,   68.35,    7.89,
  236.5000,  123.89,  -99.00,
  236.5000,  123.79,   30.80,
  236.5000,  120.35,   30.56,
  236.5000,  118.35,   30.39,
  236.5000,  116.35,   29.11,
  236.5000,  114.35,   26.42,
  236.5000,  112.35,   22.14,
  236.5000,  110.35,   16.84,
  236.5000,  108.35,   12.47,
  236.5000,  106.35,   10.57,
  236.5000,  104.35,    9.82,
  236.5000,  102.35,    9.36,
  236.5000,  100.35,    8.99,
  236.5000,   98.35,    8.67,
  236.5000,   96.35,    8.41,
  236.5000,   94.35,    8.22,
  236.5000,   92.35,    8.08,
  236.5000,   90.35,    8.00,
  236.5000,   88.35,    7.95,
  236.5000,   86.35,    7.92,
  236.5000,   84.35,    7.90,
  236.5000,   82.35,    7.90,
  236.5000,   80.35,    7.90,
  236.5000,   78.35,    7.90,
  236.5000,   76.35,    7.90,
  236.5000,   74.35,    7.90,
  236.5000,   72.35,    7.90,
  236.5000,   70.35,    7.90,
  236.5000,   68.35,    7.90,
  237.5000,  123.89,  -99.00,
  237.5000,  123.79,   30.29,
  237.5000,  120.35,   30.04,
  237.5000,  118.35,   30.01,
  237.5000,  116.35,   29.30,
  237.5000,  114.35,   26.55,
  237.5000,  112.35,   21.48,
  237.5000,  110.35,   16.65,
  237.5000,  108.35,   13.40,
  237.5000,  106.35,   11.50,
  237.5000,  104.35,   10.39,
  237.5000,  102.35,    9.75,
  237.5000,  100.35,    9.31,
  237.5000,   98.35,    8.97,
  237.5000,   96.35,    8.67,
  237.5000,   94.35,    8.42,
  237.5000,   92.35,    8.23,
  237.5000,   90.35,    8.09,
  237.5000,   88.35,    8.00,
  237.5000,   86.35,    7.95,
  237.5000,   84.35,    7.92,
  237.5000,   82.35,    7.90,
  237.5000,   80.35,    7.90,
  237.5000,   78.35,    7.90,
  237.5000,   76.35,    7.90,
  237.5000,   74.35,    7.90,
  237.5000,   72.35,    7.90,
  237.5000,   70.35,    7.90,
  237.5000,   68.35,    7.90,
  238.5000,  123.89,  -99.00,
  238.5000,  123.79,   30.42,
  238.5000,  120.35,   30.13,
  238.5000,  118.35,   30.03,
  238.5000,  116.35,   29.89,
  238.5000,  114.35,   27.10,
  238.5000,  112.35,   21.20,
  238.5000,  110.35,   16.24,
  238.5000,  108.35,   13.20,
  238.5000,  106.35,   11.33,
  238.5000,  104.35,   10.24,
  238.5000,  102.35,    9.61,
  238.5000,  100.35,    9.18,
  238.5000,   98.35,    8.83,
  238.5000,   96.35,    8.53,
  238.5000,   94.35,    8.29,
  238.5000,   92.35,    8.13,
  238.5000,   90.35,    8.02,
  238.5000,   88.35,    7.96,
  238.5000,   86.35,    7.93,
  238.5000,   84.35,    7.91,
  238.5000,   82.35,    7.91,
  238.5000,   80.35,    7.91,
  238.5000,   78.35,    7.91,
  238.5000,   76.35,    7.91,
  238.5000,   74.35,    7.91,
  238.5000,   72.35,    7.91,
  238.5000,   70.35,    7.91,
  238.5000,   68.35,    7.91,
  239.5000,  123.90,  -99.00,
  239.5000,  123.80,   30.35,
  239.5000,  120.35,   30.11,
  239.5000,  118.35,   29.98,
  239.5000,  116.35,   29.98,
  239.5000,  114.35,   27.56,
  239.5000,  112.35,   21.74,
  239.5000,  110.35,   17.33,
  239.5000,  108.35,   14.04,
  239.5000,  106.35,   11.79,
  239.5000,  104.35,   10.43,
  239.5000,  102.35,    9.66,
  239.5000,  100.35,    9.19,
  239.5000,   98.35,    8.84,
  239.5000,   96.35,    8.54,
  239.5000,   94.35,    8.31,
  239.5000,   92.35,    8.14,
  239.5000,   90.35,    8.03,
  239.5000,   88.35,    7.97,
  239.5000,   86.35,    7.93,
  239.5000,   84.35,    7.91,
  239.5000,   82.35,    7.91,
  239.5000,   80.35,    7.91,
  239.5000,   78.35,    7.91,
  239.5000,   76.35,    7.91,
  239.5000,   74.35,    7.91,
  239.5000,   72.35,    7.91,
  239.5000,   70.35,    7.91,
  239.5000,   68.35,    7.91,
  240.5000,  123.89,  -99.00,
  240.5000,  123.79,   30.43,
  240.5000,  120.35,   30.18,
  240.5000,  118.35,   30.09,
  240.5000,  116.35,   29.64,
  240.5000,  114.35,   25.81,
  240.5000,  112.35,   20.32,
  240.5000,  110.35,   16.45,
  240.5000,  108.35,   13.56,
  240.5000,  106.35,   11.76,
  240.5000,  104.35,   10.58,
  240.5000,  102.35,    9.85,
  240.5000,  100.35,    9.40,
  240.5000,   98.35,    9.07,
  240.5000,   96.35,    8.80,
  240.5000,   94.35,    8.54,
  240.5000,   92.35,    8.33,
  240.5000,   90.35,    8.16,
  240.5000,   88.35,    8.04,
  240.5000,   86.35,    7.98,
  240.5000,   84.35,    7.93,
  240.5000,   82.35,    7.92,
  240.5000,   80.35,    7.91,
  240.5000,   78.35,    7.91,
  240.5000,   76.35,    7.91,
  240.5000,   74.35,    7.91,
  240.5000,   72.35,    7.91,
  240.5000,   70.35,    7.91,
  240.5000,   68.35,    7.91,
  241.5000,  123.89,  -99.00,
  241.5000,  123.79,   30.04,
  241.5000,  120.35,   29.86,
  241.5000,  118.35,   29.81,
  241.5000,  116.35,   29.77,
  241.5000,  114.35,   27.07,
  241.5000,  112.35,   21.55,
  241.5000,  110.35,   16.81,
  241.5000,  108.35,   13.29,
  241.5000,  106.35,   11.19,
  241.5000,  104.35,   10.09,
  241.5000,  102.35,    9.54,
  241.5000,  100.35,    9.18,
  241.5000,   98.35,    8.88,
  241.5000,   96.35,    8.60,
  241.5000,   94.35,    8.36,
  241.5000,   92.35,    8.18,
  241.5000,   90.35,    8.07,
  241.5000,   88.35,    8.00,
  241.5000,   86.35,    7.95,
  241.5000,   84.35,    7.93,
  241.5000,   82.35,    7.92,
  241.5000,   80.35,    7.92,
  241.5000,   78.35,    7.92,
  241.5000,   76.35,    7.92,
  241.5000,   74.35,    7.92,
  241.5000,   72.35,    7.92,
  241.5000,   70.35,    7.92,
  241.5000,   68.35,    7.92,
  242.5000,  123.89,  -99.00,
  242.5000,  123.79,   29.98,
  242.5000,  120.35,   29.71,
  242.5000,  118.35,   29.64,
  242.5000,  116.35,   29.64,
  242.5000,  114.35,   27.46,
  242.5000,  112.35,   22.80,
  242.5000,  110.35,   18.10,
  242.5000,  108.35,   14.36,
  242.5000,  106.35,   12.07,
  242.5000,  104.35,   10.72,
  242.5000,  102.35,    9.95,
  242.5000,  100.35,    9.50,
  242.5000,   98.35,    9.17,
  242.5000,   96.35,    8.87,
  242.5000,   94.35,    8.59,
  242.5000,   92.35,    8.36,
  242.5000,   90.35,    8.18,
  242.5000,   88.35,    8.06,
  242.5000,   86.35,    7.99,
  242.5000,   84.35,    7.95,
  242.5000,   82.35,    7.92,
  242.5000,   80.35,    7.92,
  242.5000,   78.35,    7.92,
  242.5000,   76.35,    7.92,
  242.5000,   74.35,    7.92,
  242.5000,   72.35,    7.92,
  242.5000,   70.35,    7.92,
  242.5000,   68.35,    7.92,
  243.5000,  123.89,  -99.00,
  243.5000,  123.79,   29.79,
  243.5000,  120.35,   29.60,
  243.5000,  118.35,   29.59,
  243.5000,  116.35,   29.59,
  243.5000,  114.35,   28.15,
  243.5000,  112.35,   22.86,
  243.5000,  110.35,   17.36,
  243.5000,  108.35,   13.57,
  243.5000,  106.35,   11.46,
  243.5000,  104.35,   10.30,
  243.5000,  102.35,    9.66,
  243.5000,  100.35,    9.25,
  243.5000,   98.35,    8.91,
  243.5000,   96.35,    8.60,
  243.5000,   94.35,    8.35,
  243.5000,   92.35,    8.16,
  243.5000,   90.35,    8.05,
  243.5000,   88.35,    7.99,
  243.5000,   86.35,    7.95,
  243.5000,   84.35,    7.93,
  243.5000,   82.35,    7.93,
  243.5000,   80.35,    7.93,
  243.5000,   78.35,    7.93,
  243.5000,   76.35,    7.93,
  243.5000,   74.35,    7.93,
  243.5000,   72.35,    7.93,
  243.5000,   70.35,    7.93,
  243.5000,   68.35,    7.93,
  244.5000,  123.89,  -99.00,
  244.5000,  123.79,   29.77,
  244.5000,  120.35,   29.57,
  244.5000,  118.35,   29.49,
  244.5000,  116.35,   29.50,
  244.5000,  114.35,   27.32,
  244.5000,  112.35,   22.42,
  244.5000,  110.35,   17.80,
  244.5000,  108.35,   14.04,
  244.5000,  106.35,   11.73,
  244.5000,  104.35,   10.39,
  244.5000,  102.35,    9.66,
  244.5000,  100.35,    9.22,
  244.5000,   98.35,    8.89,
  244.5000,   96.35,    8.61,
  244.5000,   94.35,    8.38,
  244.5000,   92.35,    8.21,
  244.5000,   90.35,    8.09,
  244.5000,   88.35,    8.01,
  244.5000,   86.35,    7.97,
  244.5000,   84.35,    7.94,
  244.5000,   82.35,    7.93,
  244.5000,   80.35,    7.93,
  244.5000,   78.35,    7.93,
  244.5000,   76.35,    7.93,
  244.5000,   74.35,    7.93,
  244.5000,   72.35,    7.93,
  244.5000,   70.35,    7.93,
  244.5000,   68.35,    7.93,
  245.5000,  123.90,  -99.00,
  245.5000,  123.80,   29.97,
  245.5000,  120.35,   29.78,
  245.5000,  118.35,   29.67,
  245.5000,  116.35,   29.67,
  245.5000,  114.35,   27.89,
  245.5000,  112.35,   22.52,
  245.5000,  110.35,   17.76,
  245.5000,  108.35,   14.15,
  245.5000,  106.35,   11.76,
  245.5000,  104.35,   10.37,
  245.5000,  102.35,    9.63,
  245.5000,  100.35,    9.22,
  245.5000,   98.35,    8.92,
  245.5000,   96.35,    8.65,
  245.5000,   94.35,    8.42,
  245.5000,   92.35,    8.24,
  245.5000,   90.35,    8.11,
  245.5000,   88.35,    8.03,
  245.5000,   86.35,    7.98,
  245.5000,   84.35,    7.95,
  245.5000,   82.35,    7.93,
  245.5000,   80.35,    7.93,
  245.5000,   78.35,    7.93,
  245.5000,   76.35,    7.93,
  245.5000,   74.35,    7.93,
  245.5000,   72.35,    7.93,
