 JDAY,ELEVATION(m),TEMPERATURE(C)
  131.5000,   70.35,    7.45,
  131.5000,   68.35,    7.45,
  132.5000,  123.90,  -99.00,
  132.5000,  123.80,   20.29,
  132.5000,  120.35,   20.08,
  132.5000,  118.35,   19.97,
  132.5000,  116.35,   17.13,
  132.5000,  114.35,   15.15,
  132.5000,  112.35,   13.54,
  132.5000,  110.35,   12.06,
  132.5000,  108.35,   10.97,
  132.5000,  106.35,   10.11,
  132.5000,  104.35,    9.35,
  132.5000,  102.35,    8.71,
  132.5000,  100.35,    8.22,
  132.5000,   98.35,    7.89,
  132.5000,   96.35,    7.71,
  132.5000,   94.35,    7.62,
  132.5000,   92.35,    7.57,
  132.5000,   90.35,    7.53,
  132.5000,   88.35,    7.51,
  132.5000,   86.35,    7.49,
  132.5000,   84.35,    7.47,
  132.5000,   82.35,    7.46,
  132.5000,   80.35,    7.45,
  132.5000,   78.35,    7.45,
  132.5000,   76.35,    7.45,
  132.5000,   74.35,    7.45,
  132.5000,   72.35,    7.45,
  132.5000,   70.35,    7.45,
  132.5000,   68.35,    7.45,
  133.5000,  123.90,  -99.00,
  133.5000,  123.80,   20.77,
  133.5000,  120.35,   20.39,
  133.5000,  118.35,   19.14,
  133.5000,  116.35,   16.73,
  133.5000,  114.35,   15.21,
  133.5000,  112.35,   13.77,
  133.5000,  110.35,   12.36,
  133.5000,  108.35,   11.33,
  133.5000,  106.35,   10.63,
  133.5000,  104.35,   10.08,
  133.5000,  102.35,    9.55,
  133.5000,  100.35,    9.04,
  133.5000,   98.35,    8.56,
  133.5000,   96.35,    8.17,
  133.5000,   94.35,    7.89,
  133.5000,   92.35,    7.71,
  133.5000,   90.35,    7.61,
  133.5000,   88.35,    7.56,
  133.5000,   86.35,    7.52,
  133.5000,   84.35,    7.50,
  133.5000,   82.35,    7.47,
  133.5000,   80.35,    7.46,
  133.5000,   78.35,    7.46,
  133.5000,   76.35,    7.46,
  133.5000,   74.35,    7.46,
  133.5000,   72.35,    7.46,
  133.5000,   70.35,    7.46,
  133.5000,   68.35,    7.46,
  134.5000,  123.90,  -99.00,
  134.5000,  123.80,   21.02,
  134.5000,  120.35,   20.79,
  134.5000,  118.35,   20.78,
  134.5000,  116.35,   19.20,
  134.5000,  114.35,   16.18,
  134.5000,  112.35,   13.98,
  134.5000,  110.35,   12.39,
  134.5000,  108.35,   11.39,
  134.5000,  106.35,   10.71,
  134.5000,  104.35,   10.08,
  134.5000,  102.35,    9.37,
  134.5000,  100.35,    8.68,
  134.5000,   98.35,    8.15,
  134.5000,   96.35,    7.83,
  134.5000,   94.35,    7.68,
  134.5000,   92.35,    7.60,
  134.5000,   90.35,    7.56,
  134.5000,   88.35,    7.53,
  134.5000,   86.35,    7.50,
  134.5000,   84.35,    7.48,
  134.5000,   82.35,    7.47,
  134.5000,   80.35,    7.46,
  134.5000,   78.35,    7.46,
  134.5000,   76.35,    7.46,
  134.5000,   74.35,    7.46,
  134.5000,   72.35,    7.46,
  134.5000,   70.35,    7.46,
  134.5000,   68.35,    7.46,
  135.5000,  123.89,  -99.00,
  135.5000,  123.79,   21.17,
  135.5000,  120.35,   20.43,
  135.5000,  118.35,   18.30,
  135.5000,  116.35,   15.22,
  135.5000,  114.35,   12.94,
  135.5000,  112.35,   12.13,
  135.5000,  110.35,   11.30,
  135.5000,  108.35,   10.75,
  135.5000,  106.35,   10.23,
  135.5000,  104.35,    9.65,
  135.5000,  102.35,    9.03,
  135.5000,  100.35,    8.47,
  135.5000,   98.35,    8.06,
  135.5000,   96.35,    7.81,
  135.5000,   94.35,    7.67,
  135.5000,   92.35,    7.61,
  135.5000,   90.35,    7.57,
  135.5000,   88.35,    7.54,
  135.5000,   86.35,    7.51,
  135.5000,   84.35,    7.49,
  135.5000,   82.35,    7.48,
  135.5000,   80.35,    7.47,
  135.5000,   78.35,    7.47,
  135.5000,   76.35,    7.47,
  135.5000,   74.35,    7.47,
  135.5000,   72.35,    7.47,
  135.5000,   70.35,    7.47,
  135.5000,   68.35,    7.47,
  136.5000,  123.89,  -99.00,
  136.5000,  123.79,   20.22,
  136.5000,  120.35,   19.74,
  136.5000,  118.35,   17.92,
  136.5000,  116.35,   15.90,
  136.5000,  114.35,   14.50,
  136.5000,  112.35,   13.14,
  136.5000,  110.35,   12.08,
  136.5000,  108.35,   11.28,
  136.5000,  106.35,   10.64,
  136.5000,  104.35,    9.99,
  136.5000,  102.35,    9.28,
  136.5000,  100.35,    8.60,
  136.5000,   98.35,    8.10,
  136.5000,   96.35,    7.81,
  136.5000,   94.35,    7.67,
  136.5000,   92.35,    7.61,
  136.5000,   90.35,    7.57,
  136.5000,   88.35,    7.54,
  136.5000,   86.35,    7.52,
  136.5000,   84.35,    7.50,
  136.5000,   82.35,    7.48,
  136.5000,   80.35,    7.47,
  136.5000,   78.35,    7.47,
  136.5000,   76.35,    7.47,
  136.5000,   74.35,    7.47,
  136.5000,   72.35,    7.47,
  136.5000,   70.35,    7.47,
  136.5000,   68.35,    7.47,
  137.5000,  123.90,  -99.00,
  137.5000,  123.80,   19.37,
  137.5000,  120.35,   19.26,
  137.5000,  118.35,   19.20,
  137.5000,  116.35,   19.20,
  137.5000,  114.35,   18.38,
  137.5000,  112.35,   16.46,
  137.5000,  110.35,   14.14,
  137.5000,  108.35,   12.22,
  137.5000,  106.35,   11.05,
  137.5000,  104.35,   10.20,
  137.5000,  102.35,    9.42,
  137.5000,  100.35,    8.74,
  137.5000,   98.35,    8.21,
  137.5000,   96.35,    7.88,
  137.5000,   94.35,    7.71,
  137.5000,   92.35,    7.62,
  137.5000,   90.35,    7.58,
  137.5000,   88.35,    7.55,
  137.5000,   86.35,    7.53,
  137.5000,   84.35,    7.51,
  137.5000,   82.35,    7.49,
  137.5000,   80.35,    7.48,
  137.5000,   78.35,    7.48,
  137.5000,   76.35,    7.48,
  137.5000,   74.35,    7.48,
  137.5000,   72.35,    7.48,
  137.5000,   70.35,    7.48,
  137.5000,   68.35,    7.48,
  138.5000,  123.90,  -99.00,
  138.5000,  123.80,   20.58,
  138.5000,  120.35,   20.37,
  138.5000,  118.35,   20.05,
  138.5000,  116.35,   20.01,
  138.5000,  114.35,   19.74,
  138.5000,  112.35,   17.28,
  138.5000,  110.35,   14.16,
  138.5000,  108.35,   12.17,
  138.5000,  106.35,   10.94,
  138.5000,  104.35,   10.04,
  138.5000,  102.35,    9.30,
  138.5000,  100.35,    8.72,
  138.5000,   98.35,    8.30,
  138.5000,   96.35,    8.01,
  138.5000,   94.35,    7.81,
  138.5000,   92.35,    7.69,
  138.5000,   90.35,    7.62,
  138.5000,   88.35,    7.58,
  138.5000,   86.35,    7.55,
  138.5000,   84.35,    7.53,
  138.5000,   82.35,    7.51,
  138.5000,   80.35,    7.49,
  138.5000,   78.35,    7.48,
  138.5000,   76.35,    7.48,
  138.5000,   74.35,    7.48,
  138.5000,   72.35,    7.48,
  138.5000,   70.35,    7.48,
  138.5000,   68.35,    7.48,
  139.5000,  123.90,  -99.00,
  139.5000,  123.80,   21.95,
  139.5000,  120.35,   21.64,
  139.5000,  118.35,   21.49,
  139.5000,  116.35,   21.49,
  139.5000,  114.35,   18.74,
  139.5000,  112.35,   13.98,
  139.5000,  110.35,   11.42,
  139.5000,  108.35,   10.85,
  139.5000,  106.35,   10.42,
  139.5000,  104.35,    9.71,
  139.5000,  102.35,    8.98,
  139.5000,  100.35,    8.40,
  139.5000,   98.35,    8.01,
  139.5000,   96.35,    7.79,
  139.5000,   94.35,    7.67,
  139.5000,   92.35,    7.61,
  139.5000,   90.35,    7.57,
  139.5000,   88.35,    7.55,
  139.5000,   86.35,    7.53,
  139.5000,   84.35,    7.51,
  139.5000,   82.35,    7.50,
  139.5000,   80.35,    7.49,
  139.5000,   78.35,    7.49,
  139.5000,   76.35,    7.49,
  139.5000,   74.35,    7.49,
  139.5000,   72.35,    7.49,
  139.5000,   70.35,    7.49,
  139.5000,   68.35,    7.49,
  140.5000,  123.90,  -99.00,
  140.5000,  123.80,   22.15,
  140.5000,  120.35,   21.99,
  140.5000,  118.35,   21.51,
  140.5000,  116.35,   19.39,
  140.5000,  114.35,   15.90,
  140.5000,  112.35,   13.81,
  140.5000,  110.35,   12.35,
  140.5000,  108.35,   11.51,
  140.5000,  106.35,   11.10,
  140.5000,  104.35,   10.73,
  140.5000,  102.35,   10.12,
  140.5000,  100.35,    9.35,
  140.5000,   98.35,    8.61,
  140.5000,   96.35,    8.08,
  140.5000,   94.35,    7.78,
  140.5000,   92.35,    7.65,
  140.5000,   90.35,    7.59,
  140.5000,   88.35,    7.55,
  140.5000,   86.35,    7.53,
  140.5000,   84.35,    7.51,
  140.5000,   82.35,    7.50,
  140.5000,   80.35,    7.50,
  140.5000,   78.35,    7.50,
  140.5000,   76.35,    7.50,
  140.5000,   74.35,    7.50,
  140.5000,   72.35,    7.50,
  140.5000,   70.35,    7.50,
  140.5000,   68.35,    7.50,
  141.5000,  123.90,  -99.00,
  141.5000,  123.80,   22.33,
  141.5000,  120.35,   21.97,
  141.5000,  118.35,   21.51,
  141.5000,  116.35,   19.40,
  141.5000,  114.35,   16.05,
  141.5000,  112.35,   13.67,
  141.5000,  110.35,   12.29,
  141.5000,  108.35,   11.38,
  141.5000,  106.35,   10.74,
  141.5000,  104.35,   10.08,
  141.5000,  102.35,    9.39,
  141.5000,  100.35,    8.80,
  141.5000,   98.35,    8.34,
  141.5000,   96.35,    8.01,
  141.5000,   94.35,    7.80,
  141.5000,   92.35,    7.68,
  141.5000,   90.35,    7.61,
  141.5000,   88.35,    7.57,
  141.5000,   86.35,    7.55,
  141.5000,   84.35,    7.52,
  141.5000,   82.35,    7.51,
  141.5000,   80.35,    7.50,
  141.5000,   78.35,    7.50,
  141.5000,   76.35,    7.50,
  141.5000,   74.35,    7.50,
  141.5000,   72.35,    7.50,
  141.5000,   70.35,    7.50,
  141.5000,   68.35,    7.50,
  142.5000,  123.90,  -99.00,
  142.5000,  123.80,   22.46,
  142.5000,  120.35,   22.35,
  142.5000,  118.35,   21.37,
  142.5000,  116.35,   18.75,
  142.5000,  114.35,   15.60,
  142.5000,  112.35,   13.22,
  142.5000,  110.35,   11.77,
  142.5000,  108.35,   10.92,
  142.5000,  106.35,   10.30,
  142.5000,  104.35,    9.67,
  142.5000,  102.35,    9.05,
  142.5000,  100.35,    8.54,
  142.5000,   98.35,    8.18,
  142.5000,   96.35,    7.94,
  142.5000,   94.35,    7.78,
  142.5000,   92.35,    7.68,
  142.5000,   90.35,    7.62,
  142.5000,   88.35,    7.58,
  142.5000,   86.35,    7.55,
  142.5000,   84.35,    7.53,
  142.5000,   82.35,    7.51,
  142.5000,   80.35,    7.51,
  142.5000,   78.35,    7.51,
  142.5000,   76.35,    7.51,
  142.5000,   74.35,    7.51,
  142.5000,   72.35,    7.51,
  142.5000,   70.35,    7.51,
  142.5000,   68.35,    7.51,
  143.5000,  123.90,  -99.00,
  143.5000,  123.80,   22.25,
  143.5000,  120.35,   22.17,
  143.5000,  118.35,   21.71,
  143.5000,  116.35,   19.41,
  143.5000,  114.35,   16.62,
  143.5000,  112.35,   14.15,
  143.5000,  110.35,   12.44,
  143.5000,  108.35,   11.43,
  143.5000,  106.35,   10.80,
  143.5000,  104.35,   10.26,
  143.5000,  102.35,    9.70,
  143.5000,  100.35,    9.16,
  143.5000,   98.35,    8.67,
  143.5000,   96.35,    8.28,
  143.5000,   94.35,    7.99,
  143.5000,   92.35,    7.80,
  143.5000,   90.35,    7.69,
  143.5000,   88.35,    7.62,
  143.5000,   86.35,    7.58,
  143.5000,   84.35,    7.55,
  143.5000,   82.35,    7.53,
  143.5000,   80.35,    7.51,
  143.5000,   78.35,    7.51,
  143.5000,   76.35,    7.51,
  143.5000,   74.35,    7.51,
  143.5000,   72.35,    7.51,
  143.5000,   70.35,    7.51,
  143.5000,   68.35,    7.51,
  144.5000,  123.90,  -99.00,
  144.5000,  123.80,   22.18,
  144.5000,  120.35,   22.13,
  144.5000,  118.35,   22.13,
  144.5000,  116.35,   22.13,
  144.5000,  114.35,   18.27,
  144.5000,  112.35,   12.82,
  144.5000,  110.35,   11.19,
  144.5000,  108.35,   10.44,
  144.5000,  106.35,    9.81,
  144.5000,  104.35,    9.21,
  144.5000,  102.35,    8.70,
  144.5000,  100.35,    8.31,
  144.5000,   98.35,    8.02,
  144.5000,   96.35,    7.82,
  144.5000,   94.35,    7.70,
  144.5000,   92.35,    7.63,
  144.5000,   90.35,    7.59,
  144.5000,   88.35,    7.56,
  144.5000,   86.35,    7.54,
  144.5000,   84.35,    7.53,
  144.5000,   82.35,    7.52,
  144.5000,   80.35,    7.52,
  144.5000,   78.35,    7.52,
  144.5000,   76.35,    7.52,
  144.5000,   74.35,    7.52,
  144.5000,   72.35,    7.52,
  144.5000,   70.35,    7.52,
  144.5000,   68.35,    7.52,
  145.5000,  123.90,  -99.00,
  145.5000,  123.80,   22.68,
  145.5000,  120.35,   22.27,
  145.5000,  118.35,   22.18,
  145.5000,  116.35,   21.40,
  145.5000,  114.35,   17.51,
  145.5000,  112.35,   13.03,
  145.5000,  110.35,   11.75,
  145.5000,  108.35,   11.15,
  145.5000,  106.35,   10.69,
  145.5000,  104.35,   10.23,
  145.5000,  102.35,    9.72,
  145.5000,  100.35,    9.17,
  145.5000,   98.35,    8.65,
  145.5000,   96.35,    8.23,
  145.5000,   94.35,    7.93,
  145.5000,   92.35,    7.74,
  145.5000,   90.35,    7.64,
  145.5000,   88.35,    7.59,
  145.5000,   86.35,    7.56,
  145.5000,   84.35,    7.54,
  145.5000,   82.35,    7.52,
  145.5000,   80.35,    7.52,
  145.5000,   78.35,    7.52,
  145.5000,   76.35,    7.52,
  145.5000,   74.35,    7.52,
  145.5000,   72.35,    7.52,
  145.5000,   70.35,    7.52,
  145.5000,   68.35,    7.52,
  146.5000,  123.90,  -99.00,
  146.5000,  123.80,   23.33,
  146.5000,  120.35,   22.90,
  146.5000,  118.35,   22.17,
  146.5000,  116.35,   20.62,
  146.5000,  114.35,   17.46,
  146.5000,  112.35,   14.66,
  146.5000,  110.35,   13.15,
  146.5000,  108.35,   12.19,
  146.5000,  106.35,   11.37,
  146.5000,  104.35,   10.56,
  146.5000,  102.35,    9.78,
  146.5000,  100.35,    9.09,
  146.5000,   98.35,    8.54,
  146.5000,   96.35,    8.14,
  146.5000,   94.35,    7.88,
  146.5000,   92.35,    7.72,
  146.5000,   90.35,    7.64,
  146.5000,   88.35,    7.59,
  146.5000,   86.35,    7.56,
  146.5000,   84.35,    7.54,
  146.5000,   82.35,    7.53,
  146.5000,   80.35,    7.52,
  146.5000,   78.35,    7.52,
  146.5000,   76.35,    7.52,
  146.5000,   74.35,    7.52,
  146.5000,   72.35,    7.52,
  146.5000,   70.35,    7.52,
  146.5000,   68.35,    7.52,
  147.5000,  123.90,  -99.00,
  147.5000,  123.80,   23.69,
  147.5000,  120.35,   23.05,
  147.5000,  118.35,   21.45,
  147.5000,  116.35,   19.62,
  147.5000,  114.35,   17.06,
  147.5000,  112.35,   14.61,
  147.5000,  110.35,   12.93,
  147.5000,  108.35,   11.78,
  147.5000,  106.35,   10.89,
  147.5000,  104.35,   10.15,
  147.5000,  102.35,    9.48,
  147.5000,  100.35,    8.89,
  147.5000,   98.35,    8.39,
  147.5000,   96.35,    8.03,
  147.5000,   94.35,    7.80,
  147.5000,   92.35,    7.68,
  147.5000,   90.35,    7.62,
  147.5000,   88.35,    7.59,
  147.5000,   86.35,    7.56,
  147.5000,   84.35,    7.54,
  147.5000,   82.35,    7.53,
  147.5000,   80.35,    7.53,
  147.5000,   78.35,    7.53,
  147.5000,   76.35,    7.53,
  147.5000,   74.35,    7.53,
  147.5000,   72.35,    7.53,
  147.5000,   70.35,    7.53,
  147.5000,   68.35,    7.53,
  148.5000,  123.90,  -99.00,
  148.5000,  123.80,   23.82,
  148.5000,  120.35,   23.28,
  148.5000,  118.35,   21.61,
  148.5000,  116.35,   18.91,
  148.5000,  114.35,   16.17,
  148.5000,  112.35,   13.74,
  148.5000,  110.35,   12.09,
  148.5000,  108.35,   11.08,
  148.5000,  106.35,   10.40,
  148.5000,  104.35,    9.86,
  148.5000,  102.35,    9.37,
  148.5000,  100.35,    8.90,
  148.5000,   98.35,    8.49,
  148.5000,   96.35,    8.14,
  148.5000,   94.35,    7.90,
  148.5000,   92.35,    7.74,
  148.5000,   90.35,    7.65,
  148.5000,   88.35,    7.61,
  148.5000,   86.35,    7.58,
  148.5000,   84.35,    7.56,
  148.5000,   82.35,    7.54,
  148.5000,   80.35,    7.53,
  148.5000,   78.35,    7.53,
  148.5000,   76.35,    7.53,
  148.5000,   74.35,    7.53,
  148.5000,   72.35,    7.53,
  148.5000,   70.35,    7.53,
  148.5000,   68.35,    7.53,
  149.5000,  123.90,  -99.00,
  149.5000,  123.80,   24.18,
  149.5000,  120.35,   23.71,
  149.5000,  118.35,   22.43,
  149.5000,  116.35,   19.32,
  149.5000,  114.35,   16.08,
  149.5000,  112.35,   13.44,
  149.5000,  110.35,   11.82,
  149.5000,  108.35,   10.98,
  149.5000,  106.35,   10.42,
  149.5000,  104.35,    9.94,
  149.5000,  102.35,    9.46,
  149.5000,  100.35,    8.99,
  149.5000,   98.35,    8.55,
  149.5000,   96.35,    8.18,
  149.5000,   94.35,    7.92,
  149.5000,   92.35,    7.75,
  149.5000,   90.35,    7.66,
  149.5000,   88.35,    7.61,
  149.5000,   86.35,    7.58,
  149.5000,   84.35,    7.56,
  149.5000,   82.35,    7.54,
  149.5000,   80.35,    7.54,
  149.5000,   78.35,    7.54,
  149.5000,   76.35,    7.54,
  149.5000,   74.35,    7.54,
  149.5000,   72.35,    7.54,
  149.5000,   70.35,    7.54,
  149.5000,   68.35,    7.54,
  150.5000,  123.90,  -99.00,
  150.5000,  123.80,   24.26,
  150.5000,  120.35,   24.17,
  150.5000,  118.35,   23.69,
  150.5000,  116.35,   21.16,
  150.5000,  114.35,   17.80,
  150.5000,  112.35,   14.76,
  150.5000,  110.35,   12.62,
  150.5000,  108.35,   11.40,
  150.5000,  106.35,   10.66,
  150.5000,  104.35,   10.07,
  150.5000,  102.35,    9.51,
  150.5000,  100.35,    8.97,
  150.5000,   98.35,    8.48,
  150.5000,   96.35,    8.11,
  150.5000,   94.35,    7.86,
  150.5000,   92.35,    7.71,
  150.5000,   90.35,    7.64,
  150.5000,   88.35,    7.60,
  150.5000,   86.35,    7.57,
  150.5000,   84.35,    7.56,
  150.5000,   82.35,    7.54,
  150.5000,   80.35,    7.54,
  150.5000,   78.35,    7.54,
  150.5000,   76.35,    7.54,
  150.5000,   74.35,    7.54,
  150.5000,   72.35,    7.54,
  150.5000,   70.35,    7.54,
  150.5000,   68.35,    7.54,
  151.5000,  123.90,  -99.00,
  151.5000,  123.80,   24.51,
  151.5000,  120.35,   24.20,
  151.5000,  118.35,   23.65,
  151.5000,  116.35,   20.43,
  151.5000,  114.35,   17.01,
  151.5000,  112.35,   14.26,
  151.5000,  110.35,   12.43,
  151.5000,  108.35,   11.34,
  151.5000,  106.35,   10.64,
  151.5000,  104.35,   10.07,
  151.5000,  102.35,    9.52,
  151.5000,  100.35,    8.98,
  151.5000,   98.35,    8.52,
  151.5000,   96.35,    8.16,
  151.5000,   94.35,    7.90,
  151.5000,   92.35,    7.74,
  151.5000,   90.35,    7.65,
  151.5000,   88.35,    7.61,
  151.5000,   86.35,    7.58,
  151.5000,   84.35,    7.56,
  151.5000,   82.35,    7.55,
  151.5000,   80.35,    7.55,
  151.5000,   78.35,    7.55,
  151.5000,   76.35,    7.55,
  151.5000,   74.35,    7.55,
  151.5000,   72.35,    7.55,
  151.5000,   70.35,    7.55,
  151.5000,   68.35,    7.55,
  152.5000,  123.90,  -99.00,
  152.5000,  123.80,   24.60,
  152.5000,  120.35,   24.32,
  152.5000,  118.35,   23.49,
  152.5000,  116.35,   20.02,
  152.5000,  114.35,   17.36,
  152.5000,  112.35,   15.09,
  152.5000,  110.35,   13.21,
  152.5000,  108.35,   11.77,
  152.5000,  106.35,   10.79,
  152.5000,  104.35,   10.09,
  152.5000,  102.35,    9.46,
  152.5000,  100.35,    8.90,
  152.5000,   98.35,    8.43,
  152.5000,   96.35,    8.09,
  152.5000,   94.35,    7.87,
  152.5000,   92.35,    7.73,
  152.5000,   90.35,    7.65,
  152.5000,   88.35,    7.61,
  152.5000,   86.35,    7.58,
  152.5000,   84.35,    7.56,
  152.5000,   82.35,    7.55,
  152.5000,   80.35,    7.55,
  152.5000,   78.35,    7.55,
  152.5000,   76.35,    7.55,
  152.5000,   74.35,    7.55,
  152.5000,   72.35,    7.55,
  152.5000,   70.35,    7.55,
  152.5000,   68.35,    7.55,
  153.5000,  123.90,  -99.00,
  153.5000,  123.80,   24.95,
  153.5000,  120.35,   24.76,
  153.5000,  118.35,   24.69,
  153.5000,  116.35,   21.68,
  153.5000,  114.35,   18.21,
  153.5000,  112.35,   15.11,
  153.5000,  110.35,   12.59,
  153.5000,  108.35,   11.09,
  153.5000,  106.35,   10.26,
  153.5000,  104.35,    9.61,
  153.5000,  102.35,    9.02,
  153.5000,  100.35,    8.53,
  153.5000,   98.35,    8.17,
  153.5000,   96.35,    7.93,
  153.5000,   94.35,    7.78,
  153.5000,   92.35,    7.69,
  153.5000,   90.35,    7.64,
  153.5000,   88.35,    7.60,
  153.5000,   86.35,    7.58,
  153.5000,   84.35,    7.57,
  153.5000,   82.35,    7.56,
  153.5000,   80.35,    7.56,
  153.5000,   78.35,    7.56,
  153.5000,   76.35,    7.56,
  153.5000,   74.35,    7.56,
  153.5000,   72.35,    7.56,
  153.5000,   70.35,    7.56,
  153.5000,   68.35,    7.56,
  154.5000,  123.90,  -99.00,
  154.5000,  123.80,   25.25,
  154.5000,  120.35,   25.05,
  154.5000,  118.35,   24.87,
  154.5000,  116.35,   22.24,
  154.5000,  114.35,   18.18,
  154.5000,  112.35,   15.22,
  154.5000,  110.35,   13.01,
  154.5000,  108.35,   11.58,
  154.5000,  106.35,   10.74,
  154.5000,  104.35,   10.19,
  154.5000,  102.35,    9.70,
  154.5000,  100.35,    9.23,
  154.5000,   98.35,    8.78,
  154.5000,   96.35,    8.38,
  154.5000,   94.35,    8.07,
  154.5000,   92.35,    7.86,
  154.5000,   90.35,    7.73,
  154.5000,   88.35,    7.66,
  154.5000,   86.35,    7.62,
  154.5000,   84.35,    7.59,
  154.5000,   82.35,    7.57,
  154.5000,   80.35,    7.56,
  154.5000,   78.35,    7.56,
  154.5000,   76.35,    7.56,
  154.5000,   74.35,    7.56,
  154.5000,   72.35,    7.56,
  154.5000,   70.35,    7.56,
  154.5000,   68.35,    7.56,
  155.5000,  123.90,  -99.00,
  155.5000,  123.80,   25.79,
  155.5000,  120.35,   25.49,
  155.5000,  118.35,   25.49,
  155.5000,  116.35,   23.21,
  155.5000,  114.35,   18.00,
  155.5000,  112.35,   14.89,
  155.5000,  110.35,   12.89,
  155.5000,  108.35,   11.57,
  155.5000,  106.35,   10.71,
  155.5000,  104.35,   10.05,
  155.5000,  102.35,    9.46,
  155.5000,  100.35,    8.91,
  155.5000,   98.35,    8.44,
  155.5000,   96.35,    8.09,
  155.5000,   94.35,    7.87,
  155.5000,   92.35,    7.74,
  155.5000,   90.35,    7.67,
  155.5000,   88.35,    7.62,
  155.5000,   86.35,    7.60,
  155.5000,   84.35,    7.58,
  155.5000,   82.35,    7.57,
  155.5000,   80.35,    7.57,
  155.5000,   78.35,    7.57,
  155.5000,   76.35,    7.57,
  155.5000,   74.35,    7.57,
  155.5000,   72.35,    7.57,
  155.5000,   70.35,    7.57,
  155.5000,   68.35,    7.57,
  156.5000,  123.90,  -99.00,
  156.5000,  123.80,   26.43,
  156.5000,  120.35,   26.11,
  156.5000,  118.35,   25.66,
  156.5000,  116.35,   22.55,
  156.5000,  114.35,   17.77,
  156.5000,  112.35,   15.25,
  156.5000,  110.35,   13.32,
  156.5000,  108.35,   11.78,
  156.5000,  106.35,   10.75,
  156.5000,  104.35,   10.03,
  156.5000,  102.35,    9.41,
  156.5000,  100.35,    8.85,
  156.5000,   98.35,    8.39,
  156.5000,   96.35,    8.05,
  156.5000,   94.35,    7.84,
  156.5000,   92.35,    7.72,
  156.5000,   90.35,    7.65,
  156.5000,   88.35,    7.62,
  156.5000,   86.35,    7.60,
  156.5000,   84.35,    7.58,
  156.5000,   82.35,    7.57,
  156.5000,   80.35,    7.57,
  156.5000,   78.35,    7.57,
  156.5000,   76.35,    7.57,
  156.5000,   74.35,    7.57,
  156.5000,   72.35,    7.57,
  156.5000,   70.35,    7.57,
  156.5000,   68.35,    7.57,
  157.5000,  123.90,  -99.00,
  157.5000,  123.80,   27.02,
  157.5000,  120.35,   26.64,
  157.5000,  118.35,   26.21,
  157.5000,  116.35,   22.15,
  157.5000,  114.35,   17.34,
  157.5000,  112.35,   14.83,
  157.5000,  110.35,   12.85,
  157.5000,  108.35,   11.39,
  157.5000,  106.35,   10.50,
  157.5000,  104.35,    9.88,
  157.5000,  102.35,    9.35,
  157.5000,  100.35,    8.86,
  157.5000,   98.35,    8.44,
  157.5000,   96.35,    8.11,
  157.5000,   94.35,    7.89,
  157.5000,   92.35,    7.75,
  157.5000,   90.35,    7.67,
  157.5000,   88.35,    7.63,
  157.5000,   86.35,    7.60,
  157.5000,   84.35,    7.58,
  157.5000,   82.35,    7.57,
  157.5000,   80.35,    7.57,
  157.5000,   78.35,    7.57,
  157.5000,   76.35,    7.57,
  157.5000,   74.35,    7.57,
  157.5000,   72.35,    7.57,
  157.5000,   70.35,    7.57,
  157.5000,   68.35,    7.57,
  158.5000,  123.90,  -99.00,
  158.5000,  123.80,   27.19,
  158.5000,  120.35,   26.96,
  158.5000,  118.35,   26.74,
  158.5000,  116.35,   22.54,
  158.5000,  114.35,   17.78,
  158.5000,  112.35,   15.15,
  158.5000,  110.35,   12.99,
  158.5000,  108.35,   11.51,
  158.5000,  106.35,   10.66,
  158.5000,  104.35,   10.10,
  158.5000,  102.35,    9.61,
  158.5000,  100.35,    9.14,
  158.5000,   98.35,    8.70,
  158.5000,   96.35,    8.33,
  158.5000,   94.35,    8.05,
  158.5000,   92.35,    7.86,
  158.5000,   90.35,    7.74,
  158.5000,   88.35,    7.66,
  158.5000,   86.35,    7.63,
  158.5000,   84.35,    7.60,
  158.5000,   82.35,    7.58,
  158.5000,   80.35,    7.58,
  158.5000,   78.35,    7.58,
  158.5000,   76.35,    7.58,
  158.5000,   74.35,    7.58,
  158.5000,   72.35,    7.58,
  158.5000,   70.35,    7.58,
  158.5000,   68.35,    7.58,
  159.5000,  123.90,  -99.00,
  159.5000,  123.80,   27.50,
  159.5000,  120.35,   27.31,
  159.5000,  118.35,   27.17,
  159.5000,  116.35,   22.47,
  159.5000,  114.35,   17.48,
  159.5000,  112.35,   14.80,
  159.5000,  110.35,   12.60,
  159.5000,  108.35,   11.31,
  159.5000,  106.35,   10.55,
  159.5000,  104.35,   10.01,
  159.5000,  102.35,    9.51,
  159.5000,  100.35,    9.02,
  159.5000,   98.35,    8.57,
  159.5000,   96.35,    8.22,
  159.5000,   94.35,    7.98,
  159.5000,   92.35,    7.82,
  159.5000,   90.35,    7.72,
  159.5000,   88.35,    7.66,
  159.5000,   86.35,    7.63,
  159.5000,   84.35,    7.60,
  159.5000,   82.35,    7.58,
  159.5000,   80.35,    7.58,
  159.5000,   78.35,    7.58,
  159.5000,   76.35,    7.58,
  159.5000,   74.35,    7.58,
  159.5000,   72.35,    7.58,
  159.5000,   70.35,    7.58,
  159.5000,   68.35,    7.58,
  160.5000,  123.90,  -99.00,
  160.5000,  123.80,   27.65,
  160.5000,  120.35,   27.54,
  160.5000,  118.35,   26.98,
  160.5000,  116.35,   22.02,
  160.5000,  114.35,   16.64,
