JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     TDS,    Gen1,    Gen3,    ISS1,      N2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    ALG1,      DO,     TIC,     ALK,MICROCYS,     EPI,      TN,     NH3,      TP,Turbidit,     TSS,      pH,  SECCHI,NH4NITR (kg/d),NH4AR   (kg/d),NH4AG   (kg/d),NH4AP   (kg/d),NH4ER   (kg/d),NH4EG   (kg/d),NH4EP   (kg/d),NH4POM  (kg/d),NH4DOM  (kg/d),NH4OM   (kg/d),NH4SED  (kg/d),NH4SOD  (kg/d),NH3GAS  (kg/d),NO3DEN  (kg/d),NO3AG   (kg/d),NO3EG   (kg/d),NO3SED  (kg/d),LDOMDK  (kg/d),LRDOM   (kg/d),DOREAR  (kg/d),DOSED   (kg/d), CO2GASX(kg/d), SD_C_IN(kg/d), SD_N_IN(kg/d), SD_P_IN(kg/d), DOSEDIA(kg/d),PLIM_ALG1    ,NLIM_ALG1    ,LLIM_ALG1    ,
   102.806,   600.000,   123.798,    10.686,     0.023,    12.466,     0.000,     0.453,    51.448,  2866.000,     1.000,    11.866,    26.270,     0.000,   367.873,   377.380,   -17.677,   -18.101,     0.158,    51.019,   100.000,     0.000,     0.097,    18.854,     0.045,     0.172,     0.260,     0.020,     2.031,     0.012,     0.000,     8.541,     9.800,    30.994, 0.662E-03,     0.000,    0.5966,    0.0003,    0.0557,     0.092,     0.109,     6.950,     3.308, 0.107E+02, 0.128E-02, 0.000E+00, 0.128E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.862E-01, 0.730E+00, 0.816E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.189E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.685E+01, 0.228E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.397E+03,     0.931,     0.969,     0.000,
   102.903,   600.000,   123.798,    10.781,     0.018,    13.115,     0.000,     0.453,    51.448,  2866.000,     1.000,    11.844,    22.652,     0.000,   364.810,   376.781,   -16.059,   -18.564,     0.158,    51.021,   100.000,     0.000,     0.095,    18.820,     0.046,     0.171,     0.261,     0.020,     2.033,     0.012,     0.000,     8.554,     9.752,    30.993, 0.658E-03,     0.000,    0.5973,    0.0003,    0.0560,     0.090,     0.107,     6.960,     3.308, 0.109E+02, 0.140E-02, 0.000E+00, 0.140E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.851E-01, 0.721E+00, 0.806E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.193E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.670E+01, 0.223E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.399E+03,     0.932,     0.969,     0.000,
   103.000,   600.000,   123.799,    10.726,     0.008,    12.952,     0.000,     0.453,    51.449,  2866.000,     1.000,    11.780,    13.458,     0.000,   361.312,   376.215,   -12.514,   -15.847,     0.158,    51.022,   100.000,     0.000,     0.096,    18.834,     0.046,     0.172,     0.261,     0.019,     2.033,     0.012,     0.000,     8.518,     9.770,    30.993, 0.650E-03,     0.000,    0.5984,    0.0003,    0.0562,     0.091,     0.108,     6.950,     3.308, 0.108E+02, 0.139E-02, 0.000E+00, 0.139E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.841E-01, 0.708E+00, 0.792E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.193E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.656E+01, 0.219E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.400E+03,     0.932,     0.969,     0.000,
   103.104,   600.000,   123.799,    10.645,    -0.004,    12.805,     0.000,     0.453,    51.449,  2866.000,     1.000,    11.710,   -83.449,     0.000,   333.001,   375.636,    34.877,     5.937,     0.242,    51.021,   100.000,     0.000,     0.097,    18.857,     0.046,     0.173,     0.261,     0.019,     2.032,     0.012,     0.000,     8.473,     9.805,    30.994, 0.641E-03,     0.000,    0.5995,    0.0003,    0.0563,     0.092,     0.109,     6.950,     3.308, 0.107E+02, 0.127E-02, 0.000E+00, 0.127E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.834E-01, 0.698E+00, 0.781E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.191E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.646E+01, 0.215E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.399E+03,     0.932,     0.969,     0.000,
   103.201,   600.000,   123.800,    10.692,    -0.011,    12.969,     0.000,     0.453,    51.450,  2866.000,     1.000,    11.687,  -162.125,     0.000,   314.830,   374.938,    74.610,    27.406,     0.373,    51.021,   100.000,     0.000,     0.096,    18.843,     0.046,     0.173,     0.262,     0.019,     2.032,     0.012,     0.000,     8.474,     9.787,    30.994, 0.637E-03,     0.000,    0.5999,    0.0003,    0.0564,     0.091,     0.108,     6.950,     3.309, 0.108E+02, 0.113E-02, 0.000E+00, 0.113E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.830E-01, 0.693E+00, 0.776E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.193E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.639E+01, 0.213E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.399E+03,     0.932,     0.969,     0.000,
   103.306,   600.000,   123.800,    10.911,    -0.018,    12.767,    71.254,     0.453,    51.450,  2866.000,     1.000,    11.730,  -142.231,    67.220,   306.637,   374.260,   101.346,    40.482,     0.464,    51.023,   100.000,     0.000,     0.092,    18.775,     0.046,     0.171,     0.264,     0.018,     2.034,     0.011,     0.000,     8.527,     9.698,    30.992, 0.637E-03,     0.000,    0.6000,    0.0003,    0.0565,     0.087,     0.104,     6.960,     3.310, 0.111E+02, 0.102E-02, 0.122E-04, 0.101E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.827E-01, 0.693E+00, 0.776E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.201E-01, 0.188E-04, 0.000E+00, 0.000E+00, 0.630E+01, 0.210E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.400E+03,     0.933,     0.969,     0.001,
   103.403,   600.000,   123.800,    11.139,    -0.025,    11.723,   242.358,     0.453,    51.450,  2866.000,     1.000,    11.803,    19.735,   228.639,   307.288,   374.119,   104.325,    37.748,     0.427,    51.026,   100.000,     0.000,     0.090,    18.703,     0.046,     0.170,     0.266,     0.017,     2.037,     0.011,     0.000,     8.576,     9.609,    30.988, 0.636E-03,     0.000,    0.6006,    0.0003,    0.0567,     0.084,     0.101,     6.980,     3.311, 0.115E+02, 0.969E-03, 0.391E-04, 0.930E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.824E-01, 0.697E+00, 0.780E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.210E-01, 0.613E-04, 0.000E+00, 0.000E+00, 0.627E+01, 0.209E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.403E+03,     0.933,     0.969,     0.002,
   103.500,   600.000,   123.799,    11.383,    -0.023,    12.576,   327.752,     0.453,    51.449,  2866.000,     1.000,    11.909,   139.769,   309.200,   310.345,   374.440,    80.620,    24.716,     0.187,    51.030,   100.000,     0.000,     0.087,    18.621,     0.046,     0.168,     0.268,     0.017,     2.041,     0.010,     0.000,     8.626,     9.511,    30.983, 0.632E-03,     0.000,    0.6018,    0.0003,    0.0568,     0.082,     0.098,     7.000,     3.311, 0.119E+02, 0.101E-02, 0.545E-04, 0.952E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.823E-01, 0.705E+00, 0.787E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.220E-01, 0.868E-04, 0.000E+00, 0.000E+00, 0.627E+01, 0.209E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.406E+03,     0.933,     0.969,     0.003,
   103.604,   600.000,   123.799,    11.678,    -0.012,    12.390,   277.385,     0.453,    51.449,  2866.000,     1.000,    12.048,   148.634,   261.684,   337.052,   374.934,    74.174,     0.993,     0.164,    51.041,   100.000,     0.000,     0.085,    18.517,     0.047,     0.167,     0.271,     0.016,     2.052,     0.010,     0.000,     8.686,     9.388,    30.971, 0.627E-03,     0.000,    0.6041,    0.0004,    0.0571,     0.079,     0.095,     7.020,     3.312, 0.124E+02, 0.116E-02, 0.525E-04, 0.111E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.821E-01, 0.717E+00, 0.799E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.232E-01, 0.853E-04, 0.000E+00, 0.000E+00, 0.629E+01, 0.210E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.410E+03,     0.934,     0.969,     0.002,
   103.701,   600.000,   123.799,    11.822,     0.003,    12.654,   117.855,     0.453,    51.449,  2866.000,     1.000,    12.104,     1.584,   111.184,   344.956,   375.141,    85.030,    -5.615,     0.194,    51.049,   100.000,     0.000,     0.084,    18.463,     0.047,     0.166,     0.273,     0.016,     2.061,     0.010,     0.000,     8.706,     9.327,    30.961, 0.621E-03,     0.000,    0.6062,    0.0004,    0.0574,     0.078,     0.094,     7.030,     3.313, 0.126E+02, 0.132E-02, 0.252E-04, 0.129E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.816E-01, 0.721E+00, 0.803E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.239E-01, 0.415E-04, 0.000E+00, 0.000E+00, 0.627E+01, 0.209E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.413E+03,     0.934,     0.969,     0.001,
   103.806,   600.000,   123.799,    11.687,     0.012,    12.660,     0.000,     0.453,    51.449,  2866.000,     1.000,    12.005,  -114.357,     0.000,   340.235,   374.870,    81.508,    -1.787,     0.185,    51.042,   100.000,     0.000,     0.085,    18.512,     0.047,     0.167,     0.272,     0.016,     2.054,     0.010,     0.000,     8.653,     9.394,    30.968, 0.615E-03,     0.000,    0.6061,    0.0004,    0.0573,     0.078,     0.095,     7.020,     3.312, 0.124E+02, 0.141E-02, 0.000E+00, 0.141E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.810E-01, 0.706E+00, 0.787E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.235E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.614E+01, 0.205E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.413E+03,     0.934,     0.969,     0.000,
   103.903,   600.000,   123.799,    11.256,     0.010,    12.467,     0.000,     0.453,    51.449,  2866.000,     1.000,    11.841,  -118.423,     0.000,   328.417,   374.523,    64.738,     7.579,     0.159,    51.026,   100.000,     0.000,     0.088,    18.664,     0.046,     0.170,     0.269,     0.016,     2.037,     0.010,     0.000,     8.512,     9.597,    30.987, 0.607E-03,     0.000,    0.6047,    0.0003,    0.0567,     0.082,     0.098,     6.980,     3.311, 0.118E+02, 0.133E-02, 0.000E+00, 0.133E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.808E-01, 0.681E+00, 0.762E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.219E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.602E+01, 0.201E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.410E+03,     0.933,     0.969,     0.000,
   104.000,   600.000,   123.799,    10.752,     0.004,    12.520,     0.000,     0.453,    51.449,  2866.000,     1.000,    11.695,  -176.338,     0.000,   308.050,   374.116,    78.055,    32.217,     0.321,    51.014,   100.000,     0.000,     0.094,    18.834,     0.046,     0.175,     0.265,     0.018,     2.025,     0.011,     0.000,     8.328,     9.839,    31.001, 0.593E-03,     0.000,    0.6052,    0.0003,    0.0561,     0.088,     0.105,     6.940,     3.309, 0.110E+02, 0.114E-02, 0.000E+00, 0.114E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.811E-01, 0.667E+00, 0.748E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.201E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.605E+01, 0.202E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.403E+03,     0.932,     0.969,     0.000,
   104.104,   600.000,   123.798,    10.258,    -0.002,    12.463,     0.000,     0.454,    51.448,  2866.000,     1.000,    11.552,  -212.249,     0.000,   301.108,   373.572,    93.312,    46.473,     0.454,    51.006,   100.000,     0.000,     0.102,    18.997,     0.045,     0.182,     0.262,     0.020,     2.020,     0.012,     0.000,     8.125,    10.091,    31.006, 0.573E-03,     0.000,    0.6076,    0.0003,    0.0557,     0.096,     0.114,     6.910,     3.308, 0.104E+02, 0.872E-03, 0.000E+00, 0.872E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.816E-01, 0.661E+00, 0.742E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.185E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.615E+01, 0.205E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.395E+03,     0.931,     0.969,     0.000,
   104.201,   600.000,   123.798,     9.859,    -0.007,    12.162,     0.000,     0.454,    51.448,  2866.000,     1.000,    11.409,  -232.669,     0.000,   297.774,   373.031,   105.164,    52.248,     0.490,    51.004,   100.000,     0.000,     0.109,    19.125,     0.045,     0.187,     0.259,     0.022,     2.019,     0.013,     0.000,     7.944,    10.303,    31.007, 0.553E-03,     0.000,    0.6108,    0.0003,    0.0553,     0.104,     0.122,     6.870,     3.306, 0.984E+01, 0.639E-03, 0.000E+00, 0.639E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.820E-01, 0.660E+00, 0.742E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.172E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.628E+01, 0.209E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.388E+03,     0.930,     0.970,     0.000,
   104.306,   600.000,   123.798,     9.623,    -0.006,    12.969,    72.692,     0.454,    51.448,  2866.000,     1.000,    11.282,  -164.446,    68.577,   293.667,   372.461,   100.929,    53.301,     0.425,    51.003,   100.000,     0.000,     0.114,    19.200,     0.045,     0.191,     0.258,     0.023,     2.019,     0.014,     0.000,     7.825,    10.433,    31.007, 0.537E-03,     0.000,    0.6136,    0.0002,    0.0550,     0.109,     0.128,     6.860,     3.305, 0.954E+01, 0.489E-03, 0.648E-05, 0.483E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.821E-01, 0.659E+00, 0.741E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.165E-01, 0.876E-05, 0.000E+00, 0.000E+00, 0.634E+01, 0.211E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.382E+03,     0.929,     0.970,     0.001,
   104.403,   600.000,   123.798,     9.539,    -0.007,    12.413,   243.913,     0.454,    51.448,  2866.000,     1.000,    11.215,   -10.689,   230.106,   288.850,   372.204,    98.975,    58.467,     0.410,    51.004,   100.000,     0.000,     0.115,    19.226,     0.045,     0.193,     0.258,     0.023,     2.019,     0.014,     0.000,     7.774,    10.480,    31.006, 0.528E-03,     0.000,    0.6150,    0.0002,    0.0550,     0.110,     0.129,     6.850,     3.304, 0.945E+01, 0.418E-03, 0.187E-04, 0.399E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.817E-01, 0.655E+00, 0.737E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.163E-01, 0.250E-04, 0.000E+00, 0.000E+00, 0.633E+01, 0.211E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.379E+03,     0.929,     0.970,     0.002,
   104.500,   600.000,   123.798,     9.516,    -0.007,    12.431,   328.925,     0.454,    51.448,  2866.000,     1.000,    11.182,   -42.150,   310.307,   285.971,   372.041,   170.822,    95.565,     0.862,    51.004,   100.000,     0.000,     0.114,    19.233,     0.045,     0.193,     0.258,     0.023,     2.020,     0.014,     0.000,     7.751,    10.495,    31.006, 0.522E-03,     0.000,    0.6158,    0.0002,    0.0550,     0.110,     0.129,     6.850,     3.304, 0.943E+01, 0.396E-03, 0.238E-04, 0.372E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.813E-01, 0.652E+00, 0.733E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.163E-01, 0.318E-04, 0.000E+00, 0.000E+00, 0.629E+01, 0.210E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.378E+03,     0.929,     0.970,     0.003,
   104.604,   600.000,   123.799,     9.602,    -0.011,    12.647,   278.418,     0.454,    51.449,  2866.000,     1.000,    11.202,    -5.092,   262.658,   283.387,   371.933,   115.001,    64.204,     0.392,    51.003,   100.000,     0.000,     0.112,    19.207,     0.045,     0.192,     0.259,     0.022,     2.019,     0.013,     0.000,     7.781,    10.453,    31.007, 0.522E-03,     0.000,    0.6154,    0.0002,    0.0550,     0.107,     0.126,     6.850,     3.305, 0.956E+01, 0.420E-03, 0.213E-04, 0.399E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.808E-01, 0.647E+00, 0.728E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.166E-01, 0.287E-04, 0.000E+00, 0.000E+00, 0.621E+01, 0.207E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.378E+03,     0.929,     0.970,     0.002,
   104.701,   600.000,   123.799,     9.845,    -0.015,    12.973,   118.778,     0.454,    51.449,  2866.000,     1.000,    11.288,  -159.147,   112.055,   279.518,   371.903,   108.501,    70.315,     0.312,    51.003,   100.000,     0.000,     0.106,    19.132,     0.045,     0.188,     0.261,     0.021,     2.018,     0.013,     0.000,     7.877,    10.334,    31.007, 0.528E-03,     0.000,    0.6135,    0.0003,    0.0552,     0.102,     0.120,     6.870,     3.306, 0.989E+01, 0.500E-03, 0.107E-04, 0.489E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.804E-01, 0.644E+00, 0.725E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.174E-01, 0.148E-04, 0.000E+00, 0.000E+00, 0.609E+01, 0.203E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.380E+03,     0.930,     0.970,     0.001,
   104.806,   600.000,   123.800,    10.303,    -0.020,    12.938,     0.000,     0.453,    51.450,  2866.000,     1.000,    11.427,  -283.977,     0.000,   275.795,   371.585,   109.990,    78.196,     0.333,    51.007,   100.000,     0.000,     0.098,    18.983,     0.045,     0.182,     0.265,     0.019,     2.022,     0.012,     0.000,     8.049,    10.099,    31.003, 0.540E-03,     0.000,    0.6115,    0.0003,    0.0556,     0.093,     0.111,     6.900,     3.308, 0.105E+02, 0.778E-03, 0.000E+00, 0.778E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.796E-01, 0.642E+00, 0.722E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.190E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.590E+01, 0.197E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.386E+03,     0.931,     0.970,     0.000,
   104.903,   600.000,   123.801,    10.954,    -0.030,    13.109,     0.000,     0.453,    51.451,  2866.000,     1.000,    11.620,  -272.039,     0.000,   278.849,   371.143,   105.752,    73.993,     0.350,    51.024,   100.000,     0.000,     0.088,    18.764,     0.046,     0.175,     0.271,     0.016,     2.037,     0.010,     0.000,     8.271,     9.783,    30.987, 0.548E-03,     0.000,    0.6110,    0.0003,    0.0563,     0.083,     0.100,     6.940,     3.311, 0.115E+02, 0.149E-02, 0.000E+00, 0.149E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.786E-01, 0.643E+00, 0.721E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.215E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.566E+01, 0.189E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.394E+03,     0.933,     0.970,     0.000,
   105.000,   600.000,   123.802,    11.604,    -0.043,    13.118,     0.000,     0.453,    51.452,  2866.000,     1.000,    11.792,  -292.757,     0.000,   278.849,   370.777,   119.410,    81.420,     0.433,    51.047,   100.000,     0.000,     0.078,    18.535,     0.047,     0.168,     0.278,     0.014,     2.058,     0.009,     0.001,     8.480,     9.480,    30.964, 0.554E-03,     0.000,    0.6120,    0.0003,    0.0569,     0.073,     0.089,     7.000,     3.313, 0.124E+02, 0.239E-02, 0.000E+00, 0.239E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.771E-01, 0.651E+00, 0.728E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.241E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.549E+01, 0.183E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.403E+03,     0.934,     0.970,     0.000,
   105.104,   600.000,   123.802,    12.206,    -0.049,    12.793,     0.000,     0.452,    51.452,  2866.000,     1.000,    11.914,  -288.462,     0.000,   280.659,   370.315,   117.897,    80.908,     0.473,    51.063,   100.000,     0.000,     0.066,    18.298,     0.047,     0.161,     0.283,     0.012,     2.068,     0.008,     0.001,     8.703,     9.191,    30.954, 0.563E-03,     0.000,    0.6114,    0.0004,    0.0574,     0.062,     0.076,     7.060,     3.315, 0.130E+02, 0.304E-02, 0.000E+00, 0.304E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.735E-01, 0.649E+00, 0.722E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.263E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.521E+01, 0.174E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.413E+03,     0.935,     0.969,     0.000,
   105.201,   600.000,   123.801,    12.689,    -0.045,    11.824,     0.000,     0.452,    51.451,  2866.000,     1.000,    12.002,  -254.821,     0.000,   271.345,   369.964,    93.362,    62.840,     0.264,    51.076,   100.000,     0.000,     0.055,    18.037,     0.048,     0.156,     0.288,     0.011,     2.073,     0.007,     0.001,     8.927,     8.889,    30.950, 0.573E-03,     0.000,    0.6111,    0.0005,    0.0579,     0.050,     0.063,     7.130,     3.318, 0.135E+02, 0.311E-02, 0.000E+00, 0.311E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.681E-01, 0.633E+00, 0.701E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.279E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.483E+01, 0.161E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.421E+03,     0.937,     0.969,     0.000,
   105.306,   600.000,   123.801,    13.028,    -0.016,    13.805,   123.673,     0.452,    51.451,  2866.000,     1.000,    12.098,  -137.869,   116.672,   265.528,   369.709,    95.390,    54.971,     0.262,    51.106,   100.000,     0.000,     0.044,    17.714,     0.048,     0.155,     0.295,     0.010,     2.105,     0.006,     0.001,     9.124,     8.555,    30.918, 0.567E-03,     0.000,    0.6187,    0.0006,    0.0590,     0.040,     0.051,     7.240,     3.320, 0.140E+02, 0.277E-02, 0.510E-04, 0.272E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.598E-01, 0.626E+00, 0.685E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.292E-01, 0.969E-04, 0.000E+00, 0.000E+00, 0.455E+01, 0.152E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.430E+03,     0.939,     0.970,     0.001,
   105.403,   600.000,   123.803,    13.044,    -0.025,    11.575,   384.716,     0.452,    51.453,  2866.000,     1.000,    12.111,    92.550,   362.940,   280.696,   369.664,   127.961,    53.462,     0.504,    51.130,   100.000,     0.000,     0.042,    17.596,     0.049,     0.157,     0.298,     0.010,     2.133,     0.006,     0.001,     9.170,     8.436,    30.886, 0.552E-03,     0.000,    0.6265,    0.0007,    0.0596,     0.037,     0.048,     7.290,     3.321, 0.141E+02, 0.288E-02, 0.165E-03, 0.271E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.561E-01, 0.633E+00, 0.689E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.294E-01, 0.313E-03, 0.000E+00, 0.000E+00, 0.459E+01, 0.153E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.433E+03,     0.939,     0.970,     0.003,
   105.500,   600.000,   123.802,    13.036,    -0.023,    12.122,   343.618,     0.452,    51.452,  2866.000,     1.000,    12.047,   104.176,   324.168,   298.193,   369.826,   110.711,    37.647,     0.341,    51.121,   100.000,     0.000,     0.042,    17.615,     0.049,     0.156,     0.298,     0.009,     2.122,     0.006,     0.001,     9.163,     8.456,    30.898, 0.554E-03,     0.000,    0.6242,    0.0007,    0.0594,     0.037,     0.048,     7.280,     3.321, 0.140E+02, 0.281E-02, 0.143E-03, 0.267E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.561E-01, 0.619E+00, 0.675E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.294E-01, 0.274E-03, 0.000E+00, 0.000E+00, 0.443E+01, 0.148E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.434E+03,     0.939,     0.970,     0.003,
   105.604,   600.000,   123.801,    13.046,    -0.037,    12.519,   279.432,     0.452,    51.451,  2866.000,     1.000,    12.018,    39.712,   263.615,   299.543,   369.935,   116.685,    36.826,     0.331,    51.115,   100.000,     0.000,     0.041,    17.611,     0.049,     0.154,     0.298,     0.009,     2.114,     0.006,     0.001,     9.174,     8.450,    30.907, 0.555E-03,     0.000,    0.6228,    0.0007,    0.0594,     0.036,     0.047,     7.280,     3.321, 0.140E+02, 0.294E-02, 0.121E-03, 0.281E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.556E-01, 0.605E+00, 0.661E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.294E-01, 0.233E-03, 0.000E+00, 0.000E+00, 0.427E+01, 0.142E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-0.435E+03,     0.939,     0.970,     0.002,
