Variable,JDAY,    1,    2,    3,    4,    5,    6,    7,    8,    9,   10,   11,   12,   13,   14,   15,   16,   17,   18,   19,   20,   21,   22,   23,   24,   25,   26,   27,   28,   29,   30,   31,   32,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   124.500,      0.00,      0.37,      0.39,      0.40,      0.43,      0.52,      0.56,      0.57,      0.58,      0.58,      0.59,      0.59,      0.59,      0.60,      0.62,      0.61,      0.61,      0.62,      0.63,      0.64,      0.63,      0.61,      0.60,      0.59,      0.58,      0.58,      0.58,      0.58,      0.58,      0.58,      0.58,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   125.500,      0.00,      0.37,      0.40,      0.40,      0.43,      0.53,      0.57,      0.58,      0.58,      0.57,      0.56,      0.56,      0.57,      0.57,      0.58,      0.59,      0.60,      0.63,      0.64,      0.64,      0.62,      0.61,      0.59,      0.58,      0.58,      0.58,      0.58,      0.58,      0.58,      0.58,      0.58,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   126.500,      0.00,      0.36,      0.39,      0.40,      0.51,      0.56,      0.57,      0.57,      0.57,      0.56,      0.56,      0.57,      0.57,      0.58,      0.59,      0.59,      0.60,      0.63,      0.64,      0.64,      0.63,      0.61,      0.59,      0.59,      0.58,      0.58,      0.58,      0.58,      0.57,      0.57,      0.57,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   127.500,      0.00,      0.35,      0.38,      0.41,      0.53,      0.56,      0.57,      0.57,      0.57,      0.56,      0.55,      0.56,      0.56,      0.57,      0.58,      0.58,      0.58,      0.60,      0.64,      0.64,      0.63,      0.61,      0.60,      0.59,      0.58,      0.58,      0.58,      0.57,      0.57,      0.57,      0.57,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   128.500,      0.00,      0.32,      0.36,      0.48,      0.51,      0.54,      0.55,      0.55,      0.55,      0.55,      0.54,      0.55,      0.56,      0.57,      0.58,      0.59,      0.60,      0.63,      0.64,      0.64,      0.63,      0.61,      0.60,      0.59,      0.58,      0.58,      0.57,      0.57,      0.57,      0.57,      0.57,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   129.500,      0.00,      0.33,      0.38,      0.43,      0.47,      0.50,      0.52,      0.52,      0.53,      0.53,      0.53,      0.54,      0.55,      0.57,      0.60,      0.62,      0.62,      0.64,      0.64,      0.64,      0.63,      0.61,      0.59,      0.58,      0.58,      0.57,      0.57,      0.57,      0.57,      0.56,      0.56,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   130.500,      0.00,      0.35,      0.40,      0.44,      0.50,      0.53,      0.54,      0.55,      0.56,      0.56,      0.57,      0.57,      0.58,      0.58,      0.60,      0.60,      0.60,      0.61,      0.63,      0.63,      0.63,      0.61,      0.59,      0.59,      0.58,      0.58,      0.57,      0.57,      0.56,      0.56,      0.56,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   131.500,      0.00,      0.38,      0.44,      0.48,      0.49,      0.48,      0.50,      0.51,      0.53,      0.53,      0.55,      0.56,      0.56,      0.57,      0.58,      0.58,      0.59,      0.61,      0.63,      0.63,      0.61,      0.60,      0.58,      0.57,      0.57,      0.57,      0.56,      0.56,      0.56,      0.56,      0.56,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   132.500,      0.00,      0.39,      0.45,      0.51,      0.54,      0.54,      0.54,      0.54,      0.55,      0.55,      0.56,      0.56,      0.57,      0.58,      0.58,      0.59,      0.59,      0.61,      0.62,      0.63,      0.62,      0.60,      0.59,      0.58,      0.57,      0.57,      0.57,      0.57,      0.56,      0.56,      0.55,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   133.500,      0.00,      0.34,      0.45,      0.56,      0.58,      0.57,      0.54,      0.55,      0.54,      0.54,      0.55,      0.56,      0.55,      0.55,      0.57,      0.57,      0.58,      0.62,      0.63,      0.63,      0.62,      0.60,      0.58,      0.57,      0.57,      0.56,      0.56,      0.56,      0.55,      0.55,      0.55,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   134.500,      0.00,      0.37,      0.48,      0.62,      0.60,      0.55,      0.55,      0.53,      0.55,      0.54,      0.55,      0.55,      0.56,      0.58,      0.60,      0.61,      0.61,      0.63,      0.63,      0.63,      0.61,      0.60,      0.58,      0.58,      0.57,      0.57,      0.56,      0.56,      0.55,      0.55,      0.55,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   135.500,      0.00,      0.39,      0.50,      0.67,      0.68,      0.59,      0.55,      0.53,      0.53,      0.53,      0.53,      0.53,      0.53,      0.55,      0.55,      0.55,      0.56,      0.58,      0.61,      0.63,      0.62,      0.61,      0.59,      0.58,      0.58,      0.57,      0.56,      0.56,      0.55,      0.55,      0.54,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   136.500,      0.00,      0.35,      0.47,      0.70,      0.71,      0.65,      0.62,      0.55,      0.52,      0.52,      0.52,      0.54,      0.56,      0.57,      0.59,      0.60,      0.60,      0.62,      0.63,      0.62,      0.60,      0.59,      0.58,      0.57,      0.56,      0.56,      0.55,      0.55,      0.55,      0.54,      0.54,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   137.500,      0.00,      0.37,      0.45,      0.70,      0.73,      0.71,      0.64,      0.57,      0.55,      0.52,      0.52,      0.53,      0.55,      0.57,      0.57,      0.58,      0.59,      0.61,      0.62,      0.62,      0.61,      0.59,      0.57,      0.57,      0.56,      0.55,      0.55,      0.55,      0.54,      0.54,      0.54,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   138.500,      0.00,      0.35,      0.44,      0.68,      0.69,      0.62,      0.58,      0.54,      0.52,      0.52,      0.52,      0.53,      0.54,      0.55,      0.57,      0.56,      0.56,      0.59,      0.62,      0.62,      0.60,      0.58,      0.57,      0.56,      0.55,      0.55,      0.54,      0.54,      0.54,      0.54,      0.54,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   139.500,      0.00,      0.31,      0.40,      0.66,      0.56,      0.55,      0.53,      0.52,      0.51,      0.51,      0.51,      0.51,      0.51,      0.52,      0.52,      0.52,      0.53,      0.59,      0.62,      0.61,      0.60,      0.58,      0.57,      0.56,      0.55,      0.55,      0.54,      0.54,      0.54,      0.54,      0.53,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   140.500,      0.00,      0.29,      0.36,      0.55,      0.68,      0.64,      0.56,      0.54,      0.52,      0.52,      0.50,      0.50,      0.51,      0.54,      0.57,      0.58,      0.58,      0.61,      0.62,      0.60,      0.59,      0.57,      0.56,      0.56,      0.55,      0.54,      0.54,      0.54,      0.53,      0.53,      0.53,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   141.500,      0.00,      0.27,      0.33,      0.52,      0.60,      0.67,      0.63,      0.57,      0.52,      0.51,      0.51,      0.52,      0.55,      0.56,      0.58,      0.59,      0.59,      0.62,      0.61,      0.60,      0.60,      0.58,      0.57,      0.56,      0.55,      0.55,      0.54,      0.54,      0.53,      0.53,      0.53,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   142.500,      0.00,      0.26,      0.29,      0.41,      0.60,      0.67,      0.60,      0.53,      0.51,      0.51,      0.52,      0.53,      0.53,      0.55,      0.56,      0.56,      0.56,      0.58,      0.59,      0.60,      0.60,      0.58,      0.57,      0.56,      0.55,      0.54,      0.54,      0.53,      0.53,      0.53,      0.53,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   143.500,      0.00,      0.27,      0.30,      0.38,      0.50,      0.66,      0.59,      0.52,      0.51,      0.51,      0.51,      0.52,      0.53,      0.54,      0.55,      0.57,      0.58,      0.59,      0.60,      0.60,      0.59,      0.57,      0.56,      0.55,      0.54,      0.54,      0.53,      0.53,      0.53,      0.52,      0.52,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   144.500,      0.00,      0.29,      0.32,      0.36,      0.66,      0.59,      0.52,      0.50,      0.51,      0.50,      0.51,      0.52,      0.52,      0.54,      0.55,      0.55,      0.56,      0.57,      0.59,      0.60,      0.60,      0.58,      0.56,      0.55,      0.55,      0.54,      0.54,      0.53,      0.53,      0.52,      0.52,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   145.500,      0.00,      0.30,      0.33,      0.41,      0.48,      0.65,      0.61,      0.55,      0.49,      0.49,      0.48,      0.48,      0.48,      0.49,      0.51,      0.51,      0.54,      0.59,      0.60,      0.60,      0.59,      0.57,      0.56,      0.54,      0.54,      0.53,      0.53,      0.53,      0.52,      0.52,      0.52,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   146.500,      0.00,      0.28,      0.31,      0.37,      0.39,      0.55,      0.62,      0.60,      0.55,      0.49,      0.48,      0.51,      0.53,      0.55,      0.57,      0.58,      0.58,      0.60,      0.60,      0.59,      0.58,      0.57,      0.56,      0.55,      0.54,      0.54,      0.53,      0.53,      0.52,      0.52,      0.51,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   147.500,      0.00,      0.23,      0.25,      0.38,      0.40,      0.44,      0.58,      0.60,      0.51,      0.50,      0.51,      0.53,      0.53,      0.55,      0.56,      0.56,      0.56,      0.58,      0.58,      0.59,      0.59,      0.57,      0.56,      0.55,      0.54,      0.53,      0.53,      0.52,      0.52,      0.51,      0.51,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   148.500,      0.00,      0.20,      0.21,      0.34,      0.37,      0.40,      0.58,      0.54,      0.51,      0.50,      0.51,      0.52,      0.52,      0.54,      0.55,      0.55,      0.55,      0.57,      0.59,      0.59,      0.58,      0.56,      0.55,      0.54,      0.54,      0.53,      0.53,      0.52,      0.51,      0.51,      0.51,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   149.500,      0.00,      0.18,      0.19,      0.30,      0.33,      0.50,      0.56,      0.52,      0.50,      0.49,      0.50,      0.51,      0.50,      0.52,      0.54,      0.54,      0.55,      0.58,      0.59,      0.59,      0.59,      0.56,      0.55,      0.54,      0.53,      0.53,      0.52,      0.52,      0.51,      0.51,      0.51,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   150.500,      0.00,      0.21,      0.21,      0.28,      0.32,      0.57,      0.54,      0.51,      0.50,      0.48,      0.48,      0.49,      0.50,      0.52,      0.53,      0.55,      0.55,      0.58,      0.59,      0.59,      0.58,      0.56,      0.55,      0.54,      0.53,      0.53,      0.52,      0.51,      0.51,      0.50,      0.50,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   151.500,      0.00,      0.24,      0.25,      0.27,      0.33,      0.55,      0.55,      0.53,      0.52,      0.52,      0.49,      0.47,      0.47,      0.49,      0.51,      0.51,      0.53,      0.56,      0.58,      0.58,      0.58,      0.56,      0.55,      0.54,      0.53,      0.52,      0.52,      0.51,      0.50,      0.50,      0.50,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   152.500,      0.00,      0.23,      0.24,      0.29,      0.30,      0.54,      0.54,      0.55,      0.53,      0.50,      0.47,      0.48,      0.50,      0.52,      0.53,      0.55,      0.55,      0.58,      0.59,      0.58,      0.57,      0.55,      0.54,      0.53,      0.53,      0.52,      0.52,      0.51,      0.50,      0.50,      0.50,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   153.500,      0.00,      0.19,      0.22,      0.28,      0.29,      0.54,      0.58,      0.54,      0.50,      0.48,      0.48,      0.49,      0.49,      0.51,      0.52,      0.52,      0.53,      0.55,      0.57,      0.58,      0.58,      0.56,      0.54,      0.54,      0.53,      0.52,      0.51,      0.50,      0.50,      0.50,      0.49,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   154.500,      0.00,      0.17,      0.20,      0.26,      0.38,      0.55,      0.57,      0.56,      0.54,      0.54,      0.50,      0.47,      0.47,      0.48,      0.50,      0.51,      0.53,      0.56,      0.58,      0.58,      0.57,      0.55,      0.53,      0.53,      0.52,      0.51,      0.51,      0.50,      0.50,      0.49,      0.49,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   155.500,      0.00,      0.16,      0.19,      0.25,      0.39,      0.54,      0.57,      0.57,      0.56,      0.56,      0.51,      0.49,      0.48,      0.49,      0.52,      0.53,      0.54,      0.57,      0.58,      0.58,      0.56,      0.55,      0.54,      0.53,      0.52,      0.52,      0.51,      0.50,      0.49,      0.49,      0.49,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   156.500,      0.00,      0.16,      0.19,      0.27,      0.40,      0.53,      0.56,      0.57,      0.57,      0.57,      0.53,      0.50,      0.50,      0.50,      0.52,      0.52,      0.52,      0.56,      0.57,      0.57,      0.57,      0.55,      0.53,      0.53,      0.52,      0.51,      0.50,      0.50,      0.49,      0.49,      0.49,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   157.500,      0.00,      0.15,      0.18,      0.30,      0.44,      0.53,      0.56,      0.60,      0.57,      0.54,      0.52,      0.51,      0.50,      0.53,      0.53,      0.53,      0.53,      0.57,      0.57,      0.57,      0.57,      0.54,      0.53,      0.52,      0.52,      0.51,      0.50,      0.49,      0.49,      0.49,      0.48,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   158.500,      0.00,      0.15,      0.18,      0.26,      0.37,      0.53,      0.57,      0.59,      0.58,      0.55,      0.52,      0.52,      0.50,      0.52,      0.54,      0.53,      0.53,      0.57,      0.57,      0.57,      0.56,      0.54,      0.52,      0.52,      0.51,      0.50,      0.49,      0.49,      0.48,      0.48,      0.48,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   159.500,      0.00,      0.14,      0.18,      0.28,      0.41,      0.53,      0.56,      0.60,      0.60,      0.58,      0.54,      0.53,      0.52,      0.52,      0.55,      0.55,      0.55,      0.59,      0.57,      0.57,      0.56,      0.53,      0.52,      0.52,      0.51,      0.50,      0.49,      0.49,      0.48,      0.48,      0.48,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   160.500,      0.00,      0.15,      0.18,      0.37,      0.51,      0.58,      0.61,      0.61,      0.60,      0.59,      0.55,      0.54,      0.53,      0.54,      0.57,      0.57,      0.56,      0.58,      0.58,      0.57,      0.56,      0.54,      0.52,      0.52,      0.51,      0.50,      0.49,      0.49,      0.48,      0.48,      0.48,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   161.500,      0.00,      0.18,      0.21,      0.27,      0.46,      0.57,      0.61,      0.62,      0.61,      0.58,      0.56,      0.54,      0.54,      0.56,      0.56,      0.56,      0.57,      0.60,      0.59,      0.57,      0.56,      0.53,      0.52,      0.51,      0.51,      0.50,      0.49,      0.48,      0.48,      0.47,      0.47,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   162.500,      0.00,      0.22,      0.25,      0.29,      0.51,      0.61,      0.64,      0.63,      0.59,      0.56,      0.57,      0.54,      0.54,      0.58,      0.58,      0.58,      0.57,      0.60,      0.60,      0.57,      0.56,      0.53,      0.52,      0.51,      0.51,      0.50,      0.49,      0.48,      0.47,      0.47,      0.47,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   163.500,      0.00,      0.23,      0.26,      0.31,      0.31,      0.43,      0.58,      0.62,      0.63,      0.62,      0.58,      0.56,      0.55,      0.55,      0.56,      0.56,      0.56,      0.60,      0.60,      0.56,      0.56,      0.53,      0.51,      0.51,      0.50,      0.49,      0.48,      0.48,      0.47,      0.47,      0.47,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   164.500,      0.00,      0.21,      0.24,      0.33,      0.31,      0.52,      0.62,      0.63,      0.61,      0.58,      0.56,      0.55,      0.55,      0.56,      0.58,      0.59,      0.59,      0.60,      0.59,      0.57,      0.55,      0.52,      0.51,      0.51,      0.50,      0.49,      0.49,      0.48,      0.47,      0.47,      0.46,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   165.500,      0.00,      0.19,      0.24,      0.33,      0.32,      0.57,      0.64,      0.64,      0.58,      0.56,      0.56,      0.56,      0.54,      0.58,      0.59,      0.59,      0.57,      0.59,      0.61,      0.58,      0.55,      0.53,      0.51,      0.51,      0.50,      0.49,      0.48,      0.47,      0.47,      0.46,      0.46,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   166.500,      0.00,      0.19,      0.23,      0.31,      0.30,      0.55,      0.62,      0.64,      0.63,      0.63,      0.59,      0.55,      0.55,      0.55,      0.56,      0.58,      0.59,      0.61,      0.60,      0.56,      0.54,      0.51,      0.50,      0.50,      0.49,      0.48,      0.47,      0.47,      0.46,      0.46,      0.46,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   167.500,      0.00,      0.17,      0.22,      0.36,      0.44,      0.56,      0.60,      0.62,      0.63,      0.63,      0.60,      0.55,      0.55,      0.56,      0.57,      0.58,      0.59,      0.61,      0.60,      0.57,      0.54,      0.52,      0.50,      0.50,      0.49,      0.49,      0.48,      0.47,      0.46,      0.46,      0.46,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   168.500,      0.00,      0.17,      0.21,      0.42,      0.54,      0.57,      0.60,      0.64,      0.64,      0.63,      0.59,      0.57,      0.57,      0.58,      0.59,      0.59,      0.59,      0.62,      0.62,      0.59,      0.55,      0.52,      0.50,      0.49,      0.49,      0.48,      0.47,      0.47,      0.46,      0.46,      0.45,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   169.500,      0.00,      0.18,      0.21,      0.39,      0.42,      0.50,      0.57,      0.61,      0.65,      0.65,      0.60,      0.58,      0.58,      0.58,      0.60,      0.60,      0.59,      0.61,      0.63,      0.59,      0.54,      0.51,      0.50,      0.49,      0.48,      0.47,      0.47,      0.46,      0.46,      0.45,      0.45,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   170.500,      0.00,      0.17,      0.22,      0.47,      0.52,      0.58,      0.63,      0.65,      0.63,      0.62,      0.58,      0.57,      0.57,      0.56,      0.57,      0.57,      0.58,      0.64,      0.61,      0.57,      0.54,      0.51,      0.49,      0.49,      0.48,      0.48,      0.47,      0.46,      0.45,      0.45,      0.45,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   171.500,      0.00,      0.18,      0.22,      0.40,      0.45,      0.49,      0.64,      0.65,      0.63,      0.59,      0.59,      0.58,      0.56,      0.57,      0.57,      0.58,      0.60,      0.63,      0.62,      0.58,      0.54,      0.50,      0.49,      0.49,      0.48,      0.47,      0.46,      0.46,      0.45,      0.45,      0.45,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   172.500,      0.00,      0.20,      0.25,      0.32,      0.45,      0.55,      0.61,      0.64,      0.64,      0.64,      0.61,      0.58,      0.58,      0.57,      0.56,      0.56,      0.58,      0.62,      0.63,      0.59,      0.54,      0.51,      0.49,      0.49,      0.48,      0.47,      0.46,      0.46,      0.45,      0.45,      0.44,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   173.500,      0.00,      0.21,      0.27,      0.35,      0.37,      0.64,      0.67,      0.66,      0.64,      0.61,      0.59,      0.58,      0.58,      0.58,      0.59,      0.60,      0.62,      0.64,      0.63,      0.59,      0.53,      0.50,      0.49,      0.48,      0.48,      0.47,      0.46,      0.45,      0.45,      0.44,      0.44,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   174.500,      0.00,      0.21,      0.26,      0.36,      0.39,      0.51,      0.66,      0.67,      0.66,      0.64,      0.61,      0.60,      0.60,      0.59,      0.60,      0.59,      0.59,      0.63,      0.64,      0.62,      0.58,      0.51,      0.49,      0.48,      0.47,      0.47,      0.46,      0.45,      0.44,      0.44,      0.44,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   175.500,      0.00,      0.20,      0.25,      0.35,      0.52,      0.66,      0.68,      0.68,      0.68,      0.66,      0.63,      0.62,      0.61,      0.60,      0.61,      0.61,      0.61,      0.65,      0.65,      0.59,      0.55,      0.50,      0.49,      0.48,      0.47,      0.46,      0.46,      0.45,      0.44,      0.44,      0.44,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   176.500,      0.00,      0.21,      0.25,      0.33,      0.49,      0.58,      0.65,      0.67,      0.68,      0.68,      0.64,      0.63,      0.62,      0.62,      0.61,      0.62,      0.63,      0.66,      0.64,      0.60,      0.56,      0.50,      0.48,      0.48,      0.47,      0.46,      0.45,      0.44,      0.44,      0.44,      0.43,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   177.500,      0.00,      0.19,      0.25,      0.35,      0.37,      0.59,      0.66,      0.68,      0.66,      0.63,      0.63,      0.61,      0.61,      0.61,      0.62,      0.62,      0.63,      0.66,      0.64,      0.60,      0.55,      0.49,      0.48,      0.48,      0.47,      0.46,      0.45,      0.44,      0.44,      0.43,      0.43,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   178.500,      0.00,      0.17,      0.21,      0.33,      0.35,      0.53,      0.65,      0.68,      0.66,      0.66,      0.64,      0.63,      0.62,      0.61,      0.61,      0.61,      0.61,      0.63,      0.64,      0.62,      0.57,      0.49,      0.48,      0.47,      0.46,      0.45,      0.45,      0.44,      0.43,      0.43,      0.43,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   179.500,      0.00,      0.15,      0.20,      0.31,      0.32,      0.59,      0.70,      0.69,      0.67,      0.65,      0.65,      0.63,      0.62,      0.62,      0.62,      0.63,      0.64,      0.65,      0.64,      0.59,      0.52,      0.48,      0.47,      0.47,      0.46,      0.45,      0.45,      0.44,      0.43,      0.43,      0.43,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   180.500,      0.00,      0.15,      0.19,      0.28,      0.31,      0.71,      0.72,      0.70,      0.67,      0.67,      0.64,      0.64,      0.64,      0.63,      0.64,      0.63,      0.63,      0.66,      0.65,      0.62,      0.57,      0.49,      0.47,      0.47,      0.46,      0.45,      0.44,      0.43,      0.43,      0.43,      0.42,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   181.500,      0.00,      0.14,      0.18,      0.26,      0.48,      0.70,      0.72,      0.71,      0.69,      0.68,      0.66,      0.65,      0.64,      0.64,      0.64,      0.64,      0.64,      0.67,      0.65,      0.61,      0.55,      0.48,      0.47,      0.46,      0.46,      0.45,      0.44,      0.43,      0.43,      0.42,      0.42,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   182.500,      0.00,      0.14,      0.18,      0.26,      0.58,      0.65,      0.69,      0.70,      0.70,      0.70,      0.67,      0.66,      0.65,      0.66,      0.65,      0.64,      0.64,      0.68,      0.66,      0.63,      0.58,      0.49,      0.46,      0.46,      0.45,      0.44,      0.43,      0.43,      0.42,      0.42,      0.42,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   183.500,      0.00,      0.14,      0.18,      0.34,      0.60,      0.65,      0.70,      0.72,      0.70,      0.69,      0.68,      0.66,      0.66,      0.65,      0.65,      0.65,      0.64,      0.68,      0.67,      0.62,      0.56,      0.48,      0.46,      0.45,      0.45,      0.44,      0.43,      0.42,      0.42,      0.42,      0.42,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   184.500,      0.00,      0.15,      0.18,      0.28,      0.52,      0.68,      0.72,      0.72,      0.71,      0.68,      0.67,      0.67,      0.66,      0.65,      0.66,      0.65,      0.64,      0.67,      0.67,      0.60,      0.55,      0.48,      0.45,      0.45,      0.45,      0.44,      0.43,      0.42,      0.42,      0.41,      0.41,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   185.500,      0.00,      0.16,      0.18,      0.22,      0.32,      0.60,      0.70,      0.72,      0.72,      0.69,      0.68,      0.68,      0.66,      0.66,      0.66,      0.66,      0.67,      0.68,      0.66,      0.61,      0.56,      0.49,      0.45,      0.45,      0.44,      0.44,      0.43,      0.42,      0.41,      0.41,      0.41,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   186.500,      0.00,      0.14,      0.18,      0.23,      0.41,      0.63,      0.72,      0.73,      0.72,      0.71,      0.68,      0.68,      0.68,      0.67,      0.67,      0.67,      0.67,      0.69,      0.67,      0.64,      0.58,      0.50,      0.45,      0.45,      0.44,      0.44,      0.43,      0.42,      0.41,      0.41,      0.41,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   187.500,      0.00,      0.15,      0.18,      0.28,      0.45,      0.68,      0.73,      0.73,      0.73,      0.70,      0.68,      0.68,      0.67,      0.68,      0.68,      0.67,      0.67,      0.69,      0.68,      0.63,      0.56,      0.48,      0.45,      0.44,      0.44,      0.43,      0.42,      0.41,      0.41,      0.41,      0.41,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   188.500,      0.00,      0.16,      0.21,      0.29,      0.51,      0.70,      0.74,      0.75,      0.73,      0.70,      0.68,      0.68,      0.68,      0.68,      0.68,      0.67,      0.67,      0.70,      0.68,      0.64,      0.58,      0.50,      0.46,      0.44,      0.44,      0.43,      0.42,      0.41,      0.41,      0.40,      0.40,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   189.500,      0.00,      0.17,      0.22,      0.28,      0.49,      0.63,      0.73,      0.75,      0.74,      0.73,      0.70,      0.70,      0.68,      0.69,      0.69,      0.68,      0.67,      0.69,      0.69,      0.65,      0.58,      0.49,      0.45,      0.44,      0.43,      0.42,      0.41,      0.41,      0.40,      0.40,      0.40,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   190.500,      0.00,      0.19,      0.24,      0.36,      0.47,      0.61,      0.70,      0.75,      0.75,      0.75,      0.71,      0.70,      0.69,      0.69,      0.69,      0.68,      0.68,      0.71,      0.69,      0.63,      0.56,      0.49,      0.45,      0.44,      0.43,      0.42,      0.41,      0.40,      0.40,      0.40,      0.40,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   191.500,      0.00,      0.19,      0.26,      0.32,      0.51,      0.71,      0.77,      0.76,      0.74,      0.71,      0.69,      0.69,      0.68,      0.68,      0.69,      0.68,      0.68,      0.71,      0.68,      0.62,      0.56,      0.49,      0.45,      0.43,      0.42,      0.42,      0.41,      0.40,      0.40,      0.40,      0.39,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   192.500,      0.00,      0.19,      0.26,      0.34,      0.46,      0.71,      0.76,      0.77,      0.75,      0.73,      0.70,      0.69,      0.69,      0.68,      0.68,      0.68,      0.68,      0.69,      0.69,      0.66,      0.59,      0.50,      0.45,      0.43,      0.42,      0.41,      0.41,      0.40,      0.40,      0.39,      0.39,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   193.500,      0.00,      0.19,      0.26,      0.40,      0.53,      0.68,      0.75,      0.78,      0.77,      0.76,      0.73,      0.71,      0.70,      0.69,      0.70,      0.68,      0.68,      0.71,      0.68,      0.62,      0.56,      0.49,      0.45,      0.43,      0.42,      0.41,      0.41,      0.40,      0.39,      0.39,      0.39,      0.00,
NH3PorewaterAerobic_KB_Layer1(mgN/L),   194.500,      0.00,      0.20,      0.25,      0.33,      0.53,      0.73,      0.78,      0.79,      0.77,      0.73,      0.71,      0.70,      0.69,      0.69,      0.69,      0.69,      0.69,      0.71,      0.69,      0.65,      0.59,      0.51,      0.45,      0.43,      0.42,      0.41,      0.40,      0.40,      0.39,      0.39,      0.39,      0.00,
