JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
   226.000,   600.000,   123.795,    11.911,     0.006,    12.383,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.003,  -223.768,     0.000,   387.010,   473.497,   124.496,    12.786,     0.000,
   226.104,   600.000,   123.794,    11.739,     0.006,    12.125,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.874,  -259.921,     0.000,   367.178,   472.750,   129.297,    25.051,     0.000,
   226.201,   600.000,   123.794,    11.548,     0.004,    12.829,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.725,  -268.318,     0.000,   359.066,   471.963,   125.961,    29.461,     0.000,
   226.306,   600.000,   123.795,    11.635,    -0.002,    13.231,   202.545,     0.450,    51.445,  2866.000,     1.000,    20.755,   -33.664,   191.080,   393.269,   471.334,   129.443,    17.236,     0.000,
   226.403,   600.000,   123.795,    11.938,    -0.006,    13.013,   429.002,     0.450,    51.445,  2866.000,     1.000,    20.968,   258.556,   404.719,   470.553,   471.654,   155.667,   -10.605,     0.000,
   226.500,   600.000,   123.795,    12.051,    -0.003,    12.697,   572.714,     0.450,    51.445,  2866.000,     1.000,    21.145,   447.499,   540.296,   507.571,   472.745,   155.007,   -27.383,     0.000,
   226.604,   600.000,   123.795,    11.654,     0.004,    11.972,   623.774,     0.450,    51.445,  2866.000,     1.000,    21.068,   463.780,   588.466,   497.188,   474.201,   180.283,   -32.610,     0.000,
   226.701,   600.000,   123.794,    11.096,     0.004,    12.135,   229.504,     0.450,    51.444,  2866.000,     1.000,    20.793,    22.559,   216.513,   480.307,   474.757,   213.358,   -13.854,     0.000,
   226.806,   600.000,   123.793,    10.730,    -0.002,    12.274,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.537,  -277.151,     0.000,   428.146,   473.819,   214.373,    17.104,     0.000,
   226.903,   600.000,   123.793,    10.758,    -0.005,    13.002,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.571,  -301.692,     0.000,   378.519,   472.793,   177.011,    30.408,     0.000,
   227.000,   600.000,   123.794,    10.951,    -0.003,    13.064,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.682,  -245.834,     0.000,   391.477,   472.034,   141.263,    24.014,     0.000,
   227.104,   600.000,   123.795,    11.260,     0.002,    13.042,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.812,  -256.879,     0.000,   364.688,   471.331,   125.362,    24.874,     0.000,
   227.201,   600.000,   123.795,    11.461,     0.009,    12.817,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.859,  -254.742,     0.000,   368.640,   470.655,   126.609,    26.117,     0.000,
   227.306,   600.000,   123.795,    11.513,     0.009,    12.781,   217.844,     0.450,    51.445,  2866.000,     1.000,    20.863,   -27.601,   205.513,   386.593,   470.075,   132.022,    17.609,     0.000,
   227.403,   600.000,   123.795,    11.488,     0.009,    12.221,   731.272,     0.450,    51.445,  2866.000,     1.000,    20.932,   495.119,   689.879,   410.612,   470.713,   137.084,    -2.425,     0.000,
   227.500,   600.000,   123.795,    11.442,     0.009,    12.140,   927.578,     0.450,    51.445,  2866.000,     1.000,    21.048,   701.479,   875.073,   444.896,   472.527,   165.317,   -19.354,     0.000,
   227.604,   600.000,   123.793,    11.106,     0.011,    11.302,   526.235,     0.450,    51.443,  2866.000,     1.000,    20.892,   285.870,   496.448,   477.042,   473.937,   233.137,   -19.454,     0.000,
   227.701,   600.000,   123.792,    10.857,     0.006,    12.313,   192.173,     0.450,    51.442,  2866.000,     1.000,    20.593,   -17.281,   181.295,   479.464,   473.558,   214.117,    -9.635,     0.000,
   227.806,   600.000,   123.792,    10.913,    -0.005,    12.848,     0.000,     0.450,    51.442,  2866.000,     1.000,    20.410,  -214.334,     0.000,   433.401,   472.770,   172.576,     2.390,     0.000,
   227.903,   600.000,   123.793,    11.400,    -0.012,    13.130,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.623,  -244.635,     0.000,   394.035,   471.942,   156.163,    10.565,     0.000,
   228.000,   600.000,   123.794,    12.018,    -0.005,    13.041,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.954,  -253.552,     0.000,   379.054,   471.308,   142.378,    18.920,     0.000,
   228.104,   600.000,   123.795,    12.184,     0.010,    13.014,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.036,  -266.806,     0.000,   375.194,   470.573,   149.836,    21.591,     0.000,
   228.201,   600.000,   123.795,    11.849,     0.017,    12.082,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.878,  -261.879,     0.000,   376.786,   469.855,   143.251,    25.558,     0.000,
   228.306,   600.000,   123.794,    11.431,     0.008,    12.597,   191.008,     0.450,    51.444,  2866.000,     1.000,    20.674,   -60.066,   180.196,   398.545,   469.261,   151.565,    17.981,     0.000,
   228.403,   600.000,   123.794,    11.364,    -0.000,    12.732,   672.151,     0.450,    51.444,  2866.000,     1.000,    20.695,   403.567,   634.105,   423.269,   469.691,   191.839,    -7.722,     0.000,
   228.500,   600.000,   123.795,    11.639,    -0.008,    13.097,   760.561,     0.450,    51.445,  2866.000,     1.000,    20.943,   526.966,   717.511,   469.700,   471.114,   218.891,   -29.760,     0.000,
   228.604,   600.000,   123.795,    11.865,    -0.006,    12.466,   739.703,     0.450,    51.445,  2866.000,     1.000,    21.206,   491.136,   697.833,   472.426,   472.651,   246.590,   -40.118,     0.000,
   228.701,   600.000,   123.795,    11.566,     0.000,    12.194,   333.919,     0.450,    51.445,  2866.000,     1.000,    21.150,   111.151,   315.018,   466.395,   473.395,   224.212,   -27.345,     0.000,
   228.806,   600.000,   123.794,    11.035,     0.004,    11.968,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.801,  -217.705,     0.000,   435.298,   472.812,   189.411,    -9.220,     0.000,
   228.903,   600.000,   123.793,    10.795,    -0.002,    12.414,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.551,  -252.683,     0.000,   404.850,   471.985,   182.031,     3.517,     0.000,
   229.000,   600.000,   123.793,    10.879,    -0.005,    12.996,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.575,  -320.047,     0.000,   410.921,   471.272,   249.213,    10.482,     0.000,
   229.104,   600.000,   123.795,    11.200,    -0.003,    13.214,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.772,  -311.860,     0.000,   382.631,   470.586,   205.828,    18.077,     0.000,
   229.201,   600.000,   123.795,    11.601,     0.006,    12.958,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.942,  -309.269,     0.000,   368.254,   470.056,   181.170,    26.296,     0.000,
   229.306,   600.000,   123.796,    11.831,     0.014,    12.560,   220.764,     0.450,    51.446,  2866.000,     1.000,    20.958,   -80.617,   208.268,   379.160,   469.524,   175.926,    22.594,     0.000,
   229.403,   600.000,   123.795,    11.711,     0.014,    12.406,   675.525,     0.450,    51.445,  2866.000,     1.000,    20.890,   395.110,   637.287,   411.777,   469.914,   182.796,     1.245,     0.000,
   229.500,   600.000,   123.795,    11.500,     0.006,    12.571,   823.030,     0.450,    51.445,  2866.000,     1.000,    20.853,   593.512,   776.443,   442.346,   471.389,   166.189,   -12.301,     0.000,
   229.604,   600.000,   123.795,    11.564,    -0.004,    12.721,   550.054,     0.450,    51.445,  2866.000,     1.000,    20.977,   349.573,   518.919,   490.237,   472.799,   220.722,   -33.939,     0.000,
   229.701,   600.000,   123.795,    11.729,    -0.008,    12.858,   342.087,     0.450,    51.445,  2866.000,     1.000,    21.111,   135.740,   322.724,   464.097,   473.241,   205.848,   -28.009,     0.000,
   229.806,   600.000,   123.795,    11.841,    -0.009,    12.450,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.155,  -213.943,     0.000,   427.593,   472.821,   179.770,   -11.055,     0.000,
   229.903,   600.000,   123.795,    11.720,    -0.007,    12.282,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.038,  -251.768,     0.000,   400.111,   472.077,   174.318,     5.484,     0.000,
   230.000,   600.000,   123.794,    11.457,    -0.005,    12.203,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.831,  -285.886,     0.000,   381.853,   471.402,   177.685,    18.652,     0.000,
   230.104,   600.000,   123.794,    11.292,    -0.008,    12.839,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.667,  -272.846,     0.000,   377.745,   470.780,   159.448,    20.364,     0.000,
   230.201,   600.000,   123.795,    11.445,    -0.007,    12.973,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.744,  -276.778,     0.000,   367.835,   470.305,   149.296,    25.012,     0.000,
   230.306,   600.000,   123.795,    11.766,    -0.002,    12.949,   232.366,     0.450,    51.445,  2866.000,     1.000,    20.920,   -38.337,   219.213,   379.425,   469.892,   149.550,    17.533,     0.000,
   230.403,   600.000,   123.796,    11.927,     0.007,    12.207,   725.756,     0.450,    51.446,  2866.000,     1.000,    21.030,   469.108,   684.676,   416.152,   470.465,   168.121,    -6.866,     0.000,
   230.500,   600.000,   123.795,    11.737,     0.012,    11.952,   966.573,     0.450,    51.445,  2866.000,     1.000,    20.984,   719.010,   911.861,   453.749,   472.231,   204.450,   -30.081,     0.000,
   230.604,   600.000,   123.794,    11.300,     0.008,    12.329,   842.293,     0.450,    51.444,  2866.000,     1.000,    20.772,   558.466,   794.616,   466.935,   474.067,   271.390,   -42.372,     0.000,
   230.701,   600.000,   123.794,    11.242,    -0.004,    12.736,   394.697,     0.450,    51.444,  2866.000,     1.000,    20.726,   106.876,   372.355,   462.114,   474.670,   292.717,   -39.794,     0.000,
   230.806,   600.000,   123.794,    11.669,    -0.014,    13.042,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.928,  -281.789,     0.000,   431.311,   473.855,   254.275,   -15.030,     0.000,
   230.903,   600.000,   123.795,    12.103,    -0.012,    13.797,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.140,  -289.946,     0.000,   391.535,   472.888,   197.408,    11.185,     0.000,
   231.000,   600.000,   123.795,    12.129,    -0.007,    12.252,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.153,  -286.431,     0.000,   375.486,   472.185,   171.314,    18.417,     0.000,
   231.104,   600.000,   123.795,    11.868,    -0.005,    12.203,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.011,  -283.894,     0.000,   374.361,   471.424,   166.672,    20.159,     0.000,
   231.201,   600.000,   123.795,    11.630,    -0.005,    12.456,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.863,  -301.285,     0.000,   367.342,   470.699,   171.947,    25.980,     0.000,
   231.306,   600.000,   123.795,    11.544,    -0.009,    12.851,   230.250,     0.450,    51.445,  2866.000,     1.000,    20.811,   -60.734,   217.217,   382.677,   470.121,   174.516,    15.991,     0.000,
   231.403,   600.000,   123.795,    11.629,    -0.009,    12.680,   723.502,     0.450,    51.445,  2866.000,     1.000,    20.942,   467.584,   682.549,   425.233,   470.664,   182.968,   -13.434,     0.000,
   231.500,   600.000,   123.795,    11.735,    -0.004,    12.183,   964.324,     0.450,    51.445,  2866.000,     1.000,    21.153,   726.462,   909.740,   463.510,   472.419,   219.358,   -44.989,     0.000,
   231.604,   600.000,   123.795,    11.447,     0.004,    12.714,   803.750,     0.450,    51.445,  2866.000,     1.000,    21.108,   536.507,   758.255,   470.766,   474.235,   261.776,   -43.498,     0.000,
   231.701,   600.000,   123.795,    11.230,     0.006,    12.107,   375.640,     0.450,    51.445,  2866.000,     1.000,    21.027,   130.836,   354.377,   459.342,   474.940,   237.032,   -29.088,     0.000,
   231.806,   600.000,   123.794,    11.128,     0.003,    12.584,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.950,  -241.650,     0.000,   428.711,   474.321,   206.282,   -10.242,     0.000,
   231.903,   600.000,   123.794,    11.088,     0.004,    12.519,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.897,  -276.868,     0.000,   396.879,   473.408,   191.536,     8.802,     0.000,
   232.000,   600.000,   123.794,    11.059,     0.003,    12.614,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.851,  -293.421,     0.000,   383.610,   472.700,   185.801,    18.531,     0.000,
   232.104,   600.000,   123.795,    11.167,     0.004,    12.871,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.824,  -284.626,     0.000,   376.196,   471.910,   167.925,    20.986,     0.000,
   232.201,   600.000,   123.795,    11.417,     0.004,    12.855,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.874,  -293.026,     0.000,   369.806,   471.293,   166.767,    24.773,     0.000,
   232.306,   600.000,   123.795,    11.708,     0.004,    12.907,   228.132,     0.450,    51.445,  2866.000,     1.000,    20.985,   -52.759,   215.219,   383.993,   470.810,   165.810,    15.351,     0.000,
   232.403,   600.000,   123.796,    11.879,     0.005,    12.519,   719.261,     0.450,    51.446,  2866.000,     1.000,    21.103,   466.618,   678.548,   421.245,   471.369,   170.972,    -9.165,     0.000,
   232.500,   600.000,   123.795,    11.829,     0.008,    12.018,   877.864,     0.450,    51.445,  2866.000,     1.000,    21.183,   636.356,   828.174,   468.620,   473.049,   224.955,   -37.566,     0.000,
   232.604,   600.000,   123.795,    11.464,     0.008,    12.250,   749.159,     0.450,    51.445,  2866.000,     1.000,    21.061,   495.076,   706.754,   484.964,   474.670,   269.254,   -47.282,     0.000,
   232.701,   600.000,   123.794,    11.268,     0.003,    12.627,   378.917,     0.450,    51.444,  2866.000,     1.000,    20.942,   115.896,   357.469,   466.995,   475.261,   271.833,   -38.526,     0.000,
   232.806,   600.000,   123.794,    11.408,    -0.003,    12.462,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.981,  -256.765,     0.000,   427.718,   474.533,   220.136,   -10.186,     0.000,
   232.903,   600.000,   123.795,    11.661,    -0.004,    12.602,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.081,  -286.808,     0.000,   381.534,   473.642,   178.071,    16.630,     0.000,
   233.000,   600.000,   123.794,    11.722,     0.003,    12.439,     0.000,     0.450,    51.444,  2866.000,     1.000,    21.064,  -329.860,     0.000,   359.023,   472.883,   184.740,    31.260,     0.000,
   233.104,   600.000,   123.794,    11.559,     0.003,    12.663,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.893,  -315.106,     0.000,   354.665,   472.013,   167.045,    30.712,     0.000,
   233.201,   600.000,   123.795,    11.484,     0.002,    12.796,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.794,  -321.390,     0.000,   351.494,   471.250,   168.244,    33.390,     0.000,
   233.306,   600.000,   123.795,    11.637,    -0.002,    13.116,   226.013,     0.450,    51.445,  2866.000,     1.000,    20.892,   -90.666,   213.220,   373.363,   470.679,   184.176,    22.394,     0.000,
   233.403,   600.000,   123.796,    11.835,    -0.002,    12.969,   717.856,     0.450,    51.446,  2866.000,     1.000,    21.092,   434.778,   677.223,   420.418,   471.129,   201.084,    -9.350,     0.000,
   233.500,   600.000,   123.796,    11.928,     0.000,    12.840,   914.877,     0.450,    51.446,  2866.000,     1.000,    21.293,   641.535,   863.092,   459.542,   472.722,   243.275,   -34.898,     0.000,
   233.604,   600.000,   123.797,    11.767,     0.001,    13.262,   806.030,     0.450,    51.447,  2866.000,     1.000,    21.374,   485.776,   760.406,   475.069,   474.343,   332.822,   -57.466,     0.000,
   233.701,   600.000,   123.797,    11.728,    -0.001,    12.109,   380.869,     0.450,    51.447,  2866.000,     1.000,    21.477,    98.938,   359.310,   467.623,   474.892,   298.625,   -45.521,     0.000,
   233.806,   600.000,   123.796,    11.510,    -0.000,    12.389,     0.000,     0.450,    51.446,  2866.000,     1.000,    21.429,  -251.400,     0.000,   443.200,   474.298,   241.937,   -21.636,     0.000,
   233.903,   600.000,   123.796,    11.027,     0.003,    12.108,     0.000,     0.450,    51.446,  2866.000,     1.000,    21.171,  -280.337,     0.000,   412.193,   473.598,   220.044,    -1.112,     0.000,
   234.000,   600.000,   123.795,    10.681,    -0.002,    12.452,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.928,  -308.334,     0.000,   388.177,   472.958,   210.071,    13.483,     0.000,
   234.104,   600.000,   123.795,    10.675,    -0.004,    12.461,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.888,  -323.172,     0.000,   357.539,   472.339,   179.104,    29.268,     0.000,
   234.201,   600.000,   123.796,    10.975,    -0.001,    13.065,     0.000,     0.450,    51.446,  2866.000,     1.000,    21.002,  -324.525,     0.000,   353.949,   471.724,   175.012,    31.739,     0.000,
   234.306,   600.000,   123.796,    11.371,     0.009,    12.619,   223.892,     0.450,    51.446,  2866.000,     1.000,    21.056,   -74.584,   211.219,   383.143,   471.165,   182.905,    14.876,     0.000,
   234.403,   600.000,   123.795,    11.659,     0.016,    12.949,   716.670,     0.450,    51.445,  2866.000,     1.000,    21.088,   461.872,   676.104,   433.611,   471.679,   191.681,   -15.516,     0.000,
   234.500,   600.000,   123.796,    11.605,     0.015,    12.606,   962.801,     0.450,    51.446,  2866.000,     1.000,    20.998,   727.962,   908.303,   467.596,   473.474,   209.205,   -34.742,     0.000,
   234.604,   600.000,   123.795,    11.597,     0.007,    12.596,   669.533,     0.450,    51.445,  2866.000,     1.000,    21.074,   457.446,   631.635,   501.991,   475.376,   241.124,   -40.320,     0.000,
   234.701,   600.000,   123.795,    11.832,    -0.000,    12.264,   276.493,     0.450,    51.445,  2866.000,     1.000,    21.225,    80.094,   260.843,   496.229,   475.810,   232.210,   -31.043,     0.000,
   234.806,   600.000,   123.795,    12.085,    -0.002,    12.467,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.227,  -249.433,     0.000,   434.364,   475.137,   216.229,    -7.570,     0.000,
   234.903,   600.000,   123.794,    11.997,    -0.006,    12.172,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.997,  -329.051,     0.000,   380.900,   474.068,   216.841,    19.041,     0.000,
   235.000,   600.000,   123.794,    12.033,    -0.014,    12.545,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.878,  -382.611,     0.000,   355.621,   473.170,   229.779,    35.283,     0.000,
   235.104,   600.000,   123.794,    12.227,    -0.019,    12.907,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.915,  -403.565,     0.000,   350.547,   472.122,   244.018,    37.971,     0.000,
   235.201,   600.000,   123.795,    12.433,    -0.016,    12.917,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.037,  -453.377,     0.000,   349.603,   471.194,   287.406,    44.380,     0.000,
   235.306,   600.000,   123.795,    12.446,    -0.007,    12.206,   221.770,     0.450,    51.445,  2866.000,     1.000,    21.049,  -270.947,   209.217,   365.298,   470.278,   336.519,    38.665,     0.000,
   235.403,   600.000,   123.794,    12.168,     0.003,    12.693,   714.281,     0.450,    51.444,  2866.000,     1.000,    20.946,   258.959,   673.850,   396.224,   470.174,   331.167,     9.774,     0.000,
   235.500,   600.000,   123.793,    11.558,     0.005,    12.359,   960.295,     0.450,    51.443,  2866.000,     1.000,    20.668,   571.840,   905.939,   420.652,   471.333,   294.411,   -10.993,     0.000,
   235.604,   600.000,   123.793,    11.556,    -0.003,    12.966,   825.793,     0.450,    51.443,  2866.000,     1.000,    20.686,   518.692,   779.050,   436.819,   472.938,   241.482,   -17.242,     0.000,
   235.701,   600.000,   123.794,    12.041,    -0.008,    12.855,   374.559,     0.450,    51.444,  2866.000,     1.000,    20.980,    62.614,   353.357,   430.609,   473.608,   260.772,   -13.028,     0.000,
   235.806,   600.000,   123.795,    12.239,    -0.003,    13.301,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.157,  -314.275,     0.000,   399.771,   472.616,   235.740,     5.691,     0.000,
   235.903,   600.000,   123.795,    11.871,     0.002,    12.421,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.039,  -334.787,     0.000,   361.442,   471.571,   198.463,    26.194,     0.000,
   236.000,   600.000,   123.795,    11.560,    -0.001,    12.486,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.927,  -355.409,     0.000,   339.928,   470.672,   185.982,    38.683,     0.000,
   236.104,   600.000,   123.794,    11.342,    -0.003,    12.410,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.811,  -375.318,     0.000,   341.120,   469.664,   206.254,    40.520,     0.000,
   236.201,   600.000,   123.794,    11.327,    -0.006,    12.836,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.806,  -388.866,     0.000,   335.764,   468.697,   211.260,    44.673,     0.000,
   236.306,   600.000,   123.795,    11.209,    -0.005,    12.569,   219.647,     0.450,    51.445,  2866.000,     1.000,    20.809,  -152.386,   207.214,   350.311,   467.860,   207.663,    34.387,     0.000,
   236.403,   600.000,   123.794,    11.090,    -0.001,    12.422,   711.858,     0.450,    51.444,  2866.000,     1.000,    20.859,   361.844,   671.564,   388.306,   468.134,   219.781,    10.112,     0.000,
   236.500,   600.000,   123.794,    10.865,     0.006,    12.144,   957.727,     0.450,    51.444,  2866.000,     1.000,    20.783,   602.308,   903.516,   415.496,   469.513,   254.452,    -7.261,     0.000,
   236.604,   600.000,   123.793,    10.750,     0.009,    11.680,   822.180,     0.450,    51.443,  2866.000,     1.000,    20.663,   441.527,   775.642,   435.685,   470.962,   322.460,   -23.623,     0.000,
   236.701,   600.000,   123.792,    10.763,     0.011,    12.429,   370.316,     0.450,    51.442,  2866.000,     1.000,    20.542,   -16.152,   349.355,   425.491,   471.150,   335.288,   -15.440,     0.000,
   236.806,   600.000,   123.793,    11.020,     0.009,    13.058,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.506,  -362.914,     0.000,   387.534,   469.907,   267.224,    13.317,     0.000,
   236.903,   600.000,   123.794,    11.539,     0.007,    13.205,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.663,  -356.076,     0.000,   345.729,   468.873,   196.772,    36.160,     0.000,
   237.000,   600.000,   123.795,    12.238,     0.010,    13.016,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.927,  -362.086,     0.000,   328.122,   467.961,   177.953,    44.294,     0.000,
   237.104,   600.000,   123.795,    12.572,     0.018,    12.335,     0.000,     0.450,    51.445,  2866.000,     1.000,    21.023,  -387.301,     0.000,   318.146,   466.957,   185.387,    53.103,     0.000,
   237.201,   600.000,   123.794,    12.237,     0.020,    12.507,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.851,  -387.867,     0.000,   321.870,   465.957,   191.017,    52.763,     0.000,
   237.306,   600.000,   123.794,    11.776,     0.012,    12.033,   217.522,     0.450,    51.444,  2866.000,     1.000,    20.587,  -145.568,   205.209,   347.720,   465.057,   197.385,    36.055,     0.000,
   237.403,   600.000,   123.793,    11.781,     0.001,    12.868,   709.399,     0.450,    51.443,  2866.000,     1.000,    20.590,   379.961,   669.245,   389.079,   465.301,   205.511,     7.550,     0.000,
   237.500,   600.000,   123.794,    11.788,    -0.005,    12.938,   955.095,     0.450,    51.444,  2866.000,     1.000,    20.673,   684.627,   901.033,   420.148,   466.891,   180.997,   -11.334,     0.000,
   237.604,   600.000,   123.794,    11.841,    -0.006,    12.615,   818.481,     0.450,    51.444,  2866.000,     1.000,    20.863,   551.365,   772.152,   432.859,   468.803,   204.901,   -20.059,     0.000,
   237.701,   600.000,   123.794,    11.681,    -0.002,    12.525,   366.006,     0.450,    51.444,  2866.000,     1.000,    20.861,   123.244,   345.289,   428.369,   469.499,   196.628,   -15.714,     0.000,
   237.806,   600.000,   123.794,    11.473,     0.003,    12.797,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.710,  -227.668,     0.000,   401.312,   468.774,   158.527,     1.679,     0.000,
   237.903,   600.000,   123.794,    11.394,     0.002,    12.692,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.592,  -259.150,     0.000,   367.793,   467.842,   139.262,    19.838,     0.000,
   238.000,   600.000,   123.794,    11.618,     0.002,    12.938,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.712,  -276.124,     0.000,   358.140,   467.178,   141.997,    25.090,     0.000,
   238.104,   600.000,   123.795,    11.796,     0.008,    12.864,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.832,  -311.431,     0.000,   336.677,   466.419,   143.944,    37.745,     0.000,
   238.201,   600.000,   123.795,    11.780,     0.013,    12.599,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.856,  -309.286,     0.000,   337.893,   465.748,   143.149,    38.282,     0.000,
   238.306,   600.000,   123.795,    11.551,     0.012,    12.425,   204.156,     0.450,    51.445,  2866.000,     1.000,    20.730,   -68.119,   192.600,   366.210,   465.221,   139.868,    21.840,     0.000,
   238.403,   600.000,   123.794,    11.480,     0.005,    12.573,   698.736,     0.450,    51.444,  2866.000,     1.000,    20.682,   461.110,   659.184,   407.639,   465.759,   143.285,    -3.331,     0.000,
   238.500,   600.000,   123.794,    11.564,    -0.000,    12.248,   900.734,     0.450,    51.444,  2866.000,     1.000,    20.738,   660.801,   849.749,   444.844,   467.462,   187.729,   -21.400,     0.000,
   238.604,   600.000,   123.794,    11.694,    -0.005,    12.563,   788.545,     0.450,    51.444,  2866.000,     1.000,    20.830,   560.618,   743.910,   467.395,   469.244,   219.665,   -38.222,     0.000,
   238.701,   600.000,   123.793,    11.626,    -0.004,    12.415,   359.774,     0.450,    51.443,  2866.000,     1.000,    20.789,   133.046,   339.409,   454.355,   469.863,   222.558,   -31.703,     0.000,
   238.806,   600.000,   123.793,    11.581,    -0.006,    12.580,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.688,  -243.282,     0.000,   415.587,   469.031,   196.839,    -7.002,     0.000,
   238.903,   600.000,   123.793,    11.703,    -0.005,    12.710,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.634,  -277.459,     0.000,   375.361,   467.931,   168.049,    16.840,     0.000,
   239.000,   600.000,   123.794,    12.001,    -0.006,    13.091,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.695,  -285.879,     0.000,   362.696,   467.191,   158.191,    23.193,     0.000,
   239.104,   600.000,   123.794,    12.384,    -0.003,    12.805,     0.000,     0.450,    51.444,  2866.000,     1.000,    20.825,  -302.744,     0.000,   346.236,   466.403,   150.748,    31.828,     0.000,
   239.201,   600.000,   123.795,    12.584,     0.000,    12.729,     0.000,     0.450,    51.445,  2866.000,     1.000,    20.893,  -301.727,     0.000,   344.426,   465.649,   145.367,    35.137,     0.000,
   239.306,   600.000,   123.795,    12.424,     0.003,    12.727,   188.554,     0.450,    51.445,  2866.000,     1.000,    20.820,   -75.232,   177.881,   375.446,   465.044,   143.350,    20.165,     0.000,
   239.403,   600.000,   123.795,    12.214,    -0.003,    12.676,   663.167,     0.450,    51.445,  2866.000,     1.000,    20.777,   429.719,   625.629,   422.499,   465.514,   162.563,    -9.668,     0.000,
   239.500,   600.000,   123.795,    12.228,    -0.010,    12.910,   894.083,     0.450,    51.445,  2866.000,     1.000,    20.900,   669.915,   843.475,   459.994,   467.194,   197.812,   -31.452,     0.000,
   239.604,   600.000,   123.794,    12.316,    -0.011,    12.056,   799.829,     0.450,    51.444,  2866.000,     1.000,    21.122,   558.301,   754.555,   465.048,   469.124,   230.917,   -38.739,     0.000,
   239.701,   600.000,   123.794,    11.911,    -0.005,    12.269,   340.683,     0.450,    51.444,  2866.000,     1.000,    21.051,   100.626,   321.399,   454.309,   469.842,   234.795,   -29.555,     0.000,
   239.806,   600.000,   123.793,    11.225,    -0.002,    12.125,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.698,  -253.739,     0.000,   416.791,   469.006,   206.936,    -5.413,     0.000,
   239.903,   600.000,   123.793,    10.929,    -0.007,    12.587,     0.000,     0.450,    51.443,  2866.000,     1.000,    20.477,  -286.601,     0.000,   377.654,   467.997,   179.718,    16.539,     0.000,
