JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
   146.403,   600.000,   123.798,    11.446,    -0.013,    12.731,   728.893,     0.450,    51.448,  2866.000,     1.000,    16.171,   679.416,   687.635,   392.628,   423.494,    -0.527,   -22.121,     0.000,
   146.500,   600.000,   123.798,    11.453,    -0.009,    12.130,   624.788,     0.450,    51.448,  2866.000,     1.000,    16.286,   655.391,   589.423,   448.053,   425.449,    -7.372,   -35.993,     0.000,
   146.604,   600.000,   123.797,    11.321,    -0.006,    12.303,   696.841,     0.450,    51.447,  2866.000,     1.000,    16.257,   694.515,   657.397,   430.857,   427.260,     2.157,   -35.677,     0.000,
   146.701,   600.000,   123.797,    11.095,    -0.007,    12.211,   330.743,     0.450,    51.447,  2866.000,     1.000,    16.064,   328.193,   312.022,   424.124,   428.215,    10.193,   -30.455,     0.000,
   146.806,   600.000,   123.796,    10.941,    -0.009,    12.258,     0.460,     0.450,    51.446,  2866.000,     1.000,    15.839,   -24.152,     0.434,   407.623,   427.735,    21.175,   -16.700,     0.000,
   146.903,   600.000,   123.796,    10.894,    -0.010,    12.836,     0.000,     0.450,    51.446,  2866.000,     1.000,    15.707,   -84.641,     0.000,   372.203,   426.904,    30.331,    -0.392,     0.000,
   147.000,   600.000,   123.796,    10.923,    -0.012,    12.814,     0.000,     0.450,    51.446,  2866.000,     1.000,    15.715,  -114.836,     0.000,   342.636,   426.293,    26.274,     4.904,     0.000,
   147.104,   600.000,   123.797,    11.074,    -0.008,    13.002,     0.000,     0.450,    51.447,  2866.000,     1.000,    15.917,  -132.867,     0.000,   335.992,   425.884,    34.272,     8.703,     0.000,
   147.201,   600.000,   123.797,    11.328,    -0.004,    12.979,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.191,  -148.492,     0.000,   330.871,   425.452,    41.834,    12.077,     0.000,
   147.306,   600.000,   123.798,    11.471,     0.003,    12.524,   323.740,     0.450,    51.448,  2866.000,     1.000,    16.342,   178.361,   305.415,   345.593,   425.367,    44.283,     2.998,     0.000,
   147.403,   600.000,   123.797,    11.430,     0.013,    12.485,   806.132,     0.450,    51.447,  2866.000,     1.000,    16.403,   679.485,   760.502,   377.187,   426.551,    51.814,   -20.160,     0.000,
   147.500,   600.000,   123.797,    11.092,     0.013,    12.222,   997.332,     0.450,    51.447,  2866.000,     1.000,    16.256,   867.787,   940.879,   392.564,   428.488,    63.098,   -25.930,     0.000,
   147.604,   600.000,   123.796,    10.719,     0.011,    12.195,   880.792,     0.450,    51.446,  2866.000,     1.000,    15.975,   756.159,   830.935,   401.668,   430.052,    79.254,   -32.863,     0.000,
   147.701,   600.000,   123.795,    10.645,     0.006,    12.204,   438.667,     0.450,    51.445,  2866.000,     1.000,    15.826,   333.138,   413.837,   397.054,   430.484,    76.961,   -29.692,     0.000,
   147.806,   600.000,   123.795,    10.766,    -0.004,    13.176,     1.552,     0.450,    51.445,  2866.000,     1.000,    15.816,   -94.550,     1.464,   377.745,   429.769,    58.728,   -14.738,     0.000,
   147.903,   600.000,   123.796,    10.889,    -0.011,    13.148,     0.000,     0.450,    51.446,  2866.000,     1.000,    15.928,  -125.610,     0.000,   353.513,   429.191,    49.582,     0.350,     0.000,
   148.000,   600.000,   123.797,    11.131,    -0.007,    13.050,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.259,  -153.145,     0.000,   335.574,   428.803,    48.758,    11.158,     0.000,
   148.104,   600.000,   123.798,    11.426,    -0.002,    12.978,     0.000,     0.450,    51.448,  2866.000,     1.000,    16.566,  -154.255,     0.000,   334.322,   428.562,    48.245,    11.770,     0.000,
   148.201,   600.000,   123.798,    11.513,     0.007,    12.567,     0.000,     0.450,    51.448,  2866.000,     1.000,    16.644,  -173.213,     0.000,   326.076,   428.276,    54.000,    17.014,     0.000,
   148.306,   600.000,   123.797,    11.364,     0.015,    12.172,   295.729,     0.450,    51.447,  2866.000,     1.000,    16.566,   121.557,   278.990,   344.123,   428.004,    62.078,    11.474,     0.000,
   148.403,   600.000,   123.797,    11.015,     0.015,    12.234,   350.274,     0.450,    51.447,  2866.000,     1.000,    16.324,   259.218,   330.448,   420.004,   428.407,    71.940,    -9.114,     0.000,
   148.500,   600.000,   123.796,    10.727,     0.012,    12.257,   764.608,     0.450,    51.446,  2866.000,     1.000,    16.055,   640.879,   721.328,   410.446,   429.294,    83.248,   -21.646,     0.000,
   148.604,   600.000,   123.795,    10.632,     0.006,    12.479,   769.771,     0.450,    51.445,  2866.000,     1.000,    15.940,   655.655,   726.199,   413.923,   430.706,    88.147,   -34.385,     0.000,
   148.701,   600.000,   123.795,    10.705,    -0.001,    12.721,   329.675,     0.450,    51.445,  2866.000,     1.000,    16.027,   223.756,   311.014,   420.399,   431.474,   105.418,   -29.236,     0.000,
   148.806,   600.000,   123.796,    10.835,    -0.005,    13.352,     2.048,     0.450,    51.446,  2866.000,     1.000,    16.217,  -129.993,     1.932,   385.390,   431.091,    95.428,    -9.204,     0.000,
   148.903,   600.000,   123.797,    10.972,    -0.003,    13.074,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.437,  -180.295,     0.000,   340.996,   430.531,    81.625,     9.134,     0.000,
   149.000,   600.000,   123.797,    11.135,     0.006,    12.814,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.634,  -213.026,     0.000,   321.641,   430.080,    80.656,    23.931,     0.000,
   149.104,   600.000,   123.798,    11.234,     0.011,    12.649,     0.000,     0.450,    51.448,  2866.000,     1.000,    16.694,  -234.745,     0.000,   309.387,   429.535,    82.591,    32.005,     0.000,
   149.201,   600.000,   123.797,    11.134,     0.013,    12.480,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.568,  -227.726,     0.000,   312.062,   428.892,    79.901,    30.995,     0.000,
   149.306,   600.000,   123.797,    10.942,     0.012,    12.015,   311.779,     0.450,    51.447,  2866.000,     1.000,    16.391,   112.254,   294.131,   335.863,   428.472,    75.368,    13.900,     0.000,
   149.403,   600.000,   123.796,    10.799,     0.007,    12.368,   783.551,     0.450,    51.446,  2866.000,     1.000,    16.279,   624.885,   739.199,   379.114,   429.458,    78.618,   -14.648,     0.000,
   149.500,   600.000,   123.796,    10.701,    -0.000,    12.521,   637.435,     0.450,    51.446,  2866.000,     1.000,    16.196,   574.990,   601.353,   446.336,   431.132,    74.051,   -32.484,     0.000,
   149.604,   600.000,   123.796,    10.678,    -0.005,    12.793,   359.494,     0.450,    51.446,  2866.000,     1.000,    16.199,   316.178,   339.145,   444.433,   432.181,    53.814,   -18.594,     0.000,
   149.701,   600.000,   123.796,    10.750,    -0.008,    12.803,   154.833,     0.450,    51.446,  2866.000,     1.000,    16.336,    85.425,   146.069,   418.414,   432.480,    46.218,     0.359,     0.000,
   149.806,   600.000,   123.797,    10.867,    -0.008,    13.091,     1.153,     0.450,    51.447,  2866.000,     1.000,    16.496,   -95.993,     1.088,   396.549,   432.267,    49.588,    11.774,     0.000,
   149.903,   600.000,   123.797,    10.990,    -0.001,    12.824,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.604,  -111.420,     0.000,   390.493,   431.894,    55.399,    14.619,     0.000,
   150.000,   600.000,   123.797,    11.139,     0.007,    12.626,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.705,  -114.693,     0.000,   387.405,   431.512,    54.570,    16.016,     0.000,
   150.104,   600.000,   123.797,    11.166,     0.009,    12.612,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.665,  -119.067,     0.000,   383.510,   431.088,    53.652,    17.838,     0.000,
   150.201,   600.000,   123.797,    11.064,     0.010,    12.686,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.559,  -119.844,     0.000,   379.037,   430.674,    51.030,    17.177,     0.000,
   150.306,   600.000,   123.797,    10.964,     0.005,    12.509,   140.846,     0.450,    51.447,  2866.000,     1.000,    16.494,    29.071,   132.873,   388.754,   430.416,    48.842,    13.298,     0.000,
   150.403,   600.000,   123.797,    10.973,    -0.003,    12.822,   283.102,     0.450,    51.447,  2866.000,     1.000,    16.532,   205.473,   267.077,   415.284,   430.666,    45.307,     0.915,     0.000,
   150.500,   600.000,   123.797,    10.998,    -0.009,    12.855,   358.069,     0.450,    51.447,  2866.000,     1.000,    16.600,   325.817,   337.801,   445.505,   431.424,    47.857,   -21.791,     0.000,
   150.604,   600.000,   123.798,    11.029,    -0.011,    12.977,   475.097,     0.450,    51.448,  2866.000,     1.000,    16.751,   417.177,   448.205,   436.438,   432.545,    65.821,   -30.901,     0.000,
   150.701,   600.000,   123.798,    11.034,    -0.009,    12.435,   259.406,     0.450,    51.448,  2866.000,     1.000,    16.893,   200.556,   244.723,   428.465,   433.418,    60.620,   -21.406,     0.000,
   150.806,   600.000,   123.798,    10.977,    -0.002,    12.773,     2.895,     0.450,    51.448,  2866.000,     1.000,    16.912,   -72.116,     2.731,   400.721,   433.482,    49.439,    -7.353,     0.000,
   150.903,   600.000,   123.798,    10.773,     0.003,    13.020,     0.000,     0.450,    51.448,  2866.000,     1.000,    16.685,  -121.922,     0.000,   362.967,   433.084,    47.905,     3.900,     0.000,
   151.000,   600.000,   123.797,    10.663,     0.005,    10.851,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.543,  -178.044,     0.000,   346.554,   432.588,    80.621,    11.390,     0.000,
   151.104,   600.000,   123.797,    10.677,     0.005,    12.611,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.503,  -181.572,     0.000,   351.774,   432.046,    91.580,     9.720,     0.000,
   151.201,   600.000,   123.796,    10.683,     0.005,    12.649,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.405,  -148.266,     0.000,   375.174,   431.502,    81.637,    10.301,     0.000,
   151.306,   600.000,   123.796,    10.755,     0.010,    12.537,   115.727,     0.450,    51.446,  2866.000,     1.000,    16.435,     1.050,   109.176,   407.016,   431.167,    76.851,     7.124,     0.000,
   151.403,   600.000,   123.797,    10.808,     0.006,    13.130,   367.342,     0.450,    51.447,  2866.000,     1.000,    16.434,   254.120,   346.549,   414.738,   431.363,    81.272,    -5.467,     0.000,
   151.500,   600.000,   123.797,    10.907,     0.003,    12.929,   838.320,     0.450,    51.447,  2866.000,     1.000,    16.465,   716.255,   790.868,   407.638,   432.670,    72.060,   -22.480,     0.000,
   151.604,   600.000,   123.797,    11.130,     0.004,    11.782,   639.018,     0.450,    51.447,  2866.000,     1.000,    16.683,   559.772,   602.847,   441.582,   434.452,   102.022,   -51.817,     0.000,
   151.701,   600.000,   123.797,    11.267,     0.001,    12.911,   363.513,     0.450,    51.447,  2866.000,     1.000,    16.806,   270.980,   342.936,   424.477,   435.057,   104.511,   -43.135,     0.000,
   151.806,   600.000,   123.797,    11.174,    -0.002,    12.487,     4.385,     0.450,    51.447,  2866.000,     1.000,    16.656,   -97.817,     4.137,   394.333,   434.763,    78.058,   -16.533,     0.000,
   151.903,   600.000,   123.796,    11.209,    -0.000,    12.246,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.669,  -116.316,     0.000,   376.424,   434.089,    59.289,    -0.638,     0.000,
   152.000,   600.000,   123.796,    11.203,    -0.008,    12.522,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.614,  -142.204,     0.000,   372.901,   433.442,    80.286,     1.377,     0.000,
   152.104,   600.000,   123.796,    11.245,    -0.010,    12.777,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.588,  -147.164,     0.000,   361.984,   432.767,    71.004,     5.376,     0.000,
   152.201,   600.000,   123.796,    11.312,    -0.009,    12.746,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.630,  -130.145,     0.000,   368.028,   432.218,    57.634,     8.320,     0.000,
   152.306,   600.000,   123.797,    11.375,    -0.009,    12.491,   179.798,     0.450,    51.447,  2866.000,     1.000,    16.709,    75.572,   169.621,   391.340,   432.084,    48.099,     5.206,     0.000,
   152.403,   600.000,   123.796,    11.376,    -0.004,    12.170,   399.167,     0.450,    51.446,  2866.000,     1.000,    16.771,   323.510,   376.573,   417.555,   432.629,    44.861,    -6.871,     0.000,
   152.500,   600.000,   123.797,    11.290,    -0.000,    13.308,   592.212,     0.450,    51.447,  2866.000,     1.000,    16.796,   547.338,   558.691,   446.417,   433.824,    55.278,   -31.333,     0.000,
   152.604,   600.000,   123.797,    11.137,    -0.001,    12.429,   702.523,     0.450,    51.447,  2866.000,     1.000,    16.761,   620.511,   662.757,   433.887,   435.440,    91.845,   -51.153,     0.000,
   152.701,   600.000,   123.797,    11.160,    -0.003,    12.673,   390.228,     0.450,    51.447,  2866.000,     1.000,    16.867,   313.926,   368.140,   419.413,   436.036,    73.954,   -36.362,     0.000,
   152.806,   600.000,   123.797,    11.109,    -0.006,    12.635,     5.632,     0.450,    51.447,  2866.000,     1.000,    16.877,   -78.824,     5.313,   393.683,   436.026,    62.381,   -20.587,     0.000,
   152.903,   600.000,   123.797,    11.104,    -0.002,    12.828,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.948,  -123.969,     0.000,   372.244,   435.470,    69.776,    -9.032,     0.000,
   153.000,   600.000,   123.797,    10.969,    -0.004,    12.691,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.892,  -132.145,     0.000,   362.494,   434.944,    60.604,    -0.909,     0.000,
   153.104,   600.000,   123.797,    10.797,    -0.001,    12.471,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.779,  -151.640,     0.000,   358.912,   434.445,    71.731,     4.376,     0.000,
   153.201,   600.000,   123.797,    10.700,     0.000,    12.469,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.715,  -149.500,     0.000,   369.360,   434.024,    75.486,     9.350,     0.000,
   153.306,   600.000,   123.797,    10.643,    -0.003,    12.831,   180.153,     0.450,    51.447,  2866.000,     1.000,    16.666,    58.597,   169.956,   399.551,   433.749,    74.642,     2.520,     0.000,
   153.403,   600.000,   123.797,    10.655,     0.000,    13.084,   414.758,     0.450,    51.447,  2866.000,     1.000,    16.707,   318.898,   391.281,   425.978,   434.238,    80.650,   -16.526,     0.000,
   153.500,   600.000,   123.798,    10.778,    -0.003,    13.764,   687.932,     0.450,    51.448,  2866.000,     1.000,    16.932,   564.107,   648.993,   427.733,   435.448,   113.795,   -36.625,     0.000,
   153.604,   600.000,   123.798,    10.995,     0.002,    12.051,   539.392,     0.450,    51.448,  2866.000,     1.000,    17.265,   430.211,   508.860,   439.721,   436.775,   122.181,   -40.586,     0.000,
   153.701,   600.000,   123.798,    11.152,     0.012,    12.697,   262.463,     0.450,    51.448,  2866.000,     1.000,    17.474,   171.674,   247.607,   435.045,   437.338,   101.809,   -28.169,     0.000,
   153.806,   600.000,   123.797,    10.827,     0.019,    12.202,     4.175,     0.450,    51.447,  2866.000,     1.000,    17.165,   -90.816,     3.939,   413.840,   437.214,    82.886,   -11.504,     0.000,
   153.903,   600.000,   123.797,    10.634,     0.021,    12.139,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.903,  -118.625,     0.000,   393.396,   436.704,    73.886,     1.431,     0.000,
   154.000,   600.000,   123.796,    10.569,     0.008,    12.561,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.667,  -100.500,     0.000,   400.625,   436.243,    64.127,     0.756,     0.000,
   154.104,   600.000,   123.796,    10.705,     0.000,    12.929,     0.000,     0.450,    51.446,  2866.000,     1.000,    16.659,  -148.264,     0.000,   374.202,   435.744,    76.402,    10.319,     0.000,
   154.201,   600.000,   123.797,    10.947,    -0.002,    12.898,     0.000,     0.450,    51.447,  2866.000,     1.000,    16.904,  -158.200,     0.000,   375.831,   435.327,    84.669,    14.034,     0.000,
   154.306,   600.000,   123.797,    11.138,    -0.002,    12.976,   194.245,     0.450,    51.447,  2866.000,     1.000,    17.115,    49.678,   183.250,   397.239,   435.093,    92.630,     3.088,     0.000,
   154.403,   600.000,   123.798,    11.232,     0.008,    12.959,   473.520,     0.450,    51.448,  2866.000,     1.000,    17.226,   350.943,   446.717,   421.640,   435.613,   100.174,   -18.373,     0.000,
   154.500,   600.000,   123.798,    11.180,     0.008,    12.702,   598.752,     0.450,    51.448,  2866.000,     1.000,    17.217,   490.870,   564.860,   432.890,   436.722,    94.456,   -24.298,     0.000,
   154.604,   600.000,   123.798,    11.066,     0.007,    12.444,   519.754,     0.450,    51.448,  2866.000,     1.000,    17.135,   425.139,   490.334,   441.126,   437.982,   100.500,   -32.161,     0.000,
   154.701,   600.000,   123.797,    11.096,     0.002,    12.314,   311.949,     0.450,    51.447,  2866.000,     1.000,    17.179,   222.193,   294.291,   429.181,   438.695,    91.875,   -29.290,     0.000,
   154.806,   600.000,   123.797,    11.059,    -0.003,    12.489,     6.557,     0.450,    51.447,  2866.000,     1.000,    17.150,  -106.164,     6.186,   396.492,   438.649,    86.151,   -15.958,     0.000,
   154.903,   600.000,   123.797,    10.957,    -0.002,    13.006,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.092,  -160.476,     0.000,   365.244,   438.075,    85.589,     2.056,     0.000,
   155.000,   600.000,   123.797,    10.844,    -0.006,    12.785,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.005,  -172.068,     0.000,   349.533,   437.603,    71.839,    12.160,     0.000,
   155.104,   600.000,   123.797,    10.858,    -0.006,    12.471,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.015,  -199.336,     0.000,   335.095,   437.154,    77.083,    20.193,     0.000,
   155.201,   600.000,   123.797,    10.940,    -0.005,    12.946,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.077,  -179.462,     0.000,   342.930,   436.730,    67.890,    17.773,     0.000,
   155.306,   600.000,   123.798,    10.960,    -0.003,    12.893,   287.072,     0.450,    51.448,  2866.000,     1.000,    17.069,   136.309,   270.823,   370.214,   436.609,    63.510,     4.609,     0.000,
   155.403,   600.000,   123.798,    11.043,     0.001,    12.332,   704.391,     0.450,    51.448,  2866.000,     1.000,    17.216,   571.831,   664.519,   398.753,   437.597,    73.964,   -20.120,     0.000,
   155.500,   600.000,   123.798,    11.142,    -0.001,    12.761,   714.402,     0.450,    51.448,  2866.000,     1.000,    17.393,   626.869,   673.964,   430.463,   439.324,    61.344,   -23.109,     0.000,
   155.604,   600.000,   123.798,    11.185,     0.006,    12.384,   719.347,     0.450,    51.448,  2866.000,     1.000,    17.505,   607.868,   678.629,   427.077,   441.154,    83.002,   -26.317,     0.000,
   155.701,   600.000,   123.798,    11.126,     0.008,    12.522,   274.718,     0.450,    51.448,  2866.000,     1.000,    17.498,   204.061,   259.168,   445.167,   442.133,    81.080,   -22.939,     0.000,
   155.806,   600.000,   123.798,    10.928,     0.002,    12.351,     4.820,     0.450,    51.448,  2866.000,     1.000,    17.292,   -58.418,     4.547,   430.714,   441.951,    62.739,   -11.011,     0.000,
   155.903,   600.000,   123.797,    10.910,    -0.002,    12.445,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.252,  -112.798,     0.000,   383.841,   441.544,    53.735,     1.359,     0.000,
   156.000,   600.000,   123.797,    10.915,    -0.008,    12.954,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.229,  -136.541,     0.000,   376.055,   441.047,    61.659,     9.890,     0.000,
   156.104,   600.000,   123.797,    10.880,    -0.007,    12.915,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.144,  -138.846,     0.000,   374.960,   440.551,    60.882,    12.372,     0.000,
   156.201,   600.000,   123.797,    10.925,    -0.006,    12.593,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.150,  -152.768,     0.000,   364.013,   440.220,    62.056,    14.505,     0.000,
   156.306,   600.000,   123.797,    11.028,    -0.008,    13.270,   279.333,     0.450,    51.447,  2866.000,     1.000,    17.208,   126.760,   263.522,   375.709,   440.046,    67.904,     4.521,     0.000,
   156.403,   600.000,   123.798,    11.167,    -0.004,    12.876,   679.579,     0.450,    51.448,  2866.000,     1.000,    17.362,   534.655,   641.112,   411.565,   440.982,    98.061,   -21.021,     0.000,
   156.500,   600.000,   123.798,    11.322,     0.001,    12.678,   859.402,     0.450,    51.448,  2866.000,     1.000,    17.584,   727.167,   810.757,   429.665,   442.784,   105.893,   -35.422,     0.000,
   156.604,   600.000,   123.798,    11.307,     0.004,    12.453,   788.662,     0.450,    51.448,  2866.000,     1.000,    17.619,   679.416,   744.021,   436.481,   444.776,    93.841,   -37.531,     0.000,
   156.701,   600.000,   123.797,    11.187,     0.006,    12.328,   429.695,     0.450,    51.447,  2866.000,     1.000,    17.542,   327.431,   405.373,   422.405,   445.856,    83.160,   -28.670,     0.000,
   156.806,   600.000,   123.797,    11.048,     0.002,    12.353,     8.898,     0.450,    51.447,  2866.000,     1.000,    17.393,   -98.653,     8.394,   399.182,   445.654,    75.867,   -15.292,     0.000,
   156.903,   600.000,   123.797,    11.071,    -0.002,    12.956,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.338,  -141.974,     0.000,   377.600,   444.860,    75.422,    -0.708,     0.000,
   157.000,   600.000,   123.797,    11.162,    -0.007,    12.983,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.385,  -170.987,     0.000,   363.866,   444.135,    81.099,     9.620,     0.000,
   157.104,   600.000,   123.797,    11.267,    -0.008,    12.595,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.541,  -178.824,     0.000,   353.915,   443.552,    75.121,    14.066,     0.000,
   157.201,   600.000,   123.798,    11.361,    -0.004,    12.762,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.702,  -166.781,     0.000,   369.391,   443.198,    75.086,    17.888,     0.000,
   157.306,   600.000,   123.798,    11.243,     0.001,    13.095,   252.830,     0.450,    51.448,  2866.000,     1.000,    17.644,    89.105,   238.519,   379.132,   442.957,    76.126,     9.464,     0.000,
   157.403,   600.000,   123.798,    11.122,     0.003,    12.100,   809.313,     0.450,    51.448,  2866.000,     1.000,    17.619,   624.569,   763.503,   391.831,   443.970,   103.602,   -16.807,     0.000,
   157.500,   600.000,   123.797,    11.093,     0.001,    12.119,   931.319,     0.450,    51.447,  2866.000,     1.000,    17.692,   776.124,   878.603,   425.809,   445.960,   117.320,   -34.991,     0.000,
   157.604,   600.000,   123.797,    10.976,     0.001,    12.609,   760.500,     0.450,    51.447,  2866.000,     1.000,    17.662,   610.948,   717.453,   433.699,   447.873,   122.389,   -30.058,     0.000,
   157.701,   600.000,   123.797,    10.848,     0.003,    12.440,   441.273,     0.450,    51.447,  2866.000,     1.000,    17.630,   283.792,   416.295,   415.972,   448.757,   124.403,   -24.685,     0.000,
   157.806,   600.000,   123.797,    10.776,     0.001,    12.556,     9.918,     0.450,    51.447,  2866.000,     1.000,    17.589,  -159.646,     9.357,   389.810,   448.415,   118.597,    -8.199,     0.000,
   157.903,   600.000,   123.797,    10.816,     0.001,    13.467,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.586,  -204.934,     0.000,   359.144,   447.539,   105.000,    11.538,     0.000,
   158.000,   600.000,   123.797,    10.880,     0.001,    12.524,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.618,  -207.078,     0.000,   346.938,   446.798,    89.873,    17.346,     0.000,
   158.104,   600.000,   123.798,    10.968,     0.002,    12.799,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.695,  -221.904,     0.000,   340.470,   446.278,    93.631,    22.465,     0.000,
   158.201,   600.000,   123.798,    11.041,     0.002,    12.735,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.734,  -191.300,     0.000,   368.171,   445.759,    93.711,    20.001,     0.000,
   158.306,   600.000,   123.798,    11.074,     0.004,    12.677,   116.953,     0.450,    51.448,  2866.000,     1.000,    17.775,    -1.448,   110.333,   423.218,   445.448,    79.975,     9.575,     0.000,
   158.403,   600.000,   123.798,    11.031,     0.004,    12.551,   352.150,     0.450,    51.448,  2866.000,     1.000,    17.783,   260.725,   332.217,   437.744,   445.709,    68.465,    -4.937,     0.000,
   158.500,   600.000,   123.798,    11.003,     0.003,    12.289,   768.484,     0.450,    51.448,  2866.000,     1.000,    17.810,   652.374,   724.985,   442.311,   446.982,   104.999,   -37.059,     0.000,
   158.604,   600.000,   123.797,    10.966,     0.002,    12.399,   735.479,     0.450,    51.447,  2866.000,     1.000,    17.851,   633.069,   693.848,   444.249,   448.849,    96.256,   -40.076,     0.000,
   158.701,   600.000,   123.797,    10.861,     0.000,    12.594,   398.700,     0.450,    51.447,  2866.000,     1.000,    17.806,   295.305,   376.132,   433.310,   449.992,    95.491,   -31.345,     0.000,
   158.806,   600.000,   123.797,    10.824,    -0.001,    12.411,     9.779,     0.450,    51.447,  2866.000,     1.000,    17.783,  -107.365,     9.226,   408.229,   449.879,    89.154,   -14.212,     0.000,
   158.903,   600.000,   123.797,    10.862,    -0.001,    13.547,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.776,  -150.081,     0.000,   378.591,   449.201,    76.508,     2.963,     0.000,
   159.000,   600.000,   123.797,    10.921,    -0.001,    12.473,     0.000,     0.450,    51.447,  2866.000,     1.000,    17.790,  -171.547,     0.000,   358.598,   448.587,    69.978,    11.580,     0.000,
   159.104,   600.000,   123.798,    11.003,     0.002,    12.635,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.881,  -192.135,     0.000,   354.665,   448.129,    82.454,    16.217,     0.000,
   159.201,   600.000,   123.798,    11.052,     0.005,    12.481,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.933,  -192.514,     0.000,   356.105,   447.652,    82.541,    18.426,     0.000,
   159.306,   600.000,   123.798,    10.977,     0.009,    12.821,   229.542,     0.450,    51.448,  2866.000,     1.000,    17.855,    63.220,   216.549,   390.025,   447.366,    83.261,    12.727,     0.000,
   159.403,   600.000,   123.798,    10.832,     0.004,    11.989,   335.632,     0.450,    51.448,  2866.000,     1.000,    17.720,   218.199,   316.634,   441.096,   447.695,    97.086,    -5.250,     0.000,
   159.500,   600.000,   123.798,    10.912,     0.001,    12.155,   684.299,     0.450,    51.448,  2866.000,     1.000,    17.844,   565.740,   645.565,   438.226,   448.744,    93.502,   -24.196,     0.000,
   159.604,   600.000,   123.798,    11.063,    -0.005,    12.954,   768.186,     0.450,    51.448,  2866.000,     1.000,    18.050,   631.910,   724.704,   437.225,   450.469,   125.124,   -45.574,     0.000,
   159.701,   600.000,   123.798,    11.022,     0.001,    12.497,   298.500,     0.450,    51.448,  2866.000,     1.000,    18.106,   222.083,   281.604,   457.559,   451.247,    98.958,   -33.125,     0.000,
   159.806,   600.000,   123.798,    10.902,     0.000,    12.547,     6.134,     0.450,    51.448,  2866.000,     1.000,    18.102,   -47.259,     5.787,   453.682,   451.236,    71.879,   -16.386,     0.000,
   159.903,   600.000,   123.798,    10.788,    -0.002,    12.709,     0.000,     0.450,    51.448,  2866.000,     1.000,    17.995,   -99.687,     0.000,   408.952,   450.839,    63.292,    -5.492,     0.000,
   160.000,   600.000,   123.798,    10.822,     0.000,    12.614,     0.000,     0.450,    51.448,  2866.000,     1.000,    18.007,  -131.047,     0.000,   385.294,   450.387,    64.599,     1.355,     0.000,
   160.104,   600.000,   123.798,    10.882,    -0.004,    12.769,     0.000,     0.450,    51.448,  2866.000,     1.000,    18.058,   -84.789,     0.000,   427.928,   450.059,    63.733,    -1.076,     0.000,
   160.201,   600.000,   123.798,    11.015,     0.002,    12.490,     0.000,     0.450,    51.448,  2866.000,     1.000,    18.200,  -124.654,     0.000,   442.305,   449.966,   115.285,     1.708,     0.000,
   160.306,   600.000,   123.798,    11.031,     0.004,    12.505,   117.065,     0.450,    51.448,  2866.000,     1.000,    18.222,  -112.373,   110.439,   432.240,   449.817,   194.333,    10.902,     0.000,
