 JDAY,ELEVATION(m),TEMPERATURE(C)
  140.5000,   74.35,    7.50,
  140.5000,   72.35,    7.50,
  140.5000,   70.35,    7.50,
  140.5000,   68.35,    7.50,
  141.5000,  123.90,  -99.00,
  141.5000,  123.80,   22.33,
  141.5000,  120.35,   21.97,
  141.5000,  118.35,   21.40,
  141.5000,  116.35,   19.09,
  141.5000,  114.35,   15.70,
  141.5000,  112.35,   13.37,
  141.5000,  110.35,   12.02,
  141.5000,  108.35,   11.14,
  141.5000,  106.35,   10.55,
  141.5000,  104.35,    9.96,
  141.5000,  102.35,    9.31,
  141.5000,  100.35,    8.74,
  141.5000,   98.35,    8.29,
  141.5000,   96.35,    7.98,
  141.5000,   94.35,    7.79,
  141.5000,   92.35,    7.67,
  141.5000,   90.35,    7.61,
  141.5000,   88.35,    7.58,
  141.5000,   86.35,    7.56,
  141.5000,   84.35,    7.53,
  141.5000,   82.35,    7.51,
  141.5000,   80.35,    7.50,
  141.5000,   78.35,    7.50,
  141.5000,   76.35,    7.50,
  141.5000,   74.35,    7.50,
  141.5000,   72.35,    7.50,
  141.5000,   70.35,    7.50,
  141.5000,   68.35,    7.50,
  142.5000,  123.90,  -99.00,
  142.5000,  123.80,   22.45,
  142.5000,  120.35,   22.34,
  142.5000,  118.35,   21.24,
  142.5000,  116.35,   18.43,
  142.5000,  114.35,   15.19,
  142.5000,  112.35,   12.84,
  142.5000,  110.35,   11.47,
  142.5000,  108.35,   10.69,
  142.5000,  106.35,   10.12,
  142.5000,  104.35,    9.52,
  142.5000,  102.35,    8.92,
  142.5000,  100.35,    8.44,
  142.5000,   98.35,    8.11,
  142.5000,   96.35,    7.89,
  142.5000,   94.35,    7.75,
  142.5000,   92.35,    7.67,
  142.5000,   90.35,    7.62,
  142.5000,   88.35,    7.59,
  142.5000,   86.35,    7.57,
  142.5000,   84.35,    7.55,
  142.5000,   82.35,    7.53,
  142.5000,   80.35,    7.51,
  142.5000,   78.35,    7.51,
  142.5000,   76.35,    7.51,
  142.5000,   74.35,    7.51,
  142.5000,   72.35,    7.51,
  142.5000,   70.35,    7.51,
  142.5000,   68.35,    7.51,
  143.5000,  123.90,  -99.00,
  143.5000,  123.80,   22.25,
  143.5000,  120.35,   22.16,
  143.5000,  118.35,   21.66,
  143.5000,  116.35,   19.15,
  143.5000,  114.35,   16.18,
  143.5000,  112.35,   13.72,
  143.5000,  110.35,   12.10,
  143.5000,  108.35,   11.19,
  143.5000,  106.35,   10.63,
  143.5000,  104.35,   10.15,
  143.5000,  102.35,    9.65,
  143.5000,  100.35,    9.14,
  143.5000,   98.35,    8.67,
  143.5000,   96.35,    8.29,
  143.5000,   94.35,    8.00,
  143.5000,   92.35,    7.81,
  143.5000,   90.35,    7.70,
  143.5000,   88.35,    7.64,
  143.5000,   86.35,    7.60,
  143.5000,   84.35,    7.57,
  143.5000,   82.35,    7.55,
  143.5000,   80.35,    7.52,
  143.5000,   78.35,    7.51,
  143.5000,   76.35,    7.51,
  143.5000,   74.35,    7.51,
  143.5000,   72.35,    7.51,
  143.5000,   70.35,    7.51,
  143.5000,   68.35,    7.51,
  144.5000,  123.90,  -99.00,
  144.5000,  123.80,   22.19,
  144.5000,  120.35,   22.13,
  144.5000,  118.35,   22.12,
  144.5000,  116.35,   22.04,
  144.5000,  114.35,   17.37,
  144.5000,  112.35,   12.23,
  144.5000,  110.35,   10.95,
  144.5000,  108.35,   10.28,
  144.5000,  106.35,    9.72,
  144.5000,  104.35,    9.16,
  144.5000,  102.35,    8.68,
  144.5000,  100.35,    8.30,
  144.5000,   98.35,    8.02,
  144.5000,   96.35,    7.82,
  144.5000,   94.35,    7.70,
  144.5000,   92.35,    7.64,
  144.5000,   90.35,    7.60,
  144.5000,   88.35,    7.57,
  144.5000,   86.35,    7.55,
  144.5000,   84.35,    7.54,
  144.5000,   82.35,    7.52,
  144.5000,   80.35,    7.52,
  144.5000,   78.35,    7.52,
  144.5000,   76.35,    7.52,
  144.5000,   74.35,    7.52,
  144.5000,   72.35,    7.52,
  144.5000,   70.35,    7.52,
  144.5000,   68.35,    7.52,
  145.5000,  123.90,  -99.00,
  145.5000,  123.80,   22.67,
  145.5000,  120.35,   22.28,
  145.5000,  118.35,   22.20,
  145.5000,  116.35,   21.16,
  145.5000,  114.35,   16.81,
  145.5000,  112.35,   12.38,
  145.5000,  110.35,   11.32,
  145.5000,  108.35,   10.79,
  145.5000,  106.35,   10.40,
  145.5000,  104.35,   10.02,
  145.5000,  102.35,    9.59,
  145.5000,  100.35,    9.11,
  145.5000,   98.35,    8.64,
  145.5000,   96.35,    8.24,
  145.5000,   94.35,    7.95,
  145.5000,   92.35,    7.76,
  145.5000,   90.35,    7.65,
  145.5000,   88.35,    7.60,
  145.5000,   86.35,    7.57,
  145.5000,   84.35,    7.55,
  145.5000,   82.35,    7.53,
  145.5000,   80.35,    7.52,
  145.5000,   78.35,    7.52,
  145.5000,   76.35,    7.52,
  145.5000,   74.35,    7.52,
  145.5000,   72.35,    7.52,
  145.5000,   70.35,    7.52,
  145.5000,   68.35,    7.52,
  146.5000,  123.90,  -99.00,
  146.5000,  123.80,   23.29,
  146.5000,  120.35,   22.89,
  146.5000,  118.35,   22.17,
  146.5000,  116.35,   20.36,
  146.5000,  114.35,   16.96,
  146.5000,  112.35,   14.18,
  146.5000,  110.35,   12.74,
  146.5000,  108.35,   11.86,
  146.5000,  106.35,   11.15,
  146.5000,  104.35,   10.47,
  146.5000,  102.35,    9.75,
  146.5000,  100.35,    9.05,
  146.5000,   98.35,    8.49,
  146.5000,   96.35,    8.10,
  146.5000,   94.35,    7.86,
  146.5000,   92.35,    7.71,
  146.5000,   90.35,    7.64,
  146.5000,   88.35,    7.60,
  146.5000,   86.35,    7.57,
  146.5000,   84.35,    7.55,
  146.5000,   82.35,    7.53,
  146.5000,   80.35,    7.53,
  146.5000,   78.35,    7.53,
  146.5000,   76.35,    7.53,
  146.5000,   74.35,    7.53,
  146.5000,   72.35,    7.53,
  146.5000,   70.35,    7.53,
  146.5000,   68.35,    7.53,
  147.5000,  123.90,  -99.00,
  147.5000,  123.80,   23.64,
  147.5000,  120.35,   23.04,
  147.5000,  118.35,   21.42,
  147.5000,  116.35,   19.34,
  147.5000,  114.35,   16.60,
  147.5000,  112.35,   14.14,
  147.5000,  110.35,   12.52,
  147.5000,  108.35,   11.44,
  147.5000,  106.35,   10.65,
  147.5000,  104.35,   10.00,
  147.5000,  102.35,    9.38,
  147.5000,  100.35,    8.82,
  147.5000,   98.35,    8.35,
  147.5000,   96.35,    8.01,
  147.5000,   94.35,    7.80,
  147.5000,   92.35,    7.69,
  147.5000,   90.35,    7.63,
  147.5000,   88.35,    7.60,
  147.5000,   86.35,    7.57,
  147.5000,   84.35,    7.55,
  147.5000,   82.35,    7.54,
  147.5000,   80.35,    7.53,
  147.5000,   78.35,    7.53,
  147.5000,   76.35,    7.53,
  147.5000,   74.35,    7.53,
  147.5000,   72.35,    7.53,
  147.5000,   70.35,    7.53,
  147.5000,   68.35,    7.53,
  148.5000,  123.90,  -99.00,
  148.5000,  123.80,   23.76,
  148.5000,  120.35,   23.23,
  148.5000,  118.35,   21.44,
  148.5000,  116.35,   18.53,
  148.5000,  114.35,   15.69,
  148.5000,  112.35,   13.30,
  148.5000,  110.35,   11.76,
  148.5000,  108.35,   10.85,
  148.5000,  106.35,   10.25,
  148.5000,  104.35,    9.76,
  148.5000,  102.35,    9.31,
  148.5000,  100.35,    8.86,
  148.5000,   98.35,    8.46,
  148.5000,   96.35,    8.12,
  148.5000,   94.35,    7.89,
  148.5000,   92.35,    7.74,
  148.5000,   90.35,    7.66,
  148.5000,   88.35,    7.61,
  148.5000,   86.35,    7.59,
  148.5000,   84.35,    7.57,
  148.5000,   82.35,    7.55,
  148.5000,   80.35,    7.54,
  148.5000,   78.35,    7.54,
  148.5000,   76.35,    7.54,
  148.5000,   74.35,    7.54,
  148.5000,   72.35,    7.54,
  148.5000,   70.35,    7.54,
  148.5000,   68.35,    7.54,
  149.5000,  123.90,  -99.00,
  149.5000,  123.80,   24.11,
  149.5000,  120.35,   23.68,
  149.5000,  118.35,   22.32,
  149.5000,  116.35,   18.88,
  149.5000,  114.35,   15.41,
  149.5000,  112.35,   12.86,
  149.5000,  110.35,   11.43,
  149.5000,  108.35,   10.71,
  149.5000,  106.35,   10.23,
  149.5000,  104.35,    9.82,
  149.5000,  102.35,    9.39,
  149.5000,  100.35,    8.95,
  149.5000,   98.35,    8.54,
  149.5000,   96.35,    8.19,
  149.5000,   94.35,    7.94,
  149.5000,   92.35,    7.77,
  149.5000,   90.35,    7.68,
  149.5000,   88.35,    7.62,
  149.5000,   86.35,    7.59,
  149.5000,   84.35,    7.57,
  149.5000,   82.35,    7.55,
  149.5000,   80.35,    7.54,
  149.5000,   78.35,    7.54,
  149.5000,   76.35,    7.54,
  149.5000,   74.35,    7.54,
  149.5000,   72.35,    7.54,
  149.5000,   70.35,    7.54,
  149.5000,   68.35,    7.54,
  150.5000,  123.90,  -99.00,
  150.5000,  123.80,   24.20,
  150.5000,  120.35,   24.11,
  150.5000,  118.35,   23.63,
  150.5000,  116.35,   20.82,
  150.5000,  114.35,   17.18,
  150.5000,  112.35,   14.11,
  150.5000,  110.35,   12.10,
  150.5000,  108.35,   11.05,
  150.5000,  106.35,   10.44,
  150.5000,  104.35,    9.96,
  150.5000,  102.35,    9.48,
  150.5000,  100.35,    8.98,
  150.5000,   98.35,    8.52,
  150.5000,   96.35,    8.15,
  150.5000,   94.35,    7.89,
  150.5000,   92.35,    7.74,
  150.5000,   90.35,    7.65,
  150.5000,   88.35,    7.61,
  150.5000,   86.35,    7.59,
  150.5000,   84.35,    7.57,
  150.5000,   82.35,    7.55,
  150.5000,   80.35,    7.55,
  150.5000,   78.35,    7.55,
  150.5000,   76.35,    7.55,
  150.5000,   74.35,    7.55,
  150.5000,   72.35,    7.55,
  150.5000,   70.35,    7.55,
  150.5000,   68.35,    7.55,
  151.5000,  123.90,  -99.00,
  151.5000,  123.80,   24.43,
  151.5000,  120.35,   24.15,
  151.5000,  118.35,   23.60,
  151.5000,  116.35,   20.08,
  151.5000,  114.35,   16.45,
  151.5000,  112.35,   13.69,
  151.5000,  110.35,   11.93,
  151.5000,  108.35,   10.96,
  151.5000,  106.35,   10.38,
  151.5000,  104.35,    9.89,
  151.5000,  102.35,    9.39,
  151.5000,  100.35,    8.89,
  151.5000,   98.35,    8.45,
  151.5000,   96.35,    8.11,
  151.5000,   94.35,    7.88,
  151.5000,   92.35,    7.74,
  151.5000,   90.35,    7.65,
  151.5000,   88.35,    7.61,
  151.5000,   86.35,    7.59,
  151.5000,   84.35,    7.57,
  151.5000,   82.35,    7.55,
  151.5000,   80.35,    7.55,
  151.5000,   78.35,    7.55,
  151.5000,   76.35,    7.55,
  151.5000,   74.35,    7.55,
  151.5000,   72.35,    7.55,
  151.5000,   70.35,    7.55,
  151.5000,   68.35,    7.55,
  152.5000,  123.90,  -99.00,
  152.5000,  123.80,   24.50,
  152.5000,  120.35,   24.24,
  152.5000,  118.35,   23.37,
  152.5000,  116.35,   19.67,
  152.5000,  114.35,   16.96,
  152.5000,  112.35,   14.59,
  152.5000,  110.35,   12.71,
  152.5000,  108.35,   11.39,
  152.5000,  106.35,   10.57,
  152.5000,  104.35,    9.96,
  152.5000,  102.35,    9.39,
  152.5000,  100.35,    8.85,
  152.5000,   98.35,    8.40,
  152.5000,   96.35,    8.07,
  152.5000,   94.35,    7.86,
  152.5000,   92.35,    7.73,
  152.5000,   90.35,    7.66,
  152.5000,   88.35,    7.61,
  152.5000,   86.35,    7.59,
  152.5000,   84.35,    7.57,
  152.5000,   82.35,    7.56,
  152.5000,   80.35,    7.56,
  152.5000,   78.35,    7.56,
  152.5000,   76.35,    7.56,
  152.5000,   74.35,    7.56,
  152.5000,   72.35,    7.56,
  152.5000,   70.35,    7.56,
  152.5000,   68.35,    7.56,
  153.5000,  123.90,  -99.00,
  153.5000,  123.80,   24.84,
  153.5000,  120.35,   24.68,
  153.5000,  118.35,   24.69,
  153.5000,  116.35,   21.48,
  153.5000,  114.35,   17.57,
  153.5000,  112.35,   14.35,
  153.5000,  110.35,   12.05,
  153.5000,  108.35,   10.76,
  153.5000,  106.35,   10.03,
  153.5000,  104.35,    9.43,
  153.5000,  102.35,    8.88,
  153.5000,  100.35,    8.44,
  153.5000,   98.35,    8.12,
  153.5000,   96.35,    7.90,
  153.5000,   94.35,    7.77,
  153.5000,   92.35,    7.69,
  153.5000,   90.35,    7.64,
  153.5000,   88.35,    7.61,
  153.5000,   86.35,    7.59,
  153.5000,   84.35,    7.57,
  153.5000,   82.35,    7.56,
  153.5000,   80.35,    7.56,
  153.5000,   78.35,    7.56,
  153.5000,   76.35,    7.56,
  153.5000,   74.35,    7.56,
  153.5000,   72.35,    7.56,
  153.5000,   70.35,    7.56,
  153.5000,   68.35,    7.56,
  154.5000,  123.90,  -99.00,
  154.5000,  123.80,   25.14,
  154.5000,  120.35,   24.96,
  154.5000,  118.35,   24.76,
  154.5000,  116.35,   22.04,
  154.5000,  114.35,   17.63,
  154.5000,  112.35,   14.61,
  154.5000,  110.35,   12.48,
  154.5000,  108.35,   11.17,
  154.5000,  106.35,   10.46,
  154.5000,  104.35,   10.00,
  154.5000,  102.35,    9.58,
  154.5000,  100.35,    9.15,
  154.5000,   98.35,    8.72,
  154.5000,   96.35,    8.35,
  154.5000,   94.35,    8.06,
  154.5000,   92.35,    7.86,
  154.5000,   90.35,    7.74,
  154.5000,   88.35,    7.67,
  154.5000,   86.35,    7.63,
  154.5000,   84.35,    7.60,
  154.5000,   82.35,    7.58,
  154.5000,   80.35,    7.57,
  154.5000,   78.35,    7.57,
  154.5000,   76.35,    7.57,
  154.5000,   74.35,    7.57,
  154.5000,   72.35,    7.57,
  154.5000,   70.35,    7.57,
  154.5000,   68.35,    7.57,
  155.5000,  123.90,  -99.00,
  155.5000,  123.80,   25.65,
  155.5000,  120.35,   25.42,
  155.5000,  118.35,   25.42,
  155.5000,  116.35,   23.14,
  155.5000,  114.35,   17.41,
  155.5000,  112.35,   14.19,
  155.5000,  110.35,   12.30,
  155.5000,  108.35,   11.13,
  155.5000,  106.35,   10.41,
  155.5000,  104.35,    9.87,
  155.5000,  102.35,    9.34,
  155.5000,  100.35,    8.82,
  155.5000,   98.35,    8.37,
  155.5000,   96.35,    8.04,
  155.5000,   94.35,    7.85,
  155.5000,   92.35,    7.73,
  155.5000,   90.35,    7.67,
  155.5000,   88.35,    7.63,
  155.5000,   86.35,    7.61,
  155.5000,   84.35,    7.59,
  155.5000,   82.35,    7.57,
  155.5000,   80.35,    7.57,
  155.5000,   78.35,    7.57,
  155.5000,   76.35,    7.57,
  155.5000,   74.35,    7.57,
  155.5000,   72.35,    7.57,
  155.5000,   70.35,    7.57,
  155.5000,   68.35,    7.57,
  156.5000,  123.90,  -99.00,
  156.5000,  123.80,   26.24,
  156.5000,  120.35,   25.99,
  156.5000,  118.35,   25.67,
  156.5000,  116.35,   22.44,
  156.5000,  114.35,   17.13,
  156.5000,  112.35,   14.51,
  156.5000,  110.35,   12.71,
  156.5000,  108.35,   11.36,
  156.5000,  106.35,   10.49,
  156.5000,  104.35,    9.87,
  156.5000,  102.35,    9.30,
  156.5000,  100.35,    8.76,
  156.5000,   98.35,    8.31,
  156.5000,   96.35,    8.01,
  156.5000,   94.35,    7.82,
  156.5000,   92.35,    7.71,
  156.5000,   90.35,    7.66,
  156.5000,   88.35,    7.62,
  156.5000,   86.35,    7.60,
  156.5000,   84.35,    7.58,
  156.5000,   82.35,    7.58,
  156.5000,   80.35,    7.58,
  156.5000,   78.35,    7.58,
  156.5000,   76.35,    7.58,
  156.5000,   74.35,    7.58,
  156.5000,   72.35,    7.58,
  156.5000,   70.35,    7.58,
  156.5000,   68.35,    7.58,
  157.5000,  123.90,  -99.00,
  157.5000,  123.80,   26.80,
  157.5000,  120.35,   26.50,
  157.5000,  118.35,   26.23,
  157.5000,  116.35,   21.82,
  157.5000,  114.35,   16.60,
  157.5000,  112.35,   14.19,
  157.5000,  110.35,   12.35,
  157.5000,  108.35,   11.05,
  157.5000,  106.35,   10.30,
  157.5000,  104.35,    9.77,
  157.5000,  102.35,    9.28,
  157.5000,  100.35,    8.81,
  157.5000,   98.35,    8.41,
  157.5000,   96.35,    8.10,
  157.5000,   94.35,    7.89,
  157.5000,   92.35,    7.75,
  157.5000,   90.35,    7.68,
  157.5000,   88.35,    7.64,
  157.5000,   86.35,    7.61,
  157.5000,   84.35,    7.59,
  157.5000,   82.35,    7.58,
  157.5000,   80.35,    7.58,
  157.5000,   78.35,    7.58,
  157.5000,   76.35,    7.58,
  157.5000,   74.35,    7.58,
  157.5000,   72.35,    7.58,
  157.5000,   70.35,    7.58,
  157.5000,   68.35,    7.58,
  158.5000,  123.90,  -99.00,
  158.5000,  123.80,   26.99,
  158.5000,  120.35,   26.82,
  158.5000,  118.35,   26.78,
  158.5000,  116.35,   22.52,
  158.5000,  114.35,   17.02,
  158.5000,  112.35,   14.33,
  158.5000,  110.35,   12.32,
  158.5000,  108.35,   11.07,
  158.5000,  106.35,   10.39,
  158.5000,  104.35,    9.92,
  158.5000,  102.35,    9.50,
  158.5000,  100.35,    9.07,
  158.5000,   98.35,    8.66,
  158.5000,   96.35,    8.31,
  158.5000,   94.35,    8.04,
  158.5000,   92.35,    7.86,
  158.5000,   90.35,    7.74,
  158.5000,   88.35,    7.67,
  158.5000,   86.35,    7.63,
  158.5000,   84.35,    7.61,
  158.5000,   82.35,    7.59,
  158.5000,   80.35,    7.58,
  158.5000,   78.35,    7.58,
  158.5000,   76.35,    7.58,
  158.5000,   74.35,    7.58,
  158.5000,   72.35,    7.58,
  158.5000,   70.35,    7.58,
  158.5000,   68.35,    7.58,
  159.5000,  123.90,  -99.00,
  159.5000,  123.80,   27.29,
  159.5000,  120.35,   27.15,
  159.5000,  118.35,   27.11,
  159.5000,  116.35,   22.18,
  159.5000,  114.35,   16.67,
  159.5000,  112.35,   14.13,
  159.5000,  110.35,   12.01,
  159.5000,  108.35,   10.91,
  159.5000,  106.35,   10.31,
  159.5000,  104.35,    9.87,
  159.5000,  102.35,    9.46,
  159.5000,  100.35,    9.03,
  159.5000,   98.35,    8.62,
  159.5000,   96.35,    8.27,
  159.5000,   94.35,    8.02,
  159.5000,   92.35,    7.85,
  159.5000,   90.35,    7.74,
  159.5000,   88.35,    7.68,
  159.5000,   86.35,    7.64,
  159.5000,   84.35,    7.61,
  159.5000,   82.35,    7.59,
  159.5000,   80.35,    7.59,
  159.5000,   78.35,    7.59,
  159.5000,   76.35,    7.59,
  159.5000,   74.35,    7.59,
  159.5000,   72.35,    7.59,
  159.5000,   70.35,    7.59,
  159.5000,   68.35,    7.59,
  160.5000,  123.90,  -99.00,
  160.5000,  123.80,   27.48,
  160.5000,  120.35,   27.44,
  160.5000,  118.35,   26.94,
  160.5000,  116.35,   21.85,
  160.5000,  114.35,   15.80,
  160.5000,  112.35,   13.77,
  160.5000,  110.35,   11.77,
  160.5000,  108.35,   10.76,
  160.5000,  106.35,   10.18,
  160.5000,  104.35,    9.73,
  160.5000,  102.35,    9.26,
  160.5000,  100.35,    8.80,
  160.5000,   98.35,    8.40,
  160.5000,   96.35,    8.10,
  160.5000,   94.35,    7.91,
  160.5000,   92.35,    7.78,
  160.5000,   90.35,    7.71,
  160.5000,   88.35,    7.66,
  160.5000,   86.35,    7.63,
  160.5000,   84.35,    7.61,
  160.5000,   82.35,    7.59,
  160.5000,   80.35,    7.59,
  160.5000,   78.35,    7.59,
  160.5000,   76.35,    7.59,
  160.5000,   74.35,    7.59,
  160.5000,   72.35,    7.59,
  160.5000,   70.35,    7.59,
  160.5000,   68.35,    7.59,
  161.5000,  123.90,  -99.00,
  161.5000,  123.80,   26.97,
  161.5000,  120.35,   26.90,
  161.5000,  118.35,   26.60,
  161.5000,  116.35,   22.04,
  161.5000,  114.35,   16.52,
  161.5000,  112.35,   14.32,
  161.5000,  110.35,   12.45,
  161.5000,  108.35,   11.25,
  161.5000,  106.35,   10.50,
  161.5000,  104.35,    9.96,
  161.5000,  102.35,    9.42,
  161.5000,  100.35,    8.87,
  161.5000,   98.35,    8.41,
  161.5000,   96.35,    8.08,
  161.5000,   94.35,    7.89,
  161.5000,   92.35,    7.77,
  161.5000,   90.35,    7.70,
  161.5000,   88.35,    7.66,
  161.5000,   86.35,    7.63,
  161.5000,   84.35,    7.61,
  161.5000,   82.35,    7.60,
  161.5000,   80.35,    7.60,
  161.5000,   78.35,    7.60,
  161.5000,   76.35,    7.60,
  161.5000,   74.35,    7.60,
  161.5000,   72.35,    7.60,
  161.5000,   70.35,    7.60,
  161.5000,   68.35,    7.60,
  162.5000,  123.90,  -99.00,
  162.5000,  123.80,   27.07,
  162.5000,  120.35,   26.89,
  162.5000,  118.35,   26.89,
  162.5000,  116.35,   24.49,
  162.5000,  114.35,   18.13,
  162.5000,  112.35,   14.72,
  162.5000,  110.35,   12.35,
  162.5000,  108.35,   10.96,
  162.5000,  106.35,   10.20,
  162.5000,  104.35,    9.66,
  162.5000,  102.35,    9.13,
  162.5000,  100.35,    8.63,
  162.5000,   98.35,    8.24,
  162.5000,   96.35,    7.99,
  162.5000,   94.35,    7.83,
  162.5000,   92.35,    7.75,
  162.5000,   90.35,    7.69,
  162.5000,   88.35,    7.66,
  162.5000,   86.35,    7.63,
  162.5000,   84.35,    7.61,
  162.5000,   82.35,    7.60,
  162.5000,   80.35,    7.60,
  162.5000,   78.35,    7.60,
  162.5000,   76.35,    7.60,
  162.5000,   74.35,    7.60,
  162.5000,   72.35,    7.60,
  162.5000,   70.35,    7.60,
  162.5000,   68.35,    7.60,
  163.5000,  123.90,  -99.00,
  163.5000,  123.80,   27.10,
  163.5000,  120.35,   26.65,
  163.5000,  118.35,   25.09,
  163.5000,  116.35,   20.42,
  163.5000,  114.35,   15.85,
  163.5000,  112.35,   13.65,
  163.5000,  110.35,   11.98,
  163.5000,  108.35,   11.01,
  163.5000,  106.35,   10.41,
  163.5000,  104.35,    9.98,
  163.5000,  102.35,    9.57,
  163.5000,  100.35,    9.14,
  163.5000,   98.35,    8.72,
  163.5000,   96.35,    8.35,
  163.5000,   94.35,    8.07,
  163.5000,   92.35,    7.88,
  163.5000,   90.35,    7.77,
  163.5000,   88.35,    7.71,
  163.5000,   86.35,    7.67,
  163.5000,   84.35,    7.64,
  163.5000,   82.35,    7.61,
  163.5000,   80.35,    7.61,
  163.5000,   78.35,    7.61,
  163.5000,   76.35,    7.61,
  163.5000,   74.35,    7.61,
  163.5000,   72.35,    7.61,
  163.5000,   70.35,    7.61,
  163.5000,   68.35,    7.61,
  164.5000,  123.90,  -99.00,
  164.5000,  123.80,   26.67,
  164.5000,  120.35,   26.36,
  164.5000,  118.35,   25.09,
  164.5000,  116.35,   21.52,
  164.5000,  114.35,   17.64,
  164.5000,  112.35,   14.60,
  164.5000,  110.35,   12.38,
  164.5000,  108.35,   11.04,
  164.5000,  106.35,   10.29,
  164.5000,  104.35,    9.80,
  164.5000,  102.35,    9.34,
  164.5000,  100.35,    8.89,
  164.5000,   98.35,    8.47,
  164.5000,   96.35,    8.14,
  164.5000,   94.35,    7.92,
  164.5000,   92.35,    7.80,
  164.5000,   90.35,    7.72,
  164.5000,   88.35,    7.68,
  164.5000,   86.35,    7.65,
  164.5000,   84.35,    7.63,
  164.5000,   82.35,    7.61,
  164.5000,   80.35,    7.61,
  164.5000,   78.35,    7.61,
  164.5000,   76.35,    7.61,
  164.5000,   74.35,    7.61,
  164.5000,   72.35,    7.61,
  164.5000,   70.35,    7.61,
  164.5000,   68.35,    7.61,
  165.5000,  123.90,  -99.00,
  165.5000,  123.80,   26.55,
  165.5000,  120.35,   26.28,
  165.5000,  118.35,   25.93,
  165.5000,  116.35,   22.80,
  165.5000,  114.35,   18.39,
  165.5000,  112.35,   14.63,
  165.5000,  110.35,   12.02,
  165.5000,  108.35,   10.79,
  165.5000,  106.35,   10.14,
  165.5000,  104.35,    9.67,
  165.5000,  102.35,    9.20,
  165.5000,  100.35,    8.75,
  165.5000,   98.35,    8.36,
  165.5000,   96.35,    8.06,
  165.5000,   94.35,    7.87,
  165.5000,   92.35,    7.77,
  165.5000,   90.35,    7.71,
  165.5000,   88.35,    7.67,
  165.5000,   86.35,    7.65,
  165.5000,   84.35,    7.62,
  165.5000,   82.35,    7.61,
  165.5000,   80.35,    7.61,
  165.5000,   78.35,    7.61,
  165.5000,   76.35,    7.61,
  165.5000,   74.35,    7.61,
  165.5000,   72.35,    7.61,
  165.5000,   70.35,    7.61,
  165.5000,   68.35,    7.61,
  166.5000,  123.90,  -99.00,
  166.5000,  123.80,   26.90,
  166.5000,  120.35,   26.78,
  166.5000,  118.35,   26.78,
  166.5000,  116.35,   25.38,
  166.5000,  114.35,   20.18,
  166.5000,  112.35,   15.26,
  166.5000,  110.35,   12.39,
  166.5000,  108.35,   11.13,
  166.5000,  106.35,   10.53,
  166.5000,  104.35,   10.12,
  166.5000,  102.35,    9.74,
  166.5000,  100.35,    9.34,
  166.5000,   98.35,    8.91,
  166.5000,   96.35,    8.51,
  166.5000,   94.35,    8.17,
  166.5000,   92.35,    7.94,
  166.5000,   90.35,    7.80,
  166.5000,   88.35,    7.72,
  166.5000,   86.35,    7.67,
  166.5000,   84.35,    7.64,
  166.5000,   82.35,    7.62,
  166.5000,   80.35,    7.62,
  166.5000,   78.35,    7.62,
  166.5000,   76.35,    7.62,
  166.5000,   74.35,    7.62,
  166.5000,   72.35,    7.62,
  166.5000,   70.35,    7.62,
  166.5000,   68.35,    7.62,
  167.5000,  123.90,  -99.00,
  167.5000,  123.80,   27.43,
  167.5000,  120.35,   27.21,
  167.5000,  118.35,   27.10,
  167.5000,  116.35,   25.06,
  167.5000,  114.35,   18.27,
  167.5000,  112.35,   14.10,
  167.5000,  110.35,   12.19,
  167.5000,  108.35,   11.14,
  167.5000,  106.35,   10.43,
  167.5000,  104.35,    9.87,
  167.5000,  102.35,    9.33,
  167.5000,  100.35,    8.83,
  167.5000,   98.35,    8.41,
  167.5000,   96.35,    8.10,
  167.5000,   94.35,    7.90,
  167.5000,   92.35,    7.78,
  167.5000,   90.35,    7.72,
  167.5000,   88.35,    7.68,
  167.5000,   86.35,    7.65,
  167.5000,   84.35,    7.63,
  167.5000,   82.35,    7.62,
  167.5000,   80.35,    7.62,
  167.5000,   78.35,    7.62,
  167.5000,   76.35,    7.62,
  167.5000,   74.35,    7.62,
  167.5000,   72.35,    7.62,
  167.5000,   70.35,    7.62,
  167.5000,   68.35,    7.62,
  168.5000,  123.90,  -99.00,
  168.5000,  123.80,   27.88,
  168.5000,  120.35,   27.73,
  168.5000,  118.35,   27.73,
  168.5000,  116.35,   25.58,
  168.5000,  114.35,   18.59,
  168.5000,  112.35,   15.24,
  168.5000,  110.35,   13.24,
  168.5000,  108.35,   11.72,
  168.5000,  106.35,   10.60,
  168.5000,  104.35,    9.80,
  168.5000,  102.35,    9.17,
  168.5000,  100.35,    8.66,
  168.5000,   98.35,    8.28,
  168.5000,   96.35,    8.02,
  168.5000,   94.35,    7.86,
  168.5000,   92.35,    7.77,
  168.5000,   90.35,    7.71,
  168.5000,   88.35,    7.68,
  168.5000,   86.35,    7.65,
  168.5000,   84.35,    7.63,
  168.5000,   82.35,    7.63,
  168.5000,   80.35,    7.63,
  168.5000,   78.35,    7.63,
  168.5000,   76.35,    7.63,
  168.5000,   74.35,    7.63,
  168.5000,   72.35,    7.63,
  168.5000,   70.35,    7.63,
  168.5000,   68.35,    7.63,
  169.5000,  123.90,  -99.00,
  169.5000,  123.80,   27.45,
  169.5000,  120.35,   27.40,
  169.5000,  118.35,   26.95,
