JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
    65.806,   600.000,   123.801,     8.026,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.456,  -138.414,     0.000,   255.959,   344.419,    51.253,    -1.298,     0.000,
    65.903,   600.000,   123.800,     7.973,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.465,  -167.759,     0.000,   239.216,   344.158,    49.298,    13.518,     0.000,
    66.000,   600.000,   123.800,     7.930,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.455,  -181.985,     0.000,   234.687,   343.947,    49.059,    23.666,     0.000,
    66.104,   600.000,   123.800,     7.889,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.428,  -202.762,     0.000,   227.934,   343.746,    53.567,    33.384,     0.000,
    66.201,   600.000,   123.800,     7.850,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.393,  -216.375,     0.000,   223.141,   343.554,    55.346,    40.617,     0.000,
    66.306,   600.000,   123.800,     7.811,     0.001,     0.000,    52.875,     0.450,    57.450,   783.000,     1.000,     7.352,  -147.201,    49.882,   232.505,   343.358,    51.595,    34.636,     0.000,
    66.403,   600.000,   123.799,     7.816,     0.001,     0.000,   250.878,     0.450,    57.449,   783.000,     1.000,     7.321,   110.060,   236.677,   271.998,   343.357,    42.755,    12.503,     0.000,
    66.500,   600.000,   123.799,     7.934,     0.001,     0.000,   512.684,     0.450,    57.449,   783.000,     1.000,     7.304,   404.584,   483.664,   292.732,   343.894,    43.867,   -15.948,     0.000,
    66.604,   600.000,   123.800,     8.079,     0.001,     0.000,   391.790,     0.450,    57.450,   783.000,     1.000,     7.295,   346.455,   369.613,   325.080,   344.629,    43.052,   -39.443,     0.000,
    66.701,   600.000,   123.799,     8.103,     0.001,     0.000,   145.154,     0.450,    57.449,   783.000,     1.000,     7.285,   121.190,   136.938,   325.910,   344.791,    36.776,   -39.909,     0.000,
    66.806,   600.000,   123.799,     8.006,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.268,   -42.885,     0.000,   302.169,   344.342,    28.083,   -27.372,     0.000,
    66.903,   600.000,   123.800,     7.901,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.253,   -69.735,     0.000,   279.062,   343.823,    20.914,   -15.940,     0.000,
    67.000,   600.000,   123.799,     7.808,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.237,   -56.893,     0.000,   279.317,   343.363,    13.476,   -20.629,     0.000,
    67.104,   600.000,   123.800,     7.742,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.222,    16.308,     0.000,   322.401,   343.024,    -7.427,   -29.505,     0.000,
    67.201,   600.000,   123.800,     7.719,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.209,    46.710,     0.000,   340.669,   342.908,   -17.192,   -31.757,     0.000,
    67.306,   600.000,   123.800,     7.696,     0.001,     0.000,    21.215,     0.450,    57.450,   783.000,     1.000,     7.188,    75.950,    20.014,   342.331,   342.790,   -23.415,   -32.981,     0.000,
    67.403,   600.000,   123.799,     7.716,     0.001,     0.000,   173.612,     0.450,    57.449,   783.000,     1.000,     7.161,   241.950,   163.785,   350.257,   342.867,   -31.941,   -38.835,     0.000,
    67.500,   600.000,   123.800,     7.804,     0.001,     0.000,   269.267,     0.450,    57.450,   783.000,     1.000,     7.131,   401.326,   254.026,   375.902,   343.274,   -53.851,   -60.822,     0.000,
    67.604,   600.000,   123.801,     7.986,     0.001,     0.000,   349.011,     0.450,    57.451,   783.000,     1.000,     7.112,   570.686,   329.256,   399.357,   344.132,   -71.484,  -114.721,     0.000,
    67.701,   600.000,   123.801,     8.151,     0.000,     0.000,   105.974,     0.450,    57.451,   783.000,     1.000,     7.120,   360.741,    99.976,   412.310,   344.966,   -69.173,  -124.248,     0.000,
    67.806,   600.000,   123.800,     8.254,     0.000,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.148,   168.477,     0.000,   368.965,   345.501,   -52.947,   -92.066,     0.000,
    67.903,   600.000,   123.800,     8.300,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.174,    92.818,     0.000,   330.253,   345.730,   -43.982,   -64.313,     0.000,
    68.000,   600.000,   123.800,     8.340,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.198,   107.622,     0.000,   327.116,   345.923,   -60.089,   -66.340,     0.000,
    68.104,   600.000,   123.800,     8.385,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.230,    92.353,     0.000,   318.146,   346.150,   -58.927,   -61.429,     0.000,
    68.201,   600.000,   123.800,     8.419,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.261,    70.763,     0.000,   313.882,   346.322,   -51.588,   -51.615,     0.000,
    68.306,   600.000,   123.801,     8.449,     0.001,     0.000,    57.570,     0.450,    57.451,   783.000,     1.000,     7.288,    98.971,    54.312,   317.663,   346.462,   -24.259,   -49.200,     0.000,
    68.403,   600.000,   123.801,     8.534,     0.001,     0.000,   197.043,     0.450,    57.451,   783.000,     1.000,     7.330,   237.160,   185.890,   356.640,   346.859,    16.065,   -57.554,     0.000,
    68.500,   600.000,   123.801,     8.700,     0.001,     0.000,   443.544,     0.450,    57.451,   783.000,     1.000,     7.415,   466.846,   418.437,   354.456,   347.640,    26.425,   -68.018,     0.000,
    68.604,   600.000,   123.803,     8.953,     0.001,     0.000,   553.550,     0.450,    57.453,   783.000,     1.000,     7.567,   548.212,   522.217,   335.254,   348.885,    45.880,   -85.506,     0.000,
    68.701,   600.000,   123.802,     9.081,     0.001,     0.000,   184.716,     0.450,    57.452,   783.000,     1.000,     7.764,   167.566,   174.261,   327.921,   349.581,    43.167,   -58.132,     0.000,
    68.806,   600.000,   123.801,     9.076,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.911,   -64.511,     0.000,   296.041,   349.582,    35.977,   -25.007,     0.000,
    68.903,   600.000,   123.801,     9.039,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.959,  -119.306,     0.000,   262.825,   349.404,    35.164,    -2.437,     0.000,
    69.000,   600.000,   123.801,     9.005,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.941,  -144.792,     0.000,   250.908,   349.234,    38.282,     8.184,     0.000,
    69.104,   600.000,   123.800,     8.971,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.878,  -167.125,     0.000,   241.055,   349.066,    41.214,    17.900,     0.000,
    69.201,   600.000,   123.800,     8.937,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.798,  -186.791,     0.000,   235.488,   348.901,    44.188,    29.191,     0.000,
    69.306,   600.000,   123.800,     8.901,     0.001,     0.000,    66.885,     0.450,    57.450,   783.000,     1.000,     7.727,  -112.009,    63.099,   239.260,   348.716,    40.954,    24.698,     0.000,
    69.403,   600.000,   123.800,     8.960,     0.001,     0.000,   496.644,     0.450,    57.450,   783.000,     1.000,     7.706,   344.464,   468.532,   258.766,   348.946,    31.658,     2.229,     0.000,
    69.500,   600.000,   123.800,     9.187,     0.001,     0.000,   774.846,     0.450,    57.450,   783.000,     1.000,     7.722,   640.469,   730.986,   277.155,   350.033,    32.145,   -14.505,     0.000,
    69.604,   600.000,   123.799,     9.395,     0.001,     0.000,   587.629,     0.450,    57.449,   783.000,     1.000,     7.739,   508.340,   554.367,   307.753,   351.122,    37.876,   -35.219,     0.000,
    69.701,   600.000,   123.800,     9.388,     0.001,     0.000,   213.429,     0.450,    57.450,   783.000,     1.000,     7.724,   150.497,   201.349,   305.083,   351.156,    38.100,   -33.322,     0.000,
    69.806,   600.000,   123.800,     9.214,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.674,   -75.032,     0.000,   286.476,   350.319,    32.274,   -21.085,     0.000,
    69.903,   600.000,   123.800,     9.055,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.608,   -93.569,     0.000,   271.878,   349.521,    25.488,    -9.561,     0.000,
    70.000,   600.000,   123.800,     8.922,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.527,  -116.839,     0.000,   257.053,   348.854,    23.127,     1.910,     0.000,
    70.104,   600.000,   123.800,     8.797,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.438,  -135.256,     0.000,   246.822,   348.235,    24.260,     9.583,     0.000,
    70.201,   600.000,   123.800,     8.675,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.362,  -149.968,     0.000,   239.330,   347.635,    25.940,    15.724,     0.000,
    70.306,   600.000,   123.800,     8.569,     0.001,     0.000,    70.518,     0.450,    57.450,   783.000,     1.000,     7.310,   -46.072,    66.527,   254.900,   347.085,    18.205,     2.209,     0.000,
    70.403,   600.000,   123.800,     8.673,     0.001,     0.000,   513.604,     0.450,    57.450,   783.000,     1.000,     7.307,   455.692,   484.532,   297.711,   347.501,    10.014,   -30.964,     0.000,
    70.500,   600.000,   123.800,     8.989,     0.001,     0.000,   786.029,     0.450,    57.450,   783.000,     1.000,     7.353,   763.551,   741.537,   345.924,   349.014,    45.865,   -70.969,     0.000,
    70.604,   600.000,   123.801,     9.365,     0.000,     0.000,   664.895,     0.450,    57.451,   783.000,     1.000,     7.447,   680.387,   627.259,   365.298,   350.904,    68.471,  -107.204,     0.000,
    70.701,   600.000,   123.801,     9.569,     0.001,     0.000,   232.238,     0.450,    57.451,   783.000,     1.000,     7.568,   244.775,   219.092,   357.081,   351.988,    69.899,   -90.488,     0.000,
    70.806,   600.000,   123.801,     9.573,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.674,   -34.189,     0.000,   326.179,   352.054,    60.093,   -51.779,     0.000,
    70.903,   600.000,   123.801,     9.539,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     7.716,   -85.108,     0.000,   294.834,   351.889,    55.198,   -27.145,     0.000,
    71.000,   600.000,   123.800,     9.508,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.709,   -84.824,     0.000,   294.834,   351.727,    64.095,   -36.164,     0.000,
    71.104,   600.000,   123.800,     9.474,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.639,  -121.029,     0.000,   271.751,   351.562,    50.452,    -9.235,     0.000,
    71.201,   600.000,   123.800,     9.430,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.574,  -152.559,     0.000,   258.642,   351.349,    52.583,     7.270,     0.000,
    71.306,   600.000,   123.799,     9.375,     0.001,     0.000,    53.295,     0.450,    57.449,   783.000,     1.000,     7.535,  -128.032,    50.278,   264.160,   351.073,    71.657,    19.742,     0.000,
    71.403,   600.000,   123.798,     9.354,     0.001,     0.000,   235.750,     0.450,    57.448,   783.000,     1.000,     7.521,    27.456,   222.405,   281.945,   350.952,   102.837,    23.105,     0.000,
    71.500,   600.000,   123.797,     9.365,     0.001,     0.000,   282.734,     0.450,    57.447,   783.000,     1.000,     7.505,    90.856,   266.730,   301.906,   351.010,   121.351,     5.419,     0.000,
    71.604,   600.000,   123.798,     9.332,     0.001,     0.000,   234.358,     0.450,    57.448,   783.000,     1.000,     7.467,    57.370,   221.093,   297.915,   350.858,   101.093,     9.687,     0.000,
    71.701,   600.000,   123.799,     9.251,     0.001,     0.000,    85.108,     0.450,    57.449,   783.000,     1.000,     7.428,   -68.614,    80.291,   292.518,   350.485,    77.899,    13.038,     0.000,
    71.806,   600.000,   123.799,     9.090,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.379,  -144.597,     0.000,   283.963,   349.709,    60.453,    18.399,     0.000,
    71.903,   600.000,   123.799,     8.921,     0.000,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.326,  -146.480,     0.000,   281.182,   348.864,    53.252,    25.545,     0.000,
    72.000,   600.000,   123.798,     8.728,     0.000,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.266,  -156.237,     0.000,   281.182,   347.927,    58.807,    30.685,     0.000,
    72.104,   600.000,   123.799,     8.486,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.186,  -134.061,     0.000,   281.182,   346.740,    43.946,    24.557,     0.000,
    72.201,   600.000,   123.799,     8.267,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.122,  -116.359,     0.000,   281.159,   345.662,    35.097,    16.758,     0.000,
    72.306,   600.000,   123.799,     8.092,     0.001,     0.000,    27.108,     0.450,    57.449,   783.000,     1.000,     7.081,   -68.546,    25.574,   287.202,   344.780,    26.666,     9.875,     0.000,
    72.403,   600.000,   123.798,     8.010,     0.001,     0.000,   183.875,     0.450,    57.448,   783.000,     1.000,     7.057,    98.289,   173.467,   292.274,   344.333,    18.466,     4.653,     0.000,
    72.500,   600.000,   123.798,     7.977,     0.000,     0.000,   278.942,     0.450,    57.448,   783.000,     1.000,     7.033,   223.063,   263.153,   305.661,   344.160,     8.463,    -6.872,     0.000,
    72.604,   600.000,   123.798,     7.937,     0.000,     0.000,   235.987,     0.450,    57.448,   783.000,     1.000,     7.007,   212.564,   222.630,   315.348,   343.975,    -5.001,   -13.561,     0.000,
    72.701,   600.000,   123.798,     7.852,     0.000,     0.000,    86.231,     0.450,    57.448,   783.000,     1.000,     6.982,    80.990,    81.350,   317.874,   343.609,    -9.261,   -16.113,     0.000,
    72.806,   600.000,   123.799,     7.716,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     6.962,    -2.138,     0.000,   316.572,   342.932,    -7.708,   -16.515,     0.000,
    72.903,   600.000,   123.799,     7.641,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     6.959,   -10.832,     0.000,   313.869,   342.535,    -3.761,   -14.073,     0.000,
    73.000,   600.000,   123.799,     7.612,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     6.968,   -17.669,     0.000,   310.784,   342.382,    -3.457,   -10.472,     0.000,
    73.104,   600.000,   123.799,     7.594,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     6.982,   -16.957,     0.000,   310.564,   342.297,    -3.753,   -11.023,     0.000,
    73.201,   600.000,   123.800,     7.574,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.003,   -21.511,     0.000,   308.377,   342.199,     1.201,   -13.512,     0.000,
    73.306,   600.000,   123.801,     7.556,     0.001,     0.000,    50.061,     0.450,    57.451,   783.000,     1.000,     7.053,    -1.876,    47.227,   291.139,   342.102,    16.882,   -18.741,     0.000,
    73.403,   600.000,   123.801,     7.659,     0.001,     0.000,   471.287,     0.450,    57.451,   783.000,     1.000,     7.152,   376.246,   444.610,   279.411,   342.534,    31.886,   -26.646,     0.000,
    73.500,   600.000,   123.805,     7.905,     0.001,     0.000,   674.883,     0.450,    57.455,   783.000,     1.000,     7.339,   586.090,   636.682,   295.447,   343.674,    63.694,   -61.329,     0.000,
    73.604,   600.000,   123.806,     8.333,     0.001,     0.000,   663.115,     0.450,    57.456,   783.000,     1.000,     7.707,   565.898,   625.580,   294.297,   345.719,    83.918,   -75.659,     0.000,
    73.701,   600.000,   123.805,     8.710,     0.001,     0.000,   249.248,     0.450,    57.455,   783.000,     1.000,     8.134,   140.798,   235.139,   291.200,   347.663,    95.306,   -57.427,     0.000,
    73.806,   600.000,   123.802,     8.831,     0.001,     0.000,     0.000,     0.450,    57.452,   783.000,     1.000,     8.426,  -117.853,     0.000,   279.130,   348.360,    72.439,   -23.816,     0.000,
    73.903,   600.000,   123.801,     8.822,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     8.525,  -134.330,     0.000,   262.825,   348.322,    52.274,    -3.440,     0.000,
    74.000,   600.000,   123.801,     8.807,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     8.525,  -162.826,     0.000,   250.908,   348.249,    57.709,     7.777,     0.000,
    74.104,   600.000,   123.801,     8.788,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     8.464,  -189.948,     0.000,   236.041,   348.157,    51.139,    26.693,     0.000,
    74.201,   600.000,   123.801,     8.770,     0.001,     0.000,     0.000,     0.450,    57.451,   783.000,     1.000,     8.400,  -200.723,     0.000,   230.168,   348.068,    48.673,    34.150,     0.000,
    74.306,   600.000,   123.800,     8.753,     0.001,     0.000,    83.810,     0.450,    57.450,   783.000,     1.000,     8.356,   -99.353,    79.066,   238.938,   347.978,    44.823,    24.555,     0.000,
    74.403,   600.000,   123.799,     8.825,     0.001,     0.000,   536.722,     0.450,    57.449,   783.000,     1.000,     8.351,   380.723,   506.342,   260.190,   348.272,    38.877,    -1.340,     0.000,
    74.500,   600.000,   123.799,     9.065,     0.000,     0.000,   789.025,     0.450,    57.449,   783.000,     1.000,     8.359,   651.704,   744.363,   281.808,   349.427,    44.008,   -18.967,     0.000,
    74.604,   600.000,   123.799,     9.288,     0.000,     0.000,   682.543,     0.450,    57.449,   783.000,     1.000,     8.350,   578.655,   643.908,   297.192,   350.579,    46.153,   -34.286,     0.000,
    74.701,   600.000,   123.799,     9.291,     0.000,     0.000,   248.180,     0.450,    57.449,   783.000,     1.000,     8.319,   160.944,   234.132,   295.473,   350.676,    48.833,   -30.847,     0.000,
    74.806,   600.000,   123.799,     9.103,     0.000,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     8.282,  -106.291,     0.000,   278.344,   349.769,    47.690,   -12.824,     0.000,
    74.903,   600.000,   123.799,     8.933,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     8.255,  -142.331,     0.000,   254.994,   348.910,    41.886,     6.530,     0.000,
    75.000,   600.000,   123.800,     8.824,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.216,  -145.750,     0.000,   247.747,   348.359,    36.184,     8.953,     0.000,
    75.104,   600.000,   123.800,     8.743,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.131,  -175.324,     0.000,   238.948,   347.937,    44.269,    22.067,     0.000,
    75.201,   600.000,   123.800,     8.709,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     7.990,  -189.265,     0.000,   232.656,   347.773,    44.901,    29.248,     0.000,
    75.306,   600.000,   123.800,     8.664,     0.001,     0.000,    84.056,     0.450,    57.450,   783.000,     1.000,     7.815,   -77.823,    79.298,   244.564,   347.544,    36.029,    18.113,     0.000,
    75.403,   600.000,   123.799,     8.717,     0.001,     0.000,   370.040,     0.450,    57.449,   783.000,     1.000,     7.687,   279.285,   349.095,   291.842,   347.758,    23.798,    -9.903,     0.000,
    75.500,   600.000,   123.798,     8.880,     0.001,     0.000,   554.113,     0.450,    57.448,   783.000,     1.000,     7.601,   519.679,   522.749,   331.325,   348.544,    37.877,   -52.027,     0.000,
    75.604,   600.000,   123.797,     8.973,     0.000,     0.000,   417.431,     0.450,    57.447,   783.000,     1.000,     7.519,   430.193,   393.803,   352.550,   349.071,    41.152,   -74.062,     0.000,
    75.701,   600.000,   123.797,     8.836,     0.000,     0.000,   227.789,     0.450,    57.447,   783.000,     1.000,     7.427,   213.863,   214.895,   319.881,   348.457,    36.950,   -64.494,     0.000,
    75.806,   600.000,   123.798,     8.515,     0.000,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.329,   -50.592,     0.000,   289.872,   346.917,    28.795,   -35.249,     0.000,
    75.903,   600.000,   123.798,     8.241,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.271,   -87.347,     0.000,   269.022,   345.529,    22.798,   -11.958,     0.000,
    76.000,   600.000,   123.798,     8.053,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.241,  -105.310,     0.000,   256.870,   344.589,    19.348,    -1.757,     0.000,
    76.104,   600.000,   123.799,     7.939,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.230,   -67.578,     0.000,   278.065,   343.996,    12.625,   -10.977,     0.000,
    76.201,   600.000,   123.799,     7.908,     0.001,     0.000,     0.000,     0.450,    57.449,   783.000,     1.000,     7.239,   -24.506,     0.000,   306.840,   343.828,     3.958,   -16.440,     0.000,
    76.306,   600.000,   123.798,     7.919,     0.001,     0.000,    32.215,     0.450,    57.448,   783.000,     1.000,     7.263,    44.567,    30.392,   328.264,   343.867,    -8.182,   -21.597,     0.000,
    76.403,   600.000,   123.798,     7.977,     0.001,     0.000,   192.093,     0.450,    57.448,   783.000,     1.000,     7.293,   235.048,   181.220,   336.192,   344.129,   -27.066,   -34.699,     0.000,
    76.500,   600.000,   123.798,     8.097,     0.001,     0.000,   286.423,     0.450,    57.448,   783.000,     1.000,     7.321,   362.052,   270.210,   351.796,   344.704,   -39.802,   -44.947,     0.000,
    76.604,   600.000,   123.798,     8.210,     0.001,     0.000,   242.339,     0.450,    57.448,   783.000,     1.000,     7.342,   321.294,   228.622,   352.933,   345.279,   -39.995,   -45.023,     0.000,
    76.701,   600.000,   123.798,     8.233,     0.001,     0.000,    90.664,     0.450,    57.448,   783.000,     1.000,     7.350,   169.753,    85.532,   350.904,   345.422,   -37.723,   -41.016,     0.000,
    76.806,   600.000,   123.798,     8.176,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.351,    76.330,     0.000,   347.598,   345.160,   -36.572,   -37.320,     0.000,
    76.903,   600.000,   123.798,     8.119,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.353,    73.962,     0.000,   345.675,   344.875,   -36.926,   -36.236,     0.000,
    77.000,   600.000,   123.798,     8.077,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.359,    80.461,     0.000,   349.046,   344.662,   -37.191,   -38.885,     0.000,
    77.104,   600.000,   123.798,     8.047,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.373,    61.940,     0.000,   342.569,   344.514,   -31.864,   -32.022,     0.000,
    77.201,   600.000,   123.798,     8.024,     0.001,     0.000,     0.000,     0.450,    57.448,   783.000,     1.000,     7.391,    47.550,     0.000,   336.348,   344.397,   -28.196,   -27.404,     0.000,
    77.306,   600.000,   123.799,     8.003,     0.001,     0.000,    33.541,     0.450,    57.449,   783.000,     1.000,     7.417,    72.347,    31.642,   328.608,   344.288,   -28.095,   -28.289,     0.000,
    77.403,   600.000,   123.802,     8.053,     0.001,     0.000,   194.139,     0.450,    57.452,   783.000,     1.000,     7.478,   205.607,   183.150,   317.539,   344.492,   -21.035,   -28.375,     0.000,
    77.500,   600.000,   123.800,     8.175,     0.001,     0.000,   288.250,     0.450,    57.450,   783.000,     1.000,     7.607,   207.707,   271.934,   297.739,   345.078,    15.741,     1.147,     0.000,
    77.604,   600.000,   123.801,     8.448,     0.001,     0.000,   602.815,     0.450,    57.451,   783.000,     1.000,     7.795,   505.608,   568.693,   284.787,   346.361,    26.559,   -25.047,     0.000,
    77.701,   600.000,   123.801,     8.684,     0.001,     0.000,   251.980,     0.450,    57.451,   783.000,     1.000,     7.997,   141.634,   237.717,   278.853,   347.582,    51.778,   -24.424,     0.000,
    77.806,   600.000,   123.800,     8.745,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.184,  -138.938,     0.000,   262.686,   347.922,    57.817,    -4.116,     0.000,
    77.903,   600.000,   123.800,     8.776,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.297,  -159.115,     0.000,   246.440,   348.084,    46.718,    10.753,     0.000,
    78.000,   600.000,   123.800,     8.796,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.348,  -163.558,     0.000,   241.951,   348.186,    43.763,    13.559,     0.000,
    78.104,   600.000,   123.800,     8.801,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.346,  -186.824,     0.000,   234.687,   348.213,    46.500,    26.798,     0.000,
    78.201,   600.000,   123.800,     8.796,     0.001,     0.000,     0.000,     0.450,    57.450,   783.000,     1.000,     8.321,  -202.327,     0.000,   228.708,   348.192,    47.253,    35.590,     0.000,
    78.306,   600.000,   123.800,     8.790,     0.001,     0.000,    99.668,     0.450,    57.450,   783.000,     1.000,     8.298,   -76.431,    94.026,   238.048,   348.160,    38.091,    22.255,     0.000,
    78.403,   600.000,   123.800,     8.899,     0.001,     0.000,   560.513,     0.450,    57.450,   783.000,     1.000,     8.313,   416.883,   528.786,   263.384,   348.621,    29.931,    -3.265,     0.000,
