JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG
    85.701, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    85.806, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    85.903, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    86.000, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    86.104, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798,
    86.201, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798,
    86.306, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798,
    86.403, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    86.500, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    86.604, 123.802, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    86.701, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    86.806, 123.802, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    86.903, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    87.000, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    87.104, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    87.201, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    87.306, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    87.403, 123.803, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    87.500, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797,
    87.604, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797,
    87.701, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    87.806, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    87.903, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    88.000, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798,
    88.104, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    88.201, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    88.306, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799,
    88.403, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798,
    88.500, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    88.604, 123.796, 123.796, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800,
    88.701, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800,
    88.806, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800,
    88.903, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800,
    89.000, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    89.104, 123.800, 123.800, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800,
    89.201, 123.800, 123.800, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800,
    89.306, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    89.403, 123.804, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    89.500, 123.803, 123.803, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798,
    89.604, 123.808, 123.807, 123.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797,
    89.701, 123.811, 123.810, 123.809, 123.807, 123.807, 123.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.796, 123.796,
    89.806, 123.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797,
    89.903, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798,
    90.000, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    90.104, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    90.201, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.799, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    90.306, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    90.403, 123.793, 123.794, 123.794, 123.795, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800,
    90.500, 123.792, 123.793, 123.794, 123.795, 123.795, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801,
    90.604, 123.789, 123.791, 123.792, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801, 123.801, 123.801, 123.802, 123.802,
    90.701, 123.792, 123.793, 123.794, 123.794, 123.795, 123.795, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.802,
    90.806, 123.794, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.802,
    90.903, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801,
    91.000, 123.796, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801,
    91.104, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801,
    91.201, 123.794, 123.795, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801, 123.801,
    91.306, 123.794, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801, 123.801,
    91.403, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801,
    91.500, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801, 123.801,
    91.604, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.799, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.801, 123.801,
    91.701, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800,
    91.806, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    91.903, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    92.000, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    92.104, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
    92.201, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798,
    92.306, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    92.403, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    92.500, 123.806, 123.806, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797,
    92.604, 123.808, 123.807, 123.807, 123.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.796,
    92.701, 123.805, 123.804, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797,
    92.806, 123.803, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797,
    92.903, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    93.000, 123.799, 123.799, 123.799, 123.799, 123.800, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798,
    93.104, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    93.201, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    93.306, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    93.403, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798,
    93.500, 123.805, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797,
    93.604, 123.808, 123.807, 123.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.796,
    93.701, 123.806, 123.806, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797,
    93.806, 123.805, 123.805, 123.804, 123.804, 123.803, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797,
    93.903, 123.806, 123.806, 123.805, 123.804, 123.804, 123.803, 123.803, 123.803, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797,
    94.000, 123.803, 123.802, 123.802, 123.802, 123.802, 123.801, 123.801, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797,
    94.104, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798,
    94.201, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798,
    94.306, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.800, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798,
    94.403, 123.798, 123.798, 123.798, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799, 123.799,
