JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG
   194.806, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797,
   194.903, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797,
   195.000, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797,
   195.104, 123.792, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   195.201, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   195.306, 123.792, 123.792, 123.792, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   195.403, 123.791, 123.791, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   195.500, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   195.604, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   195.701, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795,
   195.806, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795,
   195.903, 123.792, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   196.000, 123.792, 123.792, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   196.104, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798,
   196.201, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   196.306, 123.793, 123.793, 123.793, 123.794, 123.795, 123.795, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   196.403, 123.791, 123.791, 123.792, 123.793, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797,
   196.500, 123.790, 123.790, 123.791, 123.792, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   196.604, 123.787, 123.788, 123.789, 123.790, 123.791, 123.791, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.797, 123.797, 123.798, 123.798, 123.799, 123.799, 123.800, 123.800,
   196.701, 123.788, 123.789, 123.790, 123.791, 123.791, 123.792, 123.792, 123.793, 123.793, 123.793, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.799, 123.799, 123.800, 123.800,
   196.806, 123.791, 123.792, 123.792, 123.793, 123.793, 123.794, 123.793, 123.793, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798,
   196.903, 123.791, 123.792, 123.792, 123.793, 123.793, 123.793, 123.793, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.000, 123.791, 123.792, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   197.104, 123.792, 123.792, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797,
   197.201, 123.793, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.306, 123.793, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798,
   197.403, 123.792, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.500, 123.794, 123.794, 123.795, 123.795, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   197.604, 123.792, 123.793, 123.793, 123.794, 123.795, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.701, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.806, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797,
   197.903, 123.791, 123.792, 123.792, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797,
   198.000, 123.791, 123.791, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   198.104, 123.791, 123.791, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798,
   198.201, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   198.306, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   198.403, 123.789, 123.789, 123.790, 123.791, 123.792, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798,
   198.500, 123.791, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   198.604, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   198.701, 123.793, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   198.806, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   198.903, 123.794, 123.794, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795,
   199.000, 123.792, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   199.104, 123.792, 123.792, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797,
   199.201, 123.792, 123.792, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   199.306, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.795, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   199.403, 123.790, 123.790, 123.791, 123.792, 123.793, 123.793, 123.793, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798,
   199.500, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797,
   199.604, 123.790, 123.790, 123.791, 123.792, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   199.701, 123.789, 123.789, 123.790, 123.791, 123.792, 123.792, 123.792, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798,
   199.806, 123.790, 123.790, 123.791, 123.792, 123.792, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   199.903, 123.793, 123.793, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797,
   200.000, 123.793, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   200.104, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   200.201, 123.792, 123.792, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797,
   200.306, 123.791, 123.791, 123.792, 123.793, 123.794, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.798,
   200.403, 123.792, 123.792, 123.792, 123.793, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798,
   200.500, 123.793, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.798, 123.798,
   200.604, 123.794, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797,
   200.701, 123.796, 123.796, 123.796, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795,
   200.806, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794, 123.794,
   200.903, 123.801, 123.801, 123.801, 123.801, 123.800, 123.800, 123.799, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794, 123.794, 123.793, 123.793, 123.792,
   201.000, 123.791, 123.792, 123.793, 123.794, 123.794, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796,
   201.104, 123.795, 123.795, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.796, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.795, 123.795, 123.796, 123.796, 123.796, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795,
   201.201, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.798,
   201.306, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   201.403, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   201.500, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794, 123.793,
   201.604, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   201.701, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795,
   201.806, 123.797, 123.797, 123.797, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.795, 123.795,
   201.903, 123.797, 123.797, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794,
   202.000, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794, 123.794,
   202.104, 123.794, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795,
   202.201, 123.794, 123.794, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   202.306, 123.793, 123.793, 123.794, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797,
   202.403, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796,
   202.500, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   202.604, 123.800, 123.799, 123.799, 123.800, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.794, 123.794, 123.793, 123.793, 123.792, 123.792,
   202.701, 123.798, 123.798, 123.798, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.798, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.794, 123.794, 123.793, 123.793, 123.792, 123.792,
   202.806, 123.798, 123.798, 123.798, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794, 123.794, 123.793, 123.793,
   202.903, 123.797, 123.797, 123.798, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794,
   203.000, 123.797, 123.797, 123.798, 123.799, 123.799, 123.799, 123.799, 123.798, 123.798, 123.798, 123.798, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794,
   203.104, 123.795, 123.795, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794,
   203.201, 123.795, 123.795, 123.795, 123.796, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   203.306, 123.796, 123.795, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   203.403, 123.796, 123.796, 123.796, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.797, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794, 123.794, 123.794,
   203.500, 123.795, 123.794, 123.795, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.796, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.795, 123.794,
